number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.000984251968503937	2020-01-19 00:41:21.821508	2020-01-19 01:05:31.252868	150.0	71.0	0.07068462756886568	500.0	1.002274541992637	2.8529042565331506e-05	0.000984251968503937	0.00023536460116398494	0.0004564646810453041	7162.1846791909165	0.0007487684751142227	2.8529042565331506e-05	0.000984251968503937	0.00023536460116398494	0.0004564646810453041	7162.18460430218	0.0007487684790621998	2.8529042565331506e-05	0.000984251968503937	0.00023536460116398494	0.0004564646810453041	7162.184754079653	0.0007487684711690445	0	0.0009699874472212713	0.0009794971280763817
1	TrialState.COMPLETE	0.0005135227661759672	2020-01-19 01:05:31.253674	2020-01-19 01:33:29.403152	250.0	71.0	0.0013436802150660556	700.0	0.9997634481738327	2.8529042565331506e-05	0.0005135227661759672	0.00017117425539198904	0.00019970329795732054	7143.646318327057	0.0006254731947399537	2.8529042565331506e-05	0.0005135227661759672	0.00017117425539198904	0.00019970329795732054	7143.646211343147	0.0006254732313119327	2.8529042565331506e-05	0.0005135227661759672	0.00017117425539198904	0.00019970329795732054	7143.646425310966	0.0006254731582459947	1	0.0005135227661759672	0.0005135227661759672
2	TrialState.COMPLETE	0.0008844003195252767	2020-01-19 01:33:29.403964	2020-01-19 02:03:53.541071	350.0	61.0	0.0010468036624641352	900.0	1.0011171765427933	0.00011411617026132602	0.0008844003195252767	0.0003138194682186466	0.00048499372361063563	7153.643925453612	0.0008110727303274393	0.00011411617026132602	0.0008844003195252767	0.0003138194682186466	0.00048499372361063563	7153.643807771311	0.0008110731378679192	0.00011411617026132602	0.0008844003195252767	0.0003138194682186466	0.00048499372361063563	7153.644043135912	0.0008110723253088833	2	0.0008844003195252767	0.0008844003195252767
3	TrialState.COMPLETE	0.0005420518087412986	2020-01-19 02:03:53.545385	2020-01-19 02:33:41.302370	450.0	31.0	0.0010087532655703234	700.0	1.0011859514675998	8.558712769599452e-05	0.0005420518087412986	0.00014264521282665753	0.00028529042565331506	7152.004079653087	0.0006789683542465058	8.558712769599452e-05	0.0005420518087412986	0.00014264521282665753	0.00028529042565331506	7152.003965536916	0.0006789683683803802	8.558712769599452e-05	0.0005420518087412986	0.00014264521282665753	0.00028529042565331506	7152.004193769257	0.0006789683401233633	3	0.0005420518087412986	0.0005420518087412986
4	TrialState.COMPLETE	0.0008273422343946138	2020-01-19 02:33:41.303411	2020-01-19 02:55:26.986851	50.0	71.0	0.019236340302884024	800.0	0.9969852577825037	5.705808513066301e-05	0.0008273422343946138	0.00019970329795732054	0.0003708775533493096	7123.750677564761	0.0007179362637780155	5.705808513066301e-05	0.0008273422343946138	0.00019970329795732054	0.0003708775533493096	7123.750563448591	0.0007179363006256007	5.705808513066301e-05	0.0008273422343946138	0.00019970329795732054	0.0003708775533493096	7123.750791680931	0.0007179362269910273	4	0.0008273422343946138	0.0008273422343946138
5	TrialState.COMPLETE	0.0005491840693826316	2020-01-19 02:55:26.987652	2020-01-19 03:17:07.872534	50.0	91.0	0.09066678490078581	600.0	1.0006983674503886	5.705808513066301e-05	0.0005491840693826316	8.558712769599452e-05	0.00022110007988131918	7149.812047101449	0.0006478998920007938	5.705808513066301e-05	0.0005491840693826316	8.558712769599452e-05	0.00022110007988131918	7149.811922286888	0.0006478998985982935	5.705808513066301e-05	0.0005491840693826316	8.558712769599452e-05	0.00022110007988131918	7149.812171916011	0.0006478998854054098	5	0.0005563163300239644	0.0005515614895964091
6	TrialState.COMPLETE	0.0009699874472212713	2020-01-19 03:17:07.873629	2020-01-19 03:38:54.836905	50.0	91.0	0.005092596921991242	800.0	0.9928704044880379	8.558712769599452e-05	0.0009699874472212713	0.00028529042565331506	0.0005135227661759672	7096.118695081593	0.0008034707226316684	8.558712769599452e-05	0.0009699874472212713	0.00028529042565331506	0.0005135227661759672	7096.118573833162	0.0008034710029701973	8.558712769599452e-05	0.0009699874472212713	0.00028529042565331506	0.0005135227661759672	7096.118816330024	0.0008034704446152304	6	0.0009699874472212713	0.0009699874472212713
7	TrialState.COMPLETE	0.0008844003195252767	2020-01-19 03:38:54.837702	2020-01-19 04:08:32.676838	450.0	31.0	0.039787204612446544	600.0	1.002475460888925	0.00019970329795732054	0.0008844003195252767	0.00028529042565331506	0.0003994065959146411	7163.051830138081	0.0008420887314120536	0.00019970329795732054	0.0008844003195252767	0.00028529042565331506	0.0003994065959146411	7163.051680360607	0.0008420887616218717	0.00019970329795732054	0.0008844003195252767	0.00028529042565331506	0.0003994065959146411	7163.051979915554	0.0008420887012415006	7	0.0008844003195252767	0.0008844003195252767
8	TrialState.COMPLETE	0.0017046102932785575	2020-01-19 04:08:32.677894	2020-01-19 04:28:45.087473	350.0	1.0	0.03211848420458158	900.0	0.9957275010290494	0.0005563163300239644	0.0017046102932785575	0.0008844003195252767	0.001155426223895926	7115.004068954696	0.0013400340362566278	0.0005563163300239644	0.0017046102932785575	0.0008844003195252767	0.001155426223895926	7115.003965536916	0.0013400340522054842	0.0005563163300239644	0.0017046102932785575	0.0008844003195252767	0.001155426223895926	7115.004172372475	0.0013400340203201311	8	0.0011268971813305946	0.00151203925596257
