number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	551	601	651	701	751
0	TrialState.COMPLETE	0.3171138143642726	2020-01-15 11:14:14.810227	2020-01-15 12:00:15.296145	6.280749838118072	250.0	11.0	0.0023061001657961972	1000.0	0.2736210601867715	0.19046825529078487	0.3171138143642726	0.2521767205465756	0.2789326778870188	5546.5466588901845	0.2351889286090184	0.19046825529078487	0.3171138143642726	0.2521767205465756	0.2789326778870188	5546.546523496084	0.23518892878784275	0.19046825529078487	0.3171138143642726	0.2521767205465756	0.2789326778870188	5546.546794284286	0.23518892843082323	0												0.3163833805476865	0.3167714235127479
1	TrialState.COMPLETE	0.003895184135977337	2020-01-15 12:00:15.297252	2020-01-15 12:07:01.493826	3.7794754945087803	350.0	1.0	0.0628301541976319	800.0	0.982133264061925	0.0014606940509915014	0.003895184135977337	0.0026558073654390935	0.002921388101983003	19911.00201398725	0.002507700758801306	0.0014606940509915014	0.003895184135977337	0.0026558073654390935	0.002921388101983003	19911.0018148017	0.0025077007692154664	0.0014606940509915014	0.003895184135977337	0.0026558073654390935	0.002921388101983003	19911.002213172804	0.0025077007483913383	1	0.003895184135977337	0.003895184135977337											
2	TrialState.COMPLETE	0.00199185552407932	2020-01-15 12:07:01.494614	2020-01-15 12:15:14.390227	2.374277467503719	450.0	11.0	0.092344848521289	600.0	0.9975802050324875	0.0008410056657223796	0.00199185552407932	0.0013721671388101982	0.001593484419263456	20224.132657577902	0.0015423963647901815	0.0008410056657223796	0.00199185552407932	0.0013721671388101982	0.001593484419263456	20224.132170679888	0.0015423963813218507	0.0008410056657223796	0.00199185552407932	0.0013721671388101982	0.001593484419263456	20224.13314447592	0.001542396348265213	2	0.0025672804532577906	0.0021836638338054767											
3	TrialState.COMPLETE	0.16324362606232296	2020-01-15 12:15:14.390984	2020-01-15 12:44:13.682011	0.8790297940077174	50.0	1.0	0.004636171772565119	1000.0	0.31604737635783153	0.08294971671388102	0.16324362606232296	0.11770285309591258	0.13548411574261432	6406.802825273168	0.11154150855359994	0.08294971671388102	0.16324362606232296	0.11770285309591258	0.13548411574261432	6406.802572339134	0.11154150888955158	0.08294971671388102	0.16324362606232296	0.11770285309591258	0.13548411574261432	6406.803078207204	0.11154150821988945	3									0.16167965061378659	0.16252179123992155			
4	TrialState.COMPLETE	0.3195196633894351	2020-01-15 12:44:13.682776	2020-01-15 13:27:13.776546	6.695612723021933	250.0	1.0	0.0011842295260275284	800.0	0.37657891405904076	0.20779870021663055	0.3195196633894351	0.2653620229961673	0.28867063822696215	7633.567280453258	0.24724393386300772	0.20779870021663055	0.3195196633894351	0.2653620229961673	0.28867063822696215	7633.567134644226	0.24724406746035862	0.20779870021663055	0.3195196633894351	0.2653620229961673	0.28867063822696215	7633.56742626229	0.2472438193407816	4													
5	TrialState.COMPLETE	0.24212791457833951	2020-01-15 13:27:13.778151	2020-01-15 14:00:46.214395	5.791792144891407	150.0	6.0	0.0036474484763818946	600.0	0.29338149698580057	0.1379521682283722	0.24212791457833951	0.1852936369579429	0.20794290695140555	5947.320195031597	0.17478314424355806	0.1379521682283722	0.24212791457833951	0.1852936369579429	0.20794290695140555	5947.319990738723	0.1747831576759061	0.1379521682283722	0.24212791457833951	0.1852936369579429	0.20794290695140555	5947.3203993244715	0.1747831313422125	5													
6	TrialState.COMPLETE	0.06621813031161473	2020-01-15 14:00:46.215148	2020-01-15 14:26:10.921122	0.7691673840032756	350.0	21.0	0.018652847846672184	900.0	0.6248654769946101	0.026833490714510546	0.06621813031161473	0.046938936103242054	0.05478832231665093	12668.239337425244	0.04152230207162839	0.026833490714510546	0.06621813031161473	0.046938936103242054	0.05478832231665093	12668.239101353478	0.041522302204629595	0.026833490714510546	0.06621813031161473	0.046938936103242054	0.05478832231665093	12668.23957349701	0.04152230193884317	6						0.0664204775394577	0.06630665722379603						
7	TrialState.COMPLETE	0.25475832152974504	2020-01-15 14:26:10.921872	2020-01-15 14:43:51.642729	7.012299633201392	50.0	41.0	0.01652124575538693	900.0	0.24331713672146627	0.12477868271954674	0.25475832152974504	0.18491058781869688	0.2139474150141643	4932.398548158641	0.17009101569909296	0.12477868271954674	0.25475832152974504	0.18491058781869688	0.2139474150141643	4932.398393236544	0.17009101582248126	0.12477868271954674	0.25475832152974504	0.18491058781869688	0.2139474150141643	4932.398703080737	0.17009101557596212	7					0.2905748347497639	0.270108255766896							
8	TrialState.COMPLETE	0.3881748875187469	2020-01-15 14:43:51.643494	2020-01-15 15:30:09.562182	6.194836576194519	150.0	36.0	0.0013654702463658703	800.0	0.34679037164856946	0.2788285285785702	0.3881748875187469	0.34372396267288785	0.3643351108148642	7029.512461464756	0.31930175102902486	0.2788285285785702	0.3881748875187469	0.34372396267288785	0.3643351108148642	7029.512279203466	0.31930175111940096	0.2788285285785702	0.3881748875187469	0.34372396267288785	0.3643351108148642	7029.512643726046	0.319301750938935	8													
