number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.35207691429875615	2020-03-13 15:30:59.860585	2020-03-13 16:02:10.086013	3.2638690306489506	0.03697416665773456	64	80	0.008755050582782873	256	0.05226232808309992	0.11973639164669633	0.35207691429875615	0.2140534063676823	0.2696279812849481	362.7309711286089	0.19655664511473486	0.11973639164669633	0.3521054433413215	0.2140534063676823	0.2696279812849481	362.73005819924686	0.1965569380616823	1443270157	200	0.11973639164669633	0.35207691429875615	0.2140534063676823	0.2696279812849481	362.731884057971	0.1965563740086051	0	COMPLETE
1	0.3499372361063563	2020-03-13 16:02:10.131821	2020-03-13 16:34:24.456582	3.2218896895269444	0.0388554504592952	128	95	0.009744299262561245	256	0.0554394065976475	0.11930845600821637	0.3499372361063563	0.21071550838753852	0.26617596713454295	386.33958119365514	0.1945719429232257	0.11930845600821637	0.3499372361063563	0.21074403743010384	0.26617596713454295	386.3381262124843	0.19457372193114947	2515727809	200	0.11930845600821637	0.3499372361063563	0.21071550838753852	0.26617596713454295	386.34103617482594	0.19457054348318872	1	COMPLETE
2	0.3274278215223097	2020-03-13 16:34:24.488290	2020-03-13 17:28:56.477444	6.090578617328982	0.01998318274149128	64	35	0.012693655955226138	128	0.05735771382677844	0.11403058313363003	0.3274278215223097	0.20044505306401916	0.2506276389364373	400.2542793563848	0.18556405738865725	0.11403058313363003	0.3274278215223097	0.20044505306401916	0.2506276389364373	400.25350907223554	0.1855642654068501	316151784	200	0.11403058313363003	0.3274278215223097	0.20044505306401916	0.2506276389364373	400.2550496405341	0.18556386116796225	2	COMPLETE
3	0.33287686865228805	2020-03-13 17:28:56.511959	2020-03-13 18:01:23.462108	5.077879325158932	0.02162975467124414	256	20	0.006273407056426491	512	0.05342771505600783	0.12067785005135227	0.33287686865228805	0.20712084902430675	0.2574460801095515	370.6296644984594	0.19198972915094126	0.12070637909391761	0.3329339267374187	0.2071493780668721	0.2574460801095515	370.62564190345773	0.19201157004510888	2134529412	300	0.12067785005135227	0.33287686865228805	0.20712084902430675	0.2574460801095515	370.63368709346116	0.19197565069460545	3	COMPLETE
4	0.35572863174711855	2020-03-13 18:01:23.495576	2020-03-13 18:30:22.999031	6.437202412028222	0.09625899336130657	128	95	0.01057634040079219	512	0.05423677113368211	0.12880862718247177	0.35572863174711855	0.2207292023279699	0.2758473125641904	376.1245007417551	0.20377096217341228	0.12880862718247177	0.35572863174711855	0.2207577313705352	0.2758473125641904	376.12335958005247	0.20377475370515036	3558811451	250	0.12880862718247177	0.35572863174711855	0.2207292023279699	0.2758473125641904	376.12564190345773	0.20376798712104258	4	COMPLETE
5	0.3465137509985165	2020-03-13 18:30:23.046737	2020-03-13 18:55:48.152992	2.3023086512401956	0.010371855635700412	64	79	0.012365230038242478	512	0.058414821996065354	0.1176252424968618	0.3465137509985165	0.20586557115143217	0.260584274791738	407.103603218076	0.19212514403083547	0.1176252424968618	0.3465137509985165	0.20589410019399748	0.260584274791738	407.10298984366085	0.19212657675575665	1020714530	250	0.1176252424968618	0.3465137509985165	0.20586557115143217	0.260584274791738	407.1042165924912	0.19212405335267882	5	COMPLETE
6	0.27467762181901173	2020-03-13 18:55:48.186023	2020-03-13 19:44:40.521724	4.249404097576775	0.02870306504008502	256	69	0.08765355959055504	512	0.09530913941008795	0.09677051238160447	0.27467762181901173	0.17117425539198905	0.21256989615428507	669.7094317014721	0.1577866783693089	0.09677051238160447	0.27467762181901173	0.17117425539198905	0.21256989615428507	669.7047244094488	0.15778700888122382	3412252507	350	0.09677051238160447	0.27467762181901173	0.17117425539198905	0.21256989615428507	669.7141389934953	0.1577863617947191	6	COMPLETE
7	0.30029670204267944	2020-03-13 19:44:40.554482	2020-03-13 20:09:42.717001	5.805561725003311	0.03092398418921146	128	21	0.06108826407514028	512	0.06448744252083255	0.1087527102590437	0.30029670204267944	0.18446878922743354	0.22760470158621476	450.6640990528358	0.1731604346175023	0.1087527102590437	0.30029670204267944	0.18446878922743354	0.2276332306287801	450.66164555517514	0.1731618644076122	975344252	250	0.1087527102590437	0.30029670204267944	0.18446878922743354	0.22760470158621476	450.6665525504964	0.17315925332382404	7	COMPLETE
8	0.3093404085358895	2020-03-13 20:09:42.751707	2020-03-13 21:58:36.155569	8.020718943416306	0.09143648921453426	256	9	0.0057792621190016595	128	0.0525531846667176	0.10966563962113432	0.3093404085358895	0.18946137167636654	0.23781809882460345	365.17849195481	0.17716615229724333	0.10966563962113432	0.3093404085358895	0.18951842976149721	0.23781809882460345	365.1688063448591	0.17717829602550217	2140765471	350	0.10966563962113432	0.3093404085358895	0.18946137167636654	0.23781809882460345	365.1881775647609	0.17715587140379713	8	COMPLETE
9	0.02758758416067557	2020-03-13 21:58:36.190445	2020-03-13 22:29:47.741978	3.0865770414102194	0.06684888969595906	128	2	0.09282305007696053	128	0.5774780054795778	0.008672828939860778	0.02758758416067557	0.01626155426223896	0.02019856213625471	4106.087598425197	0.016132192418344835	0.008672828939860778	0.0276161132032409	0.01626155426223896	0.02019856213625471	4106.069268515349	0.016132546775872197	4030342583	150	0.008672828939860778	0.02758758416067557	0.01626155426223896	0.02019856213625471	4106.105928335045	0.016131858386446186	9	COMPLETE
