number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.000398371104815864	2020-01-11 20:49:00.241866	2020-01-11 22:17:03.513048	0.462436023000662	15.032014552846713	250.0	50.0	0.05310825956533589	0.0033279468744098835	900.0	0.986999998136854	4.426345609065156e-05	0.000398371104815864	0.00017705382436260624	0.0003098441926345609	20009.71003009915	0.0003544040420214761	4.426345609065156e-05	0.000398371104815864	0.00017705382436260624	0.0003098441926345609	20009.709720254956	0.0003544040441125033	4.426345609065156e-05	0.000398371104815864	0.00017705382436260624	0.0003098441926345609	20009.710339943344	0.0003544040399307408	0	0.0004426345609065156	0.00041312559017941453
1	TrialState.COMPLETE	0.0003541076487252125	2020-01-11 22:17:03.514235	2020-01-12 00:16:37.224712	0.2252647655961336	11.665141872035194	50.0	80.0	0.011958132134090896	0.0006971585925015084	1000.0	1.0034253576240886	0.0	0.0003541076487252125	4.426345609065156e-05	0.0002213172804532578	20342.630532932013	0.0002747443771766786	0.0	0.0003541076487252125	4.426345609065156e-05	0.0002213172804532578	20342.63009029745	0.0002747443797266616	0.0	0.0003541076487252125	4.426345609065156e-05	0.0002213172804532578	20342.63097556657	0.0002747443746272615	1	0.0005311614730878187	0.00041312559017941453
2	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 00:16:37.225855	2020-01-12 02:02:36.826701	0.3799955428271512	4.249709292155731	250.0	40.0	0.005174294268104587	0.0554391386623498	1000.0	0.997119572094952	0.0	0.00017705382436260624	0.0	4.426345609065156e-05	20214.807188385268	0.0002292595463371119	0.0	0.00017705382436260624	0.0	4.426345609065156e-05	20214.807011331446	0.000229259551579861	0.0	0.00017705382436260624	0.0	4.426345609065156e-05	20214.807365439094	0.00022925954109636703	2	0.00017705382436260624	0.00017705382436260624
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 02:02:36.828579	2020-01-12 05:10:11.550481	0.3855369485113088	25.70307357093376	250.0	150.0	0.038452114352020915	0.00906415921727443	1000.0	0.9913521883655415	0.0	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20098.05526292493	0.00023460617523844788	0.0	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20098.05493094901	0.0002346061816510997	0.0	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20098.05559490085	0.0002346061688278992	3	0.0003541076487252125	0.00023607176581680832
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 05:10:11.551811	2020-01-12 07:51:27.934774	0.5405197320836036	19.89240512076859	250.0	200.0	0.003064631739578588	0.0008474180274701018	800.0	1.0033455788285703	0.0	0.00017705382436260624	0.0	0.0	20341.355811791786	0.00019351601361968293	0.0	0.00017705382436260624	0.0	0.0	20341.35530276204	0.00019351601843352326	0.0	0.00017705382436260624	0.0	0.0	20341.35632082153	0.00019351600880655886	4	0.00017705382436260624	0.00017705382436260624
5	TrialState.COMPLETE	0.0	2020-01-12 07:51:27.977467	2020-01-12 09:56:23.875040	0.2928144172198907	11.171745385484781	450.0	40.0	0.007543195400661241	0.010181771254185247	600.0	1.0074965615904636	0.0	0.0	0.0	0.0	20425.007878895183	0.0001964327708479973	0.0	0.0	0.0	0.0	20425.007436260625	0.00019643277294490046	0.0	0.0	0.0	0.0	20425.008321529745	0.0001964327687512649	5	0.0	0.0
6	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 09:56:23.876332	2020-01-12 12:01:24.662070	0.4403150814207861	13.908713652367533	50.0	160.0	0.033140650468909724	0.04247645953344839	800.0	1.0014034276681054	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20301.789416607648	0.00020935942233971073	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20301.789261685553	0.00020935942288010886	0.0	0.0001327903682719547	0.0	8.852691218130312e-05	20301.789571529745	0.00020935942179934694	6	8.852691218130312e-05	0.00011803588290840416
7	TrialState.COMPLETE	0.0004426345609065156	2020-01-12 12:01:24.690341	2020-01-12 14:27:05.552248	0.13215076961775624	21.295437965644048	350.0	190.0	0.0651460943261148	0.002432592984070544	500.0	0.9942534981988261	0.0	0.0004426345609065156	4.426345609065156e-05	0.0002213172804532578	20156.989907932013	0.0002773371929507345	0.0	0.0004426345609065156	4.426345609065156e-05	0.0002213172804532578	20156.989598087817	0.0002773372018025841	0.0	0.0004426345609065156	4.426345609065156e-05	0.0002213172804532578	20156.990217776205	0.0002773371841017809	7	0.0003541076487252125	0.00041312559017941453
8	TrialState.COMPLETE	8.852691218130312e-05	2020-01-12 14:27:05.553430	2020-01-12 15:39:12.780302	0.43396393263428124	17.895192423162964	250.0	80.0	0.028355341284489348	0.009516545637678335	900.0	1.004935743324951	0.0	8.852691218130312e-05	0.0	0.0	20373.381064093486	0.00020711597403502582	0.0	8.852691218130312e-05	0.0	0.0	20373.38066572238	0.00020711600246826512	0.0	8.852691218130312e-05	0.0	0.0	20373.38146246459	0.00020711594561646088	8	0.00017705382436260624	0.00011803588290840416
