number	value	datetime_start	datetime_complete	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.971441947565543	2020-05-26 04:07:01.786341	2020-05-26 14:03:06.913367	0.32774085240057416	0.21838344736095225	0.16523395900340881	256	128	11	512	0.06297445666979762	0.4850187265917603	0.971441947565543	0.8164794007490637	0.9124531835205992	3.0308988764044944	0.6647162965295419	0.4850187265917603	0.971441947565543	0.8164794007490637	0.9124531835205992	3.0308988764044944	0.6647162965295419	3957944528	400	0.4850187265917603	0.971441947565543	0.8164794007490637	0.9124531835205992	3.0308988764044944	0.6647162965295419	0	COMPLETE
1	0.9630149812734082	2020-05-26 14:03:06.929317	2020-05-27 07:57:04.834406	0.2395711578285583	0.20137049471327617	0.1944194247678425	128	128	51	256	0.06820346390626181	0.45880149812734083	0.9630149812734082	0.7883895131086143	0.8857677902621723	3.2897940074906367	0.6418503508422551	0.45880149812734083	0.9630149812734082	0.7883895131086143	0.8857677902621723	3.2897940074906367	0.6418503508422551	284654742	650	0.45880149812734083	0.9630149812734082	0.7883895131086143	0.8857677902621723	3.2897940074906367	0.6418503508422551	1	COMPLETE
