number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251
0	TrialState.COMPLETE	0.0	2020-01-04 17:10:45.099594	2020-01-04 17:25:55.159530	50.0	71.0	0.012824105570590105	1200.0	1.0048865341696593	0.0	0.0	0.0	0.0	20372.101496104817	0.00020277477620293192	0.0	0.0	0.0	0.0	20372.095166430594	0.00020277483005989007	0.0	0.0	0.0	0.0	20372.107825779036	0.0002027747223578075	0	0.0	0.0			
1	TrialState.COMPLETE	0.00017705382436260624	2020-01-04 17:25:55.160169	2020-01-04 17:39:18.280471	50.0	1.0	0.004692223487652194	500.0	0.9852128046555487	0.0	0.00017705382436260624	0.0	0.0	19973.278749114732	0.0002475492787436137	0.0	0.00017705382436260624	0.0	0.0	19973.27806303116	0.0002475492812846682	0.0	0.00017705382436260624	0.0	0.0	19973.2794351983	0.00024754927620278944	1	0.0	0.00011803588290840416			
2	TrialState.COMPLETE	0.002345963172804533	2020-01-04 17:39:18.281418	2020-01-04 18:01:23.516368	150.0	11.0	0.012682735938325689	2000.0	0.9472752091491782	0.0002213172804532578	0.002345963172804533	0.0009737960339943342	0.0017705382436260624	19204.077615970255	0.0011620740654977187	0.0002213172804532578	0.002345963172804533	0.0009737960339943342	0.0017705382436260624	19204.072592067987	0.0011620741336369022	0.0002213172804532578	0.002345963172804533	0.0009737960339943342	0.0017705382436260624	19204.082639872522	0.0011620739973797851	2	0.0006196883852691218	0.0017705382436260624			
3	TrialState.COMPLETE	0.0003098441926345609	2020-01-04 18:01:23.517354	2020-01-04 18:31:14.626229	200.0	51.0	0.005678023687642078	1100.0	0.976678310772101	0.0	0.0003098441926345609	0.0	4.426345609065156e-05	19800.20290368272	0.0002628466498161055	0.0	0.0003098441926345609	0.0	4.426345609065156e-05	19800.19754780453	0.00026284668036290985	0.0	0.0003098441926345609	0.0	4.426345609065156e-05	19800.208259560906	0.0002628466192740542	3	8.852691218130312e-05	0.00023607176581680832			
4	TrialState.COMPLETE	0.0003541076487252125	2020-01-04 18:31:14.626905	2020-01-04 19:01:44.752768	200.0	91.0	0.014501629432918262	1000.0	0.9795001767478584	8.852691218130312e-05	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	19857.5523194051	0.00036694665995598585	8.852691218130312e-05	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	19857.54541430595	0.0003669467780521012	8.852691218130312e-05	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	19857.55922450425	0.00036694654193094277	4	0.00017705382436260624	0.0002950897072710104			
5	TrialState.COMPLETE	0.0015049575070821529	2020-01-04 19:01:44.753741	2020-01-04 19:31:37.261046	200.0	51.0	0.025774845362643833	1400.0	0.946311626770998	0.0002655807365439094	0.0015049575070821529	0.0005754249291784702	0.0006639518413597734	19184.43953611898	0.0008031593613686319	0.0002655807365439094	0.0015049575070821529	0.0005754249291784702	0.0006639518413597734	19184.432808073656	0.000803159432923253	0.0002655807365439094	0.0015049575070821529	0.0005754249291784702	0.0006639518413597734	19184.446264164308	0.0008031592898359001	5	0.0005311614730878187	0.0011803588290840415			
6	TrialState.COMPLETE	8.852691218130312e-05	2020-01-04 19:31:37.261843	2020-01-04 19:55:20.678791	150.0	71.0	0.0014158297347810643	700.0	0.9961654688311002	0.0	8.852691218130312e-05	0.0	8.852691218130312e-05	20195.50646246459	0.00020138975441790998	0.0	8.852691218130312e-05	0.0	8.852691218130312e-05	20195.50340828612	0.00020138985034535886	0.0	8.852691218130312e-05	0.0	8.852691218130312e-05	20195.50951664306	0.00020138965862815815	6	0.00017705382436260624	0.00011803588290840416			
7	TrialState.COMPLETE	0.0009295325779036828	2020-01-04 19:55:20.679714	2020-01-04 20:13:18.675314	100.0	51.0	0.03894570794767631	900.0	0.9699272214073165	8.852691218130312e-05	0.0009295325779036828	0.0004426345609065156	0.0006196883852691218	19663.323787181303	0.0005837029782040942	8.852691218130312e-05	0.0009295325779036828	0.0004426345609065156	0.0006196883852691218	19663.31635092068	0.0005837030343379123	8.852691218130312e-05	0.0009295325779036828	0.0004426345609065156	0.0006196883852691218	19663.331223441928	0.0005837029220832605	7	0.0002655807365439094	0.000708215297450425			
8	TrialState.COMPLETE	0.0003098441926345609	2020-01-04 20:13:18.676238	2020-01-04 20:31:17.428944	100.0	71.0	0.00660374766194341	1000.0	0.9906664052215374	0.0	0.0003098441926345609	0.0001327903682719547	0.00017705382436260624	20083.94960605524	0.0002754585279411272	0.0	0.0003098441926345609	0.0001327903682719547	0.00017705382436260624	20083.94462641643	0.00027545855760679057	0.0	0.0003098441926345609	0.0001327903682719547	0.00017705382436260624	20083.95458569405	0.0002754584982800454	8	0.0002655807365439094	0.0002950897072710104			
