number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10767790262172285	2020-03-08 20:06:14.999423	2020-03-08 20:07:47.610023	3.000971408430156	128	2	55	0.0017445826379172034	0.05609930521209818	256	1.0269857423470707	0.0	0.10767790262172285	0.024344569288389514	0.05337078651685393	49.51310861423221	0.04623166812621502	0.0	0.10767790262172285	0.024344569288389514	0.05337078651685393	49.51310861423221	0.04623166812621502	141283811	150.0	0.0	0.10767790262172285	0.024344569288389514	0.05337078651685393	49.51310861423221	0.04623166812621502	0	COMPLETE
1	0.14325842696629212	2020-03-08 20:07:47.628778	2020-03-08 20:20:08.021074	3.6801835029561047	64	1	53	0.006219928817220091	0.04953657998831134	256	0.9007341642279791	0.01544943820224719	0.14325842696629212	0.054775280898876406	0.08192883895131087	43.51076779026217	0.06994483190880427	0.01544943820224719	0.14325842696629212	0.054775280898876406	0.08192883895131087	43.51076779026217	0.06994483190880427	2152760206	850.0	0.01544943820224719	0.14325842696629212	0.054775280898876406	0.08192883895131087	43.51076779026217	0.06994483190880427	1	COMPLETE
2	0.08614232209737828	2020-03-08 20:20:08.039559	2020-03-08 20:22:08.001927	2.1011617673425182	128	2	3	0.0018278690743766413	0.020737766665677622	128	1.0289704348169937	0.0	0.08614232209737828	0.017790262172284643	0.03604868913857678	49.5187265917603	0.04156069339617523	0.0	0.08614232209737828	0.017790262172284643	0.03604868913857678	49.5187265917603	0.04156069339617523	2051999957	150.0	0.0	0.08614232209737828	0.017790262172284643	0.03604868913857678	49.5187265917603	0.04156069339617523	2	COMPLETE
3	0.1989700374531835	2020-03-08 20:22:08.014628	2020-03-08 20:46:10.768695	9.398764138266985	64	2	31	0.012704312976753647	0.023306771756699315	128	0.745612858002831	0.028089887640449437	0.1989700374531835	0.07771535580524344	0.12827715355805244	35.949438202247194	0.09682545921045424	0.028089887640449437	0.1989700374531835	0.07771535580524344	0.12827715355805244	35.949438202247194	0.09682545921045424	2895489393	900.0	0.028089887640449437	0.1989700374531835	0.07771535580524344	0.12827715355805244	35.949438202247194	0.09682545921045424	3	COMPLETE
4	0.21722846441947566	2020-03-08 20:46:10.787960	2020-03-08 20:51:50.433562	2.4804740712485147	256	2	21	0.08640034232764064	0.19130330255143205	256	0.741238999886836	0.037921348314606744	0.21722846441947566	0.07865168539325842	0.11704119850187265	35.70786516853933	0.10239065430024756	0.037921348314606744	0.21722846441947566	0.07865168539325842	0.11704119850187265	35.70786516853933	0.10239065430024756	304552063	400.0	0.037921348314606744	0.21722846441947566	0.07865168539325842	0.11704119850187265	35.70786516853933	0.10239065430024756	4	COMPLETE
5	0.2205056179775281	2020-03-08 20:51:50.452369	2020-03-08 21:00:51.029604	2.102159445442074	256	1	42	0.07880794089456289	0.010218896132911631	128	0.7502893908882395	0.03838951310861423	0.2205056179775281	0.0950374531835206	0.12921348314606743	36.15496254681648	0.10688800504213311	0.03838951310861423	0.2205056179775281	0.0950374531835206	0.12921348314606743	36.15496254681648	0.10688800504213311	2768408113	350.0	0.03838951310861423	0.2205056179775281	0.0950374531835206	0.12921348314606743	36.15496254681648	0.10688800504213311	5	COMPLETE
6	0.0945692883895131	2020-03-08 21:00:51.048756	2020-03-08 21:02:26.725958	9.203719937211414	256	1	32	0.011944004088805716	0.17559130177600055	256	0.9941216318323957	0.0	0.0945692883895131	0.024344569288389514	0.04400749063670412	47.97308052434457	0.04469574601756503	0.0	0.0945692883895131	0.024344569288389514	0.04400749063670412	47.97284644194757	0.04469631695024064	3183109182	150.0	0.0	0.0945692883895131	0.024344569288389514	0.04400749063670412	47.973314606741575	0.04469520227215967	6	COMPLETE
7	0.08754681647940075	2020-03-08 21:02:26.738438	2020-03-08 21:03:32.149769	1.1690149009405462	256	1	59	0.026535297902446228	0.06963069388803718	512	0.9938849174933794	0.0	0.08754681647940075	0.01638576779026217	0.0351123595505618	47.95739700374532	0.04184482777378803	0.0	0.08754681647940075	0.01638576779026217	0.0351123595505618	47.95739700374532	0.04184482777378803	515420743	150.0	0.0	0.08754681647940075	0.01638576779026217	0.0351123595505618	47.95739700374532	0.04184482777378803	7	COMPLETE
8	0.10346441947565543	2020-03-08 21:03:32.161919	2020-03-08 21:07:59.765299	6.851244670268762	64	2	31	0.0012876774922081248	0.021888387819924415	256	1.0121079024148945	0.00046816479400749064	0.10346441947565543	0.025749063670411985	0.05290262172284644	48.91151685393258	0.0467458926521088	0.00046816479400749064	0.10346441947565543	0.025749063670411985	0.05290262172284644	48.91151685393258	0.0467458926521088	3917168951	350.0	0.00046816479400749064	0.10346441947565543	0.025749063670411985	0.05290262172284644	48.91151685393258	0.0467458926521088	8	COMPLETE
9	0.2148876404494382	2020-03-08 21:07:59.778092	2020-03-08 21:13:51.364161	0.8571937161343188	256	1	52	0.05971490402830102	0.05536763136303787	256	0.7482309791212378	0.025749063670411985	0.2148876404494382	0.0800561797752809	0.125	36.0313670411985	0.09635529482648465	0.025749063670411985	0.2148876404494382	0.0800561797752809	0.125	36.0313670411985	0.09635529482648465	2332023061	400.0	0.025749063670411985	0.2148876404494382	0.0800561797752809	0.125	36.0313670411985	0.09635529482648465	9	COMPLETE
10	0.21348314606741572	2020-03-08 21:13:51.376551	2020-03-08 21:20:48.370910	7.114235806985921	64	1	49	0.05337291664899976	0.018414538281289198	256	0.7526857089312322	0.035580524344569285	0.21348314606741572	0.08052434456928839	0.12780898876404495	36.289794007490634	0.10094008982213203	0.035580524344569285	0.21348314606741572	0.08052434456928839	0.12780898876404495	36.289794007490634	0.10094008982213203	2914309242	500.0	0.035580524344569285	0.21348314606741572	0.08052434456928839	0.12780898876404495	36.289794007490634	0.10094008982213203	10	COMPLETE
11	0.09410112359550561	2020-03-08 21:20:48.383270	2020-03-08 21:22:28.828681	6.044718429411887	128	2	42	0.002805850719385109	0.01608725486128597	256	1.0003498281676615	0.0	0.09410112359550561	0.021067415730337078	0.040262172284644196	48.31132958801498	0.04369217722588672	0.0	0.09410112359550561	0.021067415730337078	0.040262172284644196	48.31132958801498	0.04369217722588672	2642846689	150.0	0.0	0.09410112359550561	0.021067415730337078	0.040262172284644196	48.31132958801498	0.04369217722588672	11	COMPLETE
12	0.09176029962546817	2020-03-08 21:22:28.841387	2020-03-08 21:23:21.368191	4.831451480665778	128	1	20	0.005703250423007809	0.22357324959547165	512	1.0016668617606777	0.0	0.09176029962546817	0.017790262172284643	0.040262172284644196	48.2937734082397	0.042928813366341766	0.0	0.09176029962546817	0.017790262172284643	0.040262172284644196	48.293539325842694	0.04292884483325896	1583660741	150.0	0.0	0.09176029962546817	0.017790262172284643	0.040262172284644196	48.2940074906367	0.042928782261113275	12	COMPLETE
13	0.22659176029962547	2020-03-08 21:23:21.381993	2020-03-08 21:36:55.983955	9.277878018072984	64	1	97	0.09168397869400913	0.0645893584682021	128	0.7221198653591245	0.037921348314606744	0.22659176029962547	0.09410112359550561	0.12687265917602997	34.78323970037453	0.10786280467052235	0.037921348314606744	0.22659176029962547	0.09410112359550561	0.12687265917602997	34.78323970037453	0.10786280467052235	1753424413	500.0	0.037921348314606744	0.22659176029962547	0.09410112359550561	0.12687265917602997	34.78323970037453	0.10786280467052235	13	COMPLETE
14	0.09550561797752809	2020-03-08 21:36:56.002515	2020-03-08 21:37:57.543978	8.0641806690057	256	2	48	0.003987020862241661	0.256251837392572	512	0.994706103968877	0.0	0.09550561797752809	0.020599250936329586	0.042134831460674156	47.94101123595506	0.044397219512491405	0.0	0.09550561797752809	0.020599250936329586	0.042134831460674156	47.94101123595506	0.044397219512491405	177009084	150.0	0.0	0.09550561797752809	0.020599250936329586	0.042134831460674156	47.94101123595506	0.044397219512491405	14	COMPLETE
15	0.08426966292134831	2020-03-08 21:37:57.554414	2020-03-08 21:38:50.710448	7.544542559149268	128	2	39	0.0020768230042882054	0.0156417409020318	512	1.0285786250780584	0.0	0.08426966292134831	0.018726591760299626	0.03885767790262172	49.64934456928839	0.04203200837150894	0.0	0.08426966292134831	0.018726591760299626	0.03885767790262172	49.64934456928839	0.04203200837150894	2804021835	150.0	0.0	0.08426966292134831	0.018726591760299626	0.03885767790262172	49.64934456928839	0.04203200837150894	15	COMPLETE
16	0.1989700374531835	2020-03-08 21:38:50.722000	2020-03-08 21:44:37.869491	1.0607155605233767	128	2	47	0.09362208670305389	0.19209254690550134	512	0.7668208242585876	0.025749063670411985	0.1989700374531835	0.07116104868913857	0.10908239700374532	36.94920411985019	0.09149262831901324	0.025749063670411985	0.1989700374531835	0.07116104868913857	0.10908239700374532	36.948970037453186	0.09149267442999462	400918561	700.0	0.025749063670411985	0.1989700374531835	0.07116104868913857	0.10908239700374532	36.949438202247194	0.09149258284846215	16	COMPLETE
17	0.21722846441947566	2020-03-08 21:44:37.881907	2020-03-08 21:57:54.905284	8.894033632248762	128	1	38	0.04000899860565962	0.03279149173013998	128	0.7457334237026699	0.03698501872659176	0.21722846441947566	0.08333333333333333	0.12640449438202248	35.925327715355806	0.10425663984620864	0.03698501872659176	0.21722846441947566	0.08333333333333333	0.12640449438202248	35.9250936329588	0.10425764665221726	699170577	500.0	0.03698501872659176	0.21722846441947566	0.08333333333333333	0.12640449438202248	35.925561797752806	0.10425569596557556	17	COMPLETE
18	0.08707865168539326	2020-03-08 21:57:54.917626	2020-03-08 22:01:06.093108	2.379463811165725	64	2	93	0.001512946376557637	0.04707526312944769	128	1.0104219253377271	0.0	0.08707865168539326	0.019194756554307114	0.039794007490636704	48.6750936329588	0.04259425467253786	0.0	0.08707865168539326	0.019194756554307114	0.039794007490636704	48.6750936329588	0.04259425467253786	429175419	150.0	0.0	0.08707865168539326	0.019194756554307114	0.039794007490636704	48.6750936329588	0.04259425467253786	18	COMPLETE
19	0.20739700374531836	2020-03-08 22:01:06.105040	2020-03-08 22:13:55.021702	7.184824430539008	64	2	60	0.049185518194620144	0.0750215720787357	256	0.7420763294273562	0.032303370786516857	0.20739700374531836	0.08052434456928839	0.12265917602996254	35.75374531835206	0.0996470384533883	0.032303370786516857	0.20739700374531836	0.08052434456928839	0.12265917602996254	35.75374531835206	0.0996470384533883	4177884081	850.0	0.032303370786516857	0.20739700374531836	0.08052434456928839	0.12265917602996254	35.75374531835206	0.0996470384533883	19	COMPLETE
