number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
9	TrialState.COMPLETE	0.45839235127478756	2019-12-21 20:19:13.600638	2019-12-21 21:00:54.942179	0.8565947071348535	14.08469820002078	350.0	1	10.0	0.0018020760791697171	500.0	0.06101496457943337	0.005311614730878187	0.45839235127478756	0.29621104815864024	0.379957507082153	1236.4036827195469	0.17546733417300533	0.005311614730878187	0.45839235127478756	0.29621104815864024	0.379957507082153	1236.4026203966005	0.17546733418702018	0.005311614730878187	0.45839235127478756	0.29621104815864024	0.379957507082153	1236.404745042493	0.1754673341589929	9
10	TrialState.COMPLETE	0.36579320113314445	2019-12-21 21:00:54.943245	2019-12-21 21:29:29.497252	0.9840400042685097	10.134317187397517	50.0	1	10.0	0.00637976712031609	500.0	0.06376094145628707	0.010269121813031162	0.36579320113314445	0.19351983002832862	0.2694759206798867	1292.1624468838527	0.13144978214745884	0.010269121813031162	0.36579320113314445	0.19351983002832862	0.2694759206798867	1292.1616501416431	0.13144978253056636	0.010269121813031162	0.36579320113314445	0.19351983002832862	0.2694759206798867	1292.1632436260622	0.13144978176494157	10
11	TrialState.COMPLETE	0.33020538243626063	2019-12-21 21:29:29.498358	2019-12-21 22:07:24.342155	0.9663256326830276	9.382466595340661	50.0	1	10.0	0.007921746306790309	800.0	0.07600251579021342	0.00796742209631728	0.33020538243626063	0.16873229461756373	0.2416784702549575	1540.3844723796035	0.11727595204442913	0.00796742209631728	0.33020538243626063	0.16873229461756373	0.2416784702549575	1540.3834985835695	0.11727595252954086	0.00796742209631728	0.33020538243626063	0.16873229461756373	0.2416784702549575	1540.3854461756373	0.11727595156040665	11
12	TrialState.COMPLETE	0.3436614730878187	2019-12-21 22:07:24.343250	2019-12-21 22:45:58.237961	0.9865010433108038	11.191233568962435	50.0	1	40.0	0.006881531645812966	800.0	0.07605670088173869	0.013279036827195468	0.3436614730878187	0.16324362606232296	0.2388456090651558	1541.5638279036827	0.12164077916996237	0.013279036827195468	0.3436614730878187	0.16324362606232296	0.2388456090651558	1541.5630311614732	0.12164077933650183	0.013279036827195468	0.3436614730878187	0.16324362606232296	0.2388456090651558	1541.5646246458923	0.12164077900356884	12
13	TrialState.COMPLETE	0.2496458923512748	2019-12-21 22:45:58.238840	2019-12-21 23:27:13.925305	0.8118456899912428	20.132442122873364	50.0	1	10.0	0.005235495366661952	800.0	0.09687206632807834	0.014695467422096316	0.2496458923512748	0.10180594900849858	0.15899433427762039	1963.3386154390935	0.08900103153489193	0.014695467422096316	0.2496458923512748	0.10180594900849858	0.15899433427762039	1963.336402266289	0.08900106585697969	0.014695467422096316	0.2496458923512748	0.10180594900849858	0.15899433427762039	1963.340828611898	0.0890009978617766	13
14	TrialState.COMPLETE	0.021777620396600566	2019-12-21 23:27:13.926406	2019-12-22 00:32:48.732483	0.8546500514599122	1.125758182623029	450.0	1	10.0	0.004038958874525367	800.0	0.7387463747756643	0.000708215297450425	0.021777620396600566	0.008675637393767706	0.013456090651558074	14973.479992917846	0.0084232760893786	0.000708215297450425	0.021777620396600566	0.008675637393767706	0.013456090651558074	14973.475035410765	0.008423276174210704	0.000708215297450425	0.021777620396600566	0.008675637393767706	0.013456090651558074	14973.484950424929	0.00842327600457166	14
15	TrialState.COMPLETE	0.039128895184135974	2019-12-22 00:32:48.733466	2019-12-22 01:31:34.875318	0.7147912073766907	6.343453775313555	250.0	1	40.0	0.01825769945907718	800.0	1.0395814050292107	0.000708215297450425	0.039128895184135974	0.03169263456090651	0.03434844192634561	21075.120396600567	0.01737403663025522	0.000708215297450425	0.039128895184135974	0.03169263456090651	0.03434844192634561	21075.10871104816	0.017374036774640066	0.000708215297450425	0.039128895184135974	0.03169263456090651	0.03434844192634561	21075.132082152973	0.01737403648592692	15
16	TrialState.COMPLETE	0.4773371104815864	2019-12-22 01:31:34.876449	2019-12-22 02:14:56.767225	0.9986496011988034	13.397175011051146	50.0	1	10.0	0.001048055044954801	800.0	0.061673300650948656	0.025141643059490085	0.4773371104815864	0.28381728045325777	0.37677053824362605	1249.8683604815865	0.18267505083767244	0.025141643059490085	0.4773371104815864	0.28381728045325777	0.37677053824362605	1249.8673866855524	0.1826750508600904	0.025141643059490085	0.4773371104815864	0.28381728045325777	0.37677053824362605	1249.8693342776205	0.18267505081526147	16
17	TrialState.COMPLETE	0.4920325779036827	2019-12-22 02:14:56.768315	2019-12-22 02:51:44.437404	0.638236130375256	13.99268791460201	250.0	1	40.0	0.0010544081761137164	500.0	0.08819255890782017	0.006905099150141643	0.4920325779036827	0.3610127478753541	0.4229815864022663	1787.3440155807366	0.2007228805571034	0.006905099150141643	0.4920325779036827	0.3610127478753541	0.4229815864022663	1787.3417138810198	0.20072288065074095	0.006905099150141643	0.4920325779036827	0.3610127478753541	0.4229815864022663	1787.3463172804531	0.2007228804635082	17
18	TrialState.COMPLETE	0.49521954674220964	2019-12-22 02:51:44.438482	2019-12-22 03:27:53.477164	0.6253418696805277	20.646099722816118	250.0	1	40.0	0.0011449884784167825	500.0	0.09083752918584627	0.008321529745042492	0.49521954674220964	0.3496813031161473	0.42475212464589235	1840.8718130311615	0.19995883447024118	0.008321529745042492	0.49521954674220964	0.3496813031161473	0.42475212464589235	1840.8686260623228	0.19995883459772204	0.008321529745042492	0.49521954674220964	0.3496813031161473	0.42475212464589235	1840.875	0.1999588343428552	18
19	TrialState.COMPLETE	0.5008852691218131	2019-12-22 03:27:53.478246	2019-12-22 04:17:00.806351	0.6116229866545373	24.314524880588177	250.0	1	40.0	0.0011640427200612284	700.0	0.09064222594198422	0.009383852691218131	0.5008852691218131	0.3493271954674221	0.4256373937677054	1837.0060198300284	0.20095517827763715	0.009383852691218131	0.5008852691218131	0.3493271954674221	0.4256373937677054	1837.003364022663	0.20095517889311307	0.009383852691218131	0.5008852691218131	0.3493271954674221	0.4256373937677054	1837.0086756373937	0.20095517766366558	19
20	TrialState.COMPLETE	0.38172804532577903	2019-12-22 04:17:00.807431	2019-12-22 05:05:32.704370	0.548329119852116	23.169289682666093	250.0	1	40.0	0.0034436660353692446	700.0	0.11733814382428175	0.007790368271954674	0.38172804532577903	0.22308781869688385	0.3015226628895184	2378.265580736544	0.14238685581696675	0.007790368271954674	0.38172804532577903	0.22308781869688385	0.3015226628895184	2378.2634560906517	0.14238685585835392	0.007790368271954674	0.38172804532577903	0.22308781869688385	0.3015226628895184	2378.2677053824364	0.14238685577559107	20
21	TrialState.COMPLETE	0.5008852691218131	2019-12-22 05:05:32.705458	2019-12-22 05:52:47.134020	0.61722864250851	22.185839436441004	250.0	1	40.0	0.0011140202919822605	700.0	0.08955152202570286	0.010092067988668555	0.5008852691218131	0.3613668555240793	0.4281161473087819	1814.6446529745042	0.20421934937752093	0.010092067988668555	0.5008852691218131	0.3613668555240793	0.4281161473087819	1814.6423512747876	0.20421934950799953	0.010092067988668555	0.5008852691218131	0.3613668555240793	0.4281161473087819	1814.646954674221	0.2042193492471535	21
22	TrialState.COMPLETE	0.5120396600566572	2019-12-22 05:52:47.135113	2019-12-22 06:41:10.383141	0.6496269939534244	23.33647983203969	250.0	1	40.0	0.0010403257271451916	700.0	0.08634389674250574	0.008321529745042492	0.5120396600566572	0.36827195467422097	0.44086402266288954	1749.8083392351275	0.20743103993317927	0.008321529745042492	0.5120396600566572	0.36827195467422097	0.44086402266288954	1749.8063031161473	0.20743104009577373	0.008321529745042492	0.5120396600566572	0.36827195467422097	0.44086402266288954	1749.8103753541077	0.20743103977074126	22
23	TrialState.COMPLETE	0.5069050991501416	2019-12-22 06:41:10.384206	2019-12-22 07:15:19.265002	0.6707436790045099	24.6411450135491	250.0	1	40.0	0.0010010286295967473	500.0	0.08852648069447375	0.009383852691218131	0.5069050991501416	0.3654390934844193	0.4373229461756374	1794.0423158640226	0.20645293967460915	0.009383852691218131	0.5069050991501416	0.3654390934844193	0.4373229461756374	1794.0393059490084	0.2064529443316833	0.009383852691218131	0.5069050991501416	0.3654390934844193	0.4373229461756374	1794.0453257790368	0.20645293504643336	23
24	TrialState.COMPLETE	0.3544617563739377	2019-12-22 07:15:19.266137	2019-12-22 08:02:35.306130	0.7087792322591016	25.515814160503833	250.0	1	40.0	0.0034668183640337385	700.0	0.12380931380890273	0.004957507082152974	0.3544617563739377	0.21104815864022664	0.2815155807365439	2509.559932719547	0.1322642948874075	0.004957507082152974	0.3544617563739377	0.21104815864022664	0.2815155807365439	2509.5582507082154	0.132264294951081	0.004957507082152974	0.3544617563739377	0.21104815864022664	0.2815155807365439	2509.5616147308783	0.13226429482376534	24
25	TrialState.COMPLETE	0.4913243626062323	2019-12-22 08:02:35.307222	2019-12-22 08:49:50.920792	0.4757174231591582	22.400778812458206	250.0	1	40.0	0.001283002838214619	700.0	0.08233785945459582	0.008852691218130312	0.4913243626062323	0.3480878186968839	0.4213881019830028	1668.5148725212464	0.19742966162115105	0.008852691218130312	0.4913243626062323	0.3480878186968839	0.4213881019830028	1668.5129249291786	0.19742966185549304	0.008852691218130312	0.4913243626062323	0.3480878186968839	0.4213881019830028	1668.5168201133145	0.19742966138706453	25
26	TrialState.COMPLETE	0.06674929178470256	2019-12-22 08:49:50.921862	2019-12-22 09:33:16.441656	0.7709428165130418	17.23924309056455	250.0	1	40.0	0.010800927831919728	700.0	0.6558588240147772	0.000708215297450425	0.06674929178470256	0.04125354107648725	0.05240793201133145	13296.946795325779	0.0267633853195653	0.000708215297450425	0.06674929178470256	0.04125354107648725	0.05240793201133145	13296.935729461757	0.026763385493494055	0.000708215297450425	0.06674929178470256	0.04125354107648725	0.05240793201133145	13296.957861189801	0.026763385145683258	26
27	TrialState.COMPLETE	0.40757790368271957	2019-12-22 09:33:16.442734	2019-12-22 10:32:20.060312	0.6809023360320944	29.82853985747159	250.0	1	40.0	0.002846218516046357	700.0	0.10720284393757329	0.007082152974504249	0.40757790368271957	0.2526558073654391	0.32453966005665724	2172.658817280453	0.15432006141603383	0.007082152974504249	0.40757790368271957	0.2526558073654391	0.32453966005665724	2172.655276203966	0.1543200615611052	0.007082152974504249	0.40757790368271957	0.2526558073654391	0.32453966005665724	2172.6623583569403	0.1543200612710988	27
28	TrialState.COMPLETE	0.4486543909348442	2019-12-22 10:32:20.061404	2019-12-22 11:32:00.190506	0.5264074545334407	26.646937663748737	450.0	1	40.0	0.0014878795618488818	700.0	0.11096072073170685	0.002124645892351275	0.4486543909348442	0.284171388101983	0.3656161473087819	2248.67289305949	0.16791266690152556	0.002124645892351275	0.4486543909348442	0.284171388101983	0.3656161473087819	2248.670679886686	0.16791267556331144	0.002124645892351275	0.4486543909348442	0.284171388101983	0.3656161473087819	2248.6751062322946	0.16791265831383279	28
29	TrialState.COMPLETE	0.5053116147308782	2019-12-22 11:32:00.191575	2019-12-22 12:18:37.810692	0.5918055117142651	24.74944143793458	250.0	1	40.0	0.0010444982824041073	700.0	0.08988887669080721	0.009737960339943343	0.5053116147308782	0.3627832861189802	0.43502124645892354	1821.4865439093485	0.2064018332963475	0.009737960339943343	0.5053116147308782	0.3627832861189802	0.43502124645892354	1821.4845963172804	0.2064018334172329	0.009737960339943343	0.5053116147308782	0.3627832861189802	0.43502124645892354	1821.4884915014163	0.20640183317553798	29
