number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.14498459431701471	2020-03-24 15:24:29.289595	2020-03-24 16:20:47.418898	64	1	0.009967346862271206	0.013366554277090013	512	0.004079423287500728	0.4495551573256512	0.024934383202099737	0.14498459431701471	0.0541481227889992	0.0948020084445966	3180.229102476321	0.05879979347509422	0.024934383202099737	0.14498459431701471	0.0541481227889992	0.0948020084445966	3180.225664726692	0.05879993142030081	1743446526	200	0.024934383202099737	0.14498459431701471	0.0541481227889992	0.0948020084445966	3180.23254022595	0.058799663633628936	0	COMPLETE
1	0.15297272623530755	2020-03-24 16:20:47.473650	2020-03-24 17:37:01.417944	64	1	0.028286213134686034	0.01853558456778702	256	0.007658379004773596	0.6616436665593827	0.04447677735935182	0.15297272623530755	0.10144927536231885	0.12869451101221044	4702.085030811366	0.08353085292920354	0.04447677735935182	0.15297272623530755	0.10144927536231885	0.12869451101221044	4701.973838867968	0.083530877408872	1984105462	250	0.04447677735935182	0.15297272623530755	0.10144927536231885	0.12869451101221044	4702.196222754765	0.08353082855867673	1	COMPLETE
2	0.14709574346684925	2020-03-24 17:37:01.473504	2020-03-24 18:51:49.011607	64	1	0.05590182265128406	0.014894186335794328	512	0.03382682854542728	0.737695334828164	0.04801437863745293	0.14709574346684925	0.08658564418578113	0.1203355015405683	5244.598268287116	0.0791499904626993	0.04801437863745293	0.14709574346684925	0.08658564418578113	0.1203355015405683	5244.430817071779	0.07915005383349843	4059414422	250	0.04801437863745293	0.14709574346684925	0.08658564418578113	0.1203355015405683	5244.765719502453	0.07914992754024663	2	COMPLETE
3	0.1623587812393016	2020-03-24 18:51:49.043950	2020-03-24 20:43:43.076628	256	2	0.01725896188279544	0.012703708400608218	256	0.13127755924820986	0.6135017348648394	0.04989729544676481	0.1623587812393016	0.10835330366312906	0.13973525048499372	4354.592362775305	0.0887746326502837	0.04989729544676481	0.1623587812393016	0.10835330366312906	0.13976377952755906	4354.475265320096	0.08877518823706394	3228900325	150	0.04989729544676481	0.1623587812393016	0.10835330366312906	0.13973525048499372	4354.709460230515	0.08877416374539884	3	COMPLETE
4	0.21819011753965536	2020-03-24 20:43:43.128500	2020-03-25 05:01:38.458558	256	2	0.0010868976867248086	0.03380115757210262	256	0.006666051340918973	0.23736645461642397	0.08190688120506676	0.21819011753965536	0.14127581878352163	0.17280041081821293	1684.7785718361292	0.12701184690361406	0.08190688120506676	0.21819011753965536	0.14127581878352163	0.17280041081821293	1684.7775875841608	0.12701184748140462	1815704886	500	0.08190688120506676	0.21819011753965536	0.14127581878352163	0.17280041081821293	1684.7795560880977	0.12701184632762458	4	COMPLETE
5	0.14178934154969758	2020-03-25 05:01:38.512260	2020-03-25 05:59:02.129372	64	2	0.008291666376687448	0.08344156417237449	256	0.019472293242034183	0.47286760456999444	0.05517516832135114	0.14178934154969758	0.093717904827114	0.11557115143215793	3353.4564218874816	0.08450646499600334	0.05517516832135114	0.14178934154969758	0.093717904827114	0.11557115143215793	3353.4508159306174	0.08450652028199516	295166608	200	0.05517516832135114	0.14178934154969758	0.093717904827114	0.11557115143215793	3353.4620278443454	0.08450641289267143	5	COMPLETE
6	0.20358324774620565	2020-03-25 05:59:02.164836	2020-03-25 09:44:29.610726	256	2	0.0012913612515769073	0.07855589826097052	128	0.008649160492356856	0.31047055068273893	0.07973867397010156	0.20358324774620565	0.12960744037430103	0.15576857240671002	2211.847854615999	0.11961217217964079	0.07973867397010156	0.20358324774620565	0.12960744037430103	0.15576857240671002	2211.846342576743	0.11961217412761468	1580692446	250	0.07973867397010156	0.20358324774620565	0.12960744037430103	0.15576857240671002	2211.849366655255	0.11961217024274211	6	COMPLETE
7	0.17542508273422344	2020-03-25 09:44:29.653652	2020-03-25 11:17:01.505997	128	1	0.004730862850036544	0.02609305236629288	512	0.07020278757866955	0.38320841499751096	0.06641561109209175	0.17542508273422344	0.11134885313248888	0.14036288942143102	2718.5764435695537	0.10305553350519872	0.06641561109209175	0.17542508273422344	0.11134885313248888	0.14036288942143102	2718.5734052265207	0.1030555364595521	1585830934	200	0.06641561109209175	0.17542508273422344	0.11134885313248888	0.14036288942143102	2718.579481912587	0.10305553056977197	7	COMPLETE
8	0.14780896953098255	2020-03-25 11:17:01.545614	2020-03-25 12:52:55.261246	128	1	0.015753702079056107	0.02713203531413095	128	0.0023386190836582887	0.6208374432867207	0.05728631747118567	0.14780896953098255	0.09548670546616456	0.11742553919890449	4415.375271025904	0.08680070416827323	0.05728631747118567	0.14780896953098255	0.09548670546616456	0.11742553919890449	4415.29359237704	0.08680074945925613	187650301	200	0.05728631747118567	0.14780896953098255	0.09548670546616456	0.11742553919890449	4415.456949674769	0.08680065965466931	8	COMPLETE
9	0.14278785803948418	2020-03-25 12:52:55.302996	2020-03-25 14:44:48.021049	256	2	0.02277368587989424	0.11504844088719329	256	0.05286811200981724	0.8139450175966415	0.08715622503708775	0.14278785803948418	0.12013579824261097	0.13049184069382633	5797.592491155997	0.10771929096741273	0.08715622503708775	0.14278785803948418	0.12013579824261097	0.13049184069382633	5797.285746890334	0.10771960130652548	2870879675	150	0.08715622503708775	0.14278785803948418	0.12013579824261097	0.13049184069382633	5797.899235421659	0.10771899219677174	9	COMPLETE
10	0.12398721898893073	2020-03-25 14:44:48.059126	2020-03-25 16:38:18.355009	256	2	0.006720079331902569	0.1516728782676801	128	0.001540627729927172	0.5840190027082311	0.06595914641104644	0.12398721898893073	0.10270455323519342	0.11220472440944881	4140.979972612119	0.08877521861345465	0.06595914641104644	0.12398721898893073	0.10270455323519342	0.11220472440944881	4140.9608581536	0.08877523153424478	1685864243	150	0.06595914641104644	0.12398721898893073	0.10270455323519342	0.11220472440944881	4140.999087070638	0.08877520577225302	10	COMPLETE
