number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.011685552407932011	2019-12-31 20:41:05.438203	2019-12-31 21:15:20.786145	8.012840663997732	100.0	16.0	0.04589370261672441	1700.0	0.8799319492263411	0.00227219074598678	0.011685552407932011	0.005429650613786591	0.007642823418319169	17838.004382082152	0.005753621432244139	0.00227219074598678	0.011685552407932011	0.005429650613786591	0.007642823418319169	17838.003836166194	0.00575362143711547	0.00227219074598678	0.011685552407932011	0.005429650613786591	0.007642823418319169	17838.00492799811	0.005753621427373543	9			0.010711756373937677	0.011296033994334277			
10	TrialState.COMPLETE	0.010977337110481586	2019-12-31 21:15:20.786906	2019-12-31 21:58:59.982312	4.783951625720015	200.0	46.0	0.04700660607412229	1300.0	0.8643051704464136	0.003186968838526912	0.010977337110481586	0.005488668555240793	0.007719546742209631	17521.24976983003	0.006110696753999716	0.003186968838526912	0.010977337110481586	0.005488668555240793	0.007719546742209631	17521.24890226629	0.006110696771281887	0.003186968838526912	0.010977337110481586	0.005488668555240793	0.007719546742209631	17521.25063739377	0.006110696736722331	10		0.012157695939565628	0.011419971671388102				
11	TrialState.COMPLETE	0.010534702549575071	2019-12-31 21:58:59.983152	2019-12-31 22:37:44.713859	5.249358968268296	50.0	11.0	0.053607396795604126	600.0	0.8855625014362095	0.002345963172804533	0.010534702549575071	0.004625531161473088	0.006573123229461756	17952.418422450424	0.005291037807230153	0.002345963172804533	0.010534702549575071	0.004625531161473088	0.006573123229461756	17952.417360127478	0.005291037827417734	0.002345963172804533	0.010534702549575071	0.004625531161473088	0.006573123229461756	17952.41948477337	0.005291037787049302	11					0.009324834749763929	0.010016187778227438	
12	TrialState.COMPLETE	0.01408842573856738	2019-12-31 22:37:44.714791	2019-12-31 23:32:26.415348	7.44477248143888	150.0	41.0	0.01184981319994901	800.0	0.8873877267638569	0.003414609469850263	0.01408842573856738	0.007385673816268717	0.009611493322541482	17989.33990540267	0.0072637490547436965	0.003414609469850263	0.01408842573856738	0.007385673816268717	0.009611493322541482	17989.339361594495	0.007263749059685232	0.003414609469850263	0.01408842573856738	0.007385673816268717	0.009611493322541482	17989.340449210846	0.007263749049803179	12				0.01334985835694051	0.013780689329556185		
13	TrialState.COMPLETE	0.015474504249291785	2019-12-31 23:32:26.416403	2020-01-01 00:11:23.809707	7.5114583288158165	200.0	6.0	0.028290873085089558	900.0	0.8711813472856906	0.0036473087818696885	0.015474504249291785	0.007577903682719547	0.010021246458923513	17660.751327903683	0.007769174094280677	0.0036473087818696885	0.015474504249291785	0.007577903682719547	0.010021246458923513	17660.750743626064	0.007769174100553131	0.0036473087818696885	0.015474504249291785	0.007577903682719547	0.010021246458923513	17660.751912181302	0.007769174088009761	13		0.015993862134088762	0.01566926345609065				
14	TrialState.COMPLETE	0.013323300283286118	2020-01-01 00:11:23.810648	2020-01-01 01:01:56.979003	7.476099916469286	100.0	21.0	0.010229052265141297	900.0	0.9014489069807201	0.004182896600566572	0.013323300283286118	0.007790368271954674	0.009892882436260624	18274.994157223795	0.0075928982789065175	0.004182896600566572	0.013323300283286118	0.007790368271954674	0.009892882436260624	18274.99320555949	0.007592898309198693	0.004182896600566572	0.013323300283286118	0.007790368271954674	0.009892882436260624	18274.995108888103	0.007592898248629673	14					0.012452785646836639	0.012950222581950627	
15	TrialState.COMPLETE	0.005518177525967894	2020-01-01 01:01:56.979784	2020-01-01 01:36:53.923643	0.7766257600096296	100.0	31.0	0.005006811403050666	1900.0	0.936393718674963	0.0012098677998111425	0.005518177525967894	0.003068932955618508	0.004072237960339943	18983.39832684136	0.002950716870029782	0.0012098677998111425	0.005518177525967894	0.003068932955618508	0.004072237960339943	18983.396187440983	0.002950716910032037	0.0012098677998111425	0.005518177525967894	0.003068932955618508	0.004072237960339943	18983.40046624174	0.002950716830050729	15			0.003939447592067989	0.004886685552407932			
16	TrialState.COMPLETE	0.004851274787535411	2020-01-01 01:36:53.924448	2020-01-01 02:03:54.395026	1.7080452773711512	100.0	31.0	0.04813451812630856	1200.0	0.9148226468191308	0.0007790368271954674	0.004851274787535411	0.0019475920679886685	0.0025495750708215297	18545.516023371103	0.0024989091335090516	0.0007790368271954674	0.004851274787535411	0.0019475920679886685	0.0025495750708215297	18545.514412181303	0.002498909330762245	0.0007790368271954674	0.004851274787535411	0.0019475920679886685	0.0025495750708215297	18545.517634560907	0.0024989089365689667	16		0.004308309726156752	0.004647662889518413				
17	TrialState.COMPLETE	0.014761862606232294	2020-01-01 02:03:54.395824	2020-01-01 02:43:11.299677	9.222547252018018	50.0	11.0	0.05250648162196034	1600.0	0.8858652898251078	0.0028328611898017	0.014761862606232294	0.00681657223796034	0.010114199716713882	17958.59104992918	0.006924482842573154	0.0028328611898017	0.014761862606232294	0.00681657223796034	0.010114199716713882	17958.590186791786	0.006924482990608607	0.0028328611898017	0.014761862606232294	0.00681657223796034	0.010114199716713882	17958.59191306657	0.006924482694999217	17					0.013544617563739376	0.014240186159449615	
18	TrialState.COMPLETE	0.00891908640226629	2020-01-01 02:43:11.300469	2020-01-01 03:26:41.892497	8.077467856526706	50.0	16.0	0.01761411011599531	1000.0	0.9109874444233568	0.002899256373937677	0.00891908640226629	0.0048689801699716715	0.0062190155807365435	18468.308560552407	0.0053039540590035196	0.002899256373937677	0.00891908640226629	0.0048689801699716715	0.0062190155807365435	18468.307763810197	0.005303954242149952	0.002899256373937677	0.00891908640226629	0.0048689801699716715	0.0062190155807365435	18468.309357294616	0.005303953876531702	18					0.007996931067044381	0.008523876972885472	
19	TrialState.COMPLETE	0.007259206798866855	2020-01-01 03:26:41.893476	2020-01-01 04:08:25.529114	5.432428112769422	200.0	21.0	0.0011061999204279628	1900.0	0.944896720331234	0.003293201133144476	0.007259206798866855	0.004992917847025496	0.005630311614730878	19155.493502124646	0.004940606431522573	0.003293201133144476	0.007259206798866855	0.004992917847025496	0.005630311614730878	19155.493059490083	0.004940606433904025	0.003293201133144476	0.007259206798866855	0.004992917847025496	0.005630311614730878	19155.493944759208	0.004940606429141534	19		0.006432955618508027	0.006949362606232295				
20	TrialState.COMPLETE	0.004992917847025496	2020-01-01 04:08:25.529919	2020-01-01 04:34:41.110891	7.74808420490217	100.0	16.0	0.0014194851055255354	1900.0	0.9480697975208741	0.002478753541076487	0.004992917847025496	0.003151558073654391	0.003718130311614731	19219.977655807364	0.0034282551058348906	0.002478753541076487	0.004992917847025496	0.003151558073654391	0.003718130311614731	19219.97687677054	0.0034282551356426675	0.002478753541076487	0.004992917847025496	0.003151558073654391	0.003718130311614731	19219.978434844194	0.003428255076039491	20		0.004072237960339943	0.004647662889518413				
21	TrialState.COMPLETE	0.013987252124645893	2020-01-01 04:34:41.111797	2020-01-01 05:02:50.051104	9.632959580373054	200.0	1.0	0.09348692463290327	700.0	0.8679786064800713	0.003939447592067989	0.013987252124645893	0.007303470254957507	0.009737960339943343	17595.54789305949	0.007530204638828246	0.003939447592067989	0.013987252124645893	0.007303470254957507	0.009737960339943343	17595.546388101982	0.007530204725836742	0.003939447592067989	0.013987252124645893	0.007303470254957507	0.009737960339943343	17595.549398016996	0.007530204551882201	21	0.014341359773371105	0.014105288007554296					
22	TrialState.COMPLETE	0.014695467422096316	2020-01-01 05:02:50.052027	2020-01-01 05:56:41.455943	6.245566981548492	200.0	26.0	0.0161454781652164	600.0	0.8624568863196405	0.0032754957507082154	0.014695467422096316	0.007613314447592068	0.009708451369216243	17483.91786177998	0.00738641155268914	0.0032754957507082154	0.014695467422096316	0.007613314447592068	0.009708451369216243	17483.916991265345	0.007386411605511476	0.0032754957507082154	0.014695467422096316	0.007613314447592068	0.009708451369216243	17483.918732294616	0.0073864114999235946	22			0.015226628895184136	0.014907932011331445			
23	TrialState.COMPLETE	0.004143059490084986	2020-01-01 05:56:41.456713	2020-01-01 06:20:24.897325	2.797925710169059	50.0	41.0	0.00730093107956362	700.0	0.9484194244739506	0.0008144475920679886	0.004143059490084986	0.0016643059490084986	0.002478753541076487	19227.252850566572	0.00216919808976778	0.0008144475920679886	0.004143059490084986	0.0016643059490084986	0.002478753541076487	19227.251947592067	0.0021691981078763205	0.0008144475920679886	0.004143059490084986	0.0016643059490084986	0.002478753541076487	19227.253753541077	0.0021691980716668437	23		0.0027738432483474977	0.0036296033994334276				
24	TrialState.COMPLETE	0.012429178470254957	2020-01-01 06:20:24.898188	2020-01-01 06:47:56.748958	6.90230428733553	100.0	36.0	0.06746270248371304	800.0	0.8721937069551075	0.0020538243626062325	0.012429178470254957	0.005169971671388102	0.00821529745042493	17681.458604815864	0.005583702258101429	0.0020538243626062325	0.012429178470254957	0.005169971671388102	0.00821529745042493	17681.457825779038	0.005583702421416686	0.0020538243626062325	0.012429178470254957	0.005169971671388102	0.00821529745042493	17681.459383852693	0.005583702095090604	24		0.011272426817752597	0.011995396600566572				
25	TrialState.COMPLETE	0.00141643059490085	2020-01-01 06:47:56.749873	2020-01-01 07:04:02.357902	1.5424632882659604	50.0	36.0	0.006484364246989681	1100.0	0.9697829087918958	0.0	0.00141643059490085	8.852691218130312e-05	0.0004426345609065156	19660.227425637393	0.0006066939765503665	0.0	0.00141643059490085	8.852691218130312e-05	0.0004426345609065156	19660.225787889518	0.0006066940034225748	0.0	0.00141643059490085	8.852691218130312e-05	0.0004426345609065156	19660.229063385268	0.0006066939496917019	25	0.0008852691218130312	0.0012393767705382436					
26	TrialState.COMPLETE	0.013597733711048159	2020-01-01 07:04:02.358853	2020-01-01 07:46:08.019786	9.813420742414674	200.0	26.0	0.043873145925059615	1500.0	0.8441119519279751	0.004107648725212465	0.013597733711048159	0.007082152974504249	0.009525495750708214	17111.52708923513	0.007546446166247133	0.004107648725212465	0.013597733711048159	0.007082152974504249	0.009525495750708214	17111.526770538243	0.00754644617239145	0.004107648725212465	0.013597733711048159	0.007082152974504249	0.009525495750708214	17111.52740793201	0.00754644616010543	26		0.015344664778092541	0.014252832861189802				
27	TrialState.COMPLETE	0.013574126534466479	2020-01-01 07:46:08.020706	2020-01-01 08:29:28.321472	9.26276483737089	150.0	21.0	0.015849480942008217	2000.0	0.882648141395028	0.0035115675165250234	0.013574126534466479	0.007318224740321058	0.009560906515580737	17893.361012747875	0.0072391116804928	0.0035115675165250234	0.013574126534466479	0.007318224740321058	0.009560906515580737	17893.360481586402	0.0072391131441023925	0.0035115675165250234	0.013574126534466479	0.007318224740321058	0.009560906515580737	17893.36154390935	0.0072391102270820875	27			0.012924929178470254	0.013314447592067988			
28	TrialState.COMPLETE	0.006728045325779037	2020-01-01 08:29:28.322227	2020-01-01 09:03:23.871690	5.191418424073588	150.0	26.0	0.0021264451854673275	2000.0	0.9401980007157085	0.0024079320113314447	0.006728045325779037	0.0037889518413597736	0.005063739376770539	19060.093714589235	0.004111920152890576	0.0024079320113314447	0.006728045325779037	0.0037889518413597736	0.005063739376770539	19060.093130311616	0.004111920172555163	0.0024079320113314447	0.006728045325779037	0.0037889518413597736	0.005063739376770539	19060.094298866854	0.004111920133237563	28		0.005901794145420208	0.006418201133144476				
29	TrialState.COMPLETE	0.008018008903278025	2020-01-01 09:03:23.872595	2020-01-01 09:42:11.937042	3.7416556341054346	50.0	41.0	0.0657402822892666	2000.0	0.8896422981115146	0.000632335087009308	0.008018008903278025	0.0030605018211250505	0.005058680696074464	18035.06343585593	0.003480564941541183	0.000632335087009308	0.008018008903278025	0.0030605018211250505	0.005058680696074464	18035.061665317684	0.0034805649852735327	0.000632335087009308	0.008018008903278025	0.0030605018211250505	0.005058680696074464	18035.06520639417	0.003480564897827508	29				0.006480169971671388	0.0073772426817752595		
30	TrialState.COMPLETE	0.0028328611898017	2020-01-01 09:42:11.937961	2020-01-01 10:05:52.859029	6.193079574864919	50.0	41.0	0.0033930754281192685	700.0	0.9434265103961869	0.00014164305949008498	0.0028328611898017	0.0010977337110481585	0.0018059490084985836	19126.200300991502	0.0012268514104852182	0.00014164305949008498	0.0028328611898017	0.0010977337110481585	0.0018059490084985836	19126.199575070823	0.0012268514148106823	0.00014164305949008498	0.0028328611898017	0.0010977337110481585	0.0018059490084985836	19126.201026912182	0.0012268514061604312	30		0.002360717658168083	0.0026558073654390935				
31	TrialState.COMPLETE	0.004532577903682719	2020-01-01 10:05:52.859992	2020-01-01 10:29:59.240012	4.28956726563339	100.0	11.0	0.001937746334460044	1400.0	0.9581410546590607	0.0016643059490084986	0.004532577903682719	0.0028328611898017	0.003576487252124646	19424.29550283286	0.0029276210276433633	0.0016643059490084986	0.004532577903682719	0.0028328611898017	0.003576487252124646	19424.294759206798	0.0029276210435939167	0.0016643059490084986	0.004532577903682719	0.0028328611898017	0.003576487252124646	19424.29624645892	0.002927621011697774	31		0.0035410764872521247	0.004160764872521246				
32	TrialState.COMPLETE	0.0013279036827195468	2020-01-01 10:29:59.241042	2020-01-01 10:45:16.753529	4.592881838905383	50.0	16.0	0.001370751368802289	1600.0	0.9728073171582795	0.0005311614730878187	0.0013279036827195468	0.0010623229461756375	0.0011508498583569404	19722.272264518415	0.0010557588581119473	0.0005311614730878187	0.0013279036827195468	0.0010623229461756375	0.0011508498583569404	19722.271689093486	0.0010557588724811721	0.0005311614730878187	0.0013279036827195468	0.0010623229461756375	0.0011508498583569404	19722.272839943344	0.0010557588437488023	32	0.00017705382436260624	0.0009442870632672333					
33	TrialState.COMPLETE	0.012570821529745042	2020-01-01 10:45:16.754291	2020-01-01 12:12:11.367564	3.531718684176049	200.0	21.0	0.003451852867851233	800.0	0.9028206023362739	0.00255744412968209	0.012570821529745042	0.0059411394397230095	0.0084985835694051	18302.287948536356	0.006084583796134048	0.00255744412968209	0.012570821529745042	0.0059411394397230095	0.0084985835694051	18302.287043594588	0.006084583804027602	0.00255744412968209	0.012570821529745042	0.0059411394397230095	0.0084985835694051	18302.288853478123	0.006084583788242407	33						0.011609672197490895	0.012150318696883853
34	TrialState.COMPLETE	0.009059254013220018	2020-01-01 12:12:11.368514	2020-01-01 13:05:01.724646	7.212639253938189	200.0	16.0	0.0021781068714673787	1400.0	0.9231304436286004	0.003806657223796034	0.009059254013220018	0.006403446647780925	0.0074657695939565625	18714.06586402266	0.006034170613940379	0.003806657223796034	0.009059254013220018	0.006403446647780925	0.0074657695939565625	18714.065155807366	0.006034170622039743	0.003806657223796034	0.009059254013220018	0.006403446647780925	0.0074657695939565625	18714.06657223796	0.006034170605844308	34			0.0075690509915014165	0.008463172804532577			
35	TrialState.COMPLETE	0.01221671388101983	2020-01-01 13:05:01.725479	2020-01-01 13:35:12.403501	5.264460763057128	150.0	1.0	0.03130710624613438	500.0	0.8842331420455795	0.0025141643059490085	0.01221671388101983	0.005736543909348442	0.007542492917847025	17925.47230878187	0.005932514060304325	0.0025141643059490085	0.01221671388101983	0.005736543909348442	0.007542492917847025	17925.471742209633	0.0059325140935438895	0.0025141643059490085	0.01221671388101983	0.005736543909348442	0.007542492917847025	17925.47287535411	0.005932514027084296	35		0.011626534466477809	0.011995396600566572				
36	TrialState.COMPLETE	0.015713526912181305	2020-01-01 13:35:12.404247	2020-01-01 14:06:17.813845	9.527120030486676	200.0	31.0	0.07994744057260124	700.0	0.858660099556902	0.005311614730878187	0.015713526912181305	0.00964943342776204	0.011862606232294617	17406.523039128897	0.009078761424134232	0.005311614730878187	0.015713526912181305	0.00964943342776204	0.011862606232294617	17406.52151203966	0.009078761442517777	0.005311614730878187	0.015713526912181305	0.00964943342776204	0.011862606232294617	17406.52456621813	0.009078761405754294	36	0.0170856940509915	0.016170915958451368					
37	TrialState.COMPLETE	0.0004868980169971671	2020-01-01 14:06:17.814739	2020-01-01 14:19:17.940841	7.2999535088561665	50.0	1.0	0.0026791525704484647	2000.0	0.9669340151575231	4.426345609065156e-05	0.0004868980169971671	4.426345609065156e-05	0.0002655807365439094	19602.61570467422	0.00038404612153700835	4.426345609065156e-05	0.0004868980169971671	4.426345609065156e-05	0.0002655807365439094	19602.615084985835	0.0003840461389774602	4.426345609065156e-05	0.0004868980169971671	4.426345609065156e-05	0.0002655807365439094	19602.616324362607	0.0003840461041073886	37	0.0004426345609065156	0.00047214353163361664					
38	TrialState.COMPLETE	0.01593484419263456	2020-01-01 14:19:17.941643	2020-01-01 15:02:50.494658	6.099665814100128	200.0	41.0	0.021735272490023726	800.0	0.8694366520903811	0.003824362606232295	0.01593484419263456	0.007861189801699716	0.011296033994334277	17625.444458215297	0.00788454167403057	0.003824362606232295	0.01593484419263456	0.007861189801699716	0.011296033994334277	17625.44394475921	0.007884541679156865	0.003824362606232295	0.01593484419263456	0.007861189801699716	0.011296033994334277	17625.44497167139	0.007884541668905036	38		0.015816808309726156	0.01589058073654391				
39	TrialState.COMPLETE	0.004390934844192634	2020-01-01 15:02:50.495541	2020-01-01 15:21:51.460513	5.780637612613038	50.0	1.0	0.008523067222295583	1600.0	0.9719087810495353	0.00028328611898016995	0.004390934844192634	0.0023725212464589234	0.003186968838526912	19703.812783286117	0.0019424982024480908	0.00028328611898016995	0.004390934844192634	0.0023725212464589234	0.003186968838526912	19703.812252124644	0.0019424982053310598	0.00028328611898016995	0.004390934844192634	0.0023725212464589234	0.003186968838526912	19703.81331444759	0.001942498199565491	39		0.0034230406043437205	0.004027974504249292				
