number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.009206798866855524	2020-04-01 17:40:55.615907	2020-04-01 17:53:16.598111	0.7722304004264187	13.762542464664696	128	1	99	0.004539294158154274	128	0.7927888123871624	0.000708215297450425	0.009206798866855524	0.005134560906515581	0.005842776203966006	16069.947857648725	0.004341260728182419	0.000708215297450425	0.009206798866855524	0.005134560906515581	0.005842776203966006	16069.944759206799	0.004341267950376131	2206363503	150	0.000708215297450425	0.009206798866855524	0.005134560906515581	0.005842776203966006	16069.950956090652	0.004341253569876375	0	COMPLETE
1	0.3236543909348442	2020-04-01 17:53:16.647482	2020-04-01 18:10:52.815949	0.25780934812694045	15.878163815927149	64	1	58	0.002480441559295748	128	0.11068542346741019	0.000708215297450425	0.3236543909348442	0.15527620396600567	0.2326487252124646	2243.182542492918	0.10925375208302045	0.000708215297450425	0.3236543909348442	0.15527620396600567	0.2326487252124646	2243.181657223796	0.10925375210062492	3618349672	200	0.000708215297450425	0.3236543909348442	0.15527620396600567	0.2326487252124646	2243.1834277620396	0.10925375206542075	1	COMPLETE
2	0.20945467422096317	2020-04-01 18:10:52.862299	2020-04-01 18:25:43.819020	0.6313775553100504	19.800526498174925	128	1	50	0.0031211124563350406	256	0.22828818504099643	0.000708215297450425	0.20945467422096317	0.11048158640226628	0.15262039660056656	4627.218218838527	0.07553300485001165	0.000708215297450425	0.20945467422096317	0.11048158640226628	0.15262039660056656	4627.216182719547	0.07553300527765243	3020384762	250	0.000708215297450425	0.20945467422096317	0.11048158640226628	0.15262039660056656	4627.220254957507	0.07553300442298418	2	COMPLETE
3	0.013987252124645893	2020-04-01 18:25:43.855896	2020-04-01 18:33:56.294564	0.175327368487728	4.567265183368379	256	1	88	0.005844946232650243	256	0.8148726786582183	0.000708215297450425	0.013987252124645893	0.009915014164305949	0.0113314447592068	16517.24840651558	0.006829754158434654	0.000708215297450425	0.013987252124645893	0.009915014164305949	0.0113314447592068	16517.244157223795	0.006829754586101786	792459581	150	0.000708215297450425	0.013987252124645893	0.009915014164305949	0.0113314447592068	16517.252655807366	0.0068297537314079455	3	COMPLETE
4	0.28328611898017	2020-04-01 18:33:56.330957	2020-04-01 18:58:20.319783	0.7189431428478185	25.34271265244516	256	2	99	0.02022061643549679	256	0.130930768124866	0.000708215297450425	0.28328611898017	0.1221671388101983	0.18626062322946177	2653.4655630311613	0.0928422149830591	0.000708215297450425	0.28328611898017	0.1221671388101983	0.18626062322946177	2653.4640580736545	0.09284221948464423	1347148949	350	0.000708215297450425	0.28328611898017	0.1221671388101983	0.18626062322946177	2653.4670679886685	0.0928422105121481	4	COMPLETE
5	0.41359773371104813	2020-04-01 18:58:20.365618	2020-04-01 19:06:49.834691	0.31125675433312955	17.74962973231689	256	2	79	0.00184051588312568	512	0.23830510407301145	0.000708215297450425	0.41359773371104813	0.27744334277620397	0.35410764872521244	4827.756462464589	0.15372692011600533	0.000708215297450425	0.41359773371104813	0.27744334277620397	0.35410764872521244	4827.753186968838	0.15372692019389791	3284920082	200	0.000708215297450425	0.41359773371104813	0.27744334277620397	0.35410764872521244	4827.75973796034	0.15372692003814226	5	COMPLETE
6	0.3981940509915014	2020-04-01 19:06:49.889655	2020-04-01 19:16:58.876120	0.33446578830262835	29.2060212565309	64	2	41	0.003889812115720504	512	0.28548740236455245	0.000708215297450425	0.3981940509915014	0.28293201133144474	0.35357648725212465	5785.279922096317	0.15061588281177474	0.000708215297450425	0.3981940509915014	0.28293201133144474	0.35357648725212465	5785.277266288952	0.15061588283709595	2716818953	250	0.000708215297450425	0.3981940509915014	0.28293201133144474	0.35357648725212465	5785.282577903683	0.1506158827864584	6	COMPLETE
7	0.23990793201133145	2020-04-01 19:16:58.911904	2020-04-01 19:26:11.061049	0.5486678702727055	8.398313406242094	64	1	1	0.004924677654738782	512	0.1706741180698731	0.000708215297450425	0.23990793201133145	0.1276558073654391	0.18236543909348443	3459.204054532578	0.08595314488787008	0.000708215297450425	0.23990793201133145	0.1276558073654391	0.18236543909348443	3459.2029036827194	0.08595314636884108	1661851014	250	0.000708215297450425	0.23990793201133145	0.1276558073654391	0.18236543909348443	3459.2052053824364	0.08595314341268723	7	COMPLETE
8	0.3613668555240793	2020-04-01 19:26:11.099315	2020-04-01 19:50:20.967696	0.4633905046683571	14.295824728573558	128	1	99	0.0012151962340593602	128	0.10262200373713068	0.000708215297450425	0.3613668555240793	0.19706090651558072	0.2781515580736544	2079.761331444759	0.1263232837230882	0.000708215297450425	0.3613668555240793	0.19706090651558072	0.2781515580736544	2079.760269121813	0.12632328390920042	2561835638	250	0.000708215297450425	0.3613668555240793	0.19706090651558072	0.2781515580736544	2079.7623937677054	0.1263232835371068	8	COMPLETE
9	0.4047450424929179	2020-04-01 19:50:21.004456	2020-04-01 20:08:20.569889	0.32452459821249835	19.523242703132265	64	2	35	0.002259701150020333	128	0.20299889605862015	0.000708215297450425	0.4047450424929179	0.2572592067988669	0.34330736543909346	4113.110304532578	0.14657462461129142	0.000708215297450425	0.4047450424929179	0.2572592067988669	0.34330736543909346	4113.1080028328615	0.14657462471111585	3427645285	200	0.000708215297450425	0.4047450424929179	0.2572592067988669	0.34330736543909346	4113.112606232295	0.14657462451153833	9	COMPLETE
10	0.2331798866855524	2020-04-01 20:08:20.605273	2020-04-01 20:27:10.982141	0.25492576934075817	1.4858683965800874	128	2	58	0.011510462949602203	256	0.10844616612608254	0.000708215297450425	0.2331798866855524	0.11968838526912182	0.1705028328611898	2198.149964589235	0.08305109663253711	0.000708215297450425	0.2331798866855524	0.11968838526912182	0.1705028328611898	2198.1494334277622	0.0830510969008355	4051764514	300	0.000708215297450425	0.2331798866855524	0.11968838526912182	0.1705028328611898	2198.150495750708	0.08305109636457352	10	COMPLETE
11	0.3801345609065156	2020-04-01 20:27:11.019134	2020-04-01 20:38:12.456125	0.6462021533186169	18.293767281287625	128	1	8	0.0011816346164412335	256	0.12668571639215917	0.000708215297450425	0.3801345609065156	0.19652974504249293	0.28665014164305946	2566.9324539660056	0.13023260794342223	0.000708215297450425	0.3801345609065156	0.19652974504249293	0.28665014164305946	2566.9313031161473	0.13023260798284048	2750020717	200	0.000708215297450425	0.3801345609065156	0.19652974504249293	0.28665014164305946	2566.933604815864	0.1302326079040213	11	COMPLETE
12	0.4065155807365439	2020-04-01 20:38:12.492537	2020-04-01 20:53:15.941352	0.14595395713798717	17.597208871223692	64	2	29	0.0012441636858804503	512	0.22871016597327953	0.000708215297450425	0.4065155807365439	0.2673512747875354	0.3493271954674221	4634.287181303116	0.1487618819253056	0.000708215297450425	0.4065155807365439	0.2673512747875354	0.3493271954674221	4634.285056657224	0.14876188200859114	683913173	350	0.000708215297450425	0.4065155807365439	0.2673512747875354	0.3493271954674221	4634.289305949009	0.14876188184205336	12	COMPLETE
