number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.22191011235955055	2020-03-09 04:46:25.091522	2020-03-09 04:52:12.180760	0.3716155732616431	11.938644677606675	128	2	27	0.0013471870532269729	0.15063309100401923	128	0.7495576503480809	0.028089887640449437	0.22191011235955055	0.07209737827715355	0.12265917602996254	36.079588014981276	0.09675106266841602	0.028089887640449437	0.22191011235955055	0.07209737827715355	0.12265917602996254	36.079588014981276	0.09675106266841602	1835540479	450.0	0.028089887640449437	0.22191011235955055	0.07209737827715355	0.12265917602996254	36.079588014981276	0.09675106266841602	0	COMPLETE
1	0.19241573033707865	2020-03-09 04:52:12.199629	2020-03-09 04:53:08.272950	0.15270301159532745	16.24028561773048	256	1	31	0.04471914809916191	0.0113664106617766	512	0.7531802052830796	0.02200374531835206	0.19241573033707865	0.06788389513108614	0.11470037453183521	36.265683520599254	0.08794439228254439	0.02200374531835206	0.19241573033707865	0.06788389513108614	0.11470037453183521	36.265449438202246	0.08794463199826072	67937018	250.0	0.02200374531835206	0.19241573033707865	0.06788389513108614	0.11470037453183521	36.265917602996254	0.08794416005794418	1	COMPLETE
2	0.18726591760299627	2020-03-09 04:53:08.284308	2020-03-09 04:58:12.425280	0.33416826157716506	17.5817195579213	128	1	21	0.03088523570459835	0.0229939907093345	128	0.7846782214674499	0.02762172284644195	0.18726591760299627	0.06647940074906367	0.10065543071161048	37.846441947565545	0.08865034343357912	0.02762172284644195	0.18726591760299627	0.06647940074906367	0.10065543071161048	37.84597378277154	0.08865355413312336	3746204104	400.0	0.02762172284644195	0.18726591760299627	0.06647940074906367	0.10065543071161048	37.84691011235955	0.08864742707521321	2	COMPLETE
3	0.2050561797752809	2020-03-09 04:58:12.438041	2020-03-09 05:01:08.651709	0.5231008838331245	23.403784383189972	64	1	41	0.0026459794404474876	0.027105325432551224	128	0.7650444365110011	0.02949438202247191	0.2050561797752809	0.07958801498127341	0.12453183520599251	36.84222846441948	0.09707729391773506	0.02949438202247191	0.2050561797752809	0.07958801498127341	0.12453183520599251	36.84222846441948	0.09707729391773506	4098075186	250.0	0.02949438202247191	0.2050561797752809	0.07958801498127341	0.12453183520599251	36.84222846441948	0.09707729391773506	3	COMPLETE
4	0.1947565543071161	2020-03-09 05:01:08.664347	2020-03-09 05:04:47.288423	0.61789827658053	17.996125811091996	64	2	42	0.01656371286051358	0.032825775230386225	128	0.7569399600236394	0.03277153558052434	0.1947565543071161	0.07584269662921349	0.10767790262172285	36.45177902621723	0.09461564639660182	0.03277153558052434	0.1947565543071161	0.07584269662921349	0.10767790262172285	36.45177902621723	0.09461564639660182	2373505757	300.0	0.03277153558052434	0.1947565543071161	0.07584269662921349	0.10767790262172285	36.45177902621723	0.09461564639660182	4	COMPLETE
5	0.1404494382022472	2020-03-09 05:04:47.298902	2020-03-09 05:11:03.829770	0.2213393291429071	29.73572424104859	256	2	70	0.08723173987996137	0.10302483778322306	128	0.9591861169424243	0.01638576779026217	0.1404494382022472	0.04728464419475655	0.075374531835206	46.29447565543071	0.06749944324288876	0.01638576779026217	0.1404494382022472	0.04728464419475655	0.075374531835206	46.2940074906367	0.0674995845951846	3419377630	450.0	0.01638576779026217	0.1404494382022472	0.04728464419475655	0.075374531835206	46.29494382022472	0.06749930443506418	5	COMPLETE
6	0.19756554307116106	2020-03-09 05:11:03.839982	2020-03-09 05:12:44.955980	0.8513835347213542	10.179777201807887	256	1	16	0.0014348979957088028	0.06966827914126336	512	0.7608545977275205	0.03323970037453183	0.19756554307116106	0.07911985018726592	0.1104868913857678	36.6374063670412	0.0970790710691097	0.03323970037453183	0.19756554307116106	0.07911985018726592	0.1104868913857678	36.637172284644194	0.09707917592124721	924301862	450.0	0.03323970037453183	0.19756554307116106	0.07911985018726592	0.1104868913857678	36.6376404494382	0.0970789684013917	6	COMPLETE
7	0.21301498127340823	2020-03-09 05:12:44.968185	2020-03-09 05:14:46.960713	0.9365563554256605	29.76201841699904	256	2	5	0.0020333524167217352	0.014279046842894754	128	0.7545027386236671	0.03136704119850187	0.21301498127340823	0.07162921348314606	0.11704119850187265	36.309925093632955	0.09700643466711006	0.03136704119850187	0.21301498127340823	0.07162921348314606	0.11704119850187265	36.309925093632955	0.09700643466711006	3295256931	250.0	0.03136704119850187	0.21301498127340823	0.07162921348314606	0.11704119850187265	36.309925093632955	0.09700643466711006	7	COMPLETE
8	0.20786516853932585	2020-03-09 05:14:46.971521	2020-03-09 05:16:01.310160	0.6320252640098372	7.101089108286967	256	1	50	0.009364625376618928	0.07196920973708337	256	0.7514157065901947	0.03136704119850187	0.20786516853932585	0.07303370786516854	0.11657303370786516	36.15449438202247	0.09556640692354963	0.03136704119850187	0.20786516853932585	0.07303370786516854	0.11657303370786516	36.15449438202247	0.09556640692354963	942736255	200.0	0.03136704119850187	0.20786516853932585	0.07303370786516854	0.11657303370786516	36.15449438202247	0.09556640692354963	8	COMPLETE
9	0.14232209737827714	2020-03-09 05:16:01.322653	2020-03-09 05:18:11.942405	0.1741668139763362	29.462002328011945	128	1	69	0.05108453308790152	0.018837051923926942	128	0.8755774309052928	0.018726591760299626	0.14232209737827714	0.05805243445692884	0.08052434456928839	42.22869850187266	0.073357351713775	0.018726591760299626	0.14232209737827714	0.05805243445692884	0.08052434456928839	42.22846441947566	0.07335749620908179	1154510709	200.0	0.018726591760299626	0.14232209737827714	0.05805243445692884	0.08052434456928839	42.228932584269664	0.07335721074274398	9	COMPLETE
10	0.17228464419475656	2020-03-09 05:18:11.955045	2020-03-09 05:22:33.062976	0.9260543340634068	20.022340692857313	128	1	87	0.03588898329063567	0.02814828053723568	128	0.7992636140179559	0.019662921348314606	0.17228464419475656	0.0552434456928839	0.09129213483146068	38.54002808988764	0.07888751879608004	0.019662921348314606	0.17228464419475656	0.0552434456928839	0.09129213483146068	38.539794007490634	0.07888759833478103	4044504139	350.0	0.019662921348314606	0.17228464419475656	0.0552434456928839	0.09129213483146068	38.54026217228464	0.07888744070353725	10	COMPLETE
11	0.23361423220973782	2020-03-09 05:22:33.075749	2020-03-09 05:30:25.671663	0.12421772514283766	7.1410748720526325	64	2	86	0.002498273096108022	0.21047187887714822	128	0.7083147585231546	0.035580524344569285	0.23361423220973782	0.09222846441947566	0.13810861423220974	34.06086142322097	0.10738868945083392	0.035580524344569285	0.23361423220973782	0.09222846441947566	0.13810861423220974	34.06086142322097	0.10738868945083392	2031130940	600.0	0.035580524344569285	0.23361423220973782	0.09222846441947566	0.13810861423220974	34.06086142322097	0.10738868945083392	11	COMPLETE
12	0.20646067415730338	2020-03-09 05:30:25.687794	2020-03-09 05:31:44.980729	0.5289374977681756	20.017782959798073	64	2	97	0.010073751711721491	0.013574076379655752	512	0.7599022237972918	0.02902621722846442	0.20646067415730338	0.08099250936329588	0.11797752808988764	36.57350187265918	0.09698618768618046	0.02902621722846442	0.20646067415730338	0.08099250936329588	0.11797752808988764	36.57350187265918	0.09698618768618046	183978220	350.0	0.02902621722846442	0.20646067415730338	0.08099250936329588	0.11797752808988764	36.57350187265918	0.09698618768618046	12	COMPLETE
13	0.21582397003745318	2020-03-09 05:31:44.993292	2020-03-09 05:33:16.457561	0.9317111850348825	4.964656623032969	64	2	71	0.010686599146092341	0.03596057748664488	256	0.7169501240407065	0.02902621722846442	0.21582397003745318	0.08614232209737828	0.12968164794007492	34.4686329588015	0.10050625775711929	0.02902621722846442	0.21582397003745318	0.08614232209737828	0.12968164794007492	34.4686329588015	0.10050625775711929	816009616	250.0	0.02902621722846442	0.21582397003745318	0.08614232209737828	0.12968164794007492	34.4686329588015	0.10050625775711929	13	COMPLETE
14	0.19194756554307116	2020-03-09 05:33:16.467851	2020-03-09 05:39:13.637286	0.6740638877215579	15.879077465680243	256	2	69	0.03253890887776218	0.02061433885507659	128	0.7735171526564069	0.02200374531835206	0.19194756554307116	0.07584269662921349	0.11095505617977527	37.2560861423221	0.08742554553788438	0.02200374531835206	0.19194756554307116	0.07584269662921349	0.11095505617977527	37.2560861423221	0.08742554553788438	1060544237	450.0	0.02200374531835206	0.19194756554307116	0.07584269662921349	0.11095505617977527	37.2560861423221	0.08742554553788438	14	COMPLETE
15	0.21301498127340823	2020-03-09 05:39:13.648338	2020-03-09 05:42:47.213862	0.6701030678576458	29.10417465625714	128	2	59	0.002378339587299524	0.030074107233963317	128	0.7645624183774106	0.02949438202247191	0.21301498127340823	0.07818352059925093	0.11844569288389513	36.82139513108614	0.09615190013425144	0.02949438202247191	0.21301498127340823	0.07818352059925093	0.11844569288389513	36.82116104868914	0.09615197411730993	626499659	300.0	0.02949438202247191	0.21301498127340823	0.07818352059925093	0.11844569288389513	36.82162921348315	0.09615182744914137	15	COMPLETE
16	0.08239700374531835	2020-03-09 05:42:47.226493	2020-03-09 05:43:14.882985	0.814899860079266	23.76195566471633	64	2	96	0.001362520292302337	0.09749586793669744	512	1.0373916247526485	0.005149812734082397	0.08239700374531835	0.0149812734082397	0.037921348314606744	50.08567415730337	0.04340753054786566	0.005149812734082397	0.08239700374531835	0.0149812734082397	0.037921348314606744	50.08567415730337	0.04340753054786566	789886113	150.0	0.005149812734082397	0.08239700374531835	0.0149812734082397	0.037921348314606744	50.08567415730337	0.04340753054786566	16	COMPLETE
17	0.20833333333333334	2020-03-09 05:43:14.895407	2020-03-09 05:46:42.118107	0.13773779704167888	22.930515199162002	64	2	1	0.0011839489440652305	0.04055752587490976	128	0.7664454142451426	0.024344569288389514	0.20833333333333334	0.06928838951310862	0.11750936329588015	36.901451310861425	0.09118519374170442	0.024344569288389514	0.20833333333333334	0.06928838951310862	0.11750936329588015	36.90121722846442	0.09118522379850937	2751970401	400.0	0.024344569288389514	0.20833333333333334	0.06928838951310862	0.11750936329588015	36.901685393258425	0.09118516402261637	17	COMPLETE
18	0.21816479400749064	2020-03-09 05:46:42.130107	2020-03-09 05:48:33.904089	0.12874574385956541	6.730044566529358	64	1	7	0.007855196609604079	0.12549666658912575	512	0.7390858903256932	0.03323970037453183	0.21816479400749064	0.08333333333333333	0.1254681647940075	35.565074906367045	0.10136890941016637	0.03323970037453183	0.21816479400749064	0.08333333333333333	0.1254681647940075	35.565074906367045	0.10136890941016637	3056211881	500.0	0.03323970037453183	0.21816479400749064	0.08333333333333333	0.1254681647940075	35.565074906367045	0.10136890941016637	18	COMPLETE
19	0.2102059925093633	2020-03-09 05:48:33.916177	2020-03-09 05:49:58.531440	0.8669993270077261	10.148536489842197	256	1	65	0.00539386190943072	0.045221932999924636	512	0.7548333910766515	0.026217228464419477	0.2102059925093633	0.07443820224719101	0.10580524344569288	36.34784644194757	0.09331211122977469	0.026217228464419477	0.2102059925093633	0.07443820224719101	0.10580524344569288	36.34784644194757	0.09331211122977469	3939936871	300.0	0.026217228464419477	0.2102059925093633	0.07443820224719101	0.10580524344569288	36.34784644194757	0.09331211122977469	19	COMPLETE
20	0.33380149812734083	2020-03-09 05:49:58.543911	2020-03-09 05:53:18.295034	0.9456838164754796	3.7650883092734766	128	2	69	0.0022831239170665175	0.017729410540203716	256	0.5782960804732175	0.05852059925093633	0.33380149812734083	0.13810861423220974	0.19756554307116106	27.798220973782772	0.14649069109980897	0.05852059925093633	0.33380149812734083	0.13810861423220974	0.19756554307116106	27.798220973782772	0.14649069109980897	2035179366	450.0	0.05852059925093633	0.33380149812734083	0.13810861423220974	0.19756554307116106	27.798220973782772	0.14649069109980897	20	COMPLETE
21	0.19428838951310862	2020-03-09 05:53:18.313199	2020-03-09 05:54:29.202856	0.21644656826856318	29.40182484424107	64	1	62	0.033447336758230556	0.021898674282493456	256	0.809348528109463	0.02294007490636704	0.19428838951310862	0.05898876404494382	0.10486891385767791	39.00421348314607	0.08405765659535687	0.02294007490636704	0.19428838951310862	0.05898876404494382	0.10486891385767791	39.00374531835206	0.0840581991899783	2797922816	200.0	0.02294007490636704	0.19428838951310862	0.05898876404494382	0.10486891385767791	39.004681647940075	0.08405713344898381	21	COMPLETE
22	0.2247191011235955	2020-03-09 05:54:29.215504	2020-03-09 05:58:43.446927	0.680611390473247	19.872733686058968	64	1	9	0.001364578672424319	0.01791484856131736	128	0.7516393443614886	0.0299625468164794	0.2247191011235955	0.075374531835206	0.1301498127340824	36.18539325842696	0.09775177438337057	0.0299625468164794	0.2247191011235955	0.075374531835206	0.1301498127340824	36.18539325842696	0.09775177438337057	3220475175	350.0	0.0299625468164794	0.2247191011235955	0.075374531835206	0.1301498127340824	36.18539325842696	0.09775177438337057	22	COMPLETE
