number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0	2020-01-07 20:27:04.994206	2020-01-08 00:12:31.522988	5.090898206110449	350.0	26.0	0.0011923804168337832	800.0	0.9944982727684171	0.0	0.0	0.0	0.0	20162.1471759915	0.00012156702387227082	0.06196883852691218	0.06196883852691218	0.06196883852691218	0.06196883852691218	19057.934755665723	0.06204971641108932	0.0	0.0	0.0	0.0	21266.35959631728	8.770076805913163e-05	0	0.0	0.0
1	TrialState.COMPLETE	0.0	2020-01-08 00:12:31.523940	2020-01-08 00:56:29.561969	2.0306271599962766	150.0	31.0	0.024406386553634796	1200.0	0.9994197926261771	0.0	0.0	0.0	0.0	20261.507768236545	0.00011654425246921912	0.046742209631728045	0.046742209631728045	0.046742209631728045	0.046742209631728045	19355.435375354107	0.046825709746141066	0.0	0.0	0.0	0.0	21167.58016111898	8.80282332577927e-05	1	0.0	0.0
2	TrialState.COMPLETE	0.0	2020-01-08 00:56:29.562925	2020-01-08 01:35:44.873760	4.1473540156813495	150.0	26.0	0.0036587704798780036	500.0	0.9929037660987924	0.0	0.0	0.0	0.0	20129.31362871813	0.00012561720086422593	0.056745750708215296	0.056745750708215296	0.056745750708215296	0.056745750708215296	19219.602558427763	0.056829783510342784	0.0	0.0	0.0	0.0	21039.0246990085	9.219674286140108e-05	2	0.0	0.0
3	TrialState.COMPLETE	0.0	2020-01-08 01:35:44.874735	2020-01-08 03:35:11.146415	9.464268628650917	250.0	31.0	0.029556176673642253	1100.0	0.9928532240975967	0.0	0.0	0.0	0.0	20128.390492209634	0.00012363708440402105	0.06002124645892351	0.06002124645892351	0.06002124645892351	0.06002124645892351	19097.710118626062	0.06010514377465547	0.0	0.0	0.0	0.0	21159.0708657932	8.988737771331103e-05	3	0.0	0.0
4	TrialState.COMPLETE	0.0	2020-01-08 03:35:11.147494	2020-01-08 04:30:53.770218	3.073293152585594	150.0	41.0	0.008077225643005618	1800.0	1.0086895431364358	0.0	0.0	0.0	0.0	20449.478222379603	0.00012275962390872547	0.05577195467422096	0.05577195467422096	0.05577195467422096	0.05577195467422096	19539.658595963174	0.05585258324820545	0.0	0.0	0.0	0.0	21359.297848796035	9.01866067974716e-05	4	0.0	0.0
5	TrialState.COMPLETE	0.0	2020-01-08 04:30:53.772089	2020-01-08 05:34:07.587589	0.9382175024648158	250.0	11.0	0.08853499396699144	2000.0	1.0036971095986347	0.0	0.0	0.0	0.0	20348.31998052408	0.00012157904077086963	0.06055240793201133	0.06055240793201133	0.06055240793201133	0.06055240793201133	19274.826265934844	0.060633189978472134	0.0	0.0	0.0	0.0	21421.813695113313	8.789611897483156e-05	5	0.0	0.0
6	TrialState.COMPLETE	0.0	2020-01-08 05:34:07.588572	2020-01-08 07:24:36.750580	1.1063934952816052	350.0	6.0	0.0024660901641773104	700.0	1.0094134566443709	0.0	0.0	0.0	0.0	20464.51356674929	0.00012096493600969929	0.061172096317280454	0.061172096317280454	0.061172096317280454	0.061172096317280454	19353.151115439094	0.06125255039924801	0.0	0.0	0.0	0.0	21575.87601805949	8.679811837232701e-05	6	0.0	0.0
7	TrialState.COMPLETE	0.0	2020-01-08 07:24:36.751460	2020-01-08 10:53:02.936329	3.224437011075797	450.0	6.0	0.0014212006022626018	1200.0	1.0009825326642154	0.0	0.0	0.0	0.0	20293.375752478754	0.0001190748304242226	0.060995042492917845	0.060995042492917845	0.060995042492917845	0.060995042492917845	19153.43232117564	0.06107576234666823	0.0	0.0	0.0	0.0	21433.31918378187	8.582263585011706e-05	7	0.0	0.0
8	TrialState.COMPLETE	0.0	2020-01-08 10:53:02.937367	2020-01-08 11:43:17.950355	8.431803802498086	250.0	6.0	0.05140065020648448	1000.0	1.0003767450418912	0.0	0.0	0.0	0.0	20280.982515934844	0.00011745091768314452	0.05373583569405099	0.05373583569405099	0.05373583569405099	0.05373583569405099	19247.788641997166	0.053817492802451856	0.0	0.0	0.0	0.0	21314.176389872522	8.630611229720391e-05	8	0.0	0.0
9	TrialState.COMPLETE	0.0	2020-01-08 11:43:17.952242	2020-01-08 21:59:22.258131	8.121300119191517	450.0	46.0	0.05629677520057432	2000.0	1.0009741236209386	0.0	0.0	0.0	0.0	20292.881484596317	0.00011842974382373333	0.058958923512747875	0.058958923512747875	0.058958923512747875	0.058958923512747875	19150.747432719545	0.05904083726432305	0.0	0.0	0.0	0.0	21435.01553647309	8.56258163366639e-05	9	0.0	0.0
