number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.11704119850187265	2020-05-15 20:17:59.862334	2020-05-15 20:26:45.175517	64	0.24221487912272682	0.009350857370956367	55	0.3532261871926672	30	0.04233525364685179	512	0.9536636763711003	0.011704119850187267	0.11704119850187265	0.031835205992509365	0.04915730337078652	45.87827715355805	0.05738358640245792	0.011704119850187267	0.11704119850187265	0.031835205992509365	0.04915730337078652	45.87827715355805	0.05738358640245792		675929405.0	250.0	0.011704119850187267	0.11704119850187265	0.031835205992509365	0.04915730337078652	45.87827715355805	0.05738358640245792	0		COMPLETE
1	0.13108614232209737	2020-05-15 20:26:45.349737	2020-05-15 20:50:27.229940	128	0.10678692759527847	0.335134128431041	28	0.4889524440270346	94	0.025253104844642462	256	0.9013777965032722	0.018258426966292134	0.13108614232209737	0.05711610486891386	0.07818352059925093	43.43867041198502	0.07084109841182222	0.018258426966292134	0.13108614232209737	0.05711610486891386	0.07818352059925093	43.43867041198502	0.07084109841182222		744070805.0	200.0	0.018258426966292134	0.13108614232209737	0.05711610486891386	0.07818352059925093	43.43867041198502	0.07084109841182222	1		COMPLETE
2	0.09691011235955056	2020-05-15 20:50:27.345638	2020-05-15 21:11:37.426941	128	0.36622162251481827	0.17920350237481592	45	0.3602679939456754	96	0.09519144124977115	256	1.0091332098964447	0.009831460674157303	0.09691011235955056	0.02949438202247191	0.04728464419475655	48.62078651685393	0.052047051655910885	0.009831460674157303	0.09691011235955056	0.02949438202247191	0.04728464419475655	48.62078651685393	0.052047051655910885		3102791750.0	150.0	0.009831460674157303	0.09691011235955056	0.02949438202247191	0.04728464419475655	48.62078651685393	0.052047051655910885	2		COMPLETE
3	0.34363295880149813	2020-05-15 21:11:37.573710	2020-05-15 21:36:35.213446	256	0.2982534618491599	0.03704585654604042	27	0.05888024942092607	61	0.008205123765768459	256	0.450710008192933	0.035580524344569285	0.34363295880149813	0.11235955056179775	0.1760299625468165	21.73689138576779	0.1332023722611673	0.035580524344569285	0.34363295880149813	0.11235955056179775	0.1760299625468165	21.73689138576779	0.1332023722611673		3672055766.0	200.0	0.035580524344569285	0.34363295880149813	0.11235955056179775	0.1760299625468165	21.73689138576779	0.1332023722611673	3		COMPLETE
4	0.4157303370786517	2020-05-15 21:36:35.348194	2020-05-15 22:11:09.160672	128	0.09531810991060186	0.3306471386028818	33	0.005501224946430128	92	0.007444695076481891	512	0.3854079609614717	0.04400749063670412	0.4157303370786517	0.13717228464419476	0.2350187265917603	18.63810861423221	0.15512635090967358	0.04400749063670412	0.4157303370786517	0.13717228464419476	0.2350187265917603	18.63810861423221	0.15512635090967358		1930116468.0	250.0	0.04400749063670412	0.4157303370786517	0.13717228464419476	0.2350187265917603	18.63810861423221	0.15512635090967358	4		COMPLETE
5	0.17743445692883894	2020-05-15 22:11:09.275597	2020-05-15 22:40:44.238155	256	0.2905558611659152	0.3201547852146572	16	0.45808135374894926	95	0.0011410345525512385	128	0.7554076211936842	0.019662921348314606	0.17743445692883894	0.04962546816479401	0.0852059925093633	36.221441947565545	0.07880277210666024	0.019662921348314606	0.17743445692883894	0.04962546816479401	0.0852059925093633	36.221441947565545	0.07880277210666024		1814818247.0	200.0	0.019662921348314606	0.17743445692883894	0.04962546816479401	0.0852059925093633	36.221441947565545	0.07880277210666024	5		COMPLETE
6	0.2687265917602996	2020-05-15 22:40:44.385260	2020-05-15 22:58:31.358186	64	0.47481742816242606	0.4701247754058517	34	0.3623253427244113	95	0.010880401224034235	128	0.6538071177894605	0.04588014981273408	0.2687265917602996	0.09878277153558053	0.14747191011235955	31.36938202247191	0.11980753197250625	0.04588014981273408	0.2687265917602996	0.09878277153558053	0.14747191011235955	31.36938202247191	0.11980753197250625		2801715660.0	200.0	0.04588014981273408	0.2687265917602996	0.09878277153558053	0.14747191011235955	31.36938202247191	0.11980753197250625	6		COMPLETE
7	0.10393258426966293	2020-05-15 22:58:31.540738	2020-05-15 23:02:20.541917	128	0.18860035193641422	0.21381197489691472	61	0.1708933091474465	11	0.07958176786638674	512	1.0087085658630308	0.008895131086142321	0.10393258426966293	0.03651685393258427	0.048220973782771535	48.62078651685393	0.05353995587892261	0.008895131086142321	0.10393258426966293	0.03651685393258427	0.048220973782771535	48.62078651685393	0.05353995587892261		3039806798.0	150.0	0.008895131086142321	0.10393258426966293	0.03651685393258427	0.048220973782771535	48.62078651685393	0.05353995587892261	7		COMPLETE
8	0.8852996254681648	2020-05-15 23:02:20.741083	2020-05-15 23:05:50.815741	128	0.28274273203518296	0.465309292845321	54	0.4944766270685007	3	0.0015217827449341313	512	0.1106693551636716	0.3099250936329588	0.8852996254681648	0.5908239700374532	0.7368913857677902	5.301966292134831	0.49329161778157915	0.3099250936329588	0.8852996254681648	0.5908239700374532	0.7368913857677902	5.301966292134831	0.49329161778157915		3578448304.0	300.0	0.3099250936329588	0.8852996254681648	0.5908239700374532	0.7368913857677902	5.301966292134831	0.49329161778157915	8		COMPLETE
9	0.09597378277153558	2020-05-15 23:05:50.938640	2020-05-15 23:25:37.707708	128	0.40809806302654167	0.1902545401630526	64	0.2870205986224712	47	0.09080579043981779	256	1.01027326142827	0.008895131086142321	0.09597378277153558	0.028089887640449437	0.04681647940074907	48.78885767790262	0.050893603992867374	0.008895131086142321	0.09597378277153558	0.028089887640449437	0.04681647940074907	48.78885767790262	0.050893603992867374		487388489.0	200.0	0.008895131086142321	0.09597378277153558	0.028089887640449437	0.04681647940074907	48.78885767790262	0.050893603992867374	9		COMPLETE
10	0.7359550561797753	2020-05-15 23:25:37.920107	2020-05-15 23:42:54.444053	256	0.008841640732522804	0.10475572189896215	26	0.2437537105365929	43	0.002657514755575835	512	0.17521021970240783	0.12406367041198502	0.7359550561797753	0.31226591760299627	0.4700374531835206	8.432584269662922	0.29080557575770566	0.12406367041198502	0.7359550561797753	0.31226591760299627	0.4700374531835206	8.432584269662922	0.29080557575770566		91682399.0	200.0	0.12406367041198502	0.7359550561797753	0.31226591760299627	0.4700374531835206	8.432584269662922	0.29080557575770566	10		COMPLETE
11	0.2607677902621723	2020-05-15 23:42:54.628216	2020-05-15 23:49:15.464135	128	0.14636018881613388	0.40135794101961886	26	0.24956843332343231	19	0.0016392029091048582	256	0.4920401500524039	0.026217228464419477	0.2607677902621723	0.07350187265917603	0.1343632958801498	23.64513108614232	0.10793668020994272	0.026217228464419477	0.2607677902621723	0.07350187265917603	0.1343632958801498	23.64513108614232	0.10793668020994272		627106660.0	200.0	0.026217228464419477	0.2607677902621723	0.07350187265917603	0.1343632958801498	23.64513108614232	0.10793668020994272	11		COMPLETE
12	0.5847378277153558	2020-05-15 23:49:15.629491	2020-05-16 00:08:21.631709	128	0.11902242147307507	0.1294342175998353	62	0.33997196142534836	48	0.0013678624555935029	512	0.24948426955274902	0.0749063670411985	0.5847378277153558	0.2200374531835206	0.3398876404494382	12.028558052434457	0.21803082617984113	0.0749063670411985	0.5847378277153558	0.2200374531835206	0.3398876404494382	12.028558052434457	0.21803082617984113		1292289136.0	200.0	0.0749063670411985	0.5847378277153558	0.2200374531835206	0.3398876404494382	12.028558052434457	0.21803082617984113	12		COMPLETE
13		2020-05-16 00:08:21.782994	2020-05-16 00:08:23.888601	256	0.3208014377263987	0.10266257578786847	41	0.04060660164040858	88	0.006253363901922977	512														The current model can't be trained on this hardware with these parameters.									13	Setting status of trial#13 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
14	0.11423220973782772	2020-05-16 00:08:23.969024	2020-05-16 00:32:56.238076	128	0.1402424505419277	0.47717132319454186	62	0.4808514187680685	61	0.006955077957963263	256	1.0033953492930823	0.00749063670411985	0.11423220973782772	0.030430711610486893	0.05758426966292135	48.50327715355805	0.0528354451166142	0.00749063670411985	0.11423220973782772	0.030430711610486893	0.05758426966292135	48.50327715355805	0.0528354451166142		2679244435.0	200.0	0.00749063670411985	0.11423220973782772	0.030430711610486893	0.05758426966292135	48.50327715355805	0.0528354451166142	14		COMPLETE
