number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.06858381832705694	2020-01-21 06:18:07.509887	2020-01-21 08:58:18.344566	250.0	2	61.0	0.003042274275221803	1600.0	0.7039562126656554	0.005135227661759671	0.06858381832705694	0.025504964053406368	0.041880634485906655	5005.534976606185	0.024586153760949588	0.005135227661759671	0.06858381832705694	0.025504964053406368	0.041880634485906655	5005.529185210545	0.024586156159292133	3816409778	0.005135227661759671	0.06858381832705694	0.025504964053406368	0.041880634485906655	5005.540768001826	0.024586151372917274	0
1	TrialState.COMPLETE	0.05021111491498345	2020-01-21 08:58:18.345333	2020-01-21 10:51:48.744322	450.0	2	41.0	0.013150065424830557	1100.0	0.5129783833263059	0.005135227661759671	0.05021111491498345	0.01078397808969531	0.01985621362547073	3637.1367254364945	0.019059365573553276	0.005135227661759671	0.05021111491498345	0.01078397808969531	0.01985621362547073	3637.1331450416524	0.019059366061797613	1691699354	0.005135227661759671	0.05021111491498345	0.01078397808969531	0.01985621362547073	3637.1403058313363	0.019059365085932048	1
2	TrialState.COMPLETE	0.005819924683327628	2020-01-21 10:51:48.745096	2020-01-21 12:52:12.933648	250.0	1	71.0	0.005170957237871383	1200.0	0.9976725603451437	0.005135227661759671	0.005819924683327628	0.0053349309597169915	0.005591692342804975	7127.922643501084	0.005810028332638066	0.005135227661759671	0.005819924683327628	0.0053349309597169915	0.005591692342804975	7127.918178705922	0.0058100294561602706	2018203734	0.005135227661759671	0.005819924683327628	0.0053349309597169915	0.005591692342804975	7127.927108296246	0.005810027214525745	2
3	TrialState.COMPLETE	0.0058484537258929594	2020-01-21 12:52:12.934412	2020-01-21 15:22:15.314028	250.0	1	71.0	0.0011400295624148843	1500.0	0.9946369030070686	0.005135227661759671	0.0058484537258929594	0.0053349309597169915	0.005506105215108981	7105.836699760356	0.00577275342440252	0.005135227661759671	0.0058484537258929594	0.0053349309597169915	0.005506105215108981	7105.832163642588	0.005772754024418512	2539576913	0.005135227661759671	0.0058484537258929594	0.0053349309597169915	0.005506105215108981	7105.841235878124	0.005772752825793459	3
4	TrialState.COMPLETE	0.006076686066415611	2020-01-21 15:22:15.314805	2020-01-21 17:15:42.026215	150.0	1	21.0	0.08091525110100135	1200.0	0.9876756151566317	0.005135227661759671	0.006076686066415611	0.005306401917151661	0.005477576172543649	7055.057814104759	0.005825564618391793	0.005135227661759671	0.006076686066415611	0.005306401917151661	0.005477576172543649	7055.054547529385	0.00582556709593782	1367286351	0.005135227661759671	0.006076686066415611	0.005306401917151661	0.005477576172543649	7055.061080680132	0.005825562168367696	4
5	TrialState.COMPLETE	0.0058484537258929594	2020-01-21 17:15:42.026950	2020-01-21 18:38:53.704073	450.0	1	51.0	0.06815753524314733	800.0	0.9966153768253735	0.005135227661759671	0.0058484537258929594	0.005249343832020997	0.005391989044847655	7121.417451215337	0.005785900763538112	0.005135227661759671	0.0058484537258929594	0.005249343832020997	0.005391989044847655	7121.410532922515	0.0057859022241808925	4107899931	0.005135227661759671	0.0058484537258929594	0.005249343832020997	0.005391989044847655	7121.4243695081595	0.005785899307272416	5
6	TrialState.COMPLETE	0.005620221385370307	2020-01-21 18:38:53.704846	2020-01-21 20:45:03.005865	150.0	1	81.0	0.0018083397572994328	1300.0	0.9848488578530403	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005306401917151661	7033.95673570695	0.005788208935782007	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005306401917151661	7033.953212370193	0.005788209288022208	3388189490	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005306401917151661	7033.960259043706	0.005788208584033445	6
7	TrialState.COMPLETE	0.005791395640762296	2020-01-21 20:45:03.006649	2020-01-21 21:42:46.072211	250.0	1	31.0	0.0018881497256524303	600.0	0.990117417991805	0.005135227661759671	0.005791395640762296	0.005277872874586329	0.005449047129978318	7073.276075544904	0.0058156206340971486	0.005135227661759671	0.005791395640762296	0.005277872874586329	0.005449047129978318	7073.272052949903	0.005815620975810815	4288548270	0.005135227661759671	0.005791395640762296	0.005277872874586329	0.005449047129978318	7073.280098139907	0.005815620292858569	7
8	TrialState.COMPLETE	0.005819924683327628	2020-01-21 21:42:46.072984	2020-01-21 22:33:44.543849	250.0	1	1.0	0.0032962939406539263	600.0	0.991924406894954	0.005135227661759671	0.005819924683327628	0.005306401917151661	0.005420518087412987	7086.815930617368	0.005779717721179907	0.005135227661759671	0.005819924683327628	0.005306401917151661	0.005420518087412987	7086.811594202899	0.005779718334601148	4059323784	0.005135227661759671	0.005819924683327628	0.005306401917151661	0.005420518087412987	7086.820267031839	0.005779717109068843	8
