number	value	datetime_start	datetime_complete	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.20486705466164556	2020-03-13 20:24:46.573882	2020-03-13 22:32:11.919079	3.5870754940235234	9.72139086176913	0.022898108914554696	128	28	0.09850470351185875	512	0.11539712975793116	0.060338925025676136	0.20486705466164556	0.11126326600479287	0.14626840123245463	814.7805973981514	0.10857344519578953	0.060338925025676136	0.20486705466164556	0.11126326600479287	0.14626840123245463	814.777958461714	0.10857352452955936	714352408		0.060338925025676136	0.20486705466164556	0.11126326600479287	0.14626840123245463	814.7832363345887	0.10857336995528305	0	COMPLETE
1	0.1977347940203127	2020-03-13 22:32:11.968949	2020-03-14 01:00:59.962805	6.932376156246203	6.428840945427096	0.037432251150856126	128	82	0.04684621719826996	512	0.10583772902571868	0.05916923428049755	0.1977347940203127	0.10749743238616911	0.14119023165582564	746.3354587470044	0.10667269141265245	0.05916923428049755	0.1977347940203127	0.10749743238616911	0.14119023165582564	746.3341606755678	0.10667269841100646	399034065		0.05916923428049755	0.1977347940203127	0.10749743238616911	0.14119023165582564	746.3367568184411	0.10667268447625629	1	COMPLETE
2	0.12022138537030697	2020-03-14 01:00:59.997311	2020-03-14 02:22:32.669116	6.222092564583107	1.3623055719002526	0.097257284211391	64	17	0.005232313571854702	256	0.4487079186564182	0.04259386055003994	0.12022138537030697	0.0697249800296702	0.08604359237703983	3168.637210430218	0.0688421670168458	0.04259386055003994	0.12022138537030697	0.0697249800296702	0.08604359237703983	3168.6356270683555	0.06884218470956988	3374972704	450.0	0.04259386055003994	0.12022138537030697	0.0697249800296702	0.08604359237703983	3168.6387937920804	0.0688421498407828	2	COMPLETE
3	0.28372132831222185	2020-03-14 02:22:32.704654	2020-03-14 04:33:50.013887	9.796619025016726	9.259686785441826	0.04513005741506624	256	23	0.07777761138587481	512	0.09122923846407864	0.07774164099052835	0.28372132831222185	0.16067556772794706	0.20971699189775192	638.5637338810909	0.1456741247060077	0.07774164099052835	0.28372132831222185	0.16067556772794706	0.20971699189775192	638.5613374415154	0.14567440259208111	857214279		0.07774164099052835	0.28372132831222185	0.16067556772794706	0.20971699189775192	638.5661303206664	0.14567386322874257	3	COMPLETE
4	0.07905397694853361	2020-03-14 04:33:50.061607	2020-03-14 06:15:33.670004	1.2768171177839343	5.916940301385074	0.04271251712536654	64	67	0.010246240516256737	128	0.46854171701649994	0.04145269884742668	0.07905397694853361	0.0557742782152231	0.06379093917608125	3318.641418463996	0.05575234046778072	0.04145269884742668	0.07905397694853361	0.0557742782152231	0.06379093917608125	3318.6388508501655	0.05575234803856539	3600159633	300.0	0.04145269884742668	0.07905397694853361	0.0557742782152231	0.06379093917608125	3318.6439860778273	0.05575233303352569	4	COMPLETE
5	0.0012552778728745864	2020-03-14 06:15:33.704689	2020-03-14 06:52:17.216892	1.428027777125388	3.289860746717482	0.034414614076167235	128	11	0.0017488545153892096	128	0.7183629770472038	0.0003138194682186466	0.0012552778728745864	0.0007417551066986192	0.0008844003195252767	5105.916281524592	0.0021681433772013114	0.0003138194682186466	0.0012552778728745864	0.0007417551066986192	0.0008844003195252767	5105.913585530069	0.0021681442117451864	2456848786	150.0	0.0003138194682186466	0.0012552778728745864	0.0007417551066986192	0.0008844003195252767	5105.918977519114	0.00216814254442779	5	COMPLETE
6	0.26121191372817526	2020-03-14 06:52:17.250981	2020-03-14 10:46:29.287906	9.274598045860833	2.377106940488148	0.026521387296578967	64	93	0.03646240300319789	256	0.07869824111227167	0.03563277416409905	0.26121191372817526	0.11388793792080337	0.17083190688120506	551.0713083418921	0.10755549413691154	0.03563277416409905	0.26121191372817526	0.11388793792080337	0.17083190688120506	551.0609665639621	0.10755603638096171	3674426506		0.03563277416409905	0.26121191372817526	0.11388793792080337	0.17083190688120506	551.081650119822	0.10755498375599726	6	COMPLETE
7	0.09437407280611662	2020-03-14 10:46:29.321936	2020-03-14 13:16:42.720812	8.263854114984152	1.5125775176592269	0.013411771247747386	128	70	0.002470973887916896	256	0.473056989485435	0.03768686522880292	0.09437407280611662	0.05814218874814561	0.07092319981741413	3342.8479259386054	0.057439796418273466	0.03768686522880292	0.09437407280611662	0.05814218874814561	0.07092319981741413	3342.8449731827	0.057439808947623065	3694934133	700.0	0.03768686522880292	0.09437407280611662	0.05814218874814561	0.07092319981741413	3342.850878694511	0.05743978421004508	7	COMPLETE
8	0.05574574917265777	2020-03-14 13:16:42.756065	2020-03-14 19:42:47.998492	3.494812548384658	1.9130543544464758	0.023953571386006938	256	100	0.00113971141099357	128	0.43319739223519377	0.018800639050553465	0.05574574917265777	0.03862832363345886	0.046473810338925024	3056.0707805546044	0.03501893243739261	0.018800639050553465	0.05574574917265777	0.03862832363345886	0.046473810338925024	3056.0658165011982	0.035018953858776014	919544592	900.0	0.018800639050553465	0.05574574917265777	0.03862832363345886	0.046473810338925024	3056.075744608011	0.03501891146455794	8	COMPLETE
9	0.0006846970215679561	2020-03-14 19:42:48.034980	2020-03-14 19:56:54.545616	2.0247824482678025	4.6856797333516065	0.010834463467783474	128	53	0.0011088040224646926	512	0.7737385101747415	0.00019970329795732054	0.0006846970215679561	0.00034234851078397807	0.0004279356384799726	5504.63178991213	0.0011862128472731554	0.00019970329795732054	0.0006846970215679561	0.00034234851078397807	0.0004279356384799726	5504.6298927308	0.0011862130693156268	3870354417	150.0	0.00019970329795732054	0.0006846970215679561	0.00034234851078397807	0.0004279356384799726	5504.633687093461	0.0011862126253894655	9	COMPLETE
