number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.12725994375251104	2020-05-24 13:31:02.113147	2020-05-24 14:32:28.299291	128	256	16	0.0019019640002320103	2048	0.034400181711578395	0.025914021695460025	0.12725994375251104	0.05805544395339494	0.08115709120128566	1939.6816492567295	0.0615096762511075	0.025914021695460025	0.12725994375251104	0.05805544395339494	0.08115709120128566	1939.6802932904782	0.061509676379640665	791422198	70	0.025914021695460025	0.12725994375251104	0.05805544395339494	0.08115709120128566	1939.6830052229811	0.061509676122687186	0	COMPLETE
1	0.11460425873844918	2020-05-24 14:32:28.393967	2020-05-24 15:53:49.082104	128	256	28	0.0012975621134454802	8192	0.05165200823513921	0.012253917235837686	0.11460425873844918	0.046504620329449575	0.07061068702290077	2909.9872438730413	0.04827311124523323	0.012253917235837686	0.11460425873844918	0.046504620329449575	0.07061068702290077	2909.9858376858174	0.04827313739623016	2646663115	100	0.012253917235837686	0.11460425873844918	0.046504620329449575	0.07061068702290077	2909.988650060265	0.048273085497124134	1	COMPLETE
2	0.023101647247890718	2020-05-24 15:53:49.146594	2020-05-24 17:12:48.497439	256	256	27	0.005983916856896893	2048	0.07991345314166115	0.0018079550020088388	0.023101647247890718	0.006729610285255123	0.01094817195660908	4499.905885897951	0.011964072448086262	0.0018079550020088388	0.023101647247890718	0.006729610285255123	0.01094817195660908	4499.90367617517	0.011964077595614454	3716810466	60	0.0018079550020088388	0.023101647247890718	0.006729610285255123	0.01094817195660908	4499.908095620731	0.011964067341462464	2	COMPLETE
3	0.013258336681398152	2020-05-24 17:12:48.572903	2020-05-24 18:11:49.533378	256	64	50	0.0012170141311002467	4096	0.11023515071590155	0.000502209722780233	0.013258336681398152	0.005222981116914423	0.007934913619927682	6435.308155885898	0.006846206076740742	0.000502209722780233	0.013258336681398152	0.005222981116914423	0.007934913619927682	6435.304740859783	0.0068462071543774665	4027895771	70	0.000502209722780233	0.013258336681398152	0.005222981116914423	0.007934913619927682	6435.311570912013	0.006846205002530354	3	COMPLETE
4	0.0012053033346725592	2020-05-24 18:11:49.604551	2020-05-24 19:48:26.711829	256	64	44	0.03517703334038353	1024	0.7394310072385579	0.0002008838891120932	0.0012053033346725592	0.0003013258336681398	0.0007030936118923262	44728.139915628766	0.0008334365197612826	0.0002008838891120932	0.0012053033346725592	0.0003013258336681398	0.0007030936118923262	44728.126355966255	0.0008334400459233747	2439464643	60	0.0002008838891120932	0.0012053033346725592	0.0003013258336681398	0.0007030936118923262	44728.153475291285	0.0008334330223140089	4	COMPLETE
5	0.01064684612294094	2020-05-24 19:48:26.775956	2020-05-24 20:38:40.826600	64	64	46	0.005885739320245044	1024	0.10931771748220134	0.0014061872237846524	0.01064684612294094	0.003816793893129771	0.006729610285255123	6386.60119525914	0.006428830593379609	0.0014061872237846524	0.01064684612294094	0.003816793893129771	0.006729610285255123	6386.596826034552	0.006428831361078858	3073539154	60	0.0014061872237846524	0.01064684612294094	0.003816793893129771	0.006729610285255123	6386.605564483729	0.006428829827272774	5	COMPLETE
6	0.0769385295299317	2020-05-24 20:38:40.888747	2020-05-24 22:42:08.329339	256	256	18	0.002187458621499947	1024	0.04234416438498346	0.010245078344716753	0.0769385295299317	0.028826838087585377	0.042386500602651665	2330.9068400964243	0.03575615528818619	0.010245078344716753	0.0769385295299317	0.028826838087585377	0.042386500602651665	2330.905685014062	0.035756155588361885	78666517	70	0.010245078344716753	0.0769385295299317	0.028826838087585377	0.042386500602651665	2330.9079951787867	0.03575615498835249	6	COMPLETE
7	0.017376456408196062	2020-05-24 22:42:08.386412	2020-05-25 00:14:51.755605	64	128	20	0.03370578863222941	1024	0.37019125088431565	0.0013057452792286058	0.017376456408196062	0.00562474889513861	0.009642426677380474	21964.51546805946	0.007947354145786095	0.0013057452792286058	0.017376456408196062	0.00562474889513861	0.009642426677380474	21964.50552430695	0.00794735821913953	3759005180	110	0.0013057452792286058	0.017376456408196062	0.00562474889513861	0.009642426677380474	21964.525411811974	0.007947350103252464	7	COMPLETE
8	0.012053033346725592	2020-05-25 00:14:51.820823	2020-05-25 01:30:41.869354	256	256	49	0.0064265003683907805	8192	0.10297344279788903	0.0011048613901165126	0.012053033346725592	0.00472077139413419	0.007934913619927682	5988.971424266774	0.007007198617278922	0.0011048613901165126	0.012053033346725592	0.00472077139413419	0.007934913619927682	5988.967055042185	0.007007198896896303	4145530555	60	0.0011048613901165126	0.012053033346725592	0.00472077139413419	0.007934913619927682	5988.975793491362	0.007007198337930523	8	COMPLETE
9	0.01124949779027722	2020-05-25 01:30:41.941337	2020-05-25 02:30:53.292516	64	256	41	0.035809981475264395	2048	0.26120338452638453	0.0004017677782241864	0.01124949779027722	0.00472077139413419	0.007131378063479309	15522.23146846123	0.005688155227172644	0.0004017677782241864	0.01124949779027722	0.00472077139413419	0.007131378063479309	15522.222478907192	0.005688158787865621	3384640229	60	0.0004017677782241864	0.01124949779027722	0.00472077139413419	0.007131378063479309	15522.240458015267	0.0056881516848064145	9	COMPLETE
10	0.0016070711128967456	2020-05-25 02:30:53.374441	2020-05-25 03:32:21.558021	128	64	33	0.04738396254041899	1024	0.6959272178647041	0.0	0.0016070711128967456	0.0002008838891120932	0.0009039775010044194	41988.8994576135	0.0009011447492913016	0.0	0.0016070711128967456	0.0002008838891120932	0.0009039775010044194	41988.88469264765	0.0009011448049545751	1285383209	60	0.0	0.0016070711128967456	0.0002008838891120932	0.0009039775010044194	41988.91422257935	0.0009011446936450527	10	COMPLETE
11	0.007834471675371634	2020-05-25 03:32:21.624995	2020-05-25 05:32:07.048097	256	64	50	0.0031186645370812594	1024	0.1288877139804511	0.0011048613901165126	0.007834471675371634	0.003314584170349538	0.004620329449578144	7558.651968662113	0.005207694056313102	0.0011048613901165126	0.007834471675371634	0.003314584170349538	0.004620329449578144	7558.648754519888	0.005207694922687006	3564972143	70	0.0011048613901165126	0.007834471675371634	0.003314584170349538	0.004620329449578144	7558.655182804339	0.005207693192543717	11	COMPLETE
12	0.06398151868220169	2020-05-25 05:32:07.113205	2020-05-25 06:52:34.603607	128	64	24	0.0017967724248949752	1024	0.05566289309268547	0.007231820008035355	0.06398151868220169	0.021695460024106068	0.0355564483728405	3126.47333266372	0.029149696194583283	0.007231820008035355	0.06398151868220169	0.021695460024106068	0.0355564483728405	3126.4715749296906	0.029149698811111874	2532191747	80	0.007231820008035355	0.06398151868220169	0.021695460024106068	0.0355564483728405	3126.47509039775	0.02914969359394636	12	COMPLETE
