number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301
0	TrialState.COMPLETE	0.008427762039660057	2020-01-06 06:38:47.680582	2020-01-06 07:00:07.259656	3.700423904692501	350.0	2	11.0	0.02935172451621187	1700.0	0.651021483810516	0.000708215297450425	0.008427762039660057	0.0035056657223796034	0.005028328611898017	13195.730860481586	0.0042988178690652815	0.000708215297450425	0.008427762039660057	0.0035056657223796034	0.005028328611898017	13195.713845609065	0.004298821282178904	0.000708215297450425	0.008427762039660057	0.0035056657223796034	0.005028328611898017	13195.747875354107	0.004298814470586541	0		0.007790368271954674	0.008188739376770539			
1	TrialState.COMPLETE	0.007760859301227573	2020-01-06 07:00:07.260826	2020-01-06 07:24:36.665913	8.031653537992439	150.0	1	46.0	0.011177523091991664	1000.0	0.752183650156801	0.000708215297450425	0.007760859301227573	0.002419735599622285	0.003600094428706327	15246.92410292729	0.0035330483860592323	0.000708215297450425	0.007760859301227573	0.002419735599622285	0.003600094428706327	15246.914423984892	0.003533048692799219	0.000708215297450425	0.007760859301227573	0.002419735599622285	0.003600094428706327	15246.933781869688	0.0035330480796616015	1			0.006860835694050991	0.00740084985835694		
2	TrialState.COMPLETE	0.0027443342776203965	2020-01-06 07:24:36.667410	2020-01-06 07:37:25.949489	3.457554651557851	250.0	1	21.0	0.00293259246764293	600.0	0.8660119833735044	0.000708215297450425	0.0027443342776203965	0.0011951133144475921	0.0017262747875354107	17555.570755134562	0.001750998438857717	0.000708215297450425	0.0027443342776203965	0.0011951133144475921	0.0017262747875354107	17555.556967067987	0.0017509986559588187	0.000708215297450425	0.0027443342776203965	0.0011951133144475921	0.0017262747875354107	17555.584543201134	0.0017509982218489738	2	0.00141643059490085	0.002301699716713881				
3	TrialState.COMPLETE	0.0018590651558073655	2020-01-06 07:37:25.951386	2020-01-06 07:49:00.269082	5.80334553375918	50.0	1	31.0	0.09979180681391471	1800.0	0.7387305469522434	0.000708215297450425	0.0018590651558073655	0.0009295325779036828	0.0011508498583569404	14973.96704585694	0.0015358029567763688	0.000708215297450425	0.0018590651558073655	0.0009295325779036828	0.0011508498583569404	14973.961712110482	0.0015358031234894377	0.000708215297450425	0.0018590651558073655	0.0009295325779036828	0.0011508498583569404	14973.9723796034	0.0015358027901945196	3	0.0012393767705382436	0.0016525023607176581				
4	TrialState.COMPLETE	0.0014606940509915014	2020-01-06 07:49:00.271588	2020-01-06 08:00:24.981417	6.0697205857500505	50.0	1	16.0	0.007075325598069538	700.0	0.9128912381289946	0.000708215297450425	0.0014606940509915014	0.001106586402266289	0.0013279036827195468	18506.910676345607	0.0011885048852903822	0.000708215297450425	0.0014606940509915014	0.001106586402266289	0.0013279036827195468	18506.90682542493	0.0011885049643386022	0.000708215297450425	0.0014606940509915014	0.001106586402266289	0.0013279036827195468	18506.91452726629	0.0011885048062785788	4	0.0013279036827195468	0.00141643059490085				
5	TrialState.COMPLETE	0.001903328611898017	2020-01-06 08:00:24.983170	2020-01-06 08:17:00.081290	2.291454729676182	450.0	1	21.0	0.09122689928766375	1000.0	0.6288997396541504	0.000708215297450425	0.001903328611898017	0.0008410056657223796	0.0010623229461756375	12746.971782046743	0.004170697441694117	0.000708215297450425	0.001903328611898017	0.0008410056657223796	0.0010623229461756375	12746.95923335694	0.0041707129708991215	0.000708215297450425	0.001903328611898017	0.0008410056657223796	0.0010623229461756375	12746.984330736545	0.004170682126651901	5	0.0020361189801699716	0.0019475920679886685				
6	TrialState.COMPLETE	0.006753338729259409	2020-01-06 08:17:00.082482	2020-01-06 08:53:48.508524	8.296279864179027	350.0	1	26.0	0.0020481466969126632	800.0	0.7917351989147106	0.000708215297450425	0.006753338729259409	0.0030099150141643057	0.004097531363820316	16049.37689700526	0.0032417359148440654	0.000708215297450425	0.006753338729259409	0.0030099150141643057	0.004097531363820316	16049.36060805342	0.0032417398516200032	0.000708215297450425	0.006753338729259409	0.0030099150141643057	0.004097531363820316	16049.393185957102	0.0032417320106174125	6				0.005276203966005665	0.006137865911237016	
7	TrialState.COMPLETE	0.3322628699814399	2020-01-06 08:53:48.510256	2020-01-06 12:45:41.078248	3.058721441211303	450.0	2	36.0	0.08714343573687128	1400.0	0.5230555261648766	0.000708215297450425	0.3322628699814399	0.22000464003125916	0.29729779232196935	10601.743449008498	0.11357938127201173	0.000708215297450425	0.3322628699814399	0.22000464003125916	0.29729779232196935	10601.72684868614	0.11357938455983115	0.000708215297450425	0.3322628699814399	0.22000464003125916	0.29729779232196935	10601.760049330858	0.11357937803047699	7						
8	TrialState.COMPLETE	0.01055240793201133	2020-01-06 12:45:41.086860	2020-01-06 13:08:07.169014	9.48709160908181	450.0	2	1.0	0.027681474036442395	700.0	0.6590302981002527	0.000708215297450425	0.01055240793201133	0.0035410764872521247	0.006055240793201133	13357.273707507082	0.005077691589307959	0.000708215297450425	0.01055240793201133	0.0035410764872521247	0.006055240793201133	13357.256550991502	0.005077692148118027	0.000708215297450425	0.01055240793201133	0.0035410764872521247	0.006055240793201133	13357.290864022663	0.005077691031139067	8		0.009442870632672332	0.010136331444759207			
9	TrialState.COMPLETE	0.004426345609065156	2020-01-06 13:08:07.170408	2020-01-06 13:33:03.128559	4.441349473437931	450.0	1	36.0	0.05671883589082956	1500.0	0.6049919593229723	0.000708215297450425	0.004426345609065156	0.0018059490084985836	0.0030099150141643057	12262.814359065156	0.005742214594482176	0.000708215297450425	0.004426345609065156	0.0018059490084985836	0.0030099150141643057	12262.802160056657	0.005742221958563917	0.000708215297450425	0.004426345609065156	0.0018059490084985836	0.0030099150141643057	12262.826558073655	0.005742207281412131	9		0.006196883852691218	0.005090297450424929			
10	TrialState.COMPLETE	0.0020361189801699716	2020-01-06 13:33:03.130232	2020-01-06 13:44:57.773620	8.073415292213713	150.0	2	31.0	0.0018340085495551146	1400.0	0.9569680271456156	0.000708215297450425	0.0020361189801699716	0.0010623229461756375	0.00141643059490085	19400.46377036119	0.0013622333774551808	0.000708215297450425	0.0020361189801699716	0.0010623229461756375	0.00141643059490085	19400.448211756375	0.001362233905205725	0.000708215297450425	0.0020361189801699716	0.0010623229461756375	0.00141643059490085	19400.479328966005	0.0013622328504538628	10	0.0010623229461756375	0.0017115203021718602				
11	TrialState.COMPLETE	0.0016820113314447592	2020-01-06 13:44:57.774716	2020-01-06 13:56:19.099575	7.285238053332316	50.0	1	36.0	0.04282063570057045	1800.0	0.7946494636558881	0.000708215297450425	0.0016820113314447592	0.0009295325779036828	0.0010623229461756375	16107.95436437677	0.0014930272767488366	0.000708215297450425	0.0016820113314447592	0.0009295325779036828	0.0010623229461756375	16107.948875708214	0.0014930276072950956	0.000708215297450425	0.0016820113314447592	0.0009295325779036828	0.0010623229461756375	16107.959853045326	0.0014930269466751423	11	0.001593484419263456	0.0016525023607176581				
12	TrialState.COMPLETE	0.000708215297450425	2020-01-06 13:56:19.100686	2020-01-06 14:06:07.448712	1.037573879079007	50.0	1	1.0	0.0018420910450309923	800.0	0.9864848866004792	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19999.169529036826	0.0009372716890093913	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19999.16541253541	0.0009372717811600209	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19999.173645538245	0.0009372715969337874	12	0.000708215297450425	0.000708215297450425				
13	TrialState.COMPLETE	0.000708215297450425	2020-01-06 14:06:07.450757	2020-01-06 14:17:31.528933	7.410882300589789	50.0	2	31.0	0.002540703487345076	1900.0	0.9744336877105726	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19754.924464412183	0.0009203428886218769	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19754.91541253541	0.000920343003796367	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19754.93351628895	0.0009203427734857731	13	0.000708215297450425	0.000708215297450425				
