number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.21207865168539325	2020-04-10 18:48:56.637651	2020-04-10 18:50:58.002238	0.1454993078049982	24.52457683618978	128	2	89	256	0.7804110750890849	0.027153558052434457	0.21207865168539325	0.06647940074906367	0.11423220973782772	37.607677902621724	0.09179543801957055	0.027153558052434457	0.21207865168539325	0.06647940074906367	0.11423220973782772	37.607677902621724	0.09179543801957055	3457208023	500	0.027153558052434457	0.21207865168539325	0.06647940074906367	0.11423220973782772	37.607677902621724	0.09179543801957055	0	COMPLETE
1	0.6947565543071161	2020-04-10 18:50:58.035548	2020-04-10 18:52:33.185234	0.6990112718565608	7.572869706499419	256	1	93	128	0.21223660557590118	0.035580524344569285	0.6947565543071161	0.32724719101123595	0.49765917602996257	10.308052434456929	0.2424861312562609	0.035580524344569285	0.6947565543071161	0.32724719101123595	0.49765917602996257	10.308052434456929	0.2424861312562609	4107769656	250	0.035580524344569285	0.6947565543071161	0.32724719101123595	0.49765917602996257	10.308052434456929	0.2424861312562609	1	COMPLETE
2	0.7092696629213483	2020-04-10 18:52:33.211767	2020-04-10 18:54:32.834817	0.709571813531826	14.015230646067216	128	1	77	128	0.20446601410724277	0.0009363295880149813	0.7092696629213483	0.3094569288389513	0.4897003745318352	9.915730337078651	0.22278637191293085	0.0009363295880149813	0.7092696629213483	0.3094569288389513	0.4897003745318352	9.915730337078651	0.22278637191293085	400504136	300	0.0009363295880149813	0.7092696629213483	0.3094569288389513	0.4897003745318352	9.915730337078651	0.22278637191293085	2	COMPLETE
3	0.21582397003745318	2020-04-10 18:54:32.868563	2020-04-10 18:56:06.452543	0.5796534291333054	17.786629811428615	256	2	30	512	0.7749866086654784	0.027153558052434457	0.21582397003745318	0.07116104868913857	0.11938202247191011	37.34808052434457	0.09402065910600027	0.027153558052434457	0.21582397003745318	0.07116104868913857	0.11938202247191011	37.34784644194757	0.09402093272656954	2737476338	650	0.027153558052434457	0.21582397003745318	0.07116104868913857	0.11938202247191011	37.348314606741575	0.09402039460611666	3	COMPLETE
4	0.20037453183520598	2020-04-10 18:56:06.479690	2020-04-10 18:57:22.962136	0.5644103357668673	2.6665482232424083	64	2	66	512	0.7650548764513213	0.02949438202247191	0.20037453183520598	0.06928838951310862	0.11329588014981273	36.8436329588015	0.09357394475381425	0.02949438202247191	0.20037453183520598	0.06928838951310862	0.11329588014981273	36.8436329588015	0.09357394475381425	1028455627	550	0.02949438202247191	0.20037453183520598	0.06928838951310862	0.11329588014981273	36.8436329588015	0.09357394475381425	4	COMPLETE
5	0.20786516853932585	2020-04-10 18:57:22.987731	2020-04-10 18:59:39.969427	0.8555921358529042	29.835927876998497	128	2	97	128	0.7726653173159501	0.03277153558052434	0.20786516853932585	0.07677902621722846	0.12172284644194757	37.23361423220974	0.09788345075788953	0.03277153558052434	0.20786516853932585	0.07677902621722846	0.12172284644194757	37.23314606741573	0.09788358325423309	2325882373	350	0.03277153558052434	0.20786516853932585	0.07677902621722846	0.12172284644194757	37.234082397003746	0.09788332047376444	5	COMPLETE
6	0.8890449438202247	2020-04-10 18:59:40.012089	2020-04-10 19:00:50.785877	0.6045676343948542	29.819882958267335	256	1	39	512	0.12018336296126889	0.010299625468164793	0.8890449438202247	0.5168539325842697	0.7167602996254682	5.812265917602996	0.3080495798790321	0.010299625468164793	0.8890449438202247	0.5168539325842697	0.7167602996254682	5.812265917602996	0.3080495798790321	2191066180	500	0.010299625468164793	0.8890449438202247	0.5168539325842697	0.7167602996254682	5.812265917602996	0.3080495798790321	6	COMPLETE
7	0.21207865168539325	2020-04-10 19:00:50.818468	2020-04-10 19:02:17.216067	0.8947240688281028	13.274472917259528	128	2	84	512	0.7724652646548962	0.03323970037453183	0.21207865168539325	0.08146067415730338	0.11282771535580524	37.24063670411985	0.09844178372017783	0.03323970037453183	0.21207865168539325	0.08146067415730338	0.11282771535580524	37.24063670411985	0.09844178372017783	332951709	600	0.03323970037453183	0.21207865168539325	0.08146067415730338	0.11282771535580524	37.24063670411985	0.09844178372017783	7	COMPLETE
8	0.8712546816479401	2020-04-10 19:02:17.243497	2020-04-10 19:03:53.311311	0.9189167660423556	29.157327510292923	256	1	78	256	0.12251797884141098	0.010299625468164793	0.8712546816479401	0.4887640449438202	0.7031835205992509	5.915964419475656	0.2977519253133915	0.010299625468164793	0.8712546816479401	0.4887640449438202	0.7031835205992509	5.915730337078652	0.2977537757671228	2295137269	400	0.010299625468164793	0.8712546816479401	0.4887640449438202	0.7031835205992509	5.9161985018726595	0.2977502290641379	8	COMPLETE
9	0.21769662921348315	2020-04-10 19:03:53.333278	2020-04-10 19:06:34.932755	0.7737581870094493	8.69105103982703	64	2	35	128	0.7591222827933198	0.03323970037453183	0.21769662921348315	0.07771535580524344	0.11610486891385768	36.55735018726592	0.09875166692209528	0.03323970037453183	0.21769662921348315	0.07771535580524344	0.11610486891385768	36.55711610486891	0.09875196025843239	2445299491	400	0.03323970037453183	0.21769662921348315	0.07771535580524344	0.11610486891385768	36.55758426966292	0.0987513837008043	9	COMPLETE
