number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	101	151	201	301	351	401	451	501	751	801	851	901	951	1001
0	TrialState.COMPLETE	0.39034466477809254	2020-01-05 15:36:23.250235	2020-01-05 16:05:39.853176	350.0	51.0	0.018327237595280002	1800.0	0.34844597310324193	0.15681067044381491	0.39034466477809254	0.32790368271954673	0.36452431539187913	7062.2912092776205	0.24892912173149206	0.15681067044381491	0.39034466477809254	0.32790368271954673	0.36452431539187913	7062.2901912181305	0.24892912173577963	0.15681067044381491	0.39034466477809254	0.32790368271954673	0.36452431539187913	7062.2922273371105	0.2489291217272049	0		0.3910233711048159	0.39061614730878186											
1	TrialState.COMPLETE	0.3830736543909348	2020-01-05 16:05:39.853960	2020-01-05 18:33:26.625232	450.0	61.0	0.0013973171441213246	1200.0	0.4317105615048249	0.2347202549575071	0.3830736543909348	0.3486278328611898	0.36738668555240794	8749.826305771954	0.29579258596461333	0.2347202549575071	0.3830736543909348	0.3486278328611898	0.36738668555240794	8749.825256728045	0.29579258601044073	0.2347202549575071	0.3830736543909348	0.3486278328611898	0.36738668555240794	8749.827354815863	0.29579258591881646	1											0.3810985206169342	0.38213806470851347		
2	TrialState.COMPLETE	0.36878447890263905	2020-01-05 18:33:26.626061	2020-01-05 20:18:14.559307	50.0	61.0	0.012079666361067727	900.0	0.4352685664777418	0.1542977486208439	0.36878447890263905	0.31172655434620544	0.3448169822573431	8822.940640375728	0.23913692974043815	0.1542977486208439	0.36878447890263905	0.31172655434620544	0.34482630087967797	8822.939643283136	0.23913710106378952	0.1542977486208439	0.36878447890263905	0.31172655434620544	0.3448169822573431	8822.941637468317	0.23913678668408866	2														
3	TrialState.COMPLETE	0.40567457507082155	2020-01-05 20:18:14.560177	2020-01-05 21:06:57.087180	150.0	1.0	0.008680743452355302	1600.0	0.35744042684553873	0.140625	0.40567457507082155	0.34007613314447593	0.37764105288007555	7245.961992445704	0.24682991098647727	0.140625	0.40567457507082155	0.34007613314447593	0.37764105288007555	7245.961107176582	0.24682991118669767	0.140625	0.40567457507082155	0.34007613314447593	0.37764105288007555	7245.9628777148255	0.2468299107871318	3							0.4048689801699717	0.40530839557043524						
4	TrialState.COMPLETE	0.3805771954674221	2020-01-05 21:06:57.088738	2020-01-05 21:38:12.050456	350.0	81.0	0.023070623060396665	1200.0	0.37161174674785524	0.14562677053824363	0.3805771954674221	0.3186673748819641	0.3560552407932011	7531.958569405099	0.23815053098719435	0.14562677053824363	0.3805771954674221	0.3186673748819641	0.3560552407932011	7531.957536591124	0.2381505310259545	0.14562677053824363	0.3805771954674221	0.3186673748819641	0.3560552407932011	7531.959602219074	0.23815053094845554	4		0.3820378895184136	0.38116147308781867											
5	TrialState.COMPLETE	0.40722379603399433	2020-01-05 21:38:12.051343	2020-01-05 22:31:07.668039	150.0	1.0	0.009460151628493604	600.0	0.3558889032507238	0.13532813975448538	0.40722379603399433	0.3394269357884797	0.3776558073654391	7214.293238019358	0.24425102890872233	0.13532813975448538	0.40722379603399433	0.3394269357884797	0.3776558073654391	7214.29219782814	0.24425102896499945	0.13532813975448538	0.40722379603399433	0.3394269357884797	0.3776558073654391	7214.294278210576	0.24425102885250918	5							0.4059844192634561	0.40666044295647696						
6	TrialState.COMPLETE	0.3795359503574801	2020-01-05 22:31:07.669478	2020-01-06 00:35:00.077085	150.0	71.0	0.0021647439664282627	1600.0	0.4809936724013333	0.2003743423715095	0.3795359503574801	0.34028058815594225	0.36310366922973153	9749.349036321328	0.2743036993561183	0.2003743423715095	0.3795359503574801	0.34028058815594225	0.36310366922973153	9749.347809591258	0.2743036993920574	0.2003743423715095	0.3795359503574801	0.34028058815594225	0.36310366922973153	9749.350263051396	0.27430369932020243	6												0.37777694945579243	0.3787004249291785	
7	TrialState.COMPLETE	0.38351333805476867	2020-01-06 00:35:00.077898	2020-01-06 01:47:54.763954	350.0	21.0	0.04828846447545145	600.0	0.45389429342163473	0.1330854579792257	0.38351333805476867	0.32294617563739375	0.35831267705382436	9201.023422745515	0.23326573160478306	0.1330854579792257	0.38351333805476867	0.32294617563739375	0.35831267705382436	9201.022633380548	0.23326573165354325	0.1330854579792257	0.38351333805476867	0.32294617563739375	0.35831267705382436	9201.024212110482	0.23326573155607017	7							0.3822060906515581	0.3829191346896729						
8	TrialState.COMPLETE	0.37379603399433425	2020-01-06 01:47:54.765478	2020-01-06 02:10:33.987817	350.0	61.0	0.027297458345047276	700.0	0.4145927083827694	0.14157223796033994	0.37379603399433425	0.3088881019830028	0.3471671388101983	8403.618873937678	0.2322250639255296	0.14157223796033994	0.37379603399433425	0.3088881019830028	0.3471671388101983	8403.617811614731	0.23222506415448707	0.14157223796033994	0.37379603399433425	0.3088881019830028	0.3471671388101983	8403.619936260624	0.23222506369710907	8	0.3728753541076487	0.3734507790368272												
