number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0005311614730878187	2020-04-26 21:25:53.656215	2020-04-26 21:40:17.296056	0.7476296226038297	12.591730893720495	64	128	2	94	0.027917069511522882	512	1.0987967453465306	0.0	0.0005311614730878187	0.0	0.0	22276.531072946174	0.00032683828174193504	0.0	0.0005311614730878187	0.0	0.0	22275.649433427763	0.0003269443635038121	982713168	150	0.0	0.0005311614730878187	0.0	0.0	22277.41271246459	0.00032673412377113323	0	COMPLETE
1	0.0003541076487252125	2020-04-26 21:40:17.349432	2020-04-26 22:16:23.646603	0.588883870447038	23.796953517280407	256	256	2	29	0.004438703058214376	128	1.0540445914960892	0.0	0.0003541076487252125	0.0	0.00017705382436260624	21369.32586756374	0.0002483634934569755	0.0	0.0003541076487252125	0.0	0.00017705382436260624	21367.33410056657	0.0002484800462510826	1547457626	150	0.0	0.0003541076487252125	0.0	0.00017705382436260624	21371.317634560906	0.000248249051952088	1	COMPLETE
2	0.0008852691218130312	2020-04-26 22:16:23.688139	2020-04-26 22:38:41.336086	0.5144479438170483	5.555427157375812	64	256	1	19	0.007741472437874959	128	0.8529511053320689	0.00017705382436260624	0.0008852691218130312	0.000708215297450425	0.000708215297450425	17293.352956798866	0.0009983443694968857	0.00017705382436260624	0.0008852691218130312	0.000708215297450425	0.000708215297450425	17293.348087818697	0.0009983447819377077	1217818456	150	0.00017705382436260624	0.0008852691218130312	0.000708215297450425	0.000708215297450425	17293.357825779036	0.0009983439576210374	2	COMPLETE
3	0.00017705382436260624	2020-04-26 22:38:41.383473	2020-04-26 23:05:37.409422	0.40855301158403207	12.832039378755061	64	128	1	93	0.022622086798729416	128	1.0763469218110795	0.0	0.00017705382436260624	0.0	0.0	21821.124645892352	0.0002861237332626759	0.0	0.0003541076487252125	0.0	0.0	21819.873583569406	0.00028718513953166923	3557318063	150	0.0	0.00017705382436260624	0.0	0.0	21822.3757082153	0.0002851453488942511	3	COMPLETE
4	0.0003541076487252125	2020-04-26 23:05:37.446177	2020-04-26 23:19:35.352523	0.3709843724490282	7.524878351650497	64	128	1	47	0.015113785023108771	256	1.0458567117179791	0.0	0.0003541076487252125	0.0	0.00017705382436260624	21203.846405807366	0.0003699950171681089	0.0	0.0003541076487252125	0.0	0.00017705382436260624	21203.836579320112	0.00036999517840202126	2284850438	150	0.0	0.0003541076487252125	0.0	0.00017705382436260624	21203.856232294616	0.0003699948560151955	4	COMPLETE
5	0.0084985835694051	2020-04-26 23:19:35.388748	2020-04-26 23:40:03.195953	0.6983695787815797	4.768854292239533	128	64	1	45	0.08380763555651823	256	1.0651516234300318	0.000708215297450425	0.0084985835694051	0.007436260623229462	0.008144475920679886	21594.809490084986	0.004542070264817762	0.000708215297450425	0.0084985835694051	0.007436260623229462	0.008144475920679886	21594.801699716714	0.004542070322112605	1875407150	200	0.000708215297450425	0.0084985835694051	0.007436260623229462	0.008144475920679886	21594.81728045326	0.004542070207533566	5	COMPLETE
6	0.0	2020-04-26 23:40:03.251748	2020-04-26 23:53:03.468176	0.7304758380096255	15.085962786928423	64	64	2	59	0.027607888062013013	256	1.085751157126806	0.0	0.0	0.0	0.0	22012.303027620397	0.00018571671047517763	0.0	0.0	0.0	0.0	22010.93590651558	0.0001857997653846683	1173590965	150	0.0	0.0	0.0	0.0	22013.670148725214	0.0001856346855463364	6	COMPLETE
7	0.003186968838526912	2020-04-26 23:53:03.504261	2020-04-27 00:21:53.461895	0.8167426528275009	18.787133989181434	256	128	1	70	0.002649098182412152	512	0.9288298300884883	0.0003541076487252125	0.003186968838526912	0.00141643059490085	0.0019475920679886685	18830.71396954674	0.0021779378246797082	0.0003541076487252125	0.003186968838526912	0.00141643059490085	0.0019475920679886685	18827.71458923513	0.0021780759389936535	411096835	150	0.0003541076487252125	0.003186968838526912	0.00141643059490085	0.0019475920679886685	18833.713349858357	0.0021778021043635364	7	COMPLETE
8	0.00141643059490085	2020-04-27 00:21:53.500194	2020-04-27 00:52:42.706936	0.3839749592326005	6.756448004310496	128	256	1	75	0.004891077713132372	512	0.9937292626632164	0.00017705382436260624	0.00141643059490085	0.00017705382436260624	0.000708215297450425	20147.63960694051	0.0008130024827370035	0.00017705382436260624	0.00141643059490085	0.00017705382436260624	0.000708215297450425	20147.63066572238	0.0008130025833603433	2071620710	150	0.00017705382436260624	0.00141643059490085	0.00017705382436260624	0.000708215297450425	20147.64854815864	0.0008130023821530274	8	COMPLETE
9	0.0005311614730878187	2020-04-27 00:52:42.742856	2020-04-27 02:06:06.105437	0.9893360911771295	12.307384709317576	256	256	1	99	0.03210883205046952	512	1.0744144959378252	0.00017705382436260624	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	21782.49716713881	0.0004855306383726263	0.00017705382436260624	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	21781.963703966005	0.00048558462555215245	4254290246	150	0.00017705382436260624	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	21783.030630311616	0.000485477975252325	9	COMPLETE
10	0.00017705382436260624	2020-04-27 02:06:06.141548	2020-04-27 02:30:13.464530	0.7716296616897322	11.799126706401168	64	128	2	59	0.03729285723199546	128	1.082028587086026	0.0	0.00017705382436260624	0.0	0.0	21937.007170679888	0.00019890722863255534	0.0	0.00017705382436260624	0.0	0.0	21936.83162181303	0.0001989554110205591	3755196972	150	0.0	0.00017705382436260624	0.0	0.0	21937.18271954674	0.000198860055852883	10	COMPLETE
