number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9171348314606742	2020-05-15 20:22:27.947569	2020-05-15 20:31:01.056024	64	0.4225692567305587	400	0.04831499482521154	128	0.012581191160330041	0.08841232434682521	0.40730337078651685	0.9171348314606742	0.6919475655430711	0.8108614232209738	4.250936329588015	0.5804452336013636	0.40730337078651685	0.9171348314606742	0.6919475655430711	0.8108614232209738	4.250936329588015	0.5804452336013636	174104959	200	0.40730337078651685	0.9171348314606742	0.6919475655430711	0.8108614232209738	4.250936329588015	0.5804452336013636	0	COMPLETE
1	0.8356741573033708	2020-05-15 20:31:01.177523	2020-05-15 20:59:41.815496	256	0.46567361405714214	250	0.008457909612192999	256	0.022329954012682934	0.1440323290095947	0.2495318352059925	0.8356741573033708	0.5168539325842697	0.6741573033707865	6.890449438202247	0.43159401264185177	0.2495318352059925	0.8356741573033708	0.5168539325842697	0.6741573033707865	6.890449438202247	0.43159401264185177	1462967952	250	0.2495318352059925	0.8356741573033708	0.5168539325842697	0.6741573033707865	6.890449438202247	0.43159401264185177	1	COMPLETE
2	0.9147940074906367	2020-05-15 20:59:41.994780	2020-05-15 21:08:59.540556	128	0.37303085952953463	100	0.01542434891291263	256	0.0025009113777631773	0.09294898381146292	0.3595505617977528	0.9147940074906367	0.6605805243445693	0.7907303370786517	4.456928838951311	0.5440960344602661	0.3595505617977528	0.9147940074906367	0.6605805243445693	0.7907303370786517	4.456928838951311	0.5440960344602661	3815466188	300	0.3595505617977528	0.9147940074906367	0.6605805243445693	0.7907303370786517	4.456928838951311	0.5440960344602661	2	COMPLETE
3	0.900749063670412	2020-05-15 21:08:59.683715	2020-05-15 21:52:57.456696	256	0.4339051659895956	400	0.031503236530078915	512	0.026119171138287527	0.09859695819673941	0.33146067415730335	0.900749063670412	0.6376404494382022	0.7743445692883895	4.735486891385768	0.5196748701626772	0.33146067415730335	0.900749063670412	0.6376404494382022	0.7743445692883895	4.735486891385768	0.5196748701626772	312771696	250	0.33146067415730335	0.900749063670412	0.6376404494382022	0.7743445692883895	4.735486891385768	0.5196748701626772	3	COMPLETE
4	0.8534644194756554	2020-05-15 21:52:57.612178	2020-05-15 22:11:16.264529	256	0.17495123012493866	50	0.005720021114071863	256	0.0026556055158199593	0.12400791356392372	0.3089887640449438	0.8534644194756554	0.5884831460674157	0.7205056179775281	5.9517790262172285	0.4877511117373934	0.3089887640449438	0.8534644194756554	0.5884831460674157	0.7205056179775281	5.9517790262172285	0.4877511117373934	2266568611	450	0.3089887640449438	0.8534644194756554	0.5884831460674157	0.7205056179775281	5.9517790262172285	0.4877511117373934	4	COMPLETE
5	0.9456928838951311	2020-05-15 22:11:16.433642	2020-05-15 22:15:31.335259	64	0.4277041597910307	100	0.022522235036748096	256	0.009067244444010093	0.07409280020314572	0.424625468164794	0.9456928838951311	0.7495318352059925	0.8656367041198502	3.5571161048689137	0.6096730836563748	0.424625468164794	0.9456928838951311	0.7495318352059925	0.8656367041198502	3.5571161048689137	0.6096730836563748	1623848957	250	0.424625468164794	0.9456928838951311	0.7495318352059925	0.8656367041198502	3.5571161048689137	0.6096730836563748	5	COMPLETE
6	0.8918539325842697	2020-05-15 22:15:31.442470	2020-05-15 23:13:39.873143	128	0.39151941181079997	300	0.0027480544071152068	256	0.19896964706395373	0.1063991812823431	0.3291198501872659	0.8918539325842697	0.6446629213483146	0.7649812734082397	5.101591760299626	0.5198791696775741	0.3291198501872659	0.8918539325842697	0.6446629213483146	0.7649812734082397	5.101591760299626	0.5198791696775741	735889907	750	0.3291198501872659	0.8918539325842697	0.6446629213483146	0.7649812734082397	5.101591760299626	0.5198791696775741	6	COMPLETE
7	0.9260299625468165	2020-05-15 23:13:39.987248	2020-05-15 23:44:57.293335	64	0.3642909470730783	450	0.0036159719545729883	256	0.03272431367096035	0.08531177776590101	0.40168539325842695	0.9260299625468165	0.7205056179775281	0.8323970037453183	4.100187265917603	0.5848648781829318	0.40168539325842695	0.9260299625468165	0.7205056179775281	0.8323970037453183	4.100187265917603	0.5848648781829318	2205605770	550	0.40168539325842695	0.9260299625468165	0.7205056179775281	0.8323970037453183	4.100187265917603	0.5848648781829318	7	COMPLETE
8	0.9213483146067416	2020-05-15 23:44:57.383381	2020-05-15 23:57:32.348396	128	0.39765870981169404	100	0.008578561998897364	512	0.009691582204773768	0.08950708959991119	0.3801498127340824	0.9213483146067416	0.6966292134831461	0.8117977528089888	4.28932584269663	0.5633332539795578	0.3801498127340824	0.9213483146067416	0.6966292134831461	0.8117977528089888	4.28932584269663	0.5633332539795578	2756550777	400	0.3801498127340824	0.9213483146067416	0.6966292134831461	0.8117977528089888	4.28932584269663	0.5633332539795578	8	COMPLETE
9	0.8408239700374532	2020-05-15 23:57:32.490585	2020-05-16 00:19:06.751155	256	0.40177130069311207	250	0.052287491405345665	128	0.47868998012730635	0.1328925564658413	0.273876404494382	0.8408239700374532	0.5426029962546817	0.6956928838951311	6.3745318352059925	0.45375547223632484	0.273876404494382	0.8408239700374532	0.5426029962546817	0.6956928838951311	6.3745318352059925	0.45375547223632484	2586132722	200	0.273876404494382	0.8408239700374532	0.5426029962546817	0.6956928838951311	6.3745318352059925	0.45375547223632484	9	COMPLETE
