number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.9302434456928839	2020-05-15 02:07:58.862597	2020-05-15 02:28:34.170858	0.34901279668219687	11.113607604126587	64	0.27416835714133037	350	23	0.05476621596467696	128	0.10209400862566988	0.15589887640449437	0.9302434456928839	0.550561797752809	0.7691947565543071	4.912687265917603	0.41301306391476234	0.5028089887640449	0.9321161048689138	0.6956928838951311	0.8071161048689138	4.103464419475656	0.6321740624590039	2775586061	350	0.15589887640449437	0.9040262172284644	0.44709737827715357	0.6633895131086143	5.72191011235955	0.3657926591236902	10	COMPLETE
11	0.9452247191011236	2020-05-15 02:28:34.279734	2020-05-15 03:33:55.920533	0.3366381138596696	9.050760005125861	64	0.30126272057195314	500	71	0.0029280536559678828	128	0.07595010396190797	0.42134831460674155	0.9452247191011236	0.7565543071161048	0.8665730337078652	3.6577715355805243	0.6079426893897678	0.42134831460674155	0.9452247191011236	0.7565543071161048	0.8665730337078652	3.6577715355805243	0.6079426893897678	2493897294	300	0.42134831460674155	0.9452247191011236	0.7565543071161048	0.8665730337078652	3.6577715355805243	0.6079426893897678	11	COMPLETE
12	0.9438202247191011	2020-05-15 03:33:56.057956	2020-05-15 04:09:24.971234	0.15425025800823658	8.245343185424636	128	0.2911565406307669	200	61	0.0064800592684558355	256	0.07654521286344568	0.3913857677902622	0.9438202247191011	0.7373595505617978	0.849250936329588	3.681179775280899	0.5883588264201388	0.3913857677902622	0.9438202247191011	0.7373595505617978	0.849250936329588	3.681179775280899	0.5883588264201388	2572521654	250	0.3913857677902622	0.9438202247191011	0.7373595505617978	0.849250936329588	3.681179775280899	0.5883588264201388	12	COMPLETE
13	0.9147940074906367	2020-05-15 04:09:25.059929	2020-05-15 04:16:56.880613	0.8004402977553376	15.057151279488012	64	0.26300580493055736	50	53	0.0820021753392346	256	0.10701422121424632	0.14185393258426968	0.9147940074906367	0.5397940074906367	0.7397003745318352	5.148408239700374	0.40918174594398404	0.6853932584269663	0.9171348314606742	0.8019662921348315	0.8441011235955056	3.710674157303371	0.761970704151986	820652342	250	0.14185393258426968	0.8478464419475655	0.39325842696629215	0.5870786516853933	6.586142322097379	0.33641773532618646	13	COMPLETE
14	0.9489700374531835	2020-05-15 04:16:56.998169	2020-05-15 04:24:03.243751	0.5065873037842149	3.481285513925008	64	0.13915476587902262	150	30	0.009227723283329149	256	0.07653972129895585	0.37734082397003743	0.9489700374531835	0.7322097378277154	0.8572097378277154	3.680243445692884	0.5790935409847161	0.37734082397003743	0.9489700374531835	0.7322097378277154	0.8572097378277154	3.680243445692884	0.5790935409847161	3148765502	200	0.37734082397003743	0.9489700374531835	0.7322097378277154	0.8572097378277154	3.680243445692884	0.5790935409847161	14	COMPLETE
15	0.9049625468164794	2020-05-15 04:24:03.336471	2020-05-15 06:34:18.908825	0.9795014390500311	28.185269449839222	256	0.10964263581607958	200	63	0.0011264091869098828	256	0.09841923941317457	0.3258426966292135	0.9049625468164794	0.6371722846441947	0.778558052434457	4.71067415730337	0.5167220911946775	0.3258426966292135	0.9049625468164794	0.6371722846441947	0.778558052434457	4.71067415730337	0.5167220911946775	3022410715	400	0.3258426966292135	0.9049625468164794	0.6371722846441947	0.778558052434457	4.71067415730337	0.5167220911946775	15	COMPLETE
16	0.9063670411985019	2020-05-15 06:34:19.052460	2020-05-15 07:06:32.044687	0.5920982685405825	16.457155868949783	64	0.441167026368678	50	73	0.0033934665461769656	256	0.0960767447428729	0.28370786516853935	0.9063670411985019	0.5917602996254682	0.7532771535580525	4.6132958801498125	0.48164181018727187	0.28370786516853935	0.9063670411985019	0.5917602996254682	0.7532771535580525	4.6132958801498125	0.48164181018727187	1187008626	700	0.28370786516853935	0.9063670411985019	0.5917602996254682	0.7532771535580525	4.6132958801498125	0.48164181018727187	16	COMPLETE
17	0.9213483146067416	2020-05-15 07:06:32.155758	2020-05-15 07:59:31.327517	0.3570784381495846	21.823468692369477	256	0.31613864557610105	150	59	0.048105049602349216	256	0.09087099975292406	0.3497191011235955	0.9213483146067416	0.6750936329588015	0.8108614232209738	4.370318352059925	0.5435455341072192	0.3497191011235955	0.9213483146067416	0.6750936329588015	0.8108614232209738	4.370318352059925	0.5435455341072192	3166164418	250	0.3497191011235955	0.9213483146067416	0.6750936329588015	0.8108614232209738	4.370318352059925	0.5435455341072192	17	COMPLETE
18	0.9382022471910112	2020-05-15 07:59:31.437611	2020-05-15 08:15:05.046060	0.6633524796146829	3.049539516556491	128	0.17660943960240552	150	42	0.009795705653872042	256	0.0859701859281653	0.325374531835206	0.9382022471910112	0.6605805243445693	0.8047752808988764	4.12312734082397	0.5252533093772465	0.325374531835206	0.9382022471910112	0.6605805243445693	0.8047752808988764	4.12312734082397	0.5252533093772465	3496226427	200	0.325374531835206	0.9382022471910112	0.6605805243445693	0.8047752808988764	4.12312734082397	0.5252533093772465	18	COMPLETE
19	0.9058988764044944	2020-05-15 08:15:05.185499	2020-05-15 08:29:26.853278	0.7572492607420253	8.558575165707778	256	0.24870089402220744	350	3	0.001198726925722017	128	0.09912585533810046	0.3342696629213483	0.9058988764044944	0.6376404494382022	0.772003745318352	4.757958801498128	0.520943503730908	0.3342696629213483	0.9058988764044944	0.6376404494382022	0.772003745318352	4.757958801498128	0.520943503730908	1472791248	300	0.3342696629213483	0.9058988764044944	0.6376404494382022	0.772003745318352	4.757958801498128	0.520943503730908	19	COMPLETE
20	0.9470973782771536	2020-05-15 08:29:26.985377	2020-05-15 09:22:59.560939	0.3330467995098306	29.04382942901568	128	0.29083409132841964	450	21	0.0015424859654991326	128	0.07748263420219698	0.397940074906367	0.9470973782771536	0.7228464419475655	0.8431647940074907	3.7284644194756553	0.5871870726905418	0.397940074906367	0.9470973782771536	0.7228464419475655	0.8431647940074907	3.7284644194756553	0.5871870726905418	3897404979	400	0.397940074906367	0.9470973782771536	0.7228464419475655	0.8431647940074907	3.7284644194756553	0.5871870726905418	20	COMPLETE
21	0.9391385767790262	2020-05-15 09:22:59.723092	2020-05-15 09:53:08.510247	0.16330546897955883	2.3579795535382013	256	0.28273466764813704	200	34	0.05078914417120298	512	0.07739169278691352	0.41947565543071164	0.9391385767790262	0.7574906367041199	0.8595505617977528	3.721441947565543	0.6079841614145155	0.41947565543071164	0.9391385767790262	0.7574906367041199	0.8595505617977528	3.721441947565543	0.6079841614145155	3144947772	200	0.41947565543071164	0.9391385767790262	0.7574906367041199	0.8595505617977528	3.721441947565543	0.6079841614145155	21	COMPLETE
22	0.9424157303370787	2020-05-15 09:53:08.649647	2020-05-15 10:56:04.099952	0.3574978472997298	17.535424648278653	128	0.3519375940129553	250	93	0.01251841228536513	256	0.07456013967530725	0.40870786516853935	0.9424157303370787	0.7378277153558053	0.8544007490636704	3.5861423220973783	0.5949535906029654	0.40870786516853935	0.9424157303370787	0.7378277153558053	0.8544007490636704	3.5861423220973783	0.5949535906029654	1782501113	250	0.40870786516853935	0.9424157303370787	0.7378277153558053	0.8544007490636704	3.5861423220973783	0.5949535906029654	22	COMPLETE
23	0.9307116104868914	2020-05-15 10:56:04.202439	2020-05-15 12:49:07.238423	0.37338301478368396	17.77783687450624	256	0.4674969444691368	100	80	0.007077463688071681	256	0.08220392580001096	0.37687265917602997	0.9307116104868914	0.7092696629213483	0.824438202247191	3.9573970037453186	0.5689892905908256	0.37687265917602997	0.9307116104868914	0.7092696629213483	0.824438202247191	3.9573970037453186	0.5689892905908256	869927353	350	0.37687265917602997	0.9307116104868914	0.7092696629213483	0.824438202247191	3.9573970037453186	0.5689892905908256	23	COMPLETE
24	0.9391385767790262	2020-05-15 12:49:07.359706	2020-05-15 13:17:33.674191	0.49566569830410356	16.272939221418746	64	0.34813441698708547	350	77	0.044838100986675115	256	0.08248412998285047	0.36282771535580527	0.9391385767790262	0.7097378277153558	0.8370786516853933	3.985955056179775	0.56226915550593	0.36282771535580527	0.9391385767790262	0.7097378277153558	0.8370786516853933	3.985955056179775	0.56226915550593	2013730839	200	0.36282771535580527	0.9391385767790262	0.7097378277153558	0.8370786516853933	3.985955056179775	0.56226915550593	24	COMPLETE
25	0.7186329588014981	2020-05-15 13:17:33.784118	2020-05-15 16:22:59.929929	0.16430203081612565	21.828425934581045	256	0.27605359776881194	200	93	0.034131353438233585	128	0.25058801759083227	0.23127340823970038	0.7186329588014981	0.4592696629213483	0.5674157303370787	12.115168539325843	0.3873409596755848	0.23127340823970038	0.7186329588014981	0.4592696629213483	0.5674157303370787	12.115168539325843	0.3873409596755848	1880269636	400	0.23127340823970038	0.7186329588014981	0.4592696629213483	0.5674157303370787	12.115168539325843	0.3873409596755848	25	COMPLETE
26	0.9559925093632958	2020-05-15 16:23:00.053936	2020-05-15 16:48:08.703099	0.5470322426002803	9.818879666397184	64	0.22532376692024392	400	42	0.007349404942778091	256	0.06987874466604954	0.3970037453183521	0.9559925093632958	0.74812734082397	0.8656367041198502	3.3614232209737827	0.5953019120560457	0.3970037453183521	0.9559925093632958	0.74812734082397	0.8656367041198502	3.3614232209737827	0.5953019120560457	1472193535	250	0.3970037453183521	0.9559925093632958	0.74812734082397	0.8656367041198502	3.3614232209737827	0.5953019120560457	26	COMPLETE
27	0.9531835205992509	2020-05-15 16:48:08.821945	2020-05-15 17:07:55.288805	0.8166233829573808	28.69422620878512	64	0.15141313423137698	500	12	0.008922408832483165	256	0.07136553709660326	0.3946629213483146	0.9531835205992509	0.7420411985018727	0.8628277153558053	3.4386704119850187	0.5895441904482267	0.3946629213483146	0.9531835205992509	0.7420411985018727	0.8628277153558053	3.4386704119850187	0.5895441904482267	3533751390	400	0.3946629213483146	0.9531835205992509	0.7420411985018727	0.8628277153558053	3.4386704119850187	0.5895441904482267	27	COMPLETE
28	0.8941947565543071	2020-05-15 17:07:55.399708	2020-05-15 19:21:14.918687	0.7704031605230657	25.251347798343723	256	0.12461713678883801	300	38	0.001900516294690531	512	0.10459517518037491	0.32209737827715357	0.8941947565543071	0.6212546816479401	0.7574906367041199	5.035580524344569	0.5080615480977616	0.32209737827715357	0.8941947565543071	0.6212546816479401	0.7574906367041199	5.035580524344569	0.5080615480977616	3545693351	450	0.32209737827715357	0.8941947565543071	0.6212546816479401	0.7574906367041199	5.035580524344569	0.5080615480977616	28	COMPLETE
29	0.9367977528089888	2020-05-15 19:21:15.022580	2020-05-15 21:11:50.475565	0.9715434317578772	9.96475446878008	128	0.209744429170189	400	100	0.0018787313934758758	128	0.08389914181163667	0.37874531835205993	0.9367977528089888	0.6999063670411985	0.8333333333333334	4.034176029962547	0.567716971381674	0.37874531835205993	0.9367977528089888	0.6999063670411985	0.8333333333333334	4.034176029962547	0.567716971381674	2365743405	250	0.37874531835205993	0.9367977528089888	0.6999063670411985	0.8333333333333334	4.034176029962547	0.567716971381674	29	COMPLETE
