number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4850187265917603	2020-04-07 17:41:42.181676	2020-04-07 17:53:05.280450	9.404359720091083	0.01671379456311593	64	16	256	0.30188308820505155	0.07677902621722846	0.4850187265917603	0.1853932584269663	0.27340823970037453	14.490168539325843	0.19614996306782978	0.07677902621722846	0.4850187265917603	0.1853932584269663	0.27340823970037453	14.489700374531836	0.19616326098177822	1971521066	700.0	0.07677902621722846	0.4850187265917603	0.1853932584269663	0.27340823970037453	14.49063670411985	0.19613927618444976	0	COMPLETE
1	0.4602059925093633	2020-04-07 17:53:05.313233	2020-04-07 18:07:06.323261	2.3268783122321053	0.012455507671327665	256	4	128	0.3436890690995569	0.06601123595505617	0.4602059925093633	0.17275280898876405	0.26591760299625467	16.48174157303371	0.1845098700836629	0.06601123595505617	0.4602059925093633	0.17275280898876405	0.26591760299625467	16.4812734082397	0.18451036982753208	3630553133	700.0	0.06601123595505617	0.4602059925093633	0.17275280898876405	0.26591760299625467	16.482209737827716	0.1845093870254454	1	COMPLETE
2	0.40402621722846443	2020-04-07 18:07:06.350153	2020-04-07 18:22:57.424534	5.117906927566025	0.05472158143663378	64	35	256	0.4318822630627032	0.05149812734082397	0.40402621722846443	0.1446629213483146	0.22893258426966293	20.639747191011235	0.15859786489930755	0.05149812734082397	0.40402621722846443	0.1446629213483146	0.22893258426966293	20.63951310861423	0.15859971535303882	2067943319		0.05149812734082397	0.40402621722846443	0.1446629213483146	0.22893258426966293	20.63998127340824	0.1585961686500539	2	COMPLETE
3	0.16666666666666666	2020-04-07 18:22:57.453758	2020-04-07 18:36:33.427701	8.86720068931466	0.0404040894450288	256	55	128	0.7261042040031515	0.011235955056179775	0.16666666666666666	0.0449438202247191	0.0749063670411985	34.67392322097378	0.07185376157095656	0.011235955056179775	0.16666666666666666	0.0449438202247191	0.0749063670411985	34.67322097378277	0.07185524115742249	2086405103	500.0	0.011235955056179775	0.16666666666666666	0.0449438202247191	0.0749063670411985	34.67462546816479	0.07185238003327818	3	COMPLETE
4	0.175561797752809	2020-04-07 18:36:33.454367	2020-04-07 18:46:57.251025	2.727087034683627	0.05375704350882583	128	55	256	0.7188689583059652	0.013576779026217229	0.175561797752809	0.04588014981273408	0.08848314606741572	34.33567415730337	0.07616461581966645	0.013576779026217229	0.175561797752809	0.04588014981273408	0.08848314606741572	34.33567415730337	0.07616461581966645	39168379	700.0	0.013576779026217229	0.175561797752809	0.04588014981273408	0.08848314606741572	34.33567415730337	0.07616461581966645	4	COMPLETE
5	0.7504681647940075	2020-04-07 18:46:57.275428	2020-04-07 19:02:34.252356	5.756154857005871	0.03928959248842312	64	20	256	0.17060713204363367	0.2055243445692884	0.7504681647940075	0.4410112359550562	0.5646067415730337	8.195224719101123	0.37528677482616074	0.2055243445692884	0.7504681647940075	0.4410112359550562	0.5646067415730337	8.195224719101123	0.37528677482616074	3964079581		0.2055243445692884	0.7504681647940075	0.4410112359550562	0.5646067415730337	8.195224719101123	0.37528677482616074	5	COMPLETE
6	0.49204119850187267	2020-04-07 19:02:34.302352	2020-04-07 19:26:16.904597	5.736020972780226	0.05268641328242427	128	37	128	0.294309672050192	0.0749063670411985	0.49204119850187267	0.18258426966292135	0.2860486891385768	14.112359550561798	0.1970734840595545	0.0749063670411985	0.49204119850187267	0.18258426966292135	0.2860486891385768	14.112359550561798	0.1970734840595545	3074300894	850.0	0.0749063670411985	0.49204119850187267	0.18258426966292135	0.2860486891385768	14.112359550561798	0.1970734840595545	6	COMPLETE
7	0.48220973782771537	2020-04-07 19:26:16.958288	2020-04-07 19:56:39.497529	8.529981260469363	0.014111352813150358	128	59	128	0.30299556321178456	0.05664794007490637	0.48220973782771537	0.16385767790262173	0.2542134831460674	14.536516853932584	0.17936975760490106	0.05664794007490637	0.48220973782771537	0.16385767790262173	0.2542134831460674	14.536516853932584	0.17936975760490106	1298969672		0.05664794007490637	0.48220973782771537	0.16385767790262173	0.2542134831460674	14.536516853932584	0.17936975760490106	7	COMPLETE
8	0.45224719101123595	2020-04-07 19:56:39.521935	2020-04-07 20:05:32.916738	2.6174499956784367	0.01544509232380096	64	4	512	0.33890693492608404	0.060861423220973786	0.45224719101123595	0.1601123595505618	0.2556179775280899	16.277855805243444	0.17717413014547642	0.060861423220973786	0.45224719101123595	0.1601123595505618	0.2556179775280899	16.27762172284644	0.17717569069478978	4198073113		0.060861423220973786	0.45224719101123595	0.1601123595505618	0.2556179775280899	16.278089887640448	0.17717268963841792	8	COMPLETE
9	0.16526217228464418	2020-04-07 20:05:32.943384	2020-04-07 20:20:57.615519	2.775153031382015	0.04773743190188024	128	80	128	0.7441200617489785	0.017790262172284643	0.16526217228464418	0.046348314606741575	0.08239700374531835	35.5060861423221	0.07588627632051258	0.017790262172284643	0.16526217228464418	0.046348314606741575	0.08239700374531835	35.5060861423221	0.07588627632051258	3188385387	550.0	0.017790262172284643	0.16526217228464418	0.046348314606741575	0.08239700374531835	35.5060861423221	0.07588627632051258	9	COMPLETE
