number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09082397003745318	2020-03-16 11:40:40.155293	2020-03-16 11:41:15.936933	64	256	1	0.0013731518846629774	128	0.049912179961148245	0.9978139214531592	0.0	0.09082397003745318	0.021067415730337078	0.041666666666666664	48.1437265917603	0.04428108552671565	0.0	0.09082397003745318	0.021067415730337078	0.041666666666666664	48.1437265917603	0.04428108552671565	3534044476	150.0	0.0	0.09082397003745318	0.021067415730337078	0.041666666666666664	48.1437265917603	0.04428108552671565	0	COMPLETE
1	0.10065543071161048	2020-03-16 11:41:15.984849	2020-03-16 11:41:39.885303	256	128	1	0.0010231097578011555	256	0.041661679399462345	0.9894793748817222	0.0	0.10065543071161048	0.02153558052434457	0.04681647940074907	47.723314606741575	0.04492291675252022	0.0	0.10065543071161048	0.02153558052434457	0.04681647940074907	47.723314606741575	0.04492291675252022	2409569126	150.0	0.0	0.10065543071161048	0.02153558052434457	0.04681647940074907	47.723314606741575	0.04492291675252022	1	COMPLETE
2	0.10252808988764045	2020-03-16 11:41:39.917149	2020-03-16 11:42:14.984318	128	64	2	0.006322812466455375	128	0.6498171143714855	0.9764784573601761	0.0	0.10252808988764045	0.025280898876404494	0.05056179775280899	47.07209737827716	0.04710064510541641	0.0	0.10252808988764045	0.025280898876404494	0.05056179775280899	47.07209737827716	0.04710064510541641	708903084	150.0	0.0	0.10252808988764045	0.025280898876404494	0.05056179775280899	47.07209737827716	0.04710064510541641	2	COMPLETE
3	0.47425093632958804	2020-03-16 11:42:15.016680	2020-03-16 11:44:57.025226	256	64	2	0.08861947356371398	512	0.0035276783296485275	0.35556317362777384	0.04260299625468165	0.47425093632958804	0.17462546816479402	0.2743445692883895	16.719101123595507	0.1730529253380383	0.04260299625468165	0.47425093632958804	0.17462546816479402	0.2743445692883895	16.719101123595507	0.1730529253380383	3991543221		0.04260299625468165	0.47425093632958804	0.17462546816479402	0.2743445692883895	16.719101123595507	0.1730529253380383	3	COMPLETE
4	0.48080524344569286	2020-03-16 11:44:57.058499	2020-03-16 11:47:44.332876	256	64	2	0.07710789942208471	512	0.014472445785109431	0.3963650818242716	0.041666666666666664	0.48080524344569286	0.17368913857677903	0.2696629213483146	18.622659176029963	0.1702581344915581	0.041666666666666664	0.48080524344569286	0.17368913857677903	0.2696629213483146	18.622659176029963	0.1702581344915581	13584899		0.041666666666666664	0.48080524344569286	0.17368913857677903	0.2696629213483146	18.622659176029963	0.1702581344915581	4	COMPLETE
5	0.0945692883895131	2020-03-16 11:47:44.366021	2020-03-16 11:48:10.162759	64	256	1	0.004317980915567277	256	0.004029762256974111	1.0049449105150579	0.0	0.0945692883895131	0.017790262172284643	0.03745318352059925	48.499063670411985	0.043286168865987365	0.0	0.0945692883895131	0.017790262172284643	0.03745318352059925	48.499063670411985	0.043286168865987365	1332239759	150.0	0.0	0.0945692883895131	0.017790262172284643	0.03745318352059925	48.499063670411985	0.043286168865987365	5	COMPLETE
6	0.09737827715355805	2020-03-16 11:48:10.205231	2020-03-16 11:48:42.803667	64	128	2	0.01703147426147737	128	0.4413532376834342	0.9840711711605921	0.0	0.09737827715355805	0.023408239700374533	0.04307116104868914	47.32888576779026	0.04577129308889746	0.0	0.09737827715355805	0.023408239700374533	0.04307116104868914	47.32865168539326	0.04577136450991867	1811151819	150.0	0.0	0.09737827715355805	0.023408239700374533	0.04307116104868914	47.32911985018727	0.04577122289927318	6	COMPLETE
7	0.0997191011235955	2020-03-16 11:48:42.831062	2020-03-16 11:49:27.910459	64	128	1	0.002753967629807209	128	0.001854993953757748	1.0149944448261086	0.0	0.0997191011235955	0.023876404494382022	0.046348314606741575	49.00936329588015	0.04446670920576841	0.0	0.0997191011235955	0.023876404494382022	0.046348314606741575	49.00936329588015	0.04446670920576841	292627983	200.0	0.0	0.0997191011235955	0.023876404494382022	0.046348314606741575	49.00936329588015	0.04446670920576841	7	COMPLETE
8	0.2649812734082397	2020-03-16 11:49:27.936701	2020-03-16 11:54:00.355161	256	64	2	0.004961997983530968	128	0.0020373470561488396	0.6520757494888474	0.0009363295880149813	0.2649812734082397	0.075374531835206	0.13951310861423222	30.84925093632959	0.08961556902043552	0.0009363295880149813	0.2649812734082397	0.075374531835206	0.13951310861423222	30.84925093632959	0.08961556902043552	964408172		0.0009363295880149813	0.2649812734082397	0.075374531835206	0.13951310861423222	30.84925093632959	0.08961556902043552	8	COMPLETE
9	0.3431647940074906	2020-03-16 11:54:00.409271	2020-03-16 11:58:30.986615	256	128	1	0.025548836411923806	128	0.7760215786450334	0.5099377618799132	0.0	0.3431647940074906	0.10720973782771535	0.17368913857677903	24.09082397003745	0.11048035532778915	0.0	0.3431647940074906	0.10720973782771535	0.17368913857677903	24.09082397003745	0.11048035532778915	4153534454		0.0	0.3431647940074906	0.10720973782771535	0.17368913857677903	24.09082397003745	0.11048035532778915	9	COMPLETE
