number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.017117425539198903	2020-03-05 13:11:15.848403	2020-03-05 14:25:47.098661	128	64	77	0.0010237111268298815	128	0.3463144543741519	0.004849937236106356	0.017117425539198903	0.008815474152687436	0.011953668834873902	2482.23154170946	0.011926383110521922	0.004849937236106356	0.017117425539198903	0.008815474152687436	0.011953668834873902	2482.23031496063	0.011926383662715881	3073479297	200	0.004849937236106356	0.017117425539198903	0.008815474152687436	0.011953668834873902	2482.2327684582906	0.011926382559658019	0	COMPLETE
1	0.2800696108638594	2020-03-05 14:25:47.148109	2020-03-05 16:01:50.061275	64	256	8	0.0014534819344272192	128	0.060042750030712404	0.08470272737646925	0.2800696108638594	0.15922058655711516	0.2049811708319069	418.5672429533265	0.14984438969821848	0.08470272737646925	0.2800696108638594	0.15922058655711516	0.2049811708319069	418.5669861919434	0.14984447901056058	2328133033	250	0.08470272737646925	0.2800696108638594	0.15922058655711516	0.2049811708319069	418.5674997147096	0.14984430632241535	1	COMPLETE
2	0.135370306972498	2020-03-05 16:01:50.110903	2020-03-05 16:55:12.226882	128	64	22	0.009977950744372558	256	0.19081423363067535	0.025447905968275706	0.135370306972498	0.06002510555745749	0.08610065046217048	1350.4247831792766	0.0627658138706889	0.025447905968275706	0.135370306972498	0.06002510555745749	0.08610065046217048	1350.4241127467762	0.06276581560630377	2421242145	250	0.025447905968275706	0.135370306972498	0.06002510555745749	0.08610065046217048	1350.425453611777	0.06276581214131172	2	COMPLETE
3	0.01172543649435125	2020-03-05 16:55:12.260513	2020-03-05 17:44:59.991170	128	256	35	0.018950472254050717	128	0.7435031543820758	0.005049640534063677	0.01172543649435125	0.00604815702385028	0.007645783407508844	5308.850208262011	0.008203724619902604	0.005049640534063677	0.01172543649435125	0.00604815702385028	0.007645783407508844	5308.848139906425	0.008203724966989295	3101590061	150	0.005049640534063677	0.01172543649435125	0.00604815702385028	0.007645783407508844	5308.8522766175965	0.008203724273270149	3	COMPLETE
4	0.01743124500741755	2020-03-05 17:45:00.024638	2020-03-05 18:27:11.712483	256	128	59	0.0038059297447053915	256	0.3411615823327986	0.005791395640762296	0.01743124500741755	0.008672828939860778	0.011411617026132604	2440.5152630377725	0.012945552092461808	0.005791395640762296	0.01743124500741755	0.008672828939860778	0.011411617026132604	2440.514178934155	0.012945552827398992	2962604115	200	0.005791395640762296	0.01743124500741755	0.008672828939860778	0.011411617026132604	2440.51634714139	0.012945551359941847	4	COMPLETE
5	0.13830879835672716	2020-03-05 18:27:11.749258	2020-03-05 19:39:34.926705	64	64	32	0.0012965333884339583	128	0.13719946761016383	0.02533378979801438	0.13830879835672716	0.0630206550268173	0.09077941344288486	972.0495977404998	0.0641775010158019	0.02533378979801438	0.13830879835672716	0.0630206550268173	0.09077941344288486	972.0490128951272	0.06417750505887243	3685713481	200	0.02533378979801438	0.13830879835672716	0.0630206550268173	0.09077941344288486	972.0501825858724	0.06417749701616514	5	COMPLETE
6	0.01175396553691658	2020-03-05 19:39:34.962524	2020-03-05 20:14:17.245705	256	256	91	0.004997619482502393	256	0.5706578836243783	0.005277872874586329	0.01175396553691658	0.0073034348967248655	0.008929590322948763	4094.1000513522768	0.009315962145653457	0.005277872874586329	0.01175396553691658	0.0073034348967248655	0.008929590322948763	4094.0983396097226	0.009315976484813259	1567200989	150	0.005277872874586329	0.01175396553691658	0.0073034348967248655	0.008929590322948763	4094.1017630948304	0.009315948224252916	6	COMPLETE
7	0.018657993837726806	2020-03-05 20:14:17.282073	2020-03-05 20:42:33.163514	128	128	86	0.0014530766483502092	512	0.3549398973762021	0.005506105215108981	0.018657993837726806	0.010413100536346	0.013208946707748487	2544.6487789569783	0.012751540911912643	0.005506105215108981	0.018657993837726806	0.010413100536346	0.013208946707748487	2544.6474380919776	0.012751542531293805	3277025811	200	0.005506105215108981	0.018657993837726806	0.010413100536346	0.013208946707748487	2544.650119821979	0.012751539301971633	7	COMPLETE
8	0.008387538514207463	2020-03-05 20:42:33.199741	2020-03-05 21:13:03.834112	256	256	59	0.016676218360379216	256	0.8321112436503951	0.004621704895583704	0.008387538514207463	0.00604815702385028	0.00661873787515691	5963.123045760584	0.006910715526191074	0.004621704895583704	0.008387538514207463	0.00604815702385028	0.00661873787515691	5963.120421088668	0.006910716169155798	1075181520	150	0.004621704895583704	0.008387538514207463	0.00604815702385028	0.00661873787515691	5963.125670432501	0.006910714884668765	8	COMPLETE
9	0.10401688919319868	2020-03-05 21:13:03.871132	2020-03-05 21:37:13.531801	256	128	24	0.013996001904048103	512	0.22957432980476733	0.019171516603902775	0.10401688919319868	0.04456236448704781	0.06496062992125984	1627.6880777131119	0.04870475449325483	0.019171516603902775	0.10401688919319868	0.04456236448704781	0.06496062992125984	1627.687321693484	0.04870475480722356	1838027079	200	0.019171516603902775	0.10401688919319868	0.04456236448704781	0.06496062992125984	1627.68883373274	0.048704754179733495	9	COMPLETE
