number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.40173512747875356	2020-05-06 23:45:03.600429	2020-05-07 01:33:05.868012	64	1	0.0011235290438163644	256	0.04995644512495971	0.10817852695677188	0.000708215297450425	0.40173512747875356	0.19174929178470254	0.29461756373937675	2191.9217422096317	0.12877017224819104	0.000708215297450425	0.40173512747875356	0.19174929178470254	0.29461756373937675	2191.920325779037	0.12877017255104636		754857062.0	400.0	0.000708215297450425	0.40173512747875356	0.19174929178470254	0.29461756373937675	2191.9231586402266	0.12877017194586032	0		COMPLETE
1	0.3939447592067989	2020-05-07 01:33:05.923103	2020-05-07 02:49:58.187883	64	2	0.003437701530823122	128	0.38731736843374454	0.14894840953870273	0.000708215297450425	0.3939447592067989	0.20662181303116148	0.29833569405099153	3018.6848441926345	0.13087926883490428	0.000708215297450425	0.3939447592067989	0.20662181303116148	0.29833569405099153	3018.617740793201	0.13087930938910305		3553207076.0	300.0	0.000708215297450425	0.3939447592067989	0.20662181303116148	0.29833569405099153	3018.751947592068	0.13087922939553	1		COMPLETE
2	0.4143059490084986	2020-05-07 02:49:58.225555	2020-05-07 04:01:00.542530	128	2	0.0022211692696307048	256	0.7575754248504948	0.17119151774858676	0.000708215297450425	0.4143059490084986	0.2296388101983003	0.3238314447592068	3469.459897308782	0.1419409501663877	0.000708215297450425	0.4143059490084986	0.2296388101983003	0.3238314447592068	3469.3709277620396	0.14194120567656432		2403431191.0	200.0	0.000708215297450425	0.4143059490084986	0.2296388101983003	0.3238314447592068	3469.548866855524	0.14194070442018708	2		COMPLETE
3	0.36597025495750707	2020-05-07 04:01:00.590228	2020-05-07 05:35:22.129363	128	2	0.009467673254159347	256	0.31305575629937404	0.1480281016341385	0.000708215297450425	0.36597025495750707	0.1558073654390935	0.2507082152974504	2999.3180771954676	0.115000752832749	0.000708215297450425	0.36597025495750707	0.1558073654390935	0.2507082152974504	2999.238137393768	0.11500075606367523		101755018.0	250.0	0.000708215297450425	0.36597025495750707	0.1558073654390935	0.2507082152974504	2999.3980169971674	0.11500074962670766	3		COMPLETE
4	0.014695467422096316	2020-05-07 05:35:22.170683	2020-05-07 06:06:13.660237	64	1	0.08584347103969277	128	0.7611012955738367	1.0813383106683032	0.000708215297450425	0.014695467422096316	0.009383852691218131	0.01080028328611898	21924.072857648724	0.006172436608747304	0.000708215297450425	0.014695467422096316	0.009383852691218131	0.01080028328611898	21924.06728045326	0.006172436990309404		1581054379.0	150.0	0.000708215297450425	0.014695467422096316	0.009383852691218131	0.01080028328611898	21924.078434844192	0.0061724362278535545	4		COMPLETE
5	0.010269121813031162	2020-05-07 06:06:13.698575	2020-05-07 06:55:17.854248	128	1	0.07116013554014504	512	0.009822555812136567	0.807391141558884	0.000708215297450425	0.010269121813031162	0.007259206798866855	0.00796742209631728	16365.958392351275	0.004929192496289897	0.000708215297450425	0.010269121813031162	0.007259206798866855	0.00796742209631728	16365.954320113315	0.004929201091943274		1826154438.0	150.0	0.000708215297450425	0.010269121813031162	0.007259206798866855	0.00796742209631728	16365.962464589235	0.004929183982914671	5		COMPLETE
6	0.008852691218130312	2020-05-07 06:55:17.887872	2020-05-07 07:26:25.405209	64	1	0.09822694121537497	512	0.0020523746009668293	0.8305085760452499	0.000708215297450425	0.008852691218130312	0.007082152974504249	0.007790368271954674	16834.619157223795	0.00458809209673872	0.000708215297450425	0.008852691218130312	0.007082152974504249	0.007790368271954674	16834.614907932013	0.00458811116559808		2419579779.0	150.0	0.000708215297450425	0.008852691218130312	0.007082152974504249	0.007790368271954674	16834.62340651558	0.004588073214618717	6		COMPLETE
7	0.3562322946175637	2020-05-07 07:26:25.444621	2020-05-07 09:46:43.797273	128	2	0.01359891763148505	512	0.05635400338519808	0.11762384678223259	0.000708215297450425	0.3562322946175637	0.15846317280453256	0.24327195467422097	2383.015049575071	0.11430328923343704	0.000708215297450425	0.3562322946175637	0.15846317280453256	0.24327195467422097	2383.0134560906517	0.11430329022104409		3090974855.0	350.0	0.000708215297450425	0.3562322946175637	0.15846317280453256	0.24327195467422097	2383.01664305949	0.11430328824735718	7		COMPLETE
8	0.0060198300283286115	2020-05-07 09:46:43.838976	2020-05-07 10:18:16.415140	64	1	0.01768230459314133	256	0.07788212606986093	0.844520415370683	0.000708215297450425	0.0060198300283286115	0.0035410764872521247	0.00424929178470255	17119.80028328612	0.002954401939917661	0.000708215297450425	0.0060198300283286115	0.0035410764872521247	0.00424929178470255	17119.796742209634	0.0029544021230068695		425133442.0	150.0	0.000708215297450425	0.0060198300283286115	0.0035410764872521247	0.00424929178470255	17119.803824362607	0.002954401756985501	8		COMPLETE
9	0.014341359773371105	2020-05-07 10:18:16.451787	2020-05-07 11:44:12.778512	256	1	0.06156630703422834	512	0.2012627875275361	0.8499832033159509	0.000708215297450425	0.014341359773371105	0.01221671388101983	0.013101983002832862	17230.796033994335	0.007185392612557922	0.000708215297450425	0.014341359773371105	0.01221671388101983	0.013101983002832862	17230.79266997167	0.007185393737313108		3567835499.0	150.0	0.000708215297450425	0.014341359773371105	0.01221671388101983	0.013101983002832862	17230.799398016996	0.007185391491157744	9		COMPLETE
10	0.04780453257790368	2020-05-07 11:44:12.813854	2020-05-07 13:17:53.077455	128	2	0.09593518039670959	512	0.09337405663337849	0.8070149295100293	0.000708215297450425	0.04780453257790368	0.035056657223796035	0.04143059490084986	16358.62818696884	0.020119746029279857	0.000708215297450425	0.04780453257790368	0.035056657223796035	0.04143059490084986	16358.606586402266	0.020119926749655705		2509385423.0	250.0	0.000708215297450425	0.04780453257790368	0.035056657223796035	0.04143059490084986	16358.64978753541	0.020119573090115993	10		COMPLETE
11	0.005134560906515581	2020-05-07 13:17:53.113224	2020-05-07 13:48:48.270638	64	1	0.028196394465382964	128	0.00932225016151858	0.8017858069904861	0.000708215297450425	0.005134560906515581	0.003718130311614731	0.00424929178470255	16252.28974858357	0.0030335056406467493	0.000708215297450425	0.005134560906515581	0.003718130311614731	0.00424929178470255	16252.287535410765	0.003033505721618665		3053766999.0	150.0	0.000708215297450425	0.005134560906515581	0.003718130311614731	0.00424929178470255	16252.291961756375	0.003033505559721784	11		COMPLETE
