number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 12:40:49.820804	2020-01-09 13:10:24.385399	0.5718861065394378	29.64155021309501	150.0	180.0	0.017265529055196197	700.0	1.009413912461321	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20464.10530276204	0.00023904125740339607	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20464.104948654393	0.00023904125840219643	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20464.105656869688	0.00023904125640468495	0	0.00017705382436260624	0.00017705382436260624
1	TrialState.COMPLETE	0.0	2020-01-09 13:10:24.386561	2020-01-09 13:40:00.546385	0.3015188722959261	23.027966938464697	250.0	90.0	0.015059195750244957	800.0	1.0036682981338503	0.0	0.0	0.0	0.0	20347.945113314447	0.0001969301041698919	0.0	0.0	0.0	0.0	20347.9447592068	0.00019693011121107247	0.0	0.0	0.0	0.0	20347.945467422098	0.00019693009713030098	1	0.0	0.0
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 13:40:00.547565	2020-01-09 14:08:49.152431	0.6167918929859754	9.30646933006787	350.0	10.0	0.008271201813843339	800.0	0.9911597589562264	0.0	0.0003541076487252125	0.0	0.0	20094.063562322946	0.0002536113272756407	0.0	0.0003541076487252125	0.0	0.0	20094.06329674221	0.00025361133285456834	0.0	0.0003541076487252125	0.0	0.0	20094.063827903683	0.00025361132169788827	2	0.0003541076487252125	0.0003541076487252125
3	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 14:08:49.153996	2020-01-09 14:38:30.016159	0.6048281234399033	28.7213663510558	350.0	30.0	0.015227636239736587	900.0	1.011715002602947	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20510.527686791786	0.0004207690297984412	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20510.527443342777	0.0004207690401624301	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20510.527930240794	0.0004207690194378801	3	0.0003541076487252125	0.0003541076487252125
4	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 14:38:30.017292	2020-01-09 16:12:07.742731	0.5729669319534686	24.37157821769883	350.0	170.0	0.01948860988350148	1000.0	1.0137921204449085	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20552.905652443344	0.000247086522358204	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20552.905099150143	0.0002470865327022643	0.0	0.0003541076487252125	0.0	0.0003541076487252125	20552.906205736545	0.0002470865120165999	4	0.0003541076487252125	0.0003541076487252125
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 16:12:07.804436	2020-01-09 17:21:53.626083	0.4320001537497149	25.031336788776795	150.0	120.0	0.0025282895896872166	800.0	0.9951114607547457	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20173.913774787536	0.00041942497235649925	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20173.91337641643	0.00041942499716209194	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20173.91417315864	0.0004194249475657863	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.0	2020-01-09 17:21:53.627296	2020-01-09 18:31:10.578222	0.28247741233135587	8.78106182164649	250.0	120.0	0.08136381120252316	1000.0	0.9990528873479273	0.0	0.0	0.0	0.0	20253.977204320112	0.00021206514678232034	0.0	0.0	0.0	0.0	20253.976938739375	0.00021206515415043804	0.0	0.0	0.0	0.0	20253.97746990085	0.00021206513941709833	6	0.0	0.0
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 18:31:10.619047	2020-01-09 18:55:12.580932	0.6677347091297824	6.005956574494748	50.0	70.0	0.04066598131275012	800.0	1.022178744179941	0.0	0.00017705382436260624	0.0	0.0	20723.091404036826	0.0001955932625547869	0.0	0.00017705382436260624	0.0	0.0	20723.091226983004	0.0001955932651009283	0.0	0.00017705382436260624	0.0	0.0	20723.09158109065	0.00019559326000907746	7	0.00017705382436260624	0.00017705382436260624
8	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 18:55:12.587183	2020-01-09 19:18:58.454330	0.10342173889521535	16.885436580819132	50.0	30.0	0.0022024067083748363	1000.0	0.9911742370803475	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20094.352713349857	0.00041820862458867304	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20094.352292847027	0.0004182086335787259	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20094.353133852692	0.00041820861560161525	8	0.0003541076487252125	0.0003541076487252125
9	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 19:18:58.455427	2020-01-09 19:43:10.980217	0.7082079139785101	8.875751011966955	150.0	20.0	0.006179098620703296	1000.0	0.9854695184337923	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	19978.714943342777	0.0005677296255556432	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	19978.71467776204	0.0005677296291152114	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	19978.715208923513	0.0005677296219968783	9	0.0003541076487252125	0.0003541076487252125
10	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 19:43:10.988076	2020-01-09 20:12:22.654742	0.11242802813312112	13.111902669783973	350.0	10.0	0.00413610167329879	800.0	0.9977100488397554	0.0	0.00017705382436260624	0.0	0.0	20226.55559490085	0.0002100808340386643	0.0	0.00017705382436260624	0.0	0.0	20226.555329320112	0.00021008083561593666	0.0	0.00017705382436260624	0.0	0.0	20226.555860481585	0.00021008083246156208	10	0.00017705382436260624	0.00017705382436260624
11	TrialState.COMPLETE	0.0	2020-01-09 20:12:22.656504	2020-01-09 20:48:03.362126	0.5176941393220805	17.582621883193116	450.0	60.0	0.004025821616727307	1000.0	1.0064931098267367	0.0	0.0	0.0	0.0	20405.050172627478	0.00019162849852549115	0.0	0.0	0.0	0.0	20405.049884915014	0.00019162850436569404	0.0	0.0	0.0	0.0	20405.050460339942	0.00019162849268648466	11	0.0	0.0
12	TrialState.COMPLETE	0.0	2020-01-09 20:48:03.363587	2020-01-09 21:17:35.470575	0.15440617832594072	8.304572465154552	250.0	90.0	0.008406319062664402	700.0	1.000013546932951	0.0	0.0	0.0	0.0	20273.80986632436	0.00016685455442751822	0.0	0.0	0.0	0.0	20273.809401558072	0.00016685455693424923	0.0	0.0	0.0	0.0	20273.81033109065	0.00016685455192107232	12	0.0	0.0
13	TrialState.COMPLETE	0.000708215297450425	2020-01-09 21:17:35.482215	2020-01-09 21:42:40.697282	0.8133231908390252	29.921835511657402	50.0	180.0	0.011889511805873304	900.0	0.9944074871458783	0.00017705382436260624	0.000708215297450425	0.0005311614730878187	0.0005311614730878187	20160.409791076487	0.0005588735571011178	0.00017705382436260624	0.000708215297450425	0.0005311614730878187	0.0005311614730878187	20160.409392705384	0.0005588735635921094	0.00017705382436260624	0.000708215297450425	0.0005311614730878187	0.0005311614730878187	20160.410189447593	0.0005588735506126068	13	0.000708215297450425	0.000708215297450425
14	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 21:42:40.704663	2020-01-09 22:28:45.816619	0.4870593767008201	28.493329600233384	150.0	20.0	0.010959824215242527	500.0	0.9898296816994813	0.0	0.0003541076487252125	0.0	0.0	20067.172826664308	0.00024571025536217347	0.0	0.0003541076487252125	0.0	0.0	20067.17245042493	0.0002457102764490314	0.0	0.0003541076487252125	0.0	0.0	20067.173202903683	0.0002457102342888453	14	0.0003541076487252125	0.0003541076487252125
15	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 22:28:45.836350	2020-01-09 23:26:39.265582	0.7599729677033891	5.045694687074717	50.0	60.0	0.04658374424861851	700.0	1.014398827328475	0.0	0.00017705382436260624	0.0	0.0	20564.9513101983	0.0002352645391819878	0.0	0.00017705382436260624	0.0	0.0	20564.950779036826	0.00023526454820634732	0.0	0.00017705382436260624	0.0	0.0	20564.951841359773	0.000235264530160793	15	0.00017705382436260624	0.00017705382436260624
16	TrialState.COMPLETE	0.0	2020-01-09 23:26:39.266770	2020-01-10 00:23:24.045859	0.794438236188276	25.708984395417005	50.0	70.0	0.0017376165573221116	1000.0	0.9973198328434927	0.0	0.0	0.0	0.0	20218.91596582861	0.00020531166557878096	0.0	0.0	0.0	0.0	20218.91554532578	0.00020531166962509597	0.0	0.0	0.0	0.0	20218.916386331446	0.00020531166153336315	16	0.0	0.0
17	TrialState.COMPLETE	0.00017705382436260624	2020-01-10 00:23:24.052523	2020-01-10 01:35:51.912643	0.9966467301635847	23.948166420853564	350.0	70.0	0.00152068686606097	700.0	0.9914218047424983	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20099.32135269122	0.0003178405340431843	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20099.320910056656	0.0003178405372436034	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20099.32179532578	0.00031784053084316983	17	0.00017705382436260624	0.00017705382436260624
18	TrialState.COMPLETE	0.0	2020-01-10 01:35:51.919969	2020-01-10 02:14:03.136240	0.6621508437428796	21.65368702096238	150.0	140.0	0.09823306880223265	600.0	1.0015452524120785	0.0	0.0	0.0	0.0	20304.79968572946	0.00021979652563041422	0.0	0.0	0.0	0.0	20304.799530807366	0.00021979653441210918	0.0	0.0	0.0	0.0	20304.799840651558	0.0002197965168525311	18	0.0	0.0
