number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.5660112359550562	2020-04-10 12:48:42.497742	2020-04-10 12:50:29.823550	0.6735810099446442	9.144413410964756	64	1	69	256	0.2963957577814742	0.012640449438202247	0.5660112359550562	0.2350187265917603	0.37265917602996257	14.290262172284644	0.18835276246259572	0.012640449438202247	0.5660112359550562	0.2350187265917603	0.37265917602996257	14.290262172284644	0.18835276246259572	3497011270	250	0.012640449438202247	0.5660112359550562	0.2350187265917603	0.37265917602996257	14.290262172284644	0.18835276246259572	0	COMPLETE
1	0.22284644194756553	2020-04-10 12:50:29.855888	2020-04-10 12:54:23.442493	0.13424766677234568	11.714117149634887	128	2	23	128	0.7509792769878879	0.02902621722846442	0.22284644194756553	0.075374531835206	0.12265917602996254	36.1563670411985	0.09702948639550227	0.02902621722846442	0.22284644194756553	0.075374531835206	0.12265917602996254	36.1563670411985	0.09702948639550227	3882339682	300	0.02902621722846442	0.22284644194756553	0.075374531835206	0.12265917602996254	36.1563670411985	0.09702948639550227	1	COMPLETE
2	0.2200374531835206	2020-04-10 12:54:23.468992	2020-04-10 12:57:37.446727	0.8620188436546276	12.486543936888845	256	2	88	128	0.7553114460411479	0.02902621722846442	0.2200374531835206	0.07771535580524344	0.11750936329588015	36.36938202247191	0.0966104372117654	0.02902621722846442	0.2200374531835206	0.07771535580524344	0.11750936329588015	36.36938202247191	0.0966104372117654	3160729511	250	0.02902621722846442	0.2200374531835206	0.07771535580524344	0.11750936329588015	36.36938202247191	0.0966104372117654	2	COMPLETE
3	0.21207865168539325	2020-04-10 12:57:37.487515	2020-04-10 13:01:09.551768	0.5900052212600049	27.049126239203737	256	2	12	256	0.7712243262047038	0.03136704119850187	0.21207865168539325	0.08099250936329588	0.11797752808988764	37.16947565543071	0.09786074310470044	0.03136704119850187	0.21207865168539325	0.08099250936329588	0.11797752808988764	37.16947565543071	0.09786074310470044	3182280886	450	0.03136704119850187	0.21207865168539325	0.08099250936329588	0.11797752808988764	37.16947565543071	0.09786074310470044	3	COMPLETE
4	0.20926966292134833	2020-04-10 13:01:09.576874	2020-04-10 13:06:34.589532	0.5900078797529092	22.87146541107389	128	2	80	256	0.7694310814365466	0.03932584269662921	0.20926966292134833	0.07631086142322098	0.11610486891385768	37.066947565543074	0.10149430061641646	0.03932584269662921	0.20926966292134833	0.07631086142322098	0.11610486891385768	37.066947565543074	0.10149430061641646	3849931408	650	0.03932584269662921	0.20926966292134833	0.07631086142322098	0.11610486891385768	37.066947565543074	0.10149430061641646	4	COMPLETE
5	0.21067415730337077	2020-04-10 13:06:34.627426	2020-04-10 13:10:59.570999	0.41866629844055936	19.363016769040456	64	2	47	256	0.7835268168117195	0.02902621722846442	0.21067415730337077	0.0650749063670412	0.10955056179775281	37.758426966292134	0.09137749492920043	0.02902621722846442	0.21067415730337077	0.0650749063670412	0.10955056179775281	37.758426966292134	0.09137749492920043	2777620939	550	0.02902621722846442	0.21067415730337077	0.0650749063670412	0.10955056179775281	37.758426966292134	0.09137749492920043	5	COMPLETE
6	0.6839887640449438	2020-04-10 13:10:59.594105	2020-04-10 13:14:38.834362	0.6201675198977604	15.860167619903155	64	1	33	128	0.20532929319591864	0.11704119850187265	0.6839887640449438	0.35814606741573035	0.4967228464419476	9.923220973782772	0.29402841814787145	0.11704119850187265	0.6839887640449438	0.35814606741573035	0.4967228464419476	9.923220973782772	0.29402841814787145	579842604	300	0.11704119850187265	0.6839887640449438	0.35814606741573035	0.4967228464419476	9.923220973782772	0.29402841814787145	6	COMPLETE
7	0.6629213483146067	2020-04-10 13:14:38.866574	2020-04-10 13:18:32.024559	0.9159282716350351	24.344644206737676	64	1	10	256	0.21656048553559776	0.15683520599250936	0.6629213483146067	0.3595505617977528	0.4747191011235955	10.475187265917603	0.3135626741142472	0.15683520599250936	0.6629213483146067	0.3595505617977528	0.4747191011235955	10.475187265917603	0.3135626741142472	745349051	500	0.15683520599250936	0.6629213483146067	0.3595505617977528	0.4747191011235955	10.475187265917603	0.3135626741142472	7	COMPLETE
8	0.23127340823970038	2020-04-10 13:18:32.051031	2020-04-10 13:22:05.385175	0.6294847569139723	9.848973543975868	256	2	35	256	0.7549793448566009	0.035580524344569285	0.23127340823970038	0.07911985018726592	0.12312734082397003	36.35323033707865	0.10137848342874689	0.035580524344569285	0.23127340823970038	0.07911985018726592	0.12312734082397003	36.35299625468165	0.10137872314446322	2650387201	450	0.035580524344569285	0.23127340823970038	0.07911985018726592	0.12312734082397003	36.35346441947566	0.1013782512041467	8	COMPLETE
9	0.6839887640449438	2020-04-10 13:22:05.412354	2020-04-10 13:25:58.629143	0.5588420349140385	13.22874808879407	64	1	61	128	0.2023347097428076	0.07350187265917603	0.6839887640449438	0.3038389513108614	0.4653558052434457	9.775749063670412	0.2574793860962727	0.07350187265917603	0.6839887640449438	0.3038389513108614	0.4653558052434457	9.775749063670412	0.2574793860962727	1086029226	300	0.07350187265917603	0.6839887640449438	0.3038389513108614	0.4653558052434457	9.775749063670412	0.2574793860962727	9	COMPLETE
