number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
58	0.23782771535580524	2020-05-20 20:26:31.041055	2020-05-20 20:54:53.324141	128	64	2	74	128	0.7171825059054747	0.0	0.23782771535580524	0.04307116104868914	0.10112359550561797	34.48923220973783	0.07296341923824531	0.0	0.23782771535580524	0.04307116104868914	0.10112359550561797	34.48923220973783	0.07296341923824531	1891157723		0.0	0.23782771535580524	0.04307116104868914	0.10112359550561797	34.48923220973783	0.07296341923824531	58	COMPLETE
59	0.38342696629213485	2020-05-20 20:54:53.336354	2020-05-20 21:01:49.763712	256	64	1	30	512	0.38406343580910773	0.0	0.38342696629213485	0.06975655430711611	0.16151685393258428	18.375	0.10829082810940935	0.0	0.38342696629213485	0.06975655430711611	0.16151685393258428	18.375	0.10829082810940935	4141179165	650.0	0.0	0.38342696629213485	0.06975655430711611	0.16151685393258428	18.375	0.10829082810940935	59	COMPLETE
60	0.06273408239700375	2020-05-20 21:01:49.774157	2020-05-20 21:10:30.659587	256	256	2	67	512	1.1313517077089974	0.0	0.06273408239700375	0.012172284644194757	0.02762172284644195	54.559925093632955	0.03465809125158507	0.0	0.06273408239700375	0.012172284644194757	0.02762172284644195	54.559925093632955	0.03465809125158507	177856637	150.0	0.0	0.06273408239700375	0.012172284644194757	0.02762172284644195	54.559925093632955	0.03465809125158507	60	COMPLETE
61	0.25795880149812733	2020-05-20 21:10:30.672124	2020-05-20 21:22:45.256237	64	64	2	34	256	0.49530803880301977	0.0	0.25795880149812733	0.042134831460674156	0.09550561797752809	23.845973782771537	0.08256455405796836	0.0	0.25795880149812733	0.042134831460674156	0.09550561797752809	23.845973782771537	0.08256455405796836	1028272479		0.0	0.25795880149812733	0.042134831460674156	0.09550561797752809	23.845973782771537	0.08256455405796836	61	COMPLETE
62	0.2598314606741573	2020-05-20 21:22:45.269680	2020-05-20 21:45:03.955167	64	64	2	42	128	0.5020003672200866	0.0	0.2598314606741573	0.0351123595505618	0.08614232209737828	24.168539325842698	0.08046727739466694	0.0	0.2598314606741573	0.0351123595505618	0.08614232209737828	24.168539325842698	0.08046727739466694	2505811614		0.0	0.2598314606741573	0.0351123595505618	0.08614232209737828	24.168539325842698	0.08046727739466694	62	COMPLETE
63	0.41292134831460675	2020-05-20 21:45:03.967174	2020-05-20 22:04:51.001989	256	256	1	11	256	0.3211979688841096	0.025749063670411985	0.41292134831460675	0.11750936329588015	0.19803370786516855	15.407771535580524	0.13995586809107485	0.025749063670411985	0.41292134831460675	0.11750936329588015	0.19803370786516855	15.407771535580524	0.13995586809107485	3919993411		0.025749063670411985	0.41292134831460675	0.11750936329588015	0.19803370786516855	15.407771535580524	0.13995586809107485	63	COMPLETE
64	0.0800561797752809	2020-05-20 22:04:51.014014	2020-05-20 22:06:49.102460	128	64	2	83	256	1.1144296433706855	0.0	0.0800561797752809	0.017322097378277154	0.03417602996254682	53.7439138576779	0.038686584635729576	0.0	0.0800561797752809	0.017322097378277154	0.03417602996254682	53.7439138576779	0.038686584635729576	3952210119	150.0	0.0	0.0800561797752809	0.017322097378277154	0.03417602996254682	53.7439138576779	0.038686584635729576	64	COMPLETE
65	0.15917602996254682	2020-05-20 22:06:49.114343	2020-05-20 23:50:39.384760	256	256	2	95	128	1.0120329922274425	0.0	0.15917602996254682	0.026685393258426966	0.06367041198501873	48.625	0.05260096736176702	0.0	0.15917602996254682	0.026685393258426966	0.06367041198501873	48.625	0.05260096736176702	2489224815		0.0	0.15917602996254682	0.026685393258426966	0.06367041198501873	48.625	0.05260096736176702	65	COMPLETE
66	0.2799625468164794	2020-05-20 23:50:39.396869	2020-05-21 00:11:31.976105	256	64	1	84	256	0.737273730836418	0.0	0.2799625468164794	0.05337078651685393	0.13249063670411984	35.39653558052434	0.08114015839391979	0.0	0.2799625468164794	0.05337078651685393	0.13249063670411984	35.39653558052434	0.08114015839391979	4063872013	800.0	0.0	0.2799625468164794	0.05337078651685393	0.13249063670411984	35.39653558052434	0.08114015839391979	66	COMPLETE
67	0.5416666666666666	2020-05-21 00:11:31.990409	2020-05-21 00:17:31.695120	64	64	2	7	512	0.2628574092577696	0.10112359550561797	0.5416666666666666	0.21816479400749064	0.31086142322097376	12.636704119850187	0.22649707789955043	0.10112359550561797	0.5416666666666666	0.21816479400749064	0.31086142322097376	12.636704119850187	0.22649707789955043	2497442609		0.10112359550561797	0.5416666666666666	0.21816479400749064	0.31086142322097376	12.636704119850187	0.22649707789955043	67	COMPLETE
68	0.05383895131086142	2020-05-21 00:17:31.705560	2020-05-21 00:19:42.227446	64	128	1	99	256	1.1414110165853262	0.0	0.05383895131086142	0.010767790262172285	0.020599250936329586	55.11516853932584	0.03310582143368858	0.0	0.05383895131086142	0.010767790262172285	0.020599250936329586	55.11516853932584	0.03310582143368858	4060854148	150.0	0.0	0.05383895131086142	0.010767790262172285	0.020599250936329586	55.11516853932584	0.03310582143368858	68	COMPLETE
69	0.05852059925093633	2020-05-21 00:19:42.239612	2020-05-21 00:25:19.416105	256	256	1	50	256	1.1356924367608148	0.0	0.05852059925093633	0.008426966292134831	0.019194756554307114	54.7626404494382	0.032943319760018845	0.0	0.05852059925093633	0.008426966292134831	0.019194756554307114	54.7626404494382	0.032943319760018845	1748524135	150.0	0.0	0.05852059925093633	0.008426966292134831	0.019194756554307114	54.7626404494382	0.032943319760018845	69	COMPLETE
70	0.2495318352059925	2020-05-21 00:25:19.428344	2020-05-21 00:56:07.263336	256	64	1	98	256	0.8080059965263201	0.0	0.2495318352059925	0.05852059925093633	0.11891385767790262	38.7752808988764	0.07705076317299388	0.0	0.2495318352059925	0.05852059925093633	0.11891385767790262	38.7752808988764	0.07705076317299388	4165563178		0.0	0.2495318352059925	0.05852059925093633	0.11891385767790262	38.7752808988764	0.07705076317299388	70	COMPLETE
71	0.2958801498127341	2020-05-21 00:56:07.275401	2020-05-21 01:21:51.641104	128	128	2	30	128	0.42631589440796314	0.0	0.2958801498127341	0.04541198501872659	0.09691011235955056	20.47425093632959	0.09017195060871099	0.0	0.2958801498127341	0.04541198501872659	0.09691011235955056	20.47425093632959	0.09017195060871099	2336211485		0.0	0.2958801498127341	0.04541198501872659	0.09691011235955056	20.47425093632959	0.09017195060871099	71	COMPLETE
72	0.49157303370786515	2020-05-21 01:21:51.653319	2020-05-21 01:43:10.915510	64	64	2	21	128	0.30454835865981456	0.0	0.49157303370786515	0.07584269662921349	0.18352059925093633	14.591760299625468	0.12386473118611442	0.0	0.49157303370786515	0.07584269662921349	0.18352059925093633	14.591760299625468	0.12386473118611442	176955234		0.0	0.49157303370786515	0.07584269662921349	0.18352059925093633	14.591760299625468	0.12386473118611442	72	COMPLETE
73	0.04447565543071161	2020-05-21 01:43:10.927906	2020-05-21 01:49:27.663358	128	256	1	98	128	1.2430910482088782	0.0	0.04447565543071161	0.007022471910112359	0.017322097378277154	60.06273408239701	0.029158194622589666	0.0	0.04447565543071161	0.007022471910112359	0.017322097378277154	60.06273408239701	0.029158194622589666	1753650319	150.0	0.0	0.04447565543071161	0.007022471910112359	0.017322097378277154	60.06273408239701	0.029158194622589666	73	COMPLETE
74	0.06928838951310862	2020-05-21 01:49:27.675355	2020-05-21 01:54:58.172109	128	256	2	96	512	1.110127615866213	0.0	0.06928838951310862	0.013576779026217229	0.030430711610486893	53.57350187265918	0.03663464990132568	0.0	0.06928838951310862	0.013576779026217229	0.030430711610486893	53.57350187265918	0.03663464990132568	1890649648	150.0	0.0	0.06928838951310862	0.013576779026217229	0.030430711610486893	53.57350187265918	0.03663464990132568	74	COMPLETE
75	0.06413857677902622	2020-05-21 01:54:58.184291	2020-05-21 02:00:12.646052	256	128	2	92	512	1.1199399764380986	0.0	0.06413857677902622	0.012172284644194757	0.026685393258426966	54.04260299625468	0.035458894762167334	0.0	0.06413857677902622	0.012172284644194757	0.026685393258426966	54.04260299625468	0.035458894762167334	854668260	150.0	0.0	0.06413857677902622	0.012172284644194757	0.026685393258426966	54.04260299625468	0.035458894762167334	75	COMPLETE
76	0.6886704119850188	2020-05-21 02:00:12.657976	2020-05-21 02:05:57.555426	256	64	2	3	256	0.20771711535598344	0.10814606741573034	0.6886704119850188	0.274812734082397	0.43258426966292135	9.918071161048688	0.2667137021580962	0.10814606741573034	0.6886704119850188	0.274812734082397	0.43258426966292135	9.918071161048688	0.2667137021580962	556966026	600.0	0.10814606741573034	0.6886704119850188	0.274812734082397	0.43258426966292135	9.918071161048688	0.2667137021580962	76	COMPLETE
77	0.06554307116104868	2020-05-21 02:05:57.567675	2020-05-21 02:11:22.536622	128	256	2	94	512	1.1253099234195685	0.0	0.06554307116104868	0.013576779026217229	0.02902621722846442	54.27715355805243	0.035472709416150584	0.0	0.06554307116104868	0.013576779026217229	0.02902621722846442	54.27715355805243	0.035472709416150584	3606626645	150.0	0.0	0.06554307116104868	0.013576779026217229	0.02902621722846442	54.27715355805243	0.035472709416150584	77	COMPLETE
78	0.06320224719101124	2020-05-21 02:11:22.547164	2020-05-21 02:20:40.283139	256	256	2	75	512	1.1521155885263774	0.0	0.06320224719101124	0.009831460674157303	0.024812734082397005	55.61797752808989	0.03379026342679112	0.0	0.06320224719101124	0.009831460674157303	0.024812734082397005	55.61797752808989	0.03379026342679112	2761811876	150.0	0.0	0.06320224719101124	0.009831460674157303	0.024812734082397005	55.61797752808989	0.03379026342679112	78	COMPLETE
79	0.2397003745318352	2020-05-21 02:20:40.295302	2020-05-21 02:48:08.292212	128	128	2	41	128	0.5311489671831497	0.0	0.2397003745318352	0.03323970037453183	0.0852059925093633	25.54494382022472	0.07600515050462703	0.0	0.2397003745318352	0.03323970037453183	0.0852059925093633	25.54494382022472	0.07600515050462703	2792824765		0.0	0.2397003745318352	0.03323970037453183	0.0852059925093633	25.54494382022472	0.07600515050462703	79	COMPLETE
80	0.6685393258426966	2020-05-21 02:48:08.306036	2020-05-21 02:55:57.934286	256	64	2	8	256	0.2167033362542436	0.10440074906367042	0.6685393258426966	0.26732209737827717	0.4190074906367041	10.329119850187267	0.25777497199303145	0.10440074906367042	0.6685393258426966	0.26732209737827717	0.4190074906367041	10.329119850187267	0.25777497199303145	122061855	700.0	0.10440074906367042	0.6685393258426966	0.26732209737827717	0.4190074906367041	10.329119850187267	0.25777497199303145	80	COMPLETE
81	0.08614232209737828	2020-05-21 02:55:57.953966	2020-05-21 02:57:18.205304	64	256	1	34	512	1.0547765631870496	0.0	0.08614232209737828	0.01638576779026217	0.03745318352059925	50.86610486891386	0.040911972783404124	0.0	0.08614232209737828	0.01638576779026217	0.03745318352059925	50.86610486891386	0.040911972783404124	2102360902	150.0	0.0	0.08614232209737828	0.01638576779026217	0.03745318352059925	50.86610486891386	0.040911972783404124	81	COMPLETE
82	0.34597378277153557	2020-05-21 02:57:18.215847	2020-05-21 03:11:18.862873	256	64	2	42	512	0.4358332608041636	0.0	0.34597378277153557	0.06554307116104868	0.16104868913857678	20.88436329588015	0.10142253520644341	0.0	0.34597378277153557	0.06554307116104868	0.16104868913857678	20.88436329588015	0.10142253520644341	3703258742		0.0	0.34597378277153557	0.06554307116104868	0.16104868913857678	20.88436329588015	0.10142253520644341	82	COMPLETE
83	0.4845505617977528	2020-05-21 03:11:18.880743	2020-05-21 03:18:50.202730	128	64	1	18	512	0.3112610894558805	0.0	0.4845505617977528	0.09550561797752809	0.20131086142322097	14.919943820224718	0.1269530262400504	0.0	0.4845505617977528	0.09550561797752809	0.20131086142322097	14.919943820224718	0.1269530262400504	847734725		0.0	0.4845505617977528	0.09550561797752809	0.20131086142322097	14.919943820224718	0.1269530262400504	83	COMPLETE
84	0.0749063670411985	2020-05-21 03:18:50.214814	2020-05-21 03:22:22.424576	128	256	2	39	128	1.063349300503647	0.0	0.0749063670411985	0.013108614232209739	0.03136704119850187	51.19850187265918	0.0386186488615534	0.0	0.0749063670411985	0.013108614232209739	0.03136704119850187	51.19850187265918	0.0386186488615534	1759796821	150.0	0.0	0.0749063670411985	0.013108614232209739	0.03136704119850187	51.19850187265918	0.0386186488615534	84	COMPLETE
85	0.50187265917603	2020-05-21 03:22:22.438120	2020-05-21 03:40:03.244330	256	128	2	18	256	0.30350725607395396	0.0	0.50187265917603	0.0898876404494382	0.20692883895131087	14.514044943820224	0.12888007358449727	0.0	0.50187265917603	0.0898876404494382	0.20692883895131087	14.514044943820224	0.12888007358449727	3171218620		0.0	0.50187265917603	0.0898876404494382	0.20692883895131087	14.514044943820224	0.12888007358449727	85	COMPLETE
86	0.6680711610486891	2020-05-21 03:40:03.256578	2020-05-21 03:58:05.265183	256	128	2	5	128	0.21382683869503605	0.12125468164794008	0.6680711610486891	0.2808988764044944	0.4110486891385768	10.228464419475655	0.27200383750172596	0.12125468164794008	0.6680711610486891	0.2808988764044944	0.4110486891385768	10.228464419475655	0.27200383750172596	2210133695	950.0	0.12125468164794008	0.6680711610486891	0.2808988764044944	0.4110486891385768	10.228464419475655	0.27200383750172596	86	COMPLETE
87	0.29119850187265917	2020-05-21 03:58:05.276299	2020-05-21 04:19:35.176671	256	128	2	38	512	0.46869606748118664	0.0	0.29119850187265917	0.03932584269662921	0.10908239700374532	22.503277153558052	0.08558989576185956	0.0	0.29119850187265917	0.03932584269662921	0.10908239700374532	22.503277153558052	0.08558989576185956	1349423115		0.0	0.29119850187265917	0.03932584269662921	0.10908239700374532	22.503277153558052	0.08558989576185956	87	COMPLETE
88	0.08052434456928839	2020-05-21 04:19:35.188425	2020-05-21 04:21:34.690083	128	128	2	46	256	1.0644370878886167	0.0	0.08052434456928839	0.015917602996254682	0.031835205992509365	51.366573033707866	0.03930500022816162	0.0	0.08052434456928839	0.015917602996254682	0.031835205992509365	51.366573033707866	0.03930500022816162	2837301031	150.0	0.0	0.08052434456928839	0.015917602996254682	0.031835205992509365	51.366573033707866	0.03930500022816162	88	COMPLETE
89	0.19194756554307116	2020-05-21 04:21:34.702308	2020-05-21 05:14:36.316982	256	128	1	99	256	0.9112555149590339	0.0	0.19194756554307116	0.03932584269662921	0.0898876404494382	43.784176029962545	0.06274934602877912	0.0	0.19194756554307116	0.03932584269662921	0.0898876404494382	43.784176029962545	0.06274934602877912	640592996		0.0	0.19194756554307116	0.03932584269662921	0.0898876404494382	43.784176029962545	0.06274934602877912	89	COMPLETE
90	0.2916666666666667	2020-05-21 05:14:36.329255	2020-05-21 05:41:58.892615	256	128	1	46	256	0.5200354783719036	0.0	0.2916666666666667	0.04541198501872659	0.11142322097378277	24.94756554307116	0.08527050936701329	0.0	0.2916666666666667	0.04541198501872659	0.11142322097378277	24.94756554307116	0.08527050936701329	1333144484	1000.0	0.0	0.2916666666666667	0.04541198501872659	0.11142322097378277	24.94756554307116	0.08527050936701329	90	COMPLETE
91	0.2532771535580524	2020-05-21 05:41:58.905676	2020-05-21 06:16:52.982288	256	256	1	29	256	0.49383120699907734	0.0	0.2532771535580524	0.05102996254681648	0.09269662921348315	23.71395131086142	0.0827210231385968	0.0	0.2532771535580524	0.05102996254681648	0.09269662921348315	23.71395131086142	0.0827210231385968	3010448387		0.0	0.2532771535580524	0.05102996254681648	0.09269662921348315	23.71395131086142	0.0827210231385968	91	COMPLETE
92	0.06179775280898876	2020-05-21 06:16:52.994386	2020-05-21 06:19:28.046722	64	64	1	84	128	1.1385751889184927	0.0	0.06179775280898876	0.014044943820224719	0.02762172284644195	54.91760299625468	0.03485957010016293	0.0	0.06179775280898876	0.014044943820224719	0.02762172284644195	54.91760299625468	0.03485957010016293	3081608620	150.0	0.0	0.06179775280898876	0.014044943820224719	0.02762172284644195	54.91760299625468	0.03485957010016293	92	COMPLETE
93	0.039794007490636704	2020-05-21 06:19:28.059847	2020-05-21 06:23:31.478569	64	256	1	91	128	1.2166931548413964	0.0	0.039794007490636704	0.00749063670411985	0.013576779026217229	58.75678838951311	0.028973849592862963	0.0	0.039794007490636704	0.00749063670411985	0.013576779026217229	58.756554307116104	0.02897389984670517	2815367673	150.0	0.0	0.039794007490636704	0.00749063670411985	0.013576779026217229	58.75702247191011	0.02897380006733731	93	COMPLETE
94	0.06647940074906367	2020-05-21 06:23:31.490860	2020-05-21 06:25:45.176329	64	256	2	52	256	1.1383704511005752	0.0	0.06647940074906367	0.011235955056179775	0.030430711610486893	54.94616104868914	0.03498574084524498	0.0	0.06647940074906367	0.011235955056179775	0.030430711610486893	54.94616104868914	0.03498574084524498	2171959375	150.0	0.0	0.06647940074906367	0.011235955056179775	0.030430711610486893	54.94616104868914	0.03498574084524498	94	COMPLETE
95	0.06273408239700375	2020-05-21 06:25:45.188652	2020-05-21 06:34:03.713973	256	256	1	60	256	1.1652555063433163	0.0	0.06273408239700375	0.012172284644194757	0.025280898876404494	56.186797752808985	0.03406886339217248	0.0	0.06273408239700375	0.012172284644194757	0.025280898876404494	56.186797752808985	0.03406886339217248	803219644	150.0	0.0	0.06273408239700375	0.012172284644194757	0.025280898876404494	56.186797752808985	0.03406886339217248	95	COMPLETE
96	0.04868913857677903	2020-05-21 06:34:03.726290	2020-05-21 06:37:06.903828	64	128	2	91	128	1.1913794509347961	0.0	0.04868913857677903	0.011235955056179775	0.023876404494382022	57.471441947565545	0.03173301476588945	0.0	0.04868913857677903	0.011235955056179775	0.023876404494382022	57.471441947565545	0.03173301476588945	4289110897	150.0	0.0	0.04868913857677903	0.011235955056179775	0.023876404494382022	57.471441947565545	0.03173301476588945	96	COMPLETE
97	0.06413857677902622	2020-05-21 06:37:06.917019	2020-05-21 06:39:30.901805	128	128	2	63	256	1.1413384329524128	0.0	0.06413857677902622	0.010767790262172285	0.025280898876404494	55.04634831460674	0.03415147901449561	0.0	0.06413857677902622	0.010767790262172285	0.025280898876404494	55.04634831460674	0.03415147901449561	3722813398	150.0	0.0	0.06413857677902622	0.010767790262172285	0.025280898876404494	55.04634831460674	0.03415147901449561	97	COMPLETE
98	0.2860486891385768	2020-05-21 06:39:30.913631	2020-05-21 06:52:56.172486	256	64	2	65	128	0.6176371737906521	0.0	0.2860486891385768	0.054775280898876406	0.1343632958801498	29.64325842696629	0.08602360901288889	0.0	0.2860486891385768	0.054775280898876406	0.1343632958801498	29.64325842696629	0.08602360901288889	1302012221	450.0	0.0	0.2860486891385768	0.054775280898876406	0.1343632958801498	29.64325842696629	0.08602360901288889	98	COMPLETE
99	0.06647940074906367	2020-05-21 06:52:56.183720	2020-05-21 06:55:51.199774	64	256	1	98	512	1.0872173417370055	0.0	0.06647940074906367	0.01544943820224719	0.0299625468164794	52.495318352059925	0.03711710734509772	0.0	0.06647940074906367	0.01544943820224719	0.0299625468164794	52.495318352059925	0.03711710734509772	1358919419	150.0	0.0	0.06647940074906367	0.01544943820224719	0.0299625468164794	52.495318352059925	0.03711710734509772	99	COMPLETE
