number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00567727947050097	2020-03-15 15:57:09.580303	2020-03-15 16:24:53.943664	64	128	70	0.02222244060932213	256	1.069505813318071	0.005135227661759671	0.00567727947050097	0.005192285746890335	0.005363460002282323	7649.249129864202	0.005652607974309468	0.005135227661759671	0.00567727947050097	0.005192285746890335	0.005363460002282323	7649.245692114572	0.005652610467395084	3364213273	150	0.005135227661759671	0.00567727947050097	0.005192285746890335	0.005363460002282323	7649.252567613831	0.005652605507970568	0	COMPLETE
1	0.29379208033778387	2020-03-15 16:24:53.990445	2020-03-15 23:12:47.179598	128	128	4	0.03851899507704926	128	0.13762360617441133	0.09249115599680474	0.29379208033778387	0.18332762752482026	0.23005819924683327	966.5453041195938	0.16029768117503204	0.09249115599680474	0.29379208033778387	0.18332762752482026	0.23005819924683327	966.5449903001255	0.16029768134687025	2410582756	1000	0.09249115599680474	0.29379208033778387	0.18332762752482026	0.23005819924683327	966.5456179390619	0.1602976810035009	1	COMPLETE
2	0.00587698276845829	2020-03-15 23:12:47.225854	2020-03-15 23:30:21.082270	128	256	34	0.003020829952661285	512	0.985988782490451	0.005135227661759671	0.00587698276845829	0.005249343832020997	0.005363460002282323	7042.685096428164	0.005760789810773015	0.005135227661759671	0.00587698276845829	0.005249343832020997	0.005363460002282323	7042.680560310396	0.005760790408961085	21494463	150	0.005135227661759671	0.00587698276845829	0.005249343832020997	0.005363460002282323	7042.689632545932	0.005760789213784633	2	COMPLETE
3	0.005819924683327628	2020-03-15 23:30:21.114114	2020-03-15 23:49:20.384730	256	256	36	0.00605748675498139	512	0.9774387491364769	0.005135227661759671	0.005819924683327628	0.005249343832020997	0.005363460002282323	6981.890805089582	0.005740318276045656	0.005135227661759671	0.005819924683327628	0.005249343832020997	0.005363460002282323	6981.884942371334	0.005740319070020063	3730561046	150	0.005135227661759671	0.005819924683327628	0.005249343832020997	0.005363460002282323	6981.896667807829	0.005740317483532841	3	COMPLETE
4	0.005477576172543649	2020-03-15 23:49:20.417118	2020-03-16 00:40:22.853963	256	128	62	0.0016558538047218106	128	1.1312784031024261	0.005135227661759671	0.005477576172543649	0.005306401917151661	0.0053349309597169915	8095.865442770741	0.00562001367785745	0.005135227661759671	0.005477576172543649	0.005306401917151661	0.0053349309597169915	8095.862261782495	0.005620013864157034	484322615	150	0.005135227661759671	0.005477576172543649	0.005306401917151661	0.0053349309597169915	8095.868623758986	0.005620013491656704	4	COMPLETE
5	0.005591692342804975	2020-03-16 00:40:22.888437	2020-03-16 00:56:33.663872	64	128	25	0.009384483520123353	512	0.9629859694506232	0.005135227661759671	0.005591692342804975	0.005220814789455666	0.005306401917151661	6876.089210316101	0.005760608598137337	0.005135227661759671	0.005591692342804975	0.005220814789455666	0.005306401917151661	6876.086357411846	0.005760608853803474	2219700343	150	0.005135227661759671	0.005591692342804975	0.005220814789455666	0.005306401917151661	6876.092063220358	0.005760608342706979	5	COMPLETE
6	0.005306401917151661	2020-03-16 00:56:33.697564	2020-03-16 01:47:13.593963	128	64	80	0.08613047616667316	128	1.2094914410257824	0.004878466278671688	0.005306401917151661	0.00510669861919434	0.005192285746890335	8658.180346342577	0.0052696846168629385	0.004878466278671688	0.005306401917151661	0.00510669861919434	0.005192285746890335	8658.177878580394	0.005269684780347819	1311422953	150	0.004878466278671688	0.005306401917151661	0.00510669861919434	0.005192285746890335	8658.182814104759	0.005269684453566088	6	COMPLETE
7	0.005620221385370307	2020-03-16 01:47:13.628023	2020-03-16 02:03:40.686041	64	128	47	0.0053209618876171325	512	1.0069846179567632	0.005135227661759671	0.005620221385370307	0.005163756704325003	0.005363460002282323	7196.105129521853	0.005682563416280994	0.005135227661759671	0.005620221385370307	0.005163756704325003	0.005363460002282323	7196.101991327171	0.00568256363910366	2880343144	150	0.005135227661759671	0.005620221385370307	0.005163756704325003	0.005363460002282323	7196.108267716535	0.005682563193626557	7	COMPLETE
8	0.006504621704895584	2020-03-16 02:03:40.720898	2020-03-16 02:31:35.890758	128	256	30	0.06664035455827315	256	0.8459209312080644	0.005135227661759671	0.006504621704895584	0.005449047129978318	0.005819924683327628	6030.899663357298	0.006227801779999165	0.005135227661759671	0.006504621704895584	0.005449047129978318	0.005819924683327628	6030.894813420062	0.006227802298887858	1112757200	150	0.005135227661759671	0.006504621704895584	0.005449047129978318	0.005819924683327628	6030.904513294534	0.00622780126164642	8	COMPLETE
9	0.004964053406367682	2020-03-16 02:31:35.926860	2020-03-16 02:48:05.401109	256	64	20	0.01730353610990973	512	1.1454436653162892	0.0030526075544904715	0.004964053406367682	0.0038514207463197533	0.004336414469930389	8198.927065502681	0.004001171624573291	0.0030526075544904715	0.004964053406367682	0.0038514207463197533	0.004336414469930389	8198.924825972841	0.004001171914594474	4008143484	150	0.0030526075544904715	0.004964053406367682	0.0038514207463197533	0.004336414469930389	8198.929305032523	0.004001171334928637	9	COMPLETE
10	0.005591692342804975	2020-03-16 02:48:05.437396	2020-03-16 03:05:03.051904	64	128	63	0.016965711802774387	512	1.03881930639886	0.005135227661759671	0.005591692342804975	0.005277872874586329	0.005363460002282323	7428.376483510214	0.005686328578169767	0.005135227661759671	0.005591692342804975	0.005277872874586329	0.005363460002282323	7428.373359580052	0.005686328849824255	4282852365	150	0.005135227661759671	0.005591692342804975	0.005277872874586329	0.005363460002282323	7428.3796074403745	0.005686328306938322	10	COMPLETE
11	0.005391989044847655	2020-03-16 03:05:03.088685	2020-03-16 03:33:04.119809	256	128	27	0.04401846688471078	256	1.0213667805285198	0.005135227661759671	0.005391989044847655	0.005192285746890335	0.005277872874586329	7301.591649549241	0.005590759711504766	0.005135227661759671	0.005391989044847655	0.005192285746890335	0.005277872874586329	7301.589238845145	0.005590760297589996	311409645	150	0.005135227661759671	0.005391989044847655	0.005192285746890335	0.005277872874586329	7301.594060253338	0.005590759127596357	11	COMPLETE
12	0.005420518087412987	2020-03-16 03:33:04.155485	2020-03-16 03:50:16.225313	128	128	54	0.03169585075916333	512	1.059650664278822	0.005135227661759671	0.005420518087412987	0.005249343832020997	0.005306401917151661	7577.0994522423825	0.0056369764362000085	0.005135227661759671	0.005420518087412987	0.005249343832020997	0.005306401917151661	7577.095229944083	0.005636976803083954	1061019042	150	0.005135227661759671	0.005420518087412987	0.005249343832020997	0.005306401917151661	7577.103674540683	0.005636976069647251	12	COMPLETE
13	0.006105215108980943	2020-03-16 03:50:16.261149	2020-03-16 04:06:22.294814	128	64	7	0.0014830039263006357	512	0.9035828131862415	0.004678762980714367	0.006105215108980943	0.005220814789455666	0.005506105215108981	6446.943369850508	0.005822259291497319	0.004678762980714367	0.006105215108980943	0.005220814789455666	0.005506105215108981	6446.940887823805	0.005822259959099149	981526785	150	0.004678762980714367	0.006105215108980943	0.005220814789455666	0.005506105215108981	6446.945851877211	0.0058222586258637	13	COMPLETE
14	0.005449047129978318	2020-03-16 04:06:22.333508	2020-03-16 04:36:50.430975	256	128	86	0.025086266495759787	256	1.1968533286169742	0.005135227661759671	0.005449047129978318	0.005249343832020997	0.005306401917151661	8572.346342576742	0.0055736827148921584	0.005135227661759671	0.005449047129978318	0.005249343832020997	0.005306401917151661	8572.34451671802	0.005573682913954125	2239671845	150	0.005135227661759671	0.005449047129978318	0.005249343832020997	0.005306401917151661	8572.348168435467	0.005573682516039547	14	COMPLETE
