number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values
29	TrialState.COMPLETE	0.0029028300810224807	2020-01-20 08:03:33.026246	2020-01-20 08:16:10.782592	2.355602953916428	250.0	16.0	0.028295403282881857	800.0	0.9927310863096444	0.0018971813305945452	0.0029028300810224807	0.0023322492297158507	0.002496291224466507	7092.18038200388	0.0027053619410914165	0.0018971813305945452	0.0029028300810224807	0.0023322492297158507	0.002496291224466507	7092.180282152231	0.0027053619937312525	0.0018971813305945452	0.0029028300810224807	0.0023322492297158507	0.002496291224466507	7092.180481855529	0.0027053618885684383	29	0.0008416067556772795	0.002215755639240747	
30	TrialState.COMPLETE	0.004781467533949561	2020-01-20 08:16:10.783417	2020-01-20 08:34:18.773635	5.013806323847236	50.0	46.0	0.060835692970271624	900.0	0.9909114298139373	0.003674540682414698	0.004781467533949561	0.003937007874015748	0.004222298299669063	7080.911868081707	0.004454146889563621	0.003674540682414698	0.004781467533949561	0.003937007874015748	0.004222298299669063	7080.911753965537	0.004454146956004463	0.003674540682414698	0.004781467533949561	0.003937007874015748	0.004222298299669063	7080.9119821978775	0.004454146823223236	30		0.00397504659743619	0.004479059682757047
31	TrialState.COMPLETE	0.0005634485906652973	2020-01-20 08:34:18.774473	2020-01-20 08:49:48.125834	1.9107605863596537	350.0	41.0	0.0025986304989247867	700.0	1.000664696622789	0.0	0.0005634485906652973	2.8529042565331506e-05	0.0003708775533493096	7149.183242040397	0.0006242670349967408	0.0	0.0005634485906652973	2.8529042565331506e-05	0.0003708775533493096	7149.183135056487	0.0006242670532391867	0.0	0.0005634485906652973	2.8529042565331506e-05	0.0003708775533493096	7149.183349024307	0.0006242670167828652	31	0.0005563163300239644	0.0005610711704515197	
32	TrialState.COMPLETE	0.0008915325801666096	2020-01-20 08:49:48.126795	2020-01-20 09:05:41.183321	3.102925768129124	350.0	46.0	0.004347002294740687	900.0	0.9991615494952619	0.00014264521282665753	0.0008915325801666096	0.00034234851078397807	0.0005420518087412986	7139.833329767203	0.0008348499253285386	0.00014264521282665753	0.0008915325801666096	0.00034234851078397807	0.0005420518087412986	7139.83318355586	0.0008348499630686301	0.00014264521282665753	0.0008915325801666096	0.00034234851078397807	0.0005420518087412986	7139.833475978546	0.0008348498876337997	32	0.000756019627981285	0.0008463615961048348	
33	TrialState.COMPLETE	0.0007417551066986192	2020-01-20 09:05:41.184172	2020-01-20 09:18:34.050982	5.577485740311034	150.0	41.0	0.005817947963129065	1000.0	1.0075013264112898	0.00011411617026132602	0.0007417551066986192	0.00019970329795732054	0.00034234851078397807	7199.075669719275	0.000731303383162486	0.00011411617026132602	0.0007417551066986192	0.00019970329795732054	0.00034234851078397807	7199.07551637567	0.0007313034232505143	0.00011411617026132602	0.0007417551066986192	0.00019970329795732054	0.00034234851078397807	7199.075823062878	0.0007313033431211234	33	0.0007417551066986192	0.0007417551066986192	
34	TrialState.COMPLETE	0.0007132260641332877	2020-01-20 09:18:34.051890	2020-01-20 09:31:36.774882	2.3823251751982353	250.0	21.0	0.0011480709759026716	1000.0	0.9963787525456353	0.00014264521282665753	0.0007132260641332877	0.00019970329795732054	0.0003138194682186466	7119.59519428278	0.0007903628544538232	0.00014264521282665753	0.0007132260641332877	0.00019970329795732054	0.0003138194682186466	7119.595094431131	0.0007903628951549273	0.00014264521282665753	0.0007132260641332877	0.00019970329795732054	0.0003138194682186466	7119.5952941344285	0.0007903628138274798	34	0.0007132260641332877	0.0007132260641332877	
35	TrialState.COMPLETE	0.0010983681387652631	2020-01-20 09:31:36.775690	2020-01-20 09:44:12.885727	9.435977764264472	350.0	6.0	0.001577580620257154	500.0	0.9912587508984627	2.8529042565331506e-05	0.0010983681387652631	0.0003138194682186466	0.00048499372361063563	7083.711204068241	0.0007951603980862449	2.8529042565331506e-05	0.0010983681387652631	0.0003138194682186466	0.00048499372361063563	7083.711086385941	0.0007951604337307962	2.8529042565331506e-05	0.0010983681387652631	0.0003138194682186466	0.00048499372361063563	7083.711321750542	0.0007951603624816276	35	0.0010555745749172658	0.0010841036174825973	
36	TrialState.COMPLETE	0.0006846970215679561	2020-01-20 09:44:12.886559	2020-01-20 09:56:37.729044	0.6727657995784424	50.0	41.0	0.0032844971425028554	1000.0	1.0007813722400265	0.00017117425539198904	0.0006846970215679561	0.0003708775533493096	0.0005705808513066301	7149.788403657423	0.0008467124899217451	0.00017117425539198904	0.0006846970215679561	0.0003708775533493096	0.0005705808513066301	7149.788243181559	0.000846712571260068	0.00017117425539198904	0.0006846970215679561	0.0003708775533493096	0.0005705808513066301	7149.788564133288	0.0008467124087175543	36	0.0006846970215679561	0.0006846970215679561	
37	TrialState.COMPLETE	0.004347826086956522	2020-01-20 09:56:37.729870	2020-01-20 10:16:32.900698	5.625710204278451	350.0	16.0	0.09407632410582388	700.0	0.9993026397389952	0.0037772452356498918	0.004347826086956522	0.0038856555973981514	0.003994065959146411	7139.544388337327	0.004401444476063436	0.0037772452356498918	0.004347826086956522	0.0038856555973981514	0.003994065959146411	7139.544259956636	0.004401444502072206	0.0037772452356498918	0.004347826086956522	0.0038856555973981514	0.003994065959146411	7139.544516718019	0.004401444450088855	37		0.003613678724941991	0.0040725208262010724
38	TrialState.COMPLETE	0.000927193883373274	2020-01-20 10:16:32.901564	2020-01-20 10:33:02.530528	4.878168814938087	450.0	31.0	0.006978324914169057	900.0	0.9941541705074057	5.705808513066301e-05	0.000927193883373274	0.00034234851078397807	0.0004564646810453041	7102.320463169006	0.0008089408555511762	5.705808513066301e-05	0.000927193883373274	0.00034234851078397807	0.0004564646810453041	7102.320352618966	0.0008089409902584259	5.705808513066301e-05	0.000927193883373274	0.00034234851078397807	0.0004564646810453041	7102.320573719046	0.0008089407214720917	38	0.0008558712769599452	0.0009034196812354977	
39	TrialState.COMPLETE	0.000756019627981285	2020-01-20 10:33:02.531352	2020-01-20 10:46:46.940394	8.988073445730953	250.0	41.0	0.0037467487910560443	1000.0	0.9948799282469007	0.00011411617026132602	0.000756019627981285	0.00017830651603332193	0.00032808398950131233	7107.682461057857	0.0007652637425845908	0.00011411617026132602	0.000756019627981285	0.00017830651603332193	0.00032808398950131233	7107.682364772339	0.0007652638080677937	0.00011411617026132602	0.000756019627981285	0.00017830651603332193	0.00032808398950131233	7107.682557343375	0.0007652636773422399	39	0.0007417551066986192	0.0007512647875537297	
40	TrialState.COMPLETE	0.0017188748145612234	2020-01-20 10:46:46.941228	2020-01-20 10:57:44.645142	7.213532315017813	50.0	6.0	0.009569008222786335	500.0	0.9958956497931208	0.0005848453725892959	0.0017188748145612234	0.0008487390163186123	0.0011768230058199246	7116.67526460687	0.001386703026408582	0.0005848453725892959	0.0017188748145612234	0.0008487390163186123	0.0011768230058199246	7116.675089866484	0.0013867031393607514	0.0005848453725892959	0.0017188748145612234	0.0008487390163186123	0.0011768230058199246	7116.675439347256	0.0013867029137062195	40	0.001155426223895926	0.0015310586176727908	
41	TrialState.COMPLETE	0.0036659819696450986	2020-01-20 10:57:44.646022	2020-01-20 11:10:12.583192	3.896341943751733	250.0	16.0	0.01627150906042541	800.0	0.9995639471939834	0.0021254136711171974	0.0036659819696450986	0.0026318041766518314	0.0029812849480771427	7142.233838297387	0.0030288315735849916	0.0021254136711171974	0.0036659819696450986	0.0026318041766518314	0.0029812849480771427	7142.233702784434	0.0030288316440257265	0.0021254136711171974	0.0036659819696450986	0.0026318041766518314	0.0029812849480771427	7142.233973810339	0.0030288315032499288	41	0.0020540910647038686	0.003128685001331355	
42	TrialState.COMPLETE	0.000463596941686637	2020-01-20 11:10:12.584090	2020-01-20 11:23:16.947571	3.6693228533242994	150.0	46.0	0.007762581310206605	700.0	0.9990564839061452	5.705808513066301e-05	0.000463596941686637	0.00014264521282665753	0.0002567613830879836	7139.368092405569	0.0006487643216699336	5.705808513066301e-05	0.000463596941686637	0.00014264521282665753	0.0002567613830879836	7139.367960458747	0.000648764339406899	5.705808513066301e-05	0.000463596941686637	0.00014264521282665753	0.0002567613830879836	7139.368224352391	0.0006487643039438619	42	0.0004136711171973069	0.00044695500019019364	
43	TrialState.COMPLETE	0.004507588725322378	2020-01-20 11:23:16.948402	2020-01-20 11:41:17.287733	8.092181784268114	50.0	36.0	0.04062029977475925	800.0	0.9959600785537995	0.003480543192970444	0.004507588725322378	0.0038571265548328197	0.0040454182357640076	7116.309597169919	0.00423039066481596	0.003480543192970444	0.004507588725322378	0.0038571265548328197	0.0040454182357640076	7116.309483053748	0.004230390683994542	0.003480543192970444	0.004507588725322378	0.0038571265548328197	0.0040454182357640076	7116.30971128609	0.004230390645665305	43		0.003708775533493096	0.004208033778386398
44	TrialState.COMPLETE	0.0005848453725892959	2020-01-20 11:41:17.288603	2020-01-20 11:56:34.807472	7.550858621852617	450.0	21.0	0.0025219463847255394	500.0	1.0016833076642508	8.558712769599452e-05	0.0005848453725892959	0.00022823234052265205	0.0003708775533493096	7157.05526432158	0.0007378529757894947	8.558712769599452e-05	0.0005848453725892959	0.00022823234052265205	0.0003708775533493096	7157.055139507018	0.0007378529969582363	8.558712769599452e-05	0.0005848453725892959	0.00022823234052265205	0.0003708775533493096	7157.055389136141	0.0007378529546363059	44	0.0005705808513066301	0.0005800905321617407	
45	TrialState.COMPLETE	0.003908478831450416	2020-01-20 11:56:34.808284	2020-01-20 12:14:37.661678	1.6561919009956572	50.0	41.0	0.0399726584338717	700.0	1.000089256597	0.003041195937464339	0.003908478831450416	0.0033207805546045873	0.003554718703640306	7145.246687778158	0.0037626950599569126	0.003041195937464339	0.003908478831450416	0.0033207805546045873	0.003554718703640306	7145.246490927764	0.0037626951142125564	0.003041195937464339	0.003908478831450416	0.0033207805546045873	0.003554718703640306	7145.246884628552	0.003762695005774877	45		0.0029004526608087033	0.003530469017459774
