number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0847378277153558	2020-03-09 03:52:58.925365	2020-03-09 03:53:31.231901	256	2	14	0.00224429471495561	0.022533345522804553	512	1.0352048663202715	0.0	0.0847378277153558	0.013576779026217229	0.03464419475655431	49.98174157303371	0.03972118220170433	0.0	0.0847378277153558	0.013576779026217229	0.03464419475655431	49.98174157303371	0.03972118220170433	860744134	150.0	0.0	0.0847378277153558	0.013576779026217229	0.03464419475655431	49.98174157303371	0.03972118220170433	0	COMPLETE
1	0.10205992509363296	2020-03-09 03:53:31.247734	2020-03-09 03:54:56.385920	256	1	25	0.0028685315184332635	0.13295184660036208	128	1.0030991503783966	0.0	0.10205992509363296	0.026217228464419477	0.05056179775280899	48.34410112359551	0.046862407271900657	0.0	0.10205992509363296	0.026217228464419477	0.05056179775280899	48.34410112359551	0.046862407271900657	1412117042	150.0	0.0	0.10205992509363296	0.026217228464419477	0.05056179775280899	48.34410112359551	0.046862407271900657	1	COMPLETE
2	0.09644194756554307	2020-03-09 03:54:56.404346	2020-03-09 03:57:40.081896	64	1	88	0.015510068385117948	0.14194384418453154	128	1.0035286757088708	0.00749063670411985	0.09644194756554307	0.025280898876404494	0.04260299625468165	48.42883895131086	0.0497743848431113	0.00749063670411985	0.09644194756554307	0.025280898876404494	0.04260299625468165	48.42837078651685	0.04977482166580098	1856228286	250.0	0.00749063670411985	0.09644194756554307	0.025280898876404494	0.04260299625468165	48.429307116104866	0.04977396106875317	2	COMPLETE
3	0.09644194756554307	2020-03-09 03:57:40.092509	2020-03-09 03:59:51.320157	64	2	16	0.0025276392335173256	0.024990882642920605	128	0.9931028451341508	0.0	0.09644194756554307	0.019662921348314606	0.04353932584269663	47.94241573033708	0.044752518321978796	0.0	0.09644194756554307	0.019662921348314606	0.04353932584269663	47.94241573033708	0.044752518321978796	4163472789	200.0	0.0	0.09644194756554307	0.019662921348314606	0.04353932584269663	47.94241573033708	0.044752518321978796	3	COMPLETE
4	0.09035580524344569	2020-03-09 03:59:51.332722	2020-03-09 04:01:17.716069	128	1	11	0.00485948304587635	0.19005050007071655	128	1.0125633172554833	0.0	0.09035580524344569	0.019662921348314606	0.03651685393258427	48.89138576779026	0.042380759522445056	0.0	0.09035580524344569	0.019662921348314606	0.03651685393258427	48.89138576779026	0.042380759522445056	3165602176	150.0	0.0	0.09035580524344569	0.019662921348314606	0.03651685393258427	48.89138576779026	0.042380759522445056	4	COMPLETE
5	0.13155430711610486	2020-03-09 04:01:17.728732	2020-03-09 04:08:24.197600	64	2	18	0.017452274905658403	0.16452207058829993	128	0.9653875856112675	0.012640449438202247	0.13155430711610486	0.03698501872659176	0.0749063670411985	46.572565543071164	0.06177877958935152	0.012640449438202247	0.13155430711610486	0.03698501872659176	0.0749063670411985	46.572565543071164	0.06177877958935152	3473420447	550.0	0.012640449438202247	0.13155430711610486	0.03698501872659176	0.0749063670411985	46.572565543071164	0.06177877958935152	5	COMPLETE
6	0.1104868913857678	2020-03-09 04:08:24.216507	2020-03-09 04:08:55.538163	128	1	91	0.020983752084364635	0.01724412491331422	512	0.9952760672437425	0.0	0.1104868913857678	0.03136704119850187	0.05383895131086142	48.02808988764045	0.04837973400033392	0.0	0.1104868913857678	0.03136704119850187	0.05383895131086142	48.02808988764045	0.04837973400033392	1045848002	150.0	0.0	0.1104868913857678	0.03136704119850187	0.05383895131086142	48.02808988764045	0.04837973400033392	6	COMPLETE
7	0.13670411985018727	2020-03-09 04:08:55.550526	2020-03-09 04:13:57.241367	128	1	79	0.046382451959168486	0.05184151464269719	128	0.958626833602207	0.011235955056179775	0.13670411985018727	0.04400749063670412	0.06882022471910113	46.29026217228464	0.0613836200276207	0.011235955056179775	0.13670411985018727	0.04400749063670412	0.06882022471910113	46.29026217228464	0.0613836200276207	2193959075	400.0	0.011235955056179775	0.13670411985018727	0.04400749063670412	0.06882022471910113	46.29026217228464	0.0613836200276207	7	COMPLETE
8	0.09269662921348315	2020-03-09 04:13:57.263445	2020-03-09 04:14:25.958900	128	2	58	0.0021351439329453993	0.16073903812017248	512	1.0191458022040543	0.0	0.09269662921348315	0.02247191011235955	0.03932584269662921	49.17696629213483	0.04346062698366385	0.0	0.09269662921348315	0.02247191011235955	0.03932584269662921	49.17696629213483	0.04346062698366385	1685001226	150.0	0.0	0.09269662921348315	0.02247191011235955	0.03932584269662921	49.17696629213483	0.04346062698366385	8	COMPLETE
9	0.08614232209737828	2020-03-09 04:14:25.972933	2020-03-09 04:14:51.654477	64	2	32	0.03782725611795935	0.21213926233162864	512	1.0179957329506606	0.0009363295880149813	0.08614232209737828	0.020131086142322098	0.04073033707865169	49.120318352059925	0.04277564775848423	0.0009363295880149813	0.08614232209737828	0.020131086142322098	0.04073033707865169	49.120318352059925	0.04277564775848423	1533919448	150.0	0.0009363295880149813	0.08614232209737828	0.020131086142322098	0.04073033707865169	49.120318352059925	0.04277564775848423	9	COMPLETE
10	0.09737827715355805	2020-03-09 04:14:51.666558	2020-03-09 04:15:17.069544	64	1	19	0.035585489386417916	0.06680245379796997	512	1.0156915261120665	0.0	0.09737827715355805	0.025280898876404494	0.04307116104868914	49.014044943820224	0.04477718152069697	0.0	0.09737827715355805	0.025280898876404494	0.04307116104868914	49.014044943820224	0.04477718152069697	4006499301	150.0	0.0	0.09737827715355805	0.025280898876404494	0.04307116104868914	49.014044943820224	0.04477718152069697	10	COMPLETE
11	0.10205992509363296	2020-03-09 04:15:17.079786	2020-03-09 04:16:06.449758	128	1	77	0.0034040131532168893	0.03044160284875166	256	0.9997236144376661	0.0	0.10205992509363296	0.023408239700374533	0.04868913857677903	48.18773408239701	0.04655172624108828	0.0	0.10205992509363296	0.023408239700374533	0.04868913857677903	48.18773408239701	0.04655172624108828	1357772440	150.0	0.0	0.10205992509363296	0.023408239700374533	0.04868913857677903	48.18773408239701	0.04655172624108828	11	COMPLETE
