number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.04307116104868914	2020-03-13 07:02:14.697950	2020-03-13 07:03:22.140513	256	64	78	0.07251886084463387	256	1.2395235012731889	0.0	0.04307116104868914	0.00749063670411985	0.018726591760299626	59.862827715355806	0.028888408964948993	0.0	0.04307116104868914	0.00749063670411985	0.018726591760299626	59.862827715355806	0.028888408964948993	2025804415	150	0.0	0.04307116104868914	0.00749063670411985	0.018726591760299626	59.862827715355806	0.028888408964948993	0	COMPLETE
1	0.10861423220973783	2020-03-13 07:03:22.155272	2020-03-13 07:05:55.674121	128	64	43	0.014350148396171304	256	0.9105344284570005	0.0	0.10861423220973783	0.018258426966292134	0.041666666666666664	44.26825842696629	0.04818513996215199	0.0	0.10861423220973783	0.018258426966292134	0.041666666666666664	44.26825842696629	0.04818513996215199	715421677	300	0.0	0.10861423220973783	0.018258426966292134	0.041666666666666664	44.26825842696629	0.04818513996215199	1	COMPLETE
2	0.047752808988764044	2020-03-13 07:05:55.689055	2020-03-13 07:06:31.735084	128	64	78	0.09985218091985065	512	1.280775481571656	0.0	0.047752808988764044	0.00749063670411985	0.019662921348314606	61.811797752808985	0.028307659517879117	0.0	0.047752808988764044	0.00749063670411985	0.019662921348314606	61.811797752808985	0.028307659517879117	1876842137	150	0.0	0.047752808988764044	0.00749063670411985	0.019662921348314606	61.811797752808985	0.028307659517879117	2	COMPLETE
3	0.3080524344569288	2020-03-13 07:06:31.744930	2020-03-13 07:09:32.233642	256	256	16	0.0010352552878830688	256	0.5985985082314326	0.0018726591760299626	0.3080524344569288	0.10955056179775281	0.1760299625468165	28.54494382022472	0.10740090997322267	0.0018726591760299626	0.3080524344569288	0.10955056179775281	0.1760299625468165	28.54494382022472	0.10740090997322267	2387981714	350	0.0018726591760299626	0.3080524344569288	0.10955056179775281	0.1760299625468165	28.54494382022472	0.10740090997322267	3	COMPLETE
4	0.06647940074906367	2020-03-13 07:09:32.249965	2020-03-13 07:12:34.553370	256	256	75	0.08928527325995304	128	1.1021665778893572	0.0056179775280898875	0.06647940074906367	0.02247191011235955	0.03651685393258427	53.17251872659176	0.04180940485396763	0.0056179775280898875	0.06647940074906367	0.02247191011235955	0.03651685393258427	53.15964419475655	0.04181491456770132	1516936147	200	0.0056179775280898875	0.06647940074906367	0.02247191011235955	0.03651685393258427	53.18539325842696	0.04180421559289062	4	COMPLETE
5	0.12219101123595505	2020-03-13 07:12:34.565437	2020-03-13 07:17:23.302821	256	128	34	0.002278004088979192	128	0.8375071680229087	0.0	0.12219101123595505	0.020131086142322098	0.04073033707865169	40.225187265917604	0.051409853560990135	0.0	0.12219101123595505	0.020131086142322098	0.04073033707865169	40.225187265917604	0.051409853560990135	1500765996	300	0.0	0.12219101123595505	0.020131086142322098	0.04073033707865169	40.225187265917604	0.051409853560990135	5	COMPLETE
6	0.07724719101123595	2020-03-13 07:17:23.314801	2020-03-13 07:18:49.826643	256	256	49	0.0016770314883063065	512	0.9214040023180541	0.0	0.07724719101123595	0.009363295880149813	0.026217228464419477	44.32326779026217	0.041845578231007	0.0	0.07724719101123595	0.009363295880149813	0.026217228464419477	44.32303370786517	0.04184614916368262	1051285791	250	0.0	0.07724719101123595	0.009363295880149813	0.026217228464419477	44.32350187265918	0.04184503448560165	6	COMPLETE
7	0.14840823970037453	2020-03-13 07:18:49.838670	2020-03-13 07:21:51.266556	64	256	38	0.002044023700765123	512	0.8262023864355817	0.0	0.14840823970037453	0.02200374531835206	0.054307116104868915	39.5126404494382	0.055415904670003964	0.0	0.14840823970037453	0.02200374531835206	0.054307116104868915	39.5126404494382	0.055415904670003964	533577926	550	0.0	0.14840823970037453	0.02200374531835206	0.054307116104868915	39.5126404494382	0.055415904670003964	7	COMPLETE
8	0.11844569288389513	2020-03-13 07:21:51.276748	2020-03-13 07:26:37.471292	64	256	46	0.0010701159851913466	128	0.8902113888437131	0.0	0.11844569288389513	0.016853932584269662	0.04353932584269663	42.62102059925093	0.04885656055596274	0.0	0.11844569288389513	0.016853932584269662	0.04353932584269663	42.62078651685393	0.04885680027167908	2008646388	300	0.0	0.11844569288389513	0.016853932584269662	0.04353932584269663	42.62125468164794	0.04885632833136253	8	COMPLETE
9	0.10252808988764045	2020-03-13 07:26:37.481568	2020-03-13 07:27:35.831178	64	256	39	0.042416473398356636	512	0.8738057749931899	0.0	0.10252808988764045	0.012172284644194757	0.03604868913857678	42.50374531835206	0.04656253264966027	0.0	0.10252808988764045	0.012172284644194757	0.03604868913857678	42.50374531835206	0.04656253264966027	76257061	200	0.0	0.10252808988764045	0.012172284644194757	0.03604868913857678	42.50374531835206	0.04656253264966027	9	COMPLETE
