number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0005135227661759672	2020-03-11 10:11:05.529777	2020-03-11 12:46:15.325645	7.484611688620057	0.09497071793347357	128	0.003730130967095799	512	0.17249001628841007	0.9932988004160311	5.705808513066301e-05	0.0005135227661759672	0.00017117425539198904	0.00028529042565331506	7098.595429647381	0.000663189599180217	5.705808513066301e-05	0.0005135227661759672	0.00017117425539198904	0.00028529042565331506	7098.592434097912	0.0006631898544488033	1903528280	150	5.705808513066301e-05	0.0005135227661759672	0.00017117425539198904	0.00028529042565331506	7098.59842519685	0.0006631893440803083	0	COMPLETE
1	0.0009414584046559398	2020-03-11 12:46:15.375746	2020-03-11 15:21:22.982704	8.52053608019844	0.07745991560269244	128	0.0038818457433092628	512	0.43503498386113504	0.9943347493597414	5.705808513066301e-05	0.0009414584046559398	0.00011411617026132602	0.0003138194682186466	7102.492183042337	0.0008892316896518693	5.705808513066301e-05	0.0009414584046559398	0.00011411617026132602	0.0003138194682186466	7102.489872189889	0.0008892320489244179	3827410571	150	5.705808513066301e-05	0.0009414584046559398	0.00011411617026132602	0.0003138194682186466	7102.494493894785	0.0008892313311006882	1	COMPLETE
2	0.0008558712769599452	2020-03-11 15:21:23.032548	2020-03-11 18:01:05.166571	4.56654185007833	0.024406079735815888	128	0.006015748409468486	128	0.0018428219916198872	0.9705280803725517	0.0	0.0008558712769599452	8.558712769599452e-05	0.0003138194682186466	6931.720743466849	0.0006609661250391448	0.0	0.0008558712769599452	8.558712769599452e-05	0.0003138194682186466	6931.718133059455	0.0006609664595369361	1481087347	150	0.0	0.0008558712769599452	8.558712769599452e-05	0.0003138194682186466	6931.723353874244	0.0006609657909555171	2	COMPLETE
3	0.00048499372361063563	2020-03-11 18:01:05.209239	2020-03-11 19:33:23.265755	5.047243225054988	0.020386983683713635	64	0.012525331940361628	128	0.22092231476299554	0.9948963494118203	5.705808513066301e-05	0.00048499372361063563	0.00014264521282665753	0.00028529042565331506	7108.285062193313	0.0006772050163661394	5.705808513066301e-05	0.00048499372361063563	0.00014264521282665753	0.00028529042565331506	7108.283778386397	0.0006772050949187928	2806855340	150	5.705808513066301e-05	0.00048499372361063563	0.00014264521282665753	0.00028529042565331506	7108.286346000228	0.0006772049378522048	3	COMPLETE
4	0.00048499372361063563	2020-03-11 19:33:23.304060	2020-03-11 21:05:40.596139	6.01066692867239	0.014103972121183675	64	0.0067625470226271205	128	0.2964221202560865	1.0232255932660521	5.705808513066301e-05	0.00048499372361063563	0.00019970329795732054	0.0002567613830879836	7311.623345315531	0.0005907779517079415	5.705808513066301e-05	0.00048499372361063563	0.00019970329795732054	0.0002567613830879836	7311.621761953669	0.000590778078719879	1173176955	150	5.705808513066301e-05	0.00048499372361063563	0.00019970329795732054	0.0002567613830879836	7311.624928677394	0.0005907778247930421	4	COMPLETE
5	0.0006561679790026247	2020-03-11 21:05:40.636065	2020-03-11 22:34:52.629939	8.55281200660062	0.09850648616881487	64	0.011096523158325914	256	0.10935621696913911	0.99486215569229	5.705808513066301e-05	0.0006561679790026247	0.00017117425539198904	0.0003138194682186466	7107.697306858382	0.0006767483305979805	5.705808513066301e-05	0.0006561679790026247	0.00017117425539198904	0.0003138194682186466	7107.69528129636	0.0006767486072131335	2356998462	150	5.705808513066301e-05	0.0006561679790026247	0.00017117425539198904	0.0003138194682186466	7107.699332420404	0.0006767480543063267	5	COMPLETE
6	0.0007702841492639507	2020-03-11 22:34:52.670582	2020-03-12 00:04:05.008352	2.2103454568623024	0.032892428571627434	64	0.0011370030299452482	256	0.19277016874614955	0.9662968063126399	2.8529042565331506e-05	0.0007702841492639507	0.00011411617026132602	0.00048499372361063563	6901.055845600822	0.0007062373621262365	2.8529042565331506e-05	0.0007702841492639507	0.00011411617026132602	0.00048499372361063563	6901.0543192970445	0.000706237529012237	806527121	150	2.8529042565331506e-05	0.0007702841492639507	0.00011411617026132602	0.00048499372361063563	6901.057371904599	0.0007062371954212679	6	COMPLETE
7	0.0006561679790026247	2020-03-12 00:04:05.061786	2020-03-12 01:31:48.463207	7.846219699108328	0.047672493371037385	64	0.0027008925239187776	512	0.09028312946934891	1.0048066526177217	8.558712769599452e-05	0.0006561679790026247	0.00034234851078397807	0.00048499372361063563	7180.195409677051	0.000808874742735313	8.558712769599452e-05	0.0006561679790026247	0.00034234851078397807	0.00048499372361063563	7180.193797786146	0.0008088749628825701	3479527693	150	8.558712769599452e-05	0.0006561679790026247	0.00034234851078397807	0.00048499372361063563	7180.197021567956	0.000808874522912517	7	COMPLETE
8	0.0004564646810453041	2020-03-12 01:31:48.499964	2020-03-12 03:00:58.551173	6.332981389860753	0.025636310750001074	64	0.002515741033297663	256	0.007852022370549785	1.0123020016624749	2.8529042565331506e-05	0.0004564646810453041	8.558712769599452e-05	0.00022823234052265205	7236.002867168778	0.00070830178187528	2.8529042565331506e-05	0.0004564646810453041	8.558712769599452e-05	0.00022823234052265205	7236.001169690745	0.0007083019089514494	1225429342	150	2.8529042565331506e-05	0.0004564646810453041	8.558712769599452e-05	0.00022823234052265205	7236.004564646811	0.0007083016549249332	8	COMPLETE
9	0.0008273422343946138	2020-03-12 03:00:58.588119	2020-03-12 04:28:41.826045	1.1926115181702963	0.02665226746226207	64	0.004136047217640242	512	0.07784930274732157	0.9616480318767201	5.705808513066301e-05	0.0008273422343946138	0.00014264521282665753	0.00028529042565331506	6866.24633401803	0.0007245729631317735	5.705808513066301e-05	0.0008273422343946138	0.00014264521282665753	0.00028529042565331506	6866.24455095287	0.0007245730875634329	439503651	150	5.705808513066301e-05	0.0008273422343946138	0.00014264521282665753	0.00028529042565331506	6866.248117083191	0.0007245728387713628	9	COMPLETE
