number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.476123595505618	2020-03-16 13:35:03.044316	2020-03-16 13:35:19.081680	256	64	1	0.024309404668086926	512	0.0871640290441204	0.34549315086450805	0.04073033707865169	0.476123595505618	0.17088014981273408	0.273876404494382	16.609082397003746	0.1711068065642905	0.04073033707865169	0.476123595505618	0.17088014981273408	0.273876404494382	16.609082397003746	0.1711068065642905	3930911254	200	0.04073033707865169	0.476123595505618	0.17088014981273408	0.273876404494382	16.609082397003746	0.1711068065642905	0	COMPLETE
1	0.5674157303370787	2020-03-16 13:35:19.114149	2020-03-16 13:35:44.258557	64	256	2	0.009090018007406045	128	0.0597923266070356	0.2867390840848008	0.08239700374531835	0.5674157303370787	0.2401685393258427	0.3586142322097378	13.794007490636703	0.22391537125449532	0.08239700374531835	0.5674157303370787	0.2401685393258427	0.3586142322097378	13.794007490636703	0.22391537125449532	517437846	200	0.08239700374531835	0.5674157303370787	0.2401685393258427	0.3586142322097378	13.794007490636703	0.22391537125449532	1	COMPLETE
2	0.5102996254681648	2020-03-16 13:35:44.311844	2020-03-16 13:36:08.387770	128	64	2	0.009314895459698708	128	0.07551612511317993	0.32089101801511277	0.05805243445692884	0.5102996254681648	0.20365168539325842	0.3094569288389513	15.437734082397004	0.19510931921996605	0.05805243445692884	0.5102996254681648	0.20365168539325842	0.3094569288389513	15.437734082397004	0.19510931921996605	4079987634	200	0.05805243445692884	0.5102996254681648	0.20365168539325842	0.3094569288389513	15.437734082397004	0.19510931921996605	2	COMPLETE
3	0.5561797752808989	2020-03-16 13:36:08.415065	2020-03-16 13:36:24.226064	64	256	2	0.059757060768910734	512	0.002204067077215925	0.2893086605729738	0.09176029962546817	0.5561797752808989	0.2443820224719101	0.35720973782771537	13.920880149812733	0.22954778781174404	0.09176029962546817	0.5561797752808989	0.2443820224719101	0.35720973782771537	13.920880149812733	0.22954778781174404	110172840	200	0.09176029962546817	0.5561797752808989	0.2443820224719101	0.35720973782771537	13.920880149812733	0.22954778781174404	3	COMPLETE
4	0.3548689138576779	2020-03-16 13:36:24.252633	2020-03-16 13:37:03.098826	128	64	1	0.0010576312618570307	128	0.35204750604756535	0.44058361581146493	0.0028089887640449437	0.3548689138576779	0.10908239700374532	0.199438202247191	21.228932584269664	0.1156835900745125	0.0028089887640449437	0.3548689138576779	0.10908239700374532	0.199438202247191	21.228932584269664	0.1156835900745125	2464774870	300	0.0028089887640449437	0.3548689138576779	0.10908239700374532	0.199438202247191	21.228932584269664	0.1156835900745125	4	COMPLETE
5	0.5632022471910112	2020-03-16 13:37:03.123005	2020-03-16 13:37:25.507147	64	64	1	0.013243532608580506	128	0.024368982465716706	0.2900698157280251	0.08239700374531835	0.5632022471910112	0.24297752808988765	0.34691011235955055	13.955056179775282	0.22366895531270226	0.08239700374531835	0.5632022471910112	0.24297752808988765	0.34691011235955055	13.955056179775282	0.22366895531270226	4118894761	200	0.08239700374531835	0.5632022471910112	0.24297752808988765	0.34691011235955055	13.955056179775282	0.22366895531270226	5	COMPLETE
6	0.4461610486891386	2020-03-16 13:37:25.533785	2020-03-16 13:37:41.127796	64	256	2	0.08338276551184615	512	0.2102012565138144	0.365687225212793	0.019662921348314606	0.4461610486891386	0.14747191011235955	0.25374531835205993	17.589887640449437	0.14775577222652408	0.019662921348314606	0.4461610486891386	0.14747191011235955	0.25374531835205993	17.589887640449437	0.14775577222652408	4046696983	200	0.019662921348314606	0.4461610486891386	0.14747191011235955	0.25374531835205993	17.589887640449437	0.14775577222652408	6	COMPLETE
7	0.5533707865168539	2020-03-16 13:37:41.154283	2020-03-16 13:37:58.831159	64	256	1	0.011755828716414691	256	0.05205296377127541	0.291285393365453	0.0847378277153558	0.5533707865168539	0.24531835205992508	0.3637640449438202	14.022940074906368	0.22757320638113823	0.0847378277153558	0.5533707865168539	0.24531835205992508	0.3637640449438202	14.022940074906368	0.22757320638113823	199037328	200	0.0847378277153558	0.5533707865168539	0.24531835205992508	0.3637640449438202	14.022940074906368	0.22757320638113823	7	COMPLETE
8	0.5187265917602997	2020-03-16 13:37:58.857749	2020-03-16 13:38:15.245629	128	128	1	0.037015272538907004	256	0.010945029441984477	0.3132244013842851	0.062265917602996254	0.5187265917602997	0.2045880149812734	0.31413857677902624	15.073970037453183	0.19863626546679197	0.062265917602996254	0.5187265917602997	0.2045880149812734	0.31413857677902624	15.073970037453183	0.19863626546679197	285808376	200	0.062265917602996254	0.5187265917602997	0.2045880149812734	0.31413857677902624	15.073970037453183	0.19863626546679197	8	COMPLETE
9	0.5070224719101124	2020-03-16 13:38:15.282597	2020-03-16 13:38:33.996953	256	64	1	0.029096832806295585	256	0.0012610551337929174	0.31939923855796987	0.0599250936329588	0.5070224719101124	0.20131086142322097	0.3061797752808989	15.376404494382022	0.19285642376616327	0.0599250936329588	0.5070224719101124	0.20131086142322097	0.3061797752808989	15.376404494382022	0.19285642376616327	1024376221	200	0.0599250936329588	0.5070224719101124	0.20131086142322097	0.3061797752808989	15.376404494382022	0.19285642376616327	9	COMPLETE
10	0.6156367041198502	2020-03-16 13:38:34.024370	2020-03-16 13:39:01.335864	128	64	1	0.0010315168795518323	512	0.007651132003748474	0.2454166896449409	0.10159176029962547	0.6156367041198502	0.27808988764044945	0.40262172284644193	11.782771535580524	0.2530032922916599	0.10159176029962547	0.6156367041198502	0.27808988764044945	0.40262172284644193	11.782771535580524	0.2530032922916599	2624043694	350	0.10159176029962547	0.6156367041198502	0.27808988764044945	0.40262172284644193	11.782771535580524	0.2530032922916599	10	COMPLETE
11	0.5126404494382022	2020-03-16 13:39:01.386274	2020-03-16 13:39:16.398586	256	128	2	0.03304765384152071	512	0.010529572872295218	0.31328852119339345	0.06460674157303371	0.5126404494382022	0.21161048689138576	0.32303370786516855	15.079588014981274	0.20123848730593719	0.06460674157303371	0.5126404494382022	0.21161048689138576	0.32303370786516855	15.079588014981274	0.20123848730593719	1564255686	200	0.06460674157303371	0.5126404494382022	0.21161048689138576	0.32303370786516855	15.079588014981274	0.20123848730593719	11	COMPLETE
12	0.5449438202247191	2020-03-16 13:39:16.419573	2020-03-16 13:39:33.194669	64	128	2	0.08594899793679005	256	0.00621601596500766	0.29289805862968893	0.07724719101123595	0.5449438202247191	0.2200374531835206	0.3258426966292135	14.086142322097379	0.21432086540337952	0.07724719101123595	0.5449438202247191	0.2200374531835206	0.3258426966292135	14.086142322097379	0.21432086540337952	209548412	200	0.07724719101123595	0.5449438202247191	0.2200374531835206	0.3258426966292135	14.086142322097379	0.21432086540337952	12	COMPLETE
13	0.5430711610486891	2020-03-16 13:39:33.215688	2020-03-16 13:39:57.429578	128	64	1	0.007234764128725956	128	0.009794191869628441	0.29811995482414066	0.08333333333333333	0.5430711610486891	0.24297752808988765	0.3450374531835206	14.343632958801498	0.22243413506391885	0.08333333333333333	0.5430711610486891	0.24297752808988765	0.3450374531835206	14.343632958801498	0.22243413506391885	4168436859	200	0.08333333333333333	0.5430711610486891	0.24297752808988765	0.3450374531835206	14.343632958801498	0.22243413506391885	13	COMPLETE
14	0.5234082397003745	2020-03-16 13:39:57.456573	2020-03-16 13:40:21.250530	256	64	2	0.013221416777952993	128	0.016381005957325463	0.31163808381645364	0.06741573033707865	0.5234082397003745	0.20880149812734083	0.3146067415730337	14.99438202247191	0.2008428068768988	0.06741573033707865	0.5234082397003745	0.20880149812734083	0.3146067415730337	14.99438202247191	0.2008428068768988	2119514661	200	0.06741573033707865	0.5234082397003745	0.20880149812734083	0.3146067415730337	14.99438202247191	0.2008428068768988	14	COMPLETE
15	0.6292134831460674	2020-03-16 13:40:21.277519	2020-03-16 13:40:50.290122	64	256	2	0.0016503032248106329	256	0.014925603251879208	0.24391016011537936	0.11189138576779026	0.6292134831460674	0.28370786516853935	0.40823970037453183	11.722846441947565	0.2603314953513825	0.11189138576779026	0.6292134831460674	0.28370786516853935	0.40823970037453183	11.722846441947565	0.2603314953513825	3707974978	300	0.11189138576779026	0.6292134831460674	0.28370786516853935	0.40823970037453183	11.722846441947565	0.2603314953513825	15	COMPLETE
16	0.547752808988764	2020-03-16 13:40:50.322430	2020-03-16 13:41:04.498879	64	128	2	0.059329833519789654	512	0.029069337597319004	0.2989508350857635	0.08707865168539326	0.547752808988764	0.23735955056179775	0.3506554307116105	14.389513108614231	0.22518924650569494	0.08707865168539326	0.547752808988764	0.23735955056179775	0.3506554307116105	14.389513108614231	0.22518924650569494	1981607838	200	0.08707865168539326	0.547752808988764	0.23735955056179775	0.3506554307116105	14.389513108614231	0.22518924650569494	16	COMPLETE
17	0.5416666666666666	2020-03-16 13:41:04.525717	2020-03-16 13:41:28.074198	256	64	1	0.05904322221044671	128	0.016244487210099808	0.29499513364121427	0.0650749063670412	0.5416666666666666	0.21301498127340823	0.324438202247191	14.156367041198502	0.205600551732978	0.0650749063670412	0.5416666666666666	0.21301498127340823	0.324438202247191	14.156367041198502	0.205600551732978	1481810145	200	0.0650749063670412	0.5416666666666666	0.21301498127340823	0.324438202247191	14.156367041198502	0.205600551732978	17	COMPLETE
18	0.060393258426966294	2020-03-16 13:41:28.100608	2020-03-16 13:41:54.993476	256	256	1	0.012712738416967153	128	0.9890800634774255	1.0940291896908918	0.0	0.060393258426966294	0.012172284644194757	0.023408239700374533	52.799157303370784	0.03545900723733157	0.0	0.060393258426966294	0.012172284644194757	0.023408239700374533	52.798689138576776	0.03545920479536889	1048427330	200	0.0	0.060393258426966294	0.012172284644194757	0.023408239700374533	52.79962546816479	0.03545881368147652	18	COMPLETE
19	0.5088951310861424	2020-03-16 13:41:55.018950	2020-03-16 13:42:10.229884	128	128	2	0.003901788405056323	512	0.21180263492576354	0.3178448284198338	0.02247191011235955	0.5088951310861424	0.17883895131086142	0.30196629213483145	15.271067415730338	0.16885424119142503	0.02247191011235955	0.5088951310861424	0.17883895131086142	0.30196629213483145	15.271067415730338	0.16885424119142503	3912247828	200	0.02247191011235955	0.5088951310861424	0.17883895131086142	0.30196629213483145	15.271067415730338	0.16885424119142503	19	COMPLETE
20	0.31741573033707865	2020-03-16 13:42:10.267617	2020-03-16 13:42:34.958468	128	128	2	0.006287242879837975	128	0.36671403015745574	0.4810185911036219	0.0028089887640449437	0.31741573033707865	0.08754681647940075	0.17088014981273408	23.143024344569287	0.10537861099370338	0.0028089887640449437	0.31741573033707865	0.08754681647940075	0.17088014981273408	23.142790262172284	0.10537886682145967	3539616079	200	0.0028089887640449437	0.31741573033707865	0.08754681647940075	0.17088014981273408	23.14325842696629	0.10537836341845536	20	COMPLETE
21	0.5173220973782772	2020-03-16 13:42:34.997775	2020-03-16 13:42:52.005258	128	256	2	0.058239576354417816	512	0.04556813332826265	0.323261105904551	0.05664794007490637	0.5173220973782772	0.19054307116104868	0.30290262172284643	15.539794007490636	0.1904419262320916	0.05664794007490637	0.5173220973782772	0.19054307116104868	0.30290262172284643	15.539794007490636	0.1904419262320916	3971204130	200	0.05664794007490637	0.5173220973782772	0.19054307116104868	0.30290262172284643	15.539794007490636	0.1904419262320916	21	COMPLETE
