number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0	2019-12-31 11:24:47.329975	2019-12-31 11:31:06.690038	0.7198943549144685	11.74549178260263	150.0	170.0	0.09704951238674742	500.0	1.0129397104157076	0.0	0.0	0.0	0.0	20535.448610127478	0.00016754557993756605	0.0	0.0	0.0	0.0	20535.448078966005	0.00016754559492165153	0.0	0.0	0.0	0.0	20535.44914128895	0.0001675455649593782	0	0.0	0.0
1	TrialState.COMPLETE	0.0	2019-12-31 11:31:06.691565	2019-12-31 11:38:55.949428	0.7466928665247192	24.329540987833862	250.0	190.0	0.03945360479906794	600.0	1.0142735963499507	0.0	0.0	0.0	0.0	20562.95903417139	0.00019241337393923236	0.0	0.0	0.0	0.0	20562.958613668554	0.00019241337570866337	0.0	0.0	0.0	0.0	20562.95945467422	0.00019241337216994626	1	0.0	0.0
2	TrialState.COMPLETE	0.0	2019-12-31 11:38:55.950528	2019-12-31 11:46:18.017302	0.7921281159013985	18.350499534501843	250.0	160.0	0.06000884891492689	600.0	1.0123123169716524	0.0	0.0	0.0	0.0	20522.890315155808	0.0002342427853639794	0.0	0.0	0.0	0.0	20522.890138101982	0.0002342427867320544	0.0	0.0	0.0	0.0	20522.890492209634	0.000234242783996123	2	0.0	0.0
3	TrialState.COMPLETE	0.0	2019-12-31 11:46:18.019378	2019-12-31 11:53:38.696501	0.2740285350987447	18.997103409067773	250.0	150.0	0.003047426518781226	800.0	0.9941384623498766	0.0	0.0	0.0	0.0	20154.950225743625	0.00022999525814980932	0.0	0.0	0.0	0.0	20154.949893767705	0.0002299952631885813	0.0	0.0	0.0	0.0	20154.950557719545	0.0002299952531119914	3	0.0	0.0
4	TrialState.COMPLETE	0.0	2019-12-31 11:53:38.697669	2019-12-31 11:59:58.228439	0.4562904300719425	14.619088827365479	250.0	10.0	0.006833529381920944	700.0	1.0185946797803838	0.0	0.0	0.0	0.0	20650.228222379603	0.00021789275390429608	0.0	0.0	0.0	0.0	20650.22804532578	0.00021789275737285922	0.0	0.0	0.0	0.0	20650.22839943343	0.0002178927504364889	4	0.0	0.0
5	TrialState.COMPLETE	0.0	2019-12-31 11:59:58.229617	2019-12-31 12:08:08.375003	0.14285764400296655	20.791286601540627	350.0	110.0	0.015647189434534216	500.0	0.9923553287046609	0.0	0.0	0.0	0.0	20118.373140934844	0.0002621124445581341	0.0	0.0	0.0	0.0	20118.372875354107	0.00026211244612205396	0.0	0.0	0.0	0.0	20118.37340651558	0.00026211244299445145	5	0.0	0.0
6	TrialState.COMPLETE	0.0003541076487252125	2019-12-31 12:08:08.376113	2019-12-31 12:15:30.195213	0.9897360782828276	9.918765381853152	350.0	30.0	0.0015617950654998288	1000.0	1.0076868693450556	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20429.209056303116	0.00041182857846812593	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20429.208657932013	0.00041182863958171006	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20429.20945467422	0.0004118285174418556	6	0.0003541076487252125	0.0003541076487252125
7	TrialState.COMPLETE	0.0003541076487252125	2019-12-31 12:15:30.197528	2019-12-31 12:23:57.228075	0.8506129125074163	17.64323385002607	350.0	130.0	0.0034312845455788193	800.0	0.9995226462211775	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20263.583967776205	0.0005422006208926104	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20263.5835694051	0.000542200645258974	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20263.584366147308	0.000542200596540165	7	0.0003541076487252125	0.0003541076487252125
8	TrialState.COMPLETE	0.0003541076487252125	2019-12-31 12:23:57.229213	2019-12-31 12:29:44.033611	0.4866948693826323	14.89525277524896	50.0	120.0	0.03251785183094645	800.0	0.9929866651746099	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20131.24448919972	0.0002760080532905599	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20131.244290014165	0.0002760083298794862	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20131.244688385268	0.0002760077773719577	8	0.0003541076487252125	0.0003541076487252125
