number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09597378277153558	2020-04-09 12:26:43.800073	2020-04-09 12:28:36.578649	64	256	16	256	0.9370444286562335	0.0	0.09597378277153558	0.017322097378277154	0.041666666666666664	44.94147940074907	0.045509224395705886	0.0	0.09597378277153558	0.017322097378277154	0.041666666666666664	44.94147940074907	0.045509224395705886	3284312970	150.0	0.0	0.09597378277153558	0.017322097378277154	0.041666666666666664	44.94147940074907	0.045509224395705886	0	COMPLETE
1	0.06413857677902622	2020-04-09 12:28:36.611571	2020-04-09 12:30:01.589934	64	128	98	512	1.131288556416941	0.0	0.06413857677902622	0.012172284644194757	0.024344569288389514	54.57116104868914	0.03395660275197521	0.0	0.06413857677902622	0.012172284644194757	0.024344569288389514	54.57116104868914	0.03395660275197521	1160163287	150.0	0.0	0.06413857677902622	0.012172284644194757	0.024344569288389514	54.57116104868914	0.03395660275197521	1	COMPLETE
2	0.04447565543071161	2020-04-09 12:30:01.614181	2020-04-09 12:31:57.047838	128	256	100	512	1.1988090853684683	0.0	0.04447565543071161	0.008895131086142321	0.017790262172284643	57.89559925093633	0.030187363651738196	0.0	0.04447565543071161	0.008895131086142321	0.017790262172284643	57.89559925093633	0.030187363651738196	681635252	150.0	0.0	0.04447565543071161	0.008895131086142321	0.017790262172284643	57.89559925093633	0.030187363651738196	2	COMPLETE
3	0.21161048689138576	2020-04-09 12:31:57.073546	2020-04-09 12:35:42.515806	256	256	14	512	0.6788743338443004	0.0	0.21161048689138576	0.03932584269662921	0.08614232209737828	32.66432584269663	0.07186640391682292	0.0	0.21161048689138576	0.03932584269662921	0.08614232209737828	32.66432584269663	0.07186640391682292	3211343876	400.0	0.0	0.21161048689138576	0.03932584269662921	0.08614232209737828	32.66432584269663	0.07186640391682292	3	COMPLETE
4	0.040262172284644196	2020-04-09 12:35:42.548182	2020-04-09 12:37:35.290519	64	64	79	256	1.226440430810668	0.0	0.040262172284644196	0.004213483146067416	0.01451310861423221	59.23548689138577	0.027719773769338086	0.0	0.040262172284644196	0.004213483146067416	0.01451310861423221	59.23548689138577	0.027719773769338086	4267633189	150.0	0.0	0.040262172284644196	0.004213483146067416	0.01451310861423221	59.23548689138577	0.027719773769338086	4	COMPLETE
5	0.05383895131086142	2020-04-09 12:37:35.316159	2020-04-09 12:38:36.828913	64	64	43	512	1.1301417913818068	0.0	0.05383895131086142	0.010299625468164793	0.020599250936329586	54.5500936329588	0.03297523609490141	0.0	0.05383895131086142	0.010299625468164793	0.020599250936329586	54.5500936329588	0.03297523609490141	2219646012	150.0	0.0	0.05383895131086142	0.010299625468164793	0.020599250936329586	54.5500936329588	0.03297523609490141	5	COMPLETE
6	0.018726591760299626	2020-04-09 12:38:36.853786	2020-04-09 12:42:05.546999	256	256	41	128	1.2402702888512238	0.0	0.018726591760299626	0.0018726591760299626	0.005149812734082397	59.79119850187266	0.024607405496988404	0.0	0.018726591760299626	0.0018726591760299626	0.005149812734082397	59.79119850187266	0.024607405496988404	2289650268	150.0	0.0	0.018726591760299626	0.0018726591760299626	0.005149812734082397	59.79119850187266	0.024607405496988404	6	COMPLETE
7	0.042134831460674156	2020-04-09 12:42:05.574179	2020-04-09 12:43:55.699645	128	64	30	256	1.1725560517873517	0.0	0.042134831460674156	0.00749063670411985	0.013576779026217229	56.47378277153558	0.029741933416976077	0.0	0.042134831460674156	0.00749063670411985	0.013576779026217229	56.47378277153558	0.029741933416976077	2358112754	150.0	0.0	0.042134831460674156	0.00749063670411985	0.013576779026217229	56.47378277153558	0.029741933416976077	7	COMPLETE
8	0.2598314606741573	2020-04-09 12:43:55.752571	2020-04-09 12:59:35.507468	128	64	16	128	0.6000059493067448	0.0009363295880149813	0.2598314606741573	0.06367041198501873	0.12406367041198502	28.786985018726593	0.08768542657552675	0.0009363295880149813	0.2598314606741573	0.06367041198501873	0.12406367041198502	28.786985018726593	0.08768542657552675	1128215604	500.0	0.0009363295880149813	0.2598314606741573	0.06367041198501873	0.12406367041198502	28.786985018726593	0.08768542657552675	8	COMPLETE
9	0.052434456928838954	2020-04-09 12:59:35.540233	2020-04-09 13:01:10.426886	256	128	96	512	1.1823588988503044	0.0	0.052434456928838954	0.009831460674157303	0.020131086142322098	57.075842696629216	0.031100330708708587	0.0	0.052434456928838954	0.009831460674157303	0.020131086142322098	57.075842696629216	0.031100330708708587	2902670267	150.0	0.0	0.052434456928838954	0.009831460674157303	0.020131086142322098	57.075842696629216	0.031100330708708587	9	COMPLETE
