number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.7097378277153558	2020-05-21 06:50:40.056996	2020-05-21 07:08:16.362919	64	0.17003292144603044	350	256	0.23350637923864706	0.22205919777357092	0.22705992509363296	0.7097378277153558	0.43586142322097376	0.547752808988764	10.646067415730338	0.3780842626910798	0.22705992509363296	0.7097378277153558	0.43586142322097376	0.547752808988764	10.646067415730338	0.3780842626910798	3448352191		0.22705992509363296	0.7097378277153558	0.43586142322097376	0.547752808988764	10.646067415730338	0.3780842626910798	0	COMPLETE
1	0.17743445692883894	2020-05-21 07:08:16.381236	2020-05-21 07:14:34.601830	128	0.49480685531301216	150	512	0.00826318322004104	0.8117624218035001	0.019662921348314606	0.17743445692883894	0.060393258426966294	0.08941947565543071	38.85533707865169	0.07968049518032395	0.019662921348314606	0.17743445692883894	0.060393258426966294	0.08941947565543071	38.85533707865169	0.07968049518032395	3365411836	450.0	0.019662921348314606	0.17743445692883894	0.060393258426966294	0.08941947565543071	38.85533707865169	0.07968049518032395	1	COMPLETE
2	0.16853932584269662	2020-05-21 07:14:34.613667	2020-05-21 07:18:48.578048	256	0.2340679626299397	100	256	0.003255364855366796	0.8008476945245464	0.01544943820224719	0.16853932584269662	0.046348314606741575	0.07771535580524344	38.29026217228464	0.07334830576315042	0.01544943820224719	0.16853932584269662	0.046348314606741575	0.07771535580524344	38.29026217228464	0.07334830576315042	920741530	250.0	0.01544943820224719	0.16853932584269662	0.046348314606741575	0.07771535580524344	38.29026217228464	0.07334830576315042	2	COMPLETE
3	0.17696629213483145	2020-05-21 07:18:48.589620	2020-05-21 07:30:59.731275	256	0.3702185268581345	300	256	0.7237267157477691	0.8171183386083329	0.018726591760299626	0.17696629213483145	0.052434456928838954	0.08426966292134831	39.190074906367045	0.07777406697705548	0.018726591760299626	0.17696629213483145	0.052434456928838954	0.08426966292134831	39.190074906367045	0.07777406697705548	3283841776	250.0	0.018726591760299626	0.17696629213483145	0.052434456928838954	0.08426966292134831	39.190074906367045	0.07777406697705548	3	COMPLETE
4	0.7270599250936329	2020-05-21 07:30:59.742944	2020-05-21 07:55:57.718442	64	0.1303977494915614	500	256	0.04262615206627891	0.19594901782540736	0.22612359550561797	0.7270599250936329	0.44335205992509363	0.5720973782771536	9.427902621722847	0.3834510771447413	0.22612359550561797	0.7270599250936329	0.44335205992509363	0.5720973782771536	9.427902621722847	0.3834510771447413	4179221245		0.22612359550561797	0.7270599250936329	0.44335205992509363	0.5720973782771536	9.427902621722847	0.3834510771447413	4	COMPLETE
5	0.5552434456928839	2020-05-21 07:55:57.733530	2020-05-21 08:38:18.954209	256	0.11221721517116956	450	128	0.029380402588222835	0.346856775505238	0.12827715355805244	0.5552434456928839	0.299625468164794	0.4101123595505618	16.58567415730337	0.26545583971323716	0.12827715355805244	0.5552434456928839	0.299625468164794	0.4101123595505618	16.58567415730337	0.26545583971323716	3826101462	550.0	0.12827715355805244	0.5552434456928839	0.299625468164794	0.4101123595505618	16.58567415730337	0.26545583971323716	5	COMPLETE
6	0.1797752808988764	2020-05-21 08:38:18.966164	2020-05-21 08:44:07.382223	64	0.28840631793011773	450	256	0.009840003847137862	0.7879898112610834	0.01544943820224719	0.1797752808988764	0.05852059925093633	0.09363295880149813	37.675561797752806	0.07952860669920882	0.01544943820224719	0.1797752808988764	0.05852059925093633	0.09363295880149813	37.675561797752806	0.07952860669920882	255590504	300.0	0.01544943820224719	0.1797752808988764	0.05852059925093633	0.09363295880149813	37.675561797752806	0.07952860669920882	6	COMPLETE
7	0.17743445692883894	2020-05-21 08:44:07.393353	2020-05-21 08:46:50.256208	128	0.3191167335149886	50	512	0.002186969415194187	0.8045385539154993	0.012640449438202247	0.17743445692883894	0.052434456928838954	0.08286516853932584	38.51638576779026	0.07516361523196852	0.012640449438202247	0.17743445692883894	0.052434456928838954	0.08286516853932584	38.51638576779026	0.07516361523196852	1136414949	450.0	0.012640449438202247	0.17743445692883894	0.052434456928838954	0.08286516853932584	38.51638576779026	0.07516361523196852	7	COMPLETE
8	0.6825842696629213	2020-05-21 08:46:50.266115	2020-05-21 09:06:50.513041	64	0.40685802163662677	500	128	0.021413844434714384	0.22663515927758388	0.18258426966292135	0.6825842696629213	0.3993445692883895	0.5182584269662921	10.839419475655431	0.3392839394761415	0.18258426966292135	0.6825842696629213	0.3993445692883895	0.5182584269662921	10.839419475655431	0.3392839394761415	2940527777	850.0	0.18258426966292135	0.6825842696629213	0.3993445692883895	0.5182584269662921	10.839419475655431	0.3392839394761415	8	COMPLETE
9	0.18117977528089887	2020-05-21 09:06:50.522826	2020-05-21 09:31:06.112656	256	0.45263685283209765	350	512	0.033700633780006664	0.7847119893081668	0.023408239700374533	0.18117977528089887	0.056179775280898875	0.0950374531835206	37.52902621722846	0.08311247421846733	0.023408239700374533	0.18117977528089887	0.056179775280898875	0.0950374531835206	37.52902621722846	0.08311247421846733	2870513371	400.0	0.023408239700374533	0.18117977528089887	0.056179775280898875	0.0950374531835206	37.52902621722846	0.08311247421846733	9	COMPLETE
10	0.1750936329588015	2020-05-21 09:31:06.124439	2020-05-21 09:35:52.245394	256	0.24359419508047783	50	512	0.19077965067432878	0.8132600238658348	0.02247191011235955	0.1750936329588015	0.05290262172284644	0.08614232209737828	38.89559925093633	0.08008131877697344	0.02247191011235955	0.1750936329588015	0.05290262172284644	0.08614232209737828	38.89559925093633	0.08008131877697344	1093942678	450.0	0.02247191011235955	0.1750936329588015	0.05290262172284644	0.08614232209737828	38.89559925093633	0.08008131877697344	10	COMPLETE
11	0.6596441947565543	2020-05-21 09:35:52.255230	2020-05-21 09:59:01.625642	256	0.46022184284943324	200	128	0.024296425652673745	0.24648948125227282	0.16432584269662923	0.6596441947565543	0.35814606741573035	0.48267790262172283	11.727059925093632	0.31732033941377996	0.16432584269662923	0.6596441947565543	0.35814606741573035	0.48267790262172283	11.727059925093632	0.31732033941377996	3288487886	650.0	0.16432584269662923	0.6596441947565543	0.35814606741573035	0.48267790262172283	11.727059925093632	0.31732033941377996	11	COMPLETE
12	0.6395131086142322	2020-05-21 09:59:01.635662	2020-05-21 10:36:59.113837	256	0.3450451637693589	450	128	0.14424414803467667	0.2720744268653028	0.1544943820224719	0.6395131086142322	0.350187265917603	0.46441947565543074	13.029494382022472	0.30465351484933334	0.1544943820224719	0.6395131086142322	0.350187265917603	0.46441947565543074	13.029494382022472	0.30465351484933334	2346158184	500.0	0.1544943820224719	0.6395131086142322	0.350187265917603	0.46441947565543074	13.029494382022472	0.30465351484933334	12	COMPLETE
13	0.7219101123595506	2020-05-21 10:36:59.124334	2020-05-21 11:11:00.485035	128	0.2277681605760126	350	128	0.7986694583930365	0.19858734941455336	0.2153558052434457	0.7219101123595506	0.4330524344569288	0.5533707865168539	9.575842696629213	0.37418837330367444	0.2153558052434457	0.7219101123595506	0.4330524344569288	0.5533707865168539	9.575842696629213	0.37418837330367444	624792122		0.2153558052434457	0.7219101123595506	0.4330524344569288	0.5533707865168539	9.575842696629213	0.37418837330367444	13	COMPLETE
14	0.5683520599250936	2020-05-21 11:11:00.496687	2020-05-21 11:22:24.721769	256	0.4589229828737952	50	512	0.03007744533515116	0.3377647377412822	0.10720973782771535	0.5683520599250936	0.2883895131086142	0.39279026217228463	16.117041198501873	0.25015140981107153	0.10720973782771535	0.5683520599250936	0.2883895131086142	0.39279026217228463	16.117041198501873	0.25015140981107153	968023537		0.10720973782771535	0.5683520599250936	0.2883895131086142	0.39279026217228463	16.117041198501873	0.25015140981107153	14	COMPLETE
15	0.6015917602996255	2020-05-21 11:22:24.733500	2020-05-21 11:52:34.518802	256	0.10310611141623341	150	512	0.06856651127216394	0.28952985144506316	0.13623595505617977	0.6015917602996255	0.30758426966292135	0.4232209737827715	13.898876404494382	0.2782440336838135	0.13623595505617977	0.6015917602996255	0.30758426966292135	0.4232209737827715	13.898876404494382	0.2782440336838135	2042489435		0.13623595505617977	0.6015917602996255	0.30758426966292135	0.4232209737827715	13.898876404494382	0.2782440336838135	15	COMPLETE
16	0.6629213483146067	2020-05-21 11:52:34.528509	2020-05-21 12:42:52.898276	256	0.44646011650226913	450	128	0.01672601726764483	0.25000868796995296	0.15683520599250936	0.6629213483146067	0.36282771535580527	0.4887640449438202	11.960205992509364	0.312655146339032	0.15683520599250936	0.6629213483146067	0.36282771535580527	0.4887640449438202	11.960205992509364	0.312655146339032	929503421	650.0	0.15683520599250936	0.6629213483146067	0.36282771535580527	0.4887640449438202	11.960205992509364	0.312655146339032	16	COMPLETE
