number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.925561797752809	2020-04-15 04:27:03.462461	2020-04-15 04:30:17.079413	0.4769910553787624	12.90800031277018	64	63	512	0.08951042605954665	0.40074906367041196	0.925561797752809	0.7298689138576779	0.8403558052434457	4.341292134831461	0.5867668821225338	0.40074906367041196	0.925561797752809	0.7298689138576779	0.8403558052434457	4.341292134831461	0.5867668821225338	3024767714	850	0.40074906367041196	0.925561797752809	0.7298689138576779	0.8403558052434457	4.341292134831461	0.5867668821225338	0	COMPLETE
1	0.5632022471910112	2020-04-15 04:30:17.108106	2020-04-15 04:33:02.945903	0.5555257649514646	14.461639375717251	128	66	256	0.32510578796993034	0.10393258426966293	0.5632022471910112	0.27247191011235955	0.39325842696629215	15.785580524344569	0.24582300413362743	0.10393258426966293	0.5632022471910112	0.27247191011235955	0.39325842696629215	15.785580524344569	0.24582300413362743	368105056	300	0.10393258426966293	0.5632022471910112	0.27247191011235955	0.39325842696629215	15.785580524344569	0.24582300413362743	1	COMPLETE
2	0.33380149812734083	2020-04-15 04:33:02.972722	2020-04-15 04:47:04.383408	0.22014259003551456	25.407257758464688	256	98	512	0.5719082437827137	0.04400749063670412	0.33380149812734083	0.1306179775280899	0.1952247191011236	27.65870786516854	0.13674955394284172	0.04400749063670412	0.33380149812734083	0.1306179775280899	0.1952247191011236	27.65870786516854	0.13674955394284172	1682772594	300	0.04400749063670412	0.33380149812734083	0.1306179775280899	0.1952247191011236	27.65870786516854	0.13674955394284172	2	COMPLETE
3	0.42930711610486894	2020-04-15 04:47:04.410855	2020-04-15 04:48:19.961188	0.6827203796885815	28.95385762327501	128	20	128	0.449425685824652	0.04260299625468165	0.42930711610486894	0.15121722846441948	0.2607677902621723	21.728932584269664	0.15945820746548392	0.04260299625468165	0.42930711610486894	0.15121722846441948	0.2607677902621723	21.728932584269664	0.15945820746548392	3491401235	200	0.04260299625468165	0.42930711610486894	0.15121722846441948	0.2607677902621723	21.728932584269664	0.15945820746548392	3	COMPLETE
4	0.8913857677902621	2020-04-15 04:48:19.988867	2020-04-15 04:50:06.091109	0.5879988757441919	15.760013409385087	64	1	512	0.11084463426054975	0.31413857677902624	0.8913857677902621	0.6343632958801498	0.7715355805243446	5.402621722846442	0.5086342277614285	0.31413857677902624	0.8913857677902621	0.6343632958801498	0.7715355805243446	5.402621722846442	0.5086342277614285	2548904736	900	0.31413857677902624	0.8913857677902621	0.6343632958801498	0.7715355805243446	5.402621722846442	0.5086342277614285	4	COMPLETE
5	0.6779026217228464	2020-04-15 04:50:06.116255	2020-04-15 04:54:23.680691	0.5895179447043527	21.99309473026903	128	65	512	0.23856784267898662	0.16713483146067415	0.6779026217228464	0.39325842696629215	0.5140449438202247	11.59878277153558	0.32859762282019717	0.16713483146067415	0.6779026217228464	0.39325842696629215	0.5140449438202247	11.59878277153558	0.32859762282019717	3034607703	500	0.16713483146067415	0.6779026217228464	0.39325842696629215	0.5140449438202247	11.59878277153558	0.32859762282019717	5	COMPLETE
6	0.9297752808988764	2020-04-15 04:54:23.722432	2020-04-15 04:56:12.101888	0.5836271493772401	1.033817948729878	64	16	512	0.08453944446309732	0.39232209737827717	0.9297752808988764	0.7397003745318352	0.8417602996254682	4.109082397003745	0.586367974917777	0.39232209737827717	0.9297752808988764	0.7397003745318352	0.8417602996254682	4.109082397003745	0.586367974917777	1194677015	750	0.39232209737827717	0.9297752808988764	0.7397003745318352	0.8417602996254682	4.109082397003745	0.586367974917777	6	COMPLETE
7	0.5519662921348315	2020-04-15 04:56:12.145272	2020-04-15 04:59:19.245095	0.8751609965272255	12.579309959089327	128	78	256	0.3421517129174751	0.10393258426966293	0.5519662921348315	0.2794943820224719	0.38342696629213485	16.579588014981272	0.2437397764641197	0.10393258426966293	0.5519662921348315	0.2794943820224719	0.38342696629213485	16.579588014981272	0.2437397764641197	3629063174	300	0.10393258426966293	0.5519662921348315	0.2794943820224719	0.38342696629213485	16.579588014981272	0.2437397764641197	7	COMPLETE
8	0.9260299625468165	2020-04-15 04:59:19.271809	2020-04-15 05:01:00.687036	0.5705770028945223	1.8806375428997582	64	42	256	0.09110096983841798	0.3970037453183521	0.9260299625468165	0.724250936329588	0.8300561797752809	4.429775280898877	0.5829098518953253	0.3970037453183521	0.9260299625468165	0.724250936329588	0.8300561797752809	4.429775280898877	0.5829098518953253	103425008	400	0.3970037453183521	0.9260299625468165	0.724250936329588	0.8300561797752809	4.429775280898877	0.5829098518953253	8	COMPLETE
9	0.2406367041198502	2020-04-15 05:01:00.713621	2020-04-15 05:11:16.660169	0.193676996174975	8.803471952957612	256	88	256	0.696253362313185	0.019662921348314606	0.2406367041198502	0.06928838951310862	0.1198501872659176	33.568820224719104	0.0939611016248661	0.019662921348314606	0.2406367041198502	0.06928838951310862	0.1198501872659176	33.568820224719104	0.0939611016248661	3481331257	250	0.019662921348314606	0.2406367041198502	0.06928838951310862	0.1198501872659176	33.568820224719104	0.0939611016248661	9	COMPLETE
