number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.014435695538057743	2020-01-21 06:26:54.813346	2020-01-21 08:04:08.705399	250.0	91.0	0.029182200079754916	500.0	0.6110529350225606	0.002995549469359808	0.014435695538057743	0.006476092662330252	0.009414584046559397	4347.0482568755	0.007667902105065742	0.002995549469359808	0.014435695538057743	0.006476092662330252	0.009414584046559397	4347.047672030127	0.007667902214535071	2843051034	0.002995549469359808	0.014435695538057743	0.006476092662330252	0.009414584046559397	4347.048841720872	0.007667901995707167	0
1	TrialState.COMPLETE	0.06287800981399064	2020-01-21 08:04:08.706142	2020-01-21 10:07:50.458515	150.0	31.0	0.014113671370082164	800.0	0.31447209254612934	0.01135455894100194	0.06287800981399064	0.026931416181672944	0.037915097569325575	2233.799768914755	0.03084750658539999	0.01135455894100194	0.06287800981399064	0.026931416181672944	0.037915097569325575	2233.7994693598084	0.030847506604754903	3915993872	0.01135455894100194	0.06287800981399064	0.026931416181672944	0.037915097569325575	2233.800068469702	0.030847506566053246	1
2	TrialState.COMPLETE	0.32728517630948306	2020-01-21 10:07:50.459235	2020-01-21 11:48:50.069640	250.0	51.0	0.002224976191807193	600.0	0.08393150170938085	0.09682757046673514	0.32728517630948306	0.18332762752482026	0.23855985393130205	588.8040910647038	0.17079507567416044	0.09682757046673514	0.32728517630948306	0.18332762752482026	0.23855985393130205	588.8040054775762	0.17079507572110159	3743558314	0.09682757046673514	0.32728517630948306	0.18332762752482026	0.23855985393130205	588.8041766518315	0.1707950756272775	2
3	TrialState.COMPLETE	0.33784092205865573	2020-01-21 11:48:50.070388	2020-01-21 14:11:05.975156	150.0	51.0	0.0013702950186265193	900.0	0.06917465697959516	0.0999657651489216	0.33784092205865573	0.19570923199817414	0.25245349766061853	484.5216535433071	0.17800067662593597	0.0999657651489216	0.33784092205865573	0.19570923199817414	0.25245349766061853	484.52162501426454	0.17800067663740046	3068399539	0.0999657651489216	0.33784092205865573	0.19570923199817414	0.25245349766061853	484.5216820723497	0.17800067661448146	3
4	TrialState.COMPLETE	0.020398265434212026	2020-01-21 14:11:05.976031	2020-01-21 15:28:23.847904	50.0	61.0	0.042461772692855254	500.0	0.4769452346266571	0.0023393814903571834	0.020398265434212026	0.006561679790026247	0.011012210430217962	3392.8027501997035	0.010074058165508737	0.0023393814903571834	0.020398265434212026	0.006561679790026247	0.011012210430217962	3392.80237932215	0.010074058349688015	3514506992	0.0023393814903571834	0.020398265434212026	0.006561679790026247	0.011012210430217962	3392.8031210772565	0.010074057981759673	4
5	TrialState.COMPLETE	0.34754079653086845	2020-01-21 15:28:23.848663	2020-01-21 17:43:26.772411	250.0	51.0	0.0010897890804616014	800.0	0.07548787841996635	0.09913842291452699	0.34754079653086845	0.20067328540454182	0.26226748830309254	529.1721299783179	0.18045788785494105	0.09913842291452699	0.34754079653086845	0.20067328540454182	0.26226748830309254	529.1720586557116	0.18045788898377613	1273866367	0.09913842291452699	0.34754079653086845	0.20067328540454182	0.26226748830309254	529.1722013009244	0.18045788673587485	5
6	TrialState.COMPLETE	0.010841036174825973	2020-01-21 17:43:26.773152	2020-01-21 19:07:02.004724	250.0	1.0	0.05146705265598797	600.0	0.825796282825665	0.0025105557457491727	0.010841036174825973	0.004992582448933014	0.006504621704895584	5904.713054889878	0.0062751845745953475	0.0025105557457491727	0.010841036174825973	0.004992582448933014	0.006504621704895584	5904.712883715622	0.006275184687917429	189641380	0.0025105557457491727	0.010841036174825973	0.004992582448933014	0.006504621704895584	5904.713226064133	0.00627518446150394	6
7	TrialState.COMPLETE	0.2909391760812507	2020-01-21 19:07:02.005467	2020-01-21 20:33:45.195740	450.0	31.0	0.002280615139353039	500.0	0.09705991577128845	0.06547415268743581	0.2909391760812507	0.14783749857354786	0.20073034348967247	682.2983709916696	0.1377707708481221	0.06547415268743581	0.2909391760812507	0.14783749857354786	0.20073034348967247	682.2982711400206	0.13777077104033777	2712164150	0.06547415268743581	0.2909391760812507	0.14783749857354786	0.20073034348967247	682.2984708433185	0.13777077065658344	7
8	TrialState.COMPLETE	0.26235307543078856	2020-01-21 20:33:45.196491	2020-01-21 22:38:52.840446	450.0	91.0	0.002849552514151278	500.0	0.11533565242698576	0.06170831906881205	0.26235307543078856	0.1360835330366313	0.1850678991213055	810.9725265320096	0.12696902112202157	0.06170831906881205	0.26235307543078856	0.1360835330366313	0.1850678991213055	810.9724124158394	0.12696902113701686	2364678804	0.06170831906881205	0.26235307543078856	0.1360835330366313	0.1850678991213055	810.9726406481799	0.1269690211070337	8
9	TrialState.COMPLETE	0.3537601278101107	2020-01-21 22:38:52.841192	2020-01-21 23:58:12.755692	250.0	31.0	0.0012203695480981086	500.0	0.07802775259987743	0.10541481227889991	0.3537601278101107	0.20489558370421088	0.2634086500057058	547.097597854616	0.18574439418249336	0.10541481227889991	0.3537601278101107	0.20489558370421088	0.2634086500057058	547.0975122674884	0.18574439477118776	1819004005	0.10541481227889991	0.3537601278101107	0.20489558370421088	0.2634086500057058	547.0976834417437	0.18574439359708755	9
