number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.11594202898550725	2020-03-23 00:53:00.553046	2020-03-23 01:19:59.275442	0.12923167841962094	13.040732971529566	64	2	19	0.024129285860305195	0.013504229710804243	256	0.3630324113935187	0.06267830651603332	0.11594202898550725	0.09055118110236221	0.09811137738217506	2587.182129407737	0.08491236610340513	0.06267830651603332	0.11594202898550725	0.09055118110236221	0.09811137738217506	2587.172401004222	0.08491240304360463	312321647	200	0.06267830651603332	0.11594202898550725	0.09055118110236221	0.09811137738217506	2587.191857811252	0.08491233005655374	0	COMPLETE
1	0.12213283122218418	2020-03-23 01:19:59.336490	2020-03-23 01:44:18.546611	0.6045853157290908	29.606322344307607	128	2	83	0.021770735417334378	0.015631399706695408	512	0.4648106618858364	0.06550268173000114	0.12213283122218418	0.08883943854844231	0.10293278557571608	3313.399991441287	0.08550830309104115	0.06550268173000114	0.12213283122218418	0.08883943854844231	0.10293278557571608	3313.3763266004794	0.08550835835651673	20477543	250	0.06550268173000114	0.12213283122218418	0.08883943854844231	0.10293278557571608	3313.423656282095	0.0855082486634742	1	COMPLETE
2	0.07757046673513637	2020-03-23 01:44:18.592531	2020-03-23 02:02:41.885695	0.22977632461396588	15.06414557799568	128	1	40	0.020068179649662253	0.06762288087332796	256	0.3961530393118479	0.035746890334360376	0.07757046673513637	0.05180874129864202	0.06068127353646011	2828.152644642246	0.051609850603362345	0.035746890334360376	0.07757046673513637	0.05180874129864202	0.06068127353646011	2828.145783407509	0.0516099281313855	357432870	150	0.035746890334360376	0.07757046673513637	0.05180874129864202	0.06068127353646011	2828.1595058769826	0.051609776565235355	2	COMPLETE
3	0.1918578112518544	2020-03-23 02:02:41.934448	2020-03-23 02:31:16.293530	0.6803630514877718	19.594303003577867	128	2	98	0.005225675623250757	0.03001477657972761	256	0.18390948977263225	0.08127924226862947	0.1918578112518544	0.12139107611548557	0.14960629921259844	1301.525989957777	0.11789729660087941	0.08127924226862947	0.1918578112518544	0.12139107611548557	0.14960629921259844	1301.5172030126669	0.11789771811843258	4021827086	200	0.08127924226862947	0.1918578112518544	0.12139107611548557	0.14960629921259844	1301.5347769028872	0.1178969291455834	3	COMPLETE
4	0.13169006048157023	2020-03-23 02:31:16.345332	2020-03-23 03:18:58.444643	0.1421403094380114	25.206286026103765	64	1	3	0.011952567097089658	0.09801770475422054	256	0.3396791331881034	0.06938263151888623	0.13169006048157023	0.09291909163528472	0.10795389706721442	2414.46619308456	0.09220886622727752	0.06938263151888623	0.13169006048157023	0.09291909163528472	0.10795389706721442	2414.4523850279584	0.09220902617947757	2456931064	350	0.06938263151888623	0.13169006048157023	0.09291909163528472	0.10795389706721442	2414.4800011411617	0.09220871339635006	4	COMPLETE
5	0.06276389364372932	2020-03-23 03:18:58.478503	2020-03-23 03:37:45.287806	0.7850631068555266	10.904315178777122	256	2	30	0.061219229399459875	0.021694083874673847	256	0.8219858147604511	0.05531781353417779	0.06276389364372932	0.060880976834417434	0.060995093004678765	5855.828711628437	0.059323421837625956	0.05531781353417779	0.06276389364372932	0.060880976834417434	0.060995093004678765	5855.767830651604	0.05932344170499463	1704047700	150	0.05531781353417779	0.06276389364372932	0.060880976834417434	0.060995093004678765	5855.889592605272	0.05932340217959272	5	COMPLETE
6	0.0005420518087412986	2020-03-23 03:37:45.329467	2020-03-23 03:49:26.784447	0.41777883204619465	5.733909168534785	128	1	40	0.0783731104170443	0.23672620397520977	512	0.9633360954451049	5.705808513066301e-05	0.0005420518087412986	0.00014264521282665753	0.0003138194682186466	6880.786288942143	0.0006961318687513712	5.705808513066301e-05	0.0005420518087412986	0.00014264521282665753	0.0003138194682186466	6880.760755449047	0.0006961372526624377	1627204691	150	5.705808513066301e-05	0.0005420518087412986	0.00014264521282665753	0.0003138194682186466	6880.811822435239	0.0006961265209623101	6	COMPLETE
7	0.07314846513750999	2020-03-23 03:49:26.818397	2020-03-23 04:07:48.110553	0.27557573313906053	13.350451039754827	64	2	59	0.05409052879776967	0.02640383771602691	256	0.8703542384817016	0.06595914641104644	0.07314846513750999	0.06941116056145155	0.07038114800867283	6204.915183156453	0.06926693384616665	0.06595914641104644	0.07314846513750999	0.06941116056145155	0.07038114800867283	6204.8876526303775	0.06926695177384953	3513671545	150	0.06595914641104644	0.07314846513750999	0.06941116056145155	0.07038114800867283	6204.942713682529	0.06926691615997357	7	COMPLETE
8	0.1082962455779984	2020-03-23 04:07:48.150906	2020-03-23 05:00:37.282230	0.7343134286536311	25.399407409930845	64	2	7	0.017480869797595496	0.19204421323779317	256	0.416882213129805	0.0234508729887025	0.1082962455779984	0.04989729544676481	0.07109437407280611	2966.851235307543	0.050141802040059615	0.0234508729887025	0.1082962455779984	0.04989729544676481	0.07109437407280611	2966.834873901632	0.05014196209691216	3946032975	350	0.0234508729887025	0.1082962455779984	0.04989729544676481	0.07109437407280611	2966.867596713454	0.050141650914016615	8	COMPLETE
9	0.0025105557457491727	2020-03-23 05:00:37.318202	2020-03-23 05:34:45.298844	0.4749264704003216	21.27501398978264	256	2	98	0.05151081314780098	0.14831032288590562	128	0.9166579103284238	0.00017117425539198904	0.0025105557457491727	0.00028529042565331506	0.0011411617026132602	6542.544847654913	0.001423105009032398	0.00017117425539198904	0.0025105557457491727	0.00028529042565331506	0.0011411617026132602	6542.380548898779	0.001423138840704257	2421661879	150	0.00017117425539198904	0.0025105557457491727	0.00028529042565331506	0.0011411617026132602	6542.709146411046	0.001423071558795093	9	COMPLETE
