number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.000708215297450425	2020-05-06 19:01:40.362983	2020-05-06 19:33:15.632661	64	1	0.0020543127901716473	128	0.11426727987268638	0.9963404901746044	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20198.926788243625	0.0009137893896664604	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20198.91926345609	0.0009137894270968369		4248392873.0	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20198.93431303116	0.0009137893522411896	0		COMPLETE
1	0.0008852691218130312	2020-05-06 19:33:15.686050	2020-05-06 20:22:36.021347	128	1	0.003547056513394591	256	0.25963893421591944	1.0075670468438196	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20426.856940509915	0.0008871476769836493	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20426.848796033995	0.000887147776215728		1621756724.0	150.0	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20426.865084985835	0.0008871475777896793	1		COMPLETE
2	0.0010623229461756375	2020-05-06 20:22:36.073659	2020-05-06 21:12:34.748854	128	1	0.06081634934231114	512	0.24124188326715576	0.9875281751243892	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20020.68015226629	0.000958505857194176	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20020.671919263455	0.0009585059875643881		1109013646.0	150.0	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20020.68838526912	0.0009585057268740277	2		COMPLETE
3	0.4406869688385269	2020-05-06 21:12:34.795061	2020-05-06 21:59:19.779314	64	2	0.00533523615871343	256	0.019849220708344145	0.12551526417434433	0.000708215297450425	0.4406869688385269	0.27638101983002833	0.3640226628895184	2543.537623937677	0.15974379886385315	0.000708215297450425	0.4406869688385269	0.27638101983002833	0.3640226628895184	2543.5364730878186	0.1597437988732162		1657616322.0	200.0	0.000708215297450425	0.4406869688385269	0.27638101983002833	0.3640226628895184	2543.538774787535	0.15974379885449191	3		COMPLETE
4	0.0012393767705382436	2020-05-06 21:59:19.833076	2020-05-06 22:30:51.290546	64	1	0.021460925434992447	256	0.005392355214017285	1.013075911189504	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20538.522839943344	0.0010485538357728958	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20538.51540368272	0.001048554137676643		1743653465.0	150.0	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0010623229461756375	20538.530276203965	0.001048553534316683	4		COMPLETE
5	0.0008852691218130312	2020-05-06 22:30:51.331200	2020-05-06 23:02:48.959632	64	1	0.0027558677627117093	512	0.02007412304981378	1.0102333050069032	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20480.885711756375	0.0009218530414826553	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20480.879426345607	0.0009218530873925859		1916905249.0	150.0	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20480.89199716714	0.0009218529955850271	5		COMPLETE
6	0.4401558073654391	2020-05-06 23:02:48.995176	2020-05-07 00:14:13.048768	128	2	0.005345418421298351	256	0.03159675945538726	0.10989805860146085	0.000708215297450425	0.4401558073654391	0.27443342776203966	0.3661473087818697	2226.9168732294615	0.15947268313281734	0.000708215297450425	0.4401558073654391	0.27443342776203966	0.3661473087818697	2226.9151912181305	0.15947268573002485		1458583682.0	200.0	0.000708215297450425	0.4401558073654391	0.27443342776203966	0.3661473087818697	2226.918555240793	0.1594726805490934	6		COMPLETE
7	0.44794617563739375	2020-05-07 00:14:13.108496	2020-05-07 01:25:29.785046	128	2	0.001047023193577762	128	0.001907936052627165	0.13137394383753423	0.000708215297450425	0.44794617563739375	0.27868271954674223	0.3670325779036827	2662.354019121813	0.16169746175437177	0.000708215297450425	0.44794617563739375	0.27868271954674223	0.3670325779036827	2662.3526912181305	0.16169748913788548		1270574779.0	200.0	0.000708215297450425	0.44794617563739375	0.27868271954674223	0.3670325779036827	2662.3553470254956	0.16169743477237172	7		COMPLETE
8	0.000708215297450425	2020-05-07 01:25:29.835988	2020-05-07 02:51:14.439915	256	1	0.03497689306366936	128	0.0011528333247339065	1.0155080344451248	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20587.566837818697	0.0009423376003577637	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20587.552939093486	0.0009423376759746248		179052279.0	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20587.58073654391	0.0009423375247562814	8		COMPLETE
9	0.4463526912181303	2020-05-07 02:51:14.475648	2020-05-07 05:32:30.168933	256	2	0.002481500695030386	512	0.39539381580558547	0.14592630734114467	0.000708215297450425	0.4463526912181303	0.27708923512747874	0.36455382436260625	2957.5852514164308	0.16031961006373605	0.000708215297450425	0.4463526912181303	0.27708923512747874	0.36455382436260625	2957.581444759207	0.16031961016300064		507542408.0	250.0	0.000708215297450425	0.4463526912181303	0.27708923512747874	0.36455382436260625	2957.5890580736545	0.160319609964505	9		COMPLETE
