number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.3480878186968839	2020-05-07 05:32:30.213400	2020-05-07 07:06:11.848917	128	2	0.07717631595851976	512	0.10033178833604788	0.3110780201894122	0.000708215297450425	0.3480878186968839	0.18572946175637395	0.2593838526912181	6305.719812322946	0.11983628369193594	0.000708215297450425	0.3480878186968839	0.18572946175637395	0.2593838526912181	6305.716359773372	0.11983743867359474		2526402734.0	250.0	0.000708215297450425	0.3480878186968839	0.18572946175637395	0.2593838526912181	6305.723264872521	0.11983523650913833	10		COMPLETE
11	0.4127124645892351	2020-05-07 07:06:11.890101	2020-05-07 08:17:19.914986	128	2	0.015848106951390106	256	0.7877235426143814	0.2528963317379841	0.000708215297450425	0.4127124645892351	0.2788597733711048	0.3553470254957507	5126.032135269122	0.152950450090258	0.000708215297450425	0.4127124645892351	0.2788597733711048	0.3553470254957507	5126.029036827195	0.1529504503708725		375246792.0	200.0	0.000708215297450425	0.4127124645892351	0.2788597733711048	0.3553470254957507	5126.035233711048	0.15295044981001255	11		COMPLETE
12	0.000708215297450425	2020-05-07 08:17:19.953797	2020-05-07 09:06:39.532954	128	1	0.08455809464464063	256	0.28691053383822435	0.9854359610828175	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19978.123140934844	0.0010051110257974793	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19978.11402266289	0.001005111245626482		3530759033.0	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19978.1322592068	0.0010051108061077047	12		COMPLETE
13	0.0012393767705382436	2020-05-07 09:06:39.569134	2020-05-07 09:56:16.887033	128	1	0.005419185224339364	256	0.005434251635616444	0.9959102186885258	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0010623229461756375	20189.98300283286	0.001066710880640955	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0010623229461756375	20189.973441926344	0.0010667109573667941		331726263.0	150.0	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0010623229461756375	20189.992563739375	0.0010667108039300974	13		COMPLETE
14	0.43413597733711046	2020-05-07 09:56:16.924078	2020-05-07 11:06:53.562567	128	2	0.01990202654154851	512	0.011878271823541757	0.10748171489324758	0.000708215297450425	0.43413597733711046	0.2705382436260623	0.3626062322946176	2177.941483711048	0.15726794311426864	0.000708215297450425	0.43413597733711046	0.2705382436260623	0.3626062322946176	2177.9399787535413	0.15726794339795047		336128138.0	200.0	0.000708215297450425	0.43413597733711046	0.2705382436260623	0.3626062322946176	2177.9429886685552	0.15726794283087245	14		COMPLETE
15	0.4435198300283286	2020-05-07 11:06:53.599221	2020-05-07 12:09:22.120172	64	2	0.0026773673217484377	256	0.02834904457216349	0.12931597298095845	0.000708215297450425	0.4435198300283286	0.27372521246458925	0.36526203966005666	2620.5125708215296	0.15915024777440503	0.000708215297450425	0.4435198300283286	0.27372521246458925	0.36526203966005666	2620.5106232294615	0.1591502478309916		3529264047.0	250.0	0.000708215297450425	0.4435198300283286	0.27372521246458925	0.36526203966005666	2620.5145184135977	0.15915024771783892	15		COMPLETE
16	0.438385269121813	2020-05-07 12:09:22.161474	2020-05-07 12:57:10.266219	64	2	0.012584115531983244	256	0.017592023108903412	0.111748266505628	0.000708215297450425	0.438385269121813	0.27708923512747874	0.36225212464589235	2264.3473796033995	0.15874546303227674	0.000708215297450425	0.438385269121813	0.27708923512747874	0.36225212464589235	2264.346317280453	0.15874546305929188		3581700112.0	200.0	0.000708215297450425	0.438385269121813	0.27708923512747874	0.36225212464589235	2264.3484419263455	0.15874546300527084	16		COMPLETE
17	0.06320821529745042	2020-05-07 12:57:10.311988	2020-05-07 13:29:12.826384	64	2	0.0703589855314801	128	0.40153038123475	0.8699075217614877	0.000708215297450425	0.06320821529745042	0.030630311614730878	0.04337818696883853	17637.231497875353	0.021758513012627465	0.000708215297450425	0.06320821529745042	0.030630311614730878	0.04337818696883853	17637.22769121813	0.02175851667157826		2922342503.0	150.0	0.000708215297450425	0.06320821529745042	0.030630311614730878	0.04337818696883853	17637.235304532576	0.021758509367197837	17		COMPLETE
18	0.0010623229461756375	2020-05-07 13:29:12.863858	2020-05-07 14:01:03.319656	64	1	0.005340409410933988	512	0.11103990338704592	0.9959416177986146	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20190.863137393768	0.0009594230201334296	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20190.856586402268	0.0009594230576677656		54989102.0	150.0	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20190.869688385268	0.0009594229826078583	18		COMPLETE
19		2020-05-07 14:01:03.357926	2020-05-07 14:01:22.111676	256	2	0.001063517796626406	256	0.006094357818989733														CUDA out of memory. Tried to allocate 9.29 GiB (GPU 0; 31.75 GiB total capacity; 18.76 GiB already allocated; 2.95 GiB free; 9.25 GiB cached; 0 bytes inactive)									19	Setting status of trial#19 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
20	0.4344900849858357	2020-05-07 14:01:22.119095	2020-05-07 16:01:21.028352	256	2	0.008363502681255491	128	0.043539589225688284	0.10547214010834681	0.000708215297450425	0.4344900849858357	0.2645184135977337	0.3578257790368272	2137.2299043909347	0.15686373211568735	0.000708215297450425	0.4344900849858357	0.2645184135977337	0.3578257790368272	2137.228399433428	0.15686373264260323		4015331135.0	200.0	0.000708215297450425	0.4344900849858357	0.2645184135977337	0.3578257790368272	2137.231409348442	0.15686373158995948	20		COMPLETE
21	0.0012393767705382436	2020-05-07 16:01:21.067711	2020-05-07 16:32:38.249615	64	1	0.052637619793102906	512	0.11818469973243703	1.00319764597924	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20337.69236898017	0.000921620767797815	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20337.68466713881	0.0009216207991251652		1424882934.0	150.0	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000708215297450425	20337.70007082153	0.0009216207364743822	21		COMPLETE
22	0.000708215297450425	2020-05-07 16:32:38.288870	2020-05-07 17:59:54.764635	256	1	0.022357364070479006	512	0.08753443781226763	1.0074873677240428	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20424.98698654391	0.0009249032845976508	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20424.97450424929	0.000924903362256108		789603118.0	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20424.999468838527	0.0009249032069565824	22		COMPLETE
23	0.0008852691218130312	2020-05-07 17:59:54.802742	2020-05-07 18:30:35.994472	64	1	0.02372954798739383	512	0.00731176461294837	0.9984099486341478	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20240.948388810197	0.000920646021685462	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20240.942988668554	0.0009206461141763778		2544261965.0	150.0	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20240.95378895184	0.0009206459292526854	23		COMPLETE
24	0.0010623229461756375	2020-05-07 18:30:36.033954	2020-05-07 19:58:08.818797	256	1	0.0019013277493017413	512	0.5802478394909187	0.9992302299339076	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20257.842333569406	0.0009534855952696465	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20257.828080736545	0.00095348571766662		792476192.0	150.0	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20257.856586402268	0.0009534854729124246	24		COMPLETE
