number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
30	0.5758426966292135	2020-05-17 15:46:45.013207	2020-05-17 15:50:56.089645	64	0.35365790649466505	0.3202094044884769	58	0.2838871774180774	23	0.0022680702909925695	256	0.2785638049428006	0.11095505617977527	0.5758426966292135	0.2542134831460674	0.374063670411985	13.45131086142322	0.24666294796362628	0.11095505617977527	0.5758426966292135	0.2542134831460674	0.374063670411985	13.45131086142322	0.24666294796362628		4070384308.0	250.0	0.11095505617977527	0.5758426966292135	0.2542134831460674	0.374063670411985	13.45131086142322	0.24666294796362628	30		COMPLETE
31	0.6147003745318352	2020-05-17 15:50:56.172179	2020-05-17 16:00:22.078704	256	0.41579068690842347	0.454124038516189	52	0.448483366439006	22	0.0010756992482750078	128	0.4378022069228318	0.2345505617977528	0.6147003745318352	0.43820224719101125	0.5243445692883895	20.902153558052433	0.36609324029824764	0.2345505617977528	0.6147003745318352	0.43820224719101125	0.5243445692883895	20.902153558052433	0.36609324029824764		2958849448.0	200.0	0.2345505617977528	0.6147003745318352	0.43820224719101125	0.5243445692883895	20.902153558052433	0.36609324029824764	31		COMPLETE
32	0.12968164794007492	2020-05-17 16:00:22.178388	2020-05-17 16:04:53.079924	256	0.04475506639851362	0.22322734337106215	22	0.4988548054180404	19	0.030723045485613675	256	0.9604428971739144	0.013576779026217229	0.12968164794007492	0.03745318352059925	0.06741573033707865	46.239700374531836	0.061813119232704036	0.013576779026217229	0.12968164794007492	0.03745318352059925	0.06741573033707865	46.239700374531836	0.061813119232704036		1846109906.0	200.0	0.013576779026217229	0.12968164794007492	0.03745318352059925	0.06741573033707865	46.239700374531836	0.061813119232704036	32		COMPLETE
33	0.9302434456928839	2020-05-17 16:04:53.151717	2020-05-17 16:08:02.496105	64	0.4706746503727479	0.44186657153771397	51	0.02882559515133487	7	0.00215866614109893	512	0.08701051155467995	0.34925093632958804	0.9302434456928839	0.672752808988764	0.7972846441947565	4.205992509363296	0.5420645866644505	0.34925093632958804	0.9302434456928839	0.672752808988764	0.7972846441947565	4.205992509363296	0.5420645866644505		2537050437.0	500.0	0.34925093632958804	0.9302434456928839	0.672752808988764	0.7972846441947565	4.205992509363296	0.5420645866644505	33		COMPLETE
34	0.6605805243445693	2020-05-17 16:08:02.638373	2020-05-17 16:12:23.503438	64	0.26002323504945357	0.030662817678547005	52	0.4794126464069065	35	0.0015774271392082187	128	0.2097820172021828	0.08707865168539326	0.6605805243445693	0.24344569288389514	0.3642322097378277	10.124531835205993	0.24125204828111776	0.08707865168539326	0.6605805243445693	0.24344569288389514	0.3642322097378277	10.124531835205993	0.24125204828111776		2156301032.0	200.0	0.08707865168539326	0.6605805243445693	0.24344569288389514	0.3642322097378277	10.124531835205993	0.24125204828111776	34		COMPLETE
35	0.10955056179775281	2020-05-17 16:12:23.608614	2020-05-17 16:18:51.693540	256	0.2808951617955936	0.3134640164661998	18	0.14640280763925417	35	0.03915300001612194	256	0.9430150520815148	0.008426966292134831	0.10955056179775281	0.033707865168539325	0.05852059925093633	45.412921348314605	0.05334621430037566	0.011235955056179775	0.3450374531835206	0.10674157303370786	0.2743445692883895	33.61189138576779	0.1187799372938925		3227013408.0	200.0	0.008426966292134831	0.10955056179775281	0.033707865168539325	0.05852059925093633	57.213951310861425	0.050859617281975904	35		COMPLETE
36		2020-05-17 16:18:51.819965	2020-05-17 16:18:53.621532	256	0.05828023912499847	0.19398770456653652	48	0.174038680241419	90	0.0010757070655004815	512														The current model can't be trained on this hardware with these parameters.									36	Setting status of trial#36 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
37	0.41619850187265917	2020-05-17 16:18:53.677978	2020-05-17 16:31:32.493563	64	0.2893509564446317	0.43493276555784793	49	0.38456285577630944	68	0.010578117481415105	512	0.4244007970815113	0.0847378277153558	0.41619850187265917	0.2102059925093633	0.2893258426966292	20.513576779026216	0.19916244632261945	0.0847378277153558	0.41619850187265917	0.2102059925093633	0.2893258426966292	20.513576779026216	0.19916244632261945		3850138457.0	350.0	0.0847378277153558	0.41619850187265917	0.2102059925093633	0.2893258426966292	20.513576779026216	0.19916244632261945	37		COMPLETE
38	0.7092696629213483	2020-05-17 16:31:32.597056	2020-05-17 16:38:18.236494	128	0.4906082074837782	0.07901505405831977	26	0.16499231670876574	53	0.002654291484032562	512	0.18018730532827923	0.125	0.7092696629213483	0.31647940074906367	0.46301498127340823	8.707631086142323	0.2898501674863411	0.125	0.7097378277153558	0.31647940074906367	0.46301498127340823	8.707397003745319	0.2898523968425031		1125335641.0	200.0	0.125	0.7092696629213483	0.31647940074906367	0.46301498127340823	8.707865168539326	0.2898481407989212	38		COMPLETE
39	0.039794007490636704	2020-05-17 16:38:18.347734	2020-05-17 16:43:55.189754	128	0.10371732285418178	0.403722640291352	62	0.11773026719479984	38	0.09965592130458874	256	1.0056475751565888	0.0023408239700374533	0.039794007490636704	0.011235955056179775	0.02247191011235955	48.52926029962547	0.033494795180080326	0.5023408239700374	0.5397940074906367	0.5112359550561798	0.5224719101123596	25.13436329588015	0.5229984419321143		1349874860.0	150.0	0.0023408239700374533	0.039794007490636704	0.011235955056179775	0.02247191011235955	71.92415730337079	0.028302478228921908	39		COMPLETE
40	0.33052434456928836	2020-05-17 16:43:55.285806	2020-05-17 16:46:29.893995	256	0.098240379209044	0.18195251153229985	19	0.31999875999891625	11	0.002538536510330266	256	0.4814139100363694	0.05852059925093633	0.33052434456928836	0.14279026217228463	0.20599250936329588	23.219101123595507	0.15279714251138	0.05852059925093633	0.33052434456928836	0.14279026217228463	0.20599250936329588	23.219101123595507	0.15279714251138		3428368337.0	200.0	0.05852059925093633	0.33052434456928836	0.14279026217228463	0.20599250936329588	23.219101123595507	0.15279714251138	40		COMPLETE
41	0.28885767790262173	2020-05-17 16:46:29.975549	2020-05-17 17:10:49.617130	256	0.45818092087345896	0.2737843085663492	48	0.20833593196788353	77	0.0017995574702267057	256	0.5922837380201238	0.04353932584269663	0.28885767790262173	0.11563670411985019	0.16807116104868913	28.678838951310862	0.12808350653094266	0.04353932584269663	0.28885767790262173	0.11563670411985019	0.16807116104868913	28.66994382022472	0.12808853505798587		1638860246.0	200.0	0.04353932584269663	0.28885767790262173	0.11563670411985019	0.16807116104868913	28.687734082397004	0.12807890889877027	41		COMPLETE
42	0.0552434456928839	2020-05-17 17:10:49.713157	2020-05-17 17:21:43.089894	256	0.2169362087109331	0.3214003489717164	47	0.3094756585477771	48	0.03992817601788315	128	0.9978577628634061	0.007022471910112359	0.0552434456928839	0.018726591760299626	0.025749063670411985	48.11142322097378	0.03899080075663836	0.39325842696629215	0.5538389513108615	0.46207865168539325	0.5224719101123596	25.161516853932586	0.4543082936446854		1176638397.0	150.0	0.007022471910112359	0.0552434456928839	0.018726591760299626	0.025749063670411985	71.06132958801498	0.033814105596916555	42		COMPLETE
43	0.0749063670411985	2020-05-17 17:21:43.201250	2020-05-17 17:24:25.608562	256	0.2368787263282504	0.40107451416062534	49	0.27280462413545364	8	0.08328847002935771	256	0.9363917997978934	0.009831460674157303	0.0749063670411985	0.025280898876404494	0.037921348314606744	45.20060861423221	0.04786481454480071	0.28792134831460675	0.4307116104868914	0.3267790262172285	0.3618913857677903	28.880149812734082	0.3376396972330525		2662116629.0	150.0	0.009831460674157303	0.0749063670411985	0.025280898876404494	0.037921348314606744	61.521067415730336	0.044005937465583546	43		COMPLETE
44	0.899812734082397	2020-05-17 17:24:25.700610	2020-05-17 17:26:34.066477	64	0.12090174404826509	0.4328715703285311	42	0.14174758972083634	17	0.0077529899401715015	256	0.10232551367901098	0.29775280898876405	0.899812734082397	0.5767790262172284	0.7308052434456929	4.935393258426966	0.48307428649227147	0.29775280898876405	0.899812734082397	0.5767790262172284	0.7308052434456929	4.935393258426966	0.48307428649227147		4128521419.0	200.0	0.29775280898876405	0.899812734082397	0.5767790262172284	0.7308052434456929	4.935393258426966	0.48307428649227147	44		COMPLETE
