number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0005311614730878187	2020-05-10 17:28:20.218419	2020-05-10 18:02:50.364224	0.6694377440234093	27.87212857079916	64	0.12556662600685792	0.4399202331400132	36	0.4322904260345477	41	0.061866876603482265	512	0.7301365555346327	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	14798.490439093484	0.0007294141003684155	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	14798.471317280453	0.0007294165042099643	2941424854	150	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	14798.509560906516	0.0007294117008599636	0	COMPLETE
1	0.0005311614730878187	2020-05-10 18:02:50.710862	2020-05-10 21:08:20.893060	0.7830968483113031	8.819581045099115	256	0.4094195157849325	0.4335471457941601	41	0.23724145299625982	62	0.057020062473508625	128	0.772841896745022	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	15664.68059490085	0.0006266392286818383	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	15664.671742209632	0.0006266396977475471	2324901606	150	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	15664.689447592067	0.0006266387598763063	1	COMPLETE
2	0.002124645892351275	2020-05-10 21:08:20.928300	2020-05-10 22:01:34.250470	0.3217381549139633	27.081024155786174	128	0.37500360216769857	0.05422846446448931	30	0.3187643041366175	23	0.0023160272374697036	256	0.5965924468704061	0.000708215297450425	0.002124645892351275	0.0010623229461756375	0.001593484419263456	12095.39571529745	0.001921287335985721	0.000708215297450425	0.002124645892351275	0.0010623229461756375	0.001593484419263456	12095.387393767705	0.0019212878363825743	473995300	200	0.000708215297450425	0.002124645892351275	0.0010623229461756375	0.001593484419263456	12095.404036827196	0.001921286835943705	2	COMPLETE
3	0.000708215297450425	2020-05-10 22:01:34.302478	2020-05-11 00:28:50.405486	0.3225213560661873	18.65690403798453	256	0.12078595109082813	0.04468338600233901	19	0.3964135950327991	73	0.03925872325491271	128	0.7474480464070935	0.00017705382436260624	0.000708215297450425	0.00017705382436260624	0.0005311614730878187	15149.520892351275	0.0009687924128697515	0.00017705382436260624	0.000708215297450425	0.00017705382436260624	0.0005311614730878187	15149.50442634561	0.0009688102070464256	2170328583	150	0.00017705382436260624	0.000708215297450425	0.00017705382436260624	0.0005311614730878187	15149.53735835694	0.0009687746930909055	3	COMPLETE
4	0.002301699716713881	2020-05-11 00:28:50.440415	2020-05-11 01:22:46.320003	0.4360377518467309	25.543041567347906	128	0.4853641627431759	0.12166301634193072	25	0.20241995934193413	15	0.00623529731059432	128	0.8216208086386418	0.0	0.002301699716713881	0.0	0.0	16657.422184844192	0.0009016021244566402	0.0	0.002301699716713881	0.0	0.0	16657.41182719547	0.0009016023591866527	886757379	200	0.0	0.002301699716713881	0.0	0.0	16657.43254249292	0.0009016018898462155	4	COMPLETE
5	0.27124645892351273	2020-05-11 01:22:46.370626	2020-05-11 02:03:13.552634	0.28344247785726767	17.652266049076243	128	0.28202398370705206	0.3860352526481179	37	0.11251670579093426	17	0.002156077005372345	512	0.2989971044472729	0.11543909348441926	0.27124645892351273	0.18962464589235128	0.2271600566572238	6061.145892351275	0.1676155750308377	0.11543909348441926	0.27124645892351273	0.18962464589235128	0.2271600566572238	6061.143059490085	0.16761557518139997	2622257913	200	0.11543909348441926	0.27124645892351273	0.18962464589235128	0.2271600566572238	6061.148725212464	0.16761557488037968	5	COMPLETE
6	0.0005311614730878187	2020-05-11 02:03:13.609846	2020-05-11 03:43:14.640462	0.1350094334741651	17.211036474359467	128	0.2484728542802807	0.4857646910365295	60	0.44095696513065913	61	0.0025422923458328856	256	1.242988130551399	0.00017705382436260624	0.0005311614730878187	0.0003541076487252125	0.0005311614730878187	25203.131285410764	0.0005158707838466306	0.00017705382436260624	0.0005311614730878187	0.0003541076487252125	0.0005311614730878187	25203.128895184134	0.0005158708952469894	3044922376	150	0.00017705382436260624	0.0005311614730878187	0.0003541076487252125	0.0005311614730878187	25203.133675637393	0.0005158706725555418	6	COMPLETE
7	0.0	2020-05-11 03:43:14.675468	2020-05-11 04:34:36.436341	0.6841450520412321	8.183809622524503	256	0.08789334914444513	0.4820211575390626	21	0.27638222948196334	22	0.0056438739006368695	256	0.8217912597414005	0.0	0.0	0.0	0.0	16661.061437677054	0.000329969382552416	0.0	0.0	0.0	0.0	16661.06090651558	0.0003299693870314911	762582897	150	0.0	0.0	0.0	0.0	16661.061968838527	0.0003299693780739195	7	COMPLETE
8	0.0012393767705382436	2020-05-11 04:34:36.546315	2020-05-11 06:00:21.118527	0.5359020814661947	20.801026114505685	256	0.1536798134132485	0.04691590266940476	58	0.10566427608140866	18	0.01600217945316706	128	0.6303635921688268	0.0	0.0012393767705382436	0.00017705382436260624	0.0005311614730878187	12779.19564447592	0.000856451960687965	0.0	0.0012393767705382436	0.00017705382436260624	0.0005311614730878187	12779.188031161473	0.0008564530290184277	2438921558	150	0.0	0.0012393767705382436	0.00017705382436260624	0.0005311614730878187	12779.203257790368	0.0008564508951298069	8	COMPLETE
9	0.00017705382436260624	2020-05-11 06:00:21.182607	2020-05-11 08:36:39.245469	0.9564803959466115	6.098769331794349	256	0.017216699503036392	0.06895313021183175	41	0.2674381081321401	55	0.06829906703373229	256	0.794758404232914	0.0	0.00017705382436260624	0.0	0.0	16109.371635977337	0.00045759434367020554	0.0	0.00017705382436260624	0.0	0.0	16109.366324362607	0.00045759479557184063	2101853609	150	0.0	0.00017705382436260624	0.0	0.0	16109.376947592067	0.0004575938921530834	9	COMPLETE
10	0.0003541076487252125	2020-05-11 08:36:39.282276	2020-05-11 08:53:59.139534	0.9921222280101204	3.431043562013462	128	0.4070033394240806	0.24123499672633847	61	0.29203612836006126	7	0.07576744473025306	512	0.7650907654244793	0.0	0.0003541076487252125	0.0	0.00017705382436260624	15507.733091359773	0.0004205152037542667	0.0	0.0003541076487252125	0.0	0.00017705382436260624	15507.730701133145	0.00042051532090100184	1753468980	150	0.0	0.0003541076487252125	0.0	0.00017705382436260624	15507.735481586402	0.00042051508666953504	10	COMPLETE
11	0.40208923512747874	2020-05-11 08:53:59.177078	2020-05-11 09:26:41.493169	0.4492613279892285	6.1848559501332305	256	0.02910000532001783	0.4506674614128408	35	0.02648169384419935	1	0.012731583436629335	256	0.2629507303191356	0.16359773371104816	0.40208923512747874	0.31373937677053826	0.36172096317280455	5330.394387393768	0.2514244566846379	0.16359773371104816	0.40208923512747874	0.31373937677053826	0.36172096317280455	5330.394121813031	0.25142445668743435	3103581206	250	0.16359773371104816	0.40208923512747874	0.31373937677053826	0.36172096317280455	5330.394652974504	0.2514244566818419	11	COMPLETE
12	0.0003541076487252125	2020-05-11 09:26:41.565846	2020-05-11 11:25:40.921613	0.6130055958258682	5.674847362776971	128	0.4549517514378171	0.464534299441787	62	0.07067786877335447	67	0.002942463767180437	128	0.5331630456134498	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	10808.71706798867	0.0006398944168812459	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	10808.716536827196	0.0006398944477670186	3329001559	150	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	10808.71759915014	0.0006398943860063274	12	COMPLETE
13	0.00141643059490085	2020-05-11 11:25:40.961248	2020-05-11 13:32:08.034695	0.14842748290596752	20.54126408894885	128	0.03207873008747736	0.2876073910620034	54	0.12420361879235231	79	0.007944178580913744	128	0.6376582092026736	0.00017705382436260624	0.00141643059490085	0.0005311614730878187	0.0010623229461756375	12927.069050991502	0.0012871200455465172	0.00017705382436260624	0.00141643059490085	0.0005311614730878187	0.0010623229461756375	12927.0625	0.0012871213253810207	2369242464	150	0.00017705382436260624	0.00141643059490085	0.0005311614730878187	0.0010623229461756375	12927.075601983002	0.001287118769280446	13	COMPLETE
