number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.9190074906367042	2020-05-15 00:37:12.630065	2020-05-15 00:42:41.573533	64	0.12497193716022709	0.3789612952835251	19	0.48051232825719653	256	0.07162184676884996	0.08822906530054098	0.3852996254681648	0.9190074906367042	0.6877340823970037	0.800561797752809	4.24625468164794	0.5660936131737907	0.3852996254681648	0.9190074906367042	0.6877340823970037	0.800561797752809	4.24625468164794	0.5660936131737907	2140165635		0.3852996254681648	0.9190074906367042	0.6877340823970037	0.800561797752809	4.24625468164794	0.5660936131737907	10	COMPLETE
11	0.9573970037453183	2020-05-15 00:42:41.595583	2020-05-15 00:49:32.352240	64	0.27942621554783925	0.22707105814221246	22	0.21358908862909304	128	0.05427500181683591	0.06630131535402985	0.48408239700374533	0.9573970037453183	0.8057116104868914	0.8923220973782772	3.1928838951310863	0.6598426176042989	0.48408239700374533	0.9573970037453183	0.8057116104868914	0.8923220973782772	3.1928838951310863	0.6598426176042989	674913766	800.0	0.48408239700374533	0.9573970037453183	0.8057116104868914	0.8923220973782772	3.1928838951310863	0.6598426176042989	11	COMPLETE
12	0.9559925093632958	2020-05-15 00:49:32.373348	2020-05-15 00:55:25.809955	128	0.45309419846900784	0.3161159554040614	31	0.44790160379979016	128	0.0709706217762413	0.06622548846611648	0.47331460674157305	0.9559925093632958	0.8000936329588015	0.8937265917602997	3.1821161048689137	0.6522317242965456	0.47331460674157305	0.9559925093632958	0.8000936329588015	0.8937265917602997	3.1821161048689137	0.6522317242965456	3907146065	750.0	0.47331460674157305	0.9559925093632958	0.8000936329588015	0.8937265917602997	3.1821161048689137	0.6522317242965456	12	COMPLETE
13	0.9442883895131086	2020-05-15 00:55:25.837242	2020-05-15 00:59:02.600442	128	0.47431416595776826	0.49042033675291513	46	0.11805649168999222	512	0.0015804235667700047	0.07181552841244371	0.43679775280898875	0.9442883895131086	0.7621722846441947	0.8604868913857678	3.4648876404494384	0.6198682642541615	0.43679775280898875	0.9442883895131086	0.7621722846441947	0.8604868913857678	3.4648876404494384	0.6198682642541615	709047227		0.43679775280898875	0.9442883895131086	0.7621722846441947	0.8604868913857678	3.4648876404494384	0.6198682642541615	13	COMPLETE
14	0.8881086142322098	2020-05-15 00:59:02.625897	2020-05-15 01:02:38.217764	128	0.0852143773704952	0.25424440464527137	35	0.045880602881280985	512	0.3665606661220408	0.10480707346667512	0.3544007490636704	0.8881086142322098	0.6409176029962547	0.7584269662921348	5.063670411985019	0.5309319252030235	0.3544007490636704	0.8881086142322098	0.6409176029962547	0.7584269662921348	5.063670411985019	0.5309319252030235	3058389721		0.3544007490636704	0.8881086142322098	0.6409176029962547	0.7584269662921348	5.063670411985019	0.5309319252030235	14	COMPLETE
15	0.8796816479400749	2020-05-15 01:02:38.245743	2020-05-15 01:06:23.441636	256	0.12345303709571087	0.188595183103405	27	0.4166483468686828	512	0.3686657503459579	0.11127506308902878	0.3445692883895131	0.8796816479400749	0.6306179775280899	0.75	5.3684456928838955	0.5215777116005537	0.3445692883895131	0.8796816479400749	0.6306179775280899	0.75	5.3684456928838955	0.5215777116005537	3913576720		0.3445692883895131	0.8796816479400749	0.6306179775280899	0.75	5.3684456928838955	0.5215777116005537	15	COMPLETE
16	0.9391385767790262	2020-05-15 01:06:23.468479	2020-05-15 01:09:00.274814	256	0.308139943373502	0.312340213135031	21	0.10474761155695572	512	0.0028437668710293044	0.07504902664687108	0.43164794007490637	0.9391385767790262	0.7659176029962547	0.8628277153558053	3.6198501872659175	0.6168495077209395	0.43164794007490637	0.9391385767790262	0.7659176029962547	0.8628277153558053	3.6198501872659175	0.6168495077209395	2671970026	750.0	0.43164794007490637	0.9391385767790262	0.7659176029962547	0.8628277153558053	3.6198501872659175	0.6168495077209395	16	COMPLETE
17	0.8693820224719101	2020-05-15 01:09:00.301623	2020-05-15 01:14:07.122326	128	0.4500308965311517	0.20754471169800837	43	0.4889497964590465	256	0.3635114559932357	0.12046727852648201	0.33286516853932585	0.8693820224719101	0.6282771535580525	0.7457865168539326	5.775280898876405	0.5135663821502191	0.33286516853932585	0.8693820224719101	0.6282771535580525	0.7457865168539326	5.775280898876405	0.5135663821502191	599669050		0.33286516853932585	0.8693820224719101	0.6282771535580525	0.7457865168539326	5.775280898876405	0.5135663821502191	17	COMPLETE
18	0.9555243445692884	2020-05-15 01:14:07.149412	2020-05-15 01:19:06.293225	64	0.02943323996378605	0.1936491017784318	59	0.15585221926061432	256	0.0012518373352116386	0.06734071512643793	0.46769662921348315	0.9555243445692884	0.7991573033707865	0.8909176029962547	3.2462546816479403	0.6499808558583143	0.46769662921348315	0.9555243445692884	0.7991573033707865	0.8909176029962547	3.2462546816479403	0.6499808558583143	3453930026	950.0	0.46769662921348315	0.9555243445692884	0.7991573033707865	0.8909176029962547	3.2462546816479403	0.6499808558583143	18	COMPLETE
19	0.9222846441947565	2020-05-15 01:19:06.320482	2020-05-15 01:22:14.139250	64	0.30281843229621336	0.19519521905826753	49	0.14315082154749276	512	0.0011895638320539017	0.08315376203493233	0.3838951310861423	0.9222846441947565	0.6947565543071161	0.8080524344569289	4.010767790262173	0.5698201706320154	0.3838951310861423	0.9222846441947565	0.6947565543071161	0.8080524344569289	4.010767790262173	0.5698201706320154	1711681346	900.0	0.3838951310861423	0.9222846441947565	0.6947565543071161	0.8080524344569289	4.010767790262173	0.5698201706320154	19	COMPLETE
20	0.9260299625468165	2020-05-15 01:22:14.180595	2020-05-15 01:25:56.660575	64	0.03059371891731094	0.41097323266593666	48	0.1779333963583727	512	0.0011307029709086405	0.08304530210890686	0.38436329588014984	0.9260299625468165	0.6933520599250936	0.8235018726591761	4.004213483146067	0.5711207825563033	0.38436329588014984	0.9260299625468165	0.6933520599250936	0.8235018726591761	4.004213483146067	0.5711207825563033	953646619		0.38436329588014984	0.9260299625468165	0.6933520599250936	0.8235018726591761	4.004213483146067	0.5711207825563033	20	COMPLETE
21	0.09691011235955056	2020-05-15 01:25:56.687898	2020-05-15 01:26:46.469555	128	0.10545758672335503	0.2737443005701412	20	0.037148235030245835	256	0.5040476612648243	1.0076938960352417	0.012172284644194757	0.09691011235955056	0.032303370786516857	0.04681647940074907	48.61189138576779	0.05452369684268321	0.012172284644194757	0.09691011235955056	0.032303370786516857	0.04681647940074907	48.61189138576779	0.05452369684268321	2113107041	200.0	0.012172284644194757	0.09691011235955056	0.032303370786516857	0.04681647940074907	48.61189138576779	0.05452369684268321	21	COMPLETE
22	0.9264981273408239	2020-05-15 01:26:46.496674	2020-05-15 01:31:35.790263	256	0.34767511433592846	0.42153732072684974	54	0.36687313761487356	256	0.3122814884866241	0.08059995903804452	0.4396067415730337	0.9264981273408239	0.7359550561797753	0.8431647940074907	3.893258426966292	0.6108651726578372	0.4396067415730337	0.9264981273408239	0.7359550561797753	0.8431647940074907	3.893258426966292	0.6108651726578372	2329427493	950.0	0.4396067415730337	0.9264981273408239	0.7359550561797753	0.8431647940074907	3.893258426966292	0.6108651726578372	22	COMPLETE
23	0.9555243445692884	2020-05-15 01:31:35.817194	2020-05-15 01:38:23.314332	64	0.2202751021128868	0.1944469238806154	25	0.23857355148243226	128	0.15556973541081143	0.06606651233135956	0.4705056179775281	0.9555243445692884	0.7888576779026217	0.8857677902621723	3.1797752808988764	0.6470697068932699	0.4705056179775281	0.9555243445692884	0.7888576779026217	0.8857677902621723	3.1797752808988764	0.6470697068932699	2390895572	800.0	0.4705056179775281	0.9555243445692884	0.7888576779026217	0.8857677902621723	3.1797752808988764	0.6470697068932699	23	COMPLETE
24	0.9527153558052435	2020-05-15 01:38:23.342042	2020-05-15 01:41:37.146152	256	0.38571235635407614	0.036470461379353225	38	0.4248250818559717	256	0.0058861863580702105	0.06759692213501545	0.475187265917603	0.9527153558052435	0.799625468164794	0.8932584269662921	3.2542134831460676	0.6538838690834445	0.475187265917603	0.9527153558052435	0.799625468164794	0.8932584269662921	3.2542134831460676	0.6538838690834445	517168070	650.0	0.475187265917603	0.9527153558052435	0.799625468164794	0.8932584269662921	3.2542134831460676	0.6538838690834445	24	COMPLETE
25	0.9480337078651685	2020-05-15 01:41:37.172626	2020-05-15 01:44:46.589643	256	0.22863621537212492	0.0372527953191385	21	0.1352901946898718	256	0.0012062344533536945	0.07293246897052597	0.47237827715355807	0.9480337078651685	0.7780898876404494	0.8773408239700374	3.5252808988764044	0.6461616829182492	0.47237827715355807	0.9480337078651685	0.7780898876404494	0.8773408239700374	3.5252808988764044	0.6461616829182492	3961697025	650.0	0.47237827715355807	0.9480337078651685	0.7780898876404494	0.8773408239700374	3.5252808988764044	0.6461616829182492	25	COMPLETE
26	0.9658239700374532	2020-05-15 01:44:46.616841	2020-05-15 01:49:51.958649	128	0.3002340016508104	0.15298182683901973	25	0.3748143337088788	128	0.013298501806669354	0.0625846759557431	0.5042134831460674	0.9658239700374532	0.8192883895131086	0.9077715355805244	3.00561797752809	0.675234728020385	0.5042134831460674	0.9658239700374532	0.8192883895131086	0.9077715355805244	3.00561797752809	0.675234728020385	1100144478	650.0	0.5042134831460674	0.9658239700374532	0.8192883895131086	0.9077715355805244	3.00561797752809	0.675234728020385	26	COMPLETE
27	0.9616104868913857	2020-05-15 01:49:51.991006	2020-05-15 01:56:08.033973	256	0.026724142946117635	0.44027979953101	32	0.38172378530432954	128	0.008391610131490437	0.06437394704777845	0.48174157303370785	0.9616104868913857	0.8066479400749064	0.901685393258427	3.106741573033708	0.6602341238146456	0.48174157303370785	0.9616104868913857	0.8066479400749064	0.901685393258427	3.106741573033708	0.6602341238146456	3127050745	750.0	0.48174157303370785	0.9616104868913857	0.8066479400749064	0.901685393258427	3.106741573033708	0.6602341238146456	27	COMPLETE
28	0.9485018726591761	2020-05-15 01:56:08.061172	2020-05-15 01:59:50.013464	128	0.25854119315967317	0.3111178455717242	63	0.30252390945326385	512	0.0016867230184438918	0.06931391636900297	0.4410112359550562	0.9485018726591761	0.7752808988764045	0.8684456928838952	3.3384831460674156	0.6257801339186478	0.4410112359550562	0.9485018726591761	0.7752808988764045	0.8684456928838952	3.3384831460674156	0.6257801339186478	3999138901		0.4410112359550562	0.9485018726591761	0.7752808988764045	0.8684456928838952	3.3384831460674156	0.6257801339186478	28	COMPLETE
29	0.9573970037453183	2020-05-15 01:59:50.034940	2020-05-15 02:05:43.701598	64	0.41631731462437604	0.3841615532255838	36	0.028034877592250707	128	0.001613179800351734	0.06715583453680413	0.46207865168539325	0.9573970037453183	0.7794943820224719	0.8810861423220974	3.230337078651685	0.6403704485368086	0.46207865168539325	0.9573970037453183	0.7794943820224719	0.8810861423220974	3.230337078651685	0.6403704485368086	3238064124	700.0	0.46207865168539325	0.9573970037453183	0.7794943820224719	0.8810861423220974	3.230337078651685	0.6403704485368086	29	COMPLETE
30	0.9082397003745318	2020-05-15 02:05:43.729460	2020-05-15 02:09:22.137909	64	0.0836204444872628	0.2679465359830022	33	0.4657797187633998	512	0.0018371111277858158	0.0911433521722712	0.3651685393258427	0.9082397003745318	0.6666666666666666	0.7837078651685393	4.398408239700374	0.5480052068627012	0.3651685393258427	0.9082397003745318	0.6666666666666666	0.7837078651685393	4.398408239700374	0.5480052068627012	2630128602		0.3651685393258427	0.9082397003745318	0.6666666666666666	0.7837078651685393	4.398408239700374	0.5480052068627012	30	COMPLETE
31	0.5472846441947565	2020-05-15 02:09:22.164715	2020-05-15 02:17:59.675442	128	0.11739624339958882	0.24303291833340995	37	0.33356896305553807	128	0.47360841104554363	0.357064814111462	0.16619850187265917	0.5472846441947565	0.31226591760299627	0.40308988764044945	17.149344569288388	0.2875352406690958	0.16619850187265917	0.5472846441947565	0.31226591760299627	0.40308988764044945	17.149344569288388	0.2875352406690958	1505902065		0.16619850187265917	0.5472846441947565	0.31226591760299627	0.40308988764044945	17.149344569288388	0.2875352406690958	31	COMPLETE
32	0.09550561797752809	2020-05-15 02:17:59.702952	2020-05-15 02:19:37.633563	256	0.39484498403237805	0.3595341225006019	19	0.4673760286954303	256	0.9806701426494562	1.0130636041595038	0.005149812734082397	0.09550561797752809	0.02247191011235955	0.04260299625468165	48.80898876404494	0.047552925713792896	0.005149812734082397	0.09550561797752809	0.02247191011235955	0.04260299625468165	48.80898876404494	0.047552925713792896	668058117	350.0	0.005149812734082397	0.09550561797752809	0.02247191011235955	0.04260299625468165	48.80898876404494	0.047552925713792896	32	COMPLETE
33	0.11235955056179775	2020-05-15 02:19:37.661270	2020-05-15 02:20:05.153302	64	0.056911975154031236	0.28259124432143684	21	0.39602328251326496	512	0.9797041962723231	0.9754864660227734	0.012640449438202247	0.11235955056179775	0.0351123595505618	0.05945692883895131	47.06554307116105	0.05862198961333899	0.012640449438202247	0.11235955056179775	0.0351123595505618	0.05945692883895131	47.06554307116105	0.05862198961333899	365130182	150.0	0.012640449438202247	0.11235955056179775	0.0351123595505618	0.05945692883895131	47.06554307116105	0.05862198961333899	33	COMPLETE
34	0.9564606741573034	2020-05-15 02:20:05.177192	2020-05-15 02:24:04.546311	128	0.4868117974568035	0.2841150985212694	58	0.1774976453903781	256	0.010754468629896893	0.06566355884169343	0.4616104868913858	0.9564606741573034	0.798689138576779	0.8904494382022472	3.1633895131086143	0.6459455426733958	0.4616104868913858	0.9564606741573034	0.798689138576779	0.8904494382022472	3.1633895131086143	0.6459455426733958	1078400471	800.0	0.4616104868913858	0.9564606741573034	0.798689138576779	0.8904494382022472	3.1633895131086143	0.6459455426733958	34	COMPLETE
35	0.9428838951310862	2020-05-15 02:24:04.577891	2020-05-15 02:26:42.141091	256	0.2950742793966618	0.3036728001747891	38	0.049999161438082806	512	0.025462262879436905	0.07554773115012306	0.4405430711610487	0.9428838951310862	0.7607677902621723	0.8647003745318352	3.654494382022472	0.6204449156683031	0.4405430711610487	0.9428838951310862	0.7607677902621723	0.8647003745318352	3.654494382022472	0.6204449156683031	3031862384	700.0	0.4405430711610487	0.9428838951310862	0.7607677902621723	0.8647003745318352	3.654494382022472	0.6204449156683031	35	COMPLETE
36	0.9400749063670412	2020-05-15 02:26:42.168989	2020-05-15 02:30:22.655397	256	0.06908119444604521	0.289269642199583	57	0.17507799327215334	128	0.07827692358203954	0.0732720767179232	0.475187265917603	0.9400749063670412	0.7944756554307116	0.8890449438202247	3.536985018726592	0.6498479835845	0.475187265917603	0.9400749063670412	0.7944756554307116	0.8890449438202247	3.536985018726592	0.6498479835845	4186409708	450.0	0.475187265917603	0.9400749063670412	0.7944756554307116	0.8890449438202247	3.536985018726592	0.6498479835845	36	COMPLETE
37	0.897003745318352	2020-05-15 02:30:22.677946	2020-05-15 02:33:14.255126	256	0.1156623282972582	0.018241595547289435	39	0.04992738779023703	512	0.30057792412598683	0.09826077268657725	0.3951310861423221	0.897003745318352	0.6961610486891385	0.8043071161048689	4.754213483146067	0.5718008988613504	0.3951310861423221	0.897003745318352	0.6961610486891385	0.8043071161048689	4.754213483146067	0.5718008988613504	3455855902	750.0	0.3951310861423221	0.897003745318352	0.6961610486891385	0.8043071161048689	4.754213483146067	0.5718008988613504	37	COMPLETE
38	0.9363295880149812	2020-05-15 02:33:14.282669	2020-05-15 02:36:58.467115	64	0.20678462426762456	0.10464000264097983	36	0.13045958855284062	512	0.07233404126405585	0.07821428268268872	0.4204119850187266	0.9363295880149812	0.7340823970037453	0.8361423220973783	3.7743445692883895	0.601677887424283	0.4204119850187266	0.9363295880149812	0.7340823970037453	0.8361423220973783	3.7743445692883895	0.601677887424283	1493027781		0.4204119850187266	0.9363295880149812	0.7340823970037453	0.8361423220973783	3.7743445692883895	0.601677887424283	38	COMPLETE
39	0.9499063670411985	2020-05-15 02:36:58.494052	2020-05-15 02:44:05.275977	64	0.44895083804250663	0.14479743236991166	17	0.47178276430554456	128	0.006177535152196463	0.0738914930802327	0.4353932584269663	0.9499063670411985	0.7443820224719101	0.8497191011235955	3.564138576779026	0.6158852210224132	0.4353932584269663	0.9499063670411985	0.7443820224719101	0.8497191011235955	3.564138576779026	0.6158852210224132	4205010899	850.0	0.4353932584269663	0.9499063670411985	0.7443820224719101	0.8497191011235955	3.564138576779026	0.6158852210224132	39	COMPLETE
40	0.8726591760299626	2020-05-15 02:44:05.299634	2020-05-15 02:49:14.678120	128	0.23314884278147346	0.49207768101792326	16	0.12183809338342683	256	0.39040745477778166	0.10990087811099121	0.3211610486891386	0.8726591760299626	0.6198501872659176	0.7345505617977528	5.304775280898877	0.5054042891001764	0.3211610486891386	0.8726591760299626	0.6198501872659176	0.7345505617977528	5.304775280898877	0.5054042891001764	3194668314		0.3211610486891386	0.8726591760299626	0.6198501872659176	0.7345505617977528	5.304775280898877	0.5054042891001764	40	COMPLETE
41	0.951310861423221	2020-05-15 02:49:14.727283	2020-05-15 02:52:34.920570	256	0.11430561071828266	0.2668057281842994	44	0.48857362286767575	256	0.01567969295474877	0.06973845542544561	0.45552434456928836	0.951310861423221	0.7790262172284644	0.8881086142322098	3.362827715355805	0.6375030590047589	0.45552434456928836	0.951310861423221	0.7790262172284644	0.8881086142322098	3.362827715355805	0.6375030590047589	1284474928	650.0	0.45552434456928836	0.951310861423221	0.7790262172284644	0.8881086142322098	3.362827715355805	0.6375030590047589	41	COMPLETE
42	0.9555243445692884	2020-05-15 02:52:34.959695	2020-05-15 02:58:08.765726	64	0.18225711768697478	0.0585705274658585	62	0.4443779265919176	256	0.04902740137451737	0.06752464458981201	0.46207865168539325	0.9555243445692884	0.7799625468164794	0.8759363295880149	3.2532771535580522	0.6392419584902854	0.46207865168539325	0.9555243445692884	0.7799625468164794	0.8759363295880149	3.2532771535580522	0.6392419584902854	2283040261		0.46207865168539325	0.9555243445692884	0.7799625468164794	0.8759363295880149	3.2532771535580522	0.6392419584902854	42	COMPLETE
43	0.9302434456928839	2020-05-15 02:58:08.794322	2020-05-15 03:01:16.780106	256	0.09944623501328986	0.21565938149088082	50	0.43118230476026903	512	0.11530850061436232	0.08133249150324012	0.40168539325842695	0.9302434456928839	0.7167602996254682	0.8258426966292135	3.9204119850187267	0.5850344041479865	0.40168539325842695	0.9302434456928839	0.7167602996254682	0.8258426966292135	3.9204119850187267	0.5850344041479865	165695832	800.0	0.40168539325842695	0.9302434456928839	0.7167602996254682	0.8258426966292135	3.9204119850187267	0.5850344041479865	43	COMPLETE
44	0.9297752808988764	2020-05-15 03:01:16.806512	2020-05-15 03:04:55.090899	128	0.4127504234975225	0.3985192098716054	38	0.4010557040622274	512	0.06714506130721395	0.08263740658390333	0.38857677902621723	0.9297752808988764	0.701310861423221	0.8211610486891385	3.980337078651685	0.5757831101049887	0.38857677902621723	0.9297752808988764	0.701310861423221	0.8211610486891385	3.980337078651685	0.5757831101049887	2444628843		0.38857677902621723	0.9297752808988764	0.701310861423221	0.8211610486891385	3.980337078651685	0.5757831101049887	44	COMPLETE
45	0.9616104868913857	2020-05-15 03:04:55.118122	2020-05-15 03:10:25.546464	64	0.11811852409913703	0.11090898238226654	23	0.19200093057029027	256	0.010556475268473545	0.06388039789459064	0.4747191011235955	0.9616104868913857	0.8047752808988764	0.8927902621722846	3.0875468164794007	0.6554646668037667	0.4747191011235955	0.9616104868913857	0.8047752808988764	0.8927902621722846	3.0875468164794007	0.6554646668037667	3726339113		0.4747191011235955	0.9616104868913857	0.8047752808988764	0.8927902621722846	3.0875468164794007	0.6554646668037667	45	COMPLETE
46	0.9536516853932584	2020-05-15 03:10:25.574521	2020-05-15 03:14:06.479743	128	0.42448361178152283	0.13594156614676722	47	0.06261924650547063	512	0.03556374677735904	0.0707790304371243	0.46301498127340823	0.9536516853932584	0.7804307116104869	0.8871722846441947	3.4105805243445695	0.6420669979688332	0.46301498127340823	0.9536516853932584	0.7804307116104869	0.8871722846441947	3.4105805243445695	0.6420669979688332	1702988515		0.46301498127340823	0.9536516853932584	0.7804307116104869	0.8871722846441947	3.4105805243445695	0.6420669979688332	46	COMPLETE
47	0.09129213483146068	2020-05-15 03:14:06.507476	2020-05-15 03:14:43.206446	128	0.10669138235470466	0.29820615445262955	58	0.2936452558025153	256	0.5399463842723964	1.0309256128670319	0.011704119850187267	0.09129213483146068	0.03136704119850187	0.04681647940074907	49.741573033707866	0.051544855066361826	0.011704119850187267	0.09129213483146068	0.03136704119850187	0.04681647940074907	49.741573033707866	0.051544855066361826	2330903095	150.0	0.011704119850187267	0.09129213483146068	0.03136704119850187	0.04681647940074907	49.741573033707866	0.051544855066361826	47	COMPLETE
