number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.0023408239700374533	2020-05-18 11:12:10.706328	2020-05-18 11:31:52.331838	128	64	0.0012992062957770888	128	0.9998326550921502	0.0014044943820224719	0.0023408239700374533	0.0023408239700374533	0.0023408239700374533	48.250702247191015	0.022641009351148152	0.87312734082397	0.9995318352059925	0.9831460674157303	0.9967228464419475	1.2069288389513109	0.9271613607990012		291198732.0	150.0	0.0014044943820224719	0.0023408239700374533	0.0023408239700374533	0.0023408239700374533	95.29447565543072	0.012269972167495442	0		COMPLETE
1	0.018258426966292134	2020-05-18 11:31:52.485963	2020-05-18 12:20:45.898963	128	84	0.06575464699674281	128	0.9990595037811733	0.0018726591760299626	0.018258426966292134	0.0046816479400749065	0.011235955056179775	48.23033707865169	0.027359402812471977	0.5917602996254682	0.8417602996254682	0.7322097378277154	0.775749063670412	7.344569288389513	0.679358920023848		2707848992.0	250.0	0.0018726591760299626	0.011235955056179775	0.003745318352059925	0.0046816479400749065	89.11610486891385	0.015717648354989545	1		COMPLETE
2	0.03417602996254682	2020-05-18 12:20:46.027428	2020-05-18 12:25:47.919782	64	45	0.0036169717573424093	256	0.9854266800950822	0.007022471910112359	0.03417602996254682	0.02294007490636704	0.02855805243445693	47.53370786516854	0.03711176966851383	0.4756554307116105	0.952247191011236	0.7691947565543071	0.8698501872659176	3.0767790262172285	0.6423399526516951		2747773394.0	150.0	0.007022471910112359	0.031835205992509365	0.019194756554307114	0.025280898876404494	91.99063670411985	0.02511785650141565	2		COMPLETE
3	0.10205992509363296	2020-05-18 12:25:48.091818	2020-05-18 14:07:46.043946	256	88	0.0010543403648993522	512	0.9886705682993159	0.00046816479400749064	0.10205992509363296	0.025280898876404494	0.054307116104868915	47.67649812734082	0.04897423832913614	0.05337078651685393	0.13249063670411984	0.05852059925093633	0.07771535580524344	44.8689138576779	0.09009774093867094		2201058771.0	150.0	0.00046816479400749064	0.08286516853932584	0.009831460674157303	0.02762172284644195	50.484082397003746	0.03891293047435311	3		COMPLETE
4	0.0149812734082397	2020-05-18 14:07:46.175458	2020-05-18 14:36:51.193188	128	67	0.011223322935132472	256	0.99028799997831	0.005149812734082397	0.0149812734082397	0.009831460674157303	0.013108614232209739	47.78183520599251	0.02914157478814952	0.7284644194756554	0.9705056179775281	0.899812734082397	0.9396067415730337	2.4260299625468167	0.8239664617930214		2723740954.0	200.0	0.005149812734082397	0.013576779026217229	0.00749063670411985	0.009831460674157303	93.13764044943821	0.017932955352942044	4		COMPLETE
5	0.047752808988764044	2020-05-18 14:36:51.299571	2020-05-18 15:05:22.039310	128	93	0.004408778087265745	512	0.9872378560318524	0.0046816479400749065	0.047752808988764044	0.01638576779026217	0.02902621722846442	47.65191947565543	0.03636646712925208	0.29681647940074907	0.8216292134831461	0.5337078651685393	0.6610486891385767	6.272940074906367	0.4614367330410764		1358452584.0	150.0	0.0046816479400749065	0.033707865168539325	0.013108614232209739	0.018726591760299626	89.03089887640449	0.023320522730155054	5		COMPLETE
6	0.06132958801498127	2020-05-18 15:05:22.168875	2020-05-18 15:08:12.087266	64	10	0.0021847388772603857	256	0.9714728529331333	0.007958801498127341	0.06132958801498127	0.03745318352059925	0.04868913857677903	46.89559925093633	0.04601499835207814	0.27153558052434457	0.9321161048689138	0.6020599250936329	0.7705992509363296	4.020599250936329	0.47886315729628726		1066908228.0	200.0	0.007958801498127341	0.056179775280898875	0.030430711610486893	0.04353932584269663	89.77059925093633	0.03262634745620438	6		COMPLETE
7	0.02762172284644195	2020-05-18 15:08:12.187800	2020-05-18 15:53:09.465857	256	37	0.0015922268988378097	256	1.0001595326401085	0.0046816479400749065	0.02762172284644195	0.014044943820224719	0.017322097378277154	48.2624063670412	0.03186858089937256	0.23642322097378277	0.8867041198501873	0.5847378277153558	0.74812734082397	4.830524344569288	0.4540757173866164		4242574425.0	150.0	0.0046816479400749065	0.02153558052434457	0.011704119850187267	0.0149812734082397	91.6942883895131	0.020472341154832437	7		COMPLETE
8	0.2153558052434457	2020-05-18 15:53:09.593703	2020-05-18 16:12:50.659639	64	50	0.020278376900320878	512	0.8000924570690003	0.012172284644194757	0.2153558052434457	0.09316479400749064	0.15683520599250936	38.72799625468165	0.09468539958718544	0.7921348314606742	0.9859550561797753	0.9138576779026217	0.954119850187266	1.7640449438202248	0.8595748794866855		2187152205.0	450.0	0.012172284644194757	0.16292134831460675	0.06647940074906367	0.09410112359550561	75.69194756554307	0.06337825346276152	8		COMPLETE
9	0.9105805243445693	2020-05-18 16:12:50.765504	2020-05-18 16:17:23.941735	64	2	0.010096131776289655	512	0.113368493565864	0.19288389513108614	0.9105805243445693	0.6292134831460674	0.7921348314606742	5.499765917602996	0.4734556254514421	0.62687265917603	0.9531835205992509	0.8127340823970037	0.8867041198501873	2.643258426966292	0.7375460781983979		808819921.0	550.0	0.19288389513108614	0.8698501872659176	0.49391385767790263	0.6825842696629213	8.3562734082397	0.39806223250971456	9		COMPLETE
