number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.c_max	model.c_min	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.0004279356384799726	2020-01-21 12:59:32.800102	2020-01-21 19:32:27.508068	2.4241049656445544	0.022123498457513248	150.0	21.0	0.03020756457079342	2000.0	1.0033534810583975	2.8529042565331506e-05	0.0004279356384799726	0.00019970329795732054	0.00019970329795732054	7169.850350907223	0.000609178723456813	2.8529042565331506e-05	0.0004279356384799726	0.00019970329795732054	0.00019970329795732054	7169.848025790255	0.0006091789199135162	556928234	2.8529042565331506e-05	0.0004279356384799726	0.00019970329795732054	0.00019970329795732054	7169.852676024193	0.0006091785271388768	0
1	TrialState.COMPLETE	0.0007417551066986192	2020-01-21 19:32:27.508882	2020-01-22 01:56:42.612526	3.406268618162835	0.07566697127190151	350.0	41.0	0.003954184146598082	1800.0	1.012973055694308	0.00017117425539198904	0.0007417551066986192	0.0003138194682186466	0.0004564646810453041	7239.104473353874	0.0007636243998946952	0.00017117425539198904	0.0007417551066986192	0.0003138194682186466	0.0004564646810453041	7239.0994522423825	0.00076362486874952	5824053	0.00017117425539198904	0.0007417551066986192	0.0003138194682186466	0.0004564646810453041	7239.109494465366	0.0007636239315815525	1
2	TrialState.COMPLETE	0.0005991098938719617	2020-01-22 01:56:42.613303	2020-01-22 06:04:21.420738	5.163273831305329	0.02600889960559358	50.0	1.0	0.008901664795834737	1500.0	1.0003472594593354	2.8529042565331506e-05	0.0005991098938719617	8.558712769599452e-05	0.00019970329795732054	7148.285219103047	0.0006339211151488416	2.8529042565331506e-05	0.0005991098938719617	8.558712769599452e-05	0.00019970329795732054	7148.283835444482	0.0006339213393013882	3628064175	2.8529042565331506e-05	0.0005991098938719617	8.558712769599452e-05	0.00019970329795732054	7148.286602761611	0.000633920891346475	2
3	TrialState.COMPLETE	0.0003708775533493096	2020-01-22 06:04:21.421555	2020-01-22 09:46:34.369769	7.736218071494213	0.010104024821152795	150.0	61.0	0.09738983811688043	1100.0	1.0186541092224686	2.8529042565331506e-05	0.0003708775533493096	5.705808513066301e-05	0.00017117425539198904	7278.898707634372	0.0005332634257615433	2.8529042565331506e-05	0.0003708775533493096	5.705808513066301e-05	0.00017117425539198904	7278.896724865914	0.0005332645369632959	1661625969	2.8529042565331506e-05	0.0003708775533493096	5.705808513066301e-05	0.00017117425539198904	7278.90069040283	0.0005332623200710832	3
4	TrialState.COMPLETE	0.0006561679790026247	2020-01-22 09:46:34.370564	2020-01-22 14:12:54.000532	1.1054101353476913	0.07379014519103741	250.0	71.0	0.003960671812774781	1200.0	0.9885432297384353	2.8529042565331506e-05	0.0006561679790026247	0.0002567613830879836	0.0004279356384799726	7063.624643386968	0.0006956075260147504	2.8529042565331506e-05	0.0006561679790026247	0.0002567613830879836	0.0004279356384799726	7063.620421088668	0.0006956079894402191	3924489430	2.8529042565331506e-05	0.0006561679790026247	0.0002567613830879836	0.0004279356384799726	7063.628865685268	0.000695607063188796	4
