number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.28323970037453183	2020-03-12 13:38:36.072025	2020-03-12 13:40:57.674064	64	128	0.09291855313169513	128	0.024003674145163956	0.5576488158616764	0.02153558052434457	0.28323970037453183	0.08707865168539326	0.1343632958801498	26.268492509363295	0.10897940890324954	0.02153558052434457	0.28323970037453183	0.08707865168539326	0.1343632958801498	26.26825842696629	0.10897945633635936	2386631185	500.0	0.02153558052434457	0.28323970037453183	0.08707865168539326	0.1343632958801498	26.2687265917603	0.10897936213821167	0	COMPLETE
1	0.0852059925093633	2020-03-12 13:40:57.692073	2020-03-12 13:41:19.534829	64	256	0.006375910919175341	256	0.032784935623537986	1.012260319621473	0.0	0.0852059925093633	0.013576779026217229	0.03323970037453183	48.78160112359551	0.0410726700823631	0.0	0.0852059925093633	0.013576779026217229	0.03323970037453183	48.7813670411985	0.04107345691394967	966125271	150.0	0.0	0.0852059925093633	0.013576779026217229	0.03323970037453183	48.78183520599251	0.04107192696364245	1	COMPLETE
2	0.18820224719101122	2020-03-12 13:41:19.546540	2020-03-12 13:45:09.831938	64	256	0.06921406150876251	128	0.9086028519903987	0.7076338378604404	0.0014044943820224719	0.18820224719101122	0.03604868913857678	0.06694756554307116	33.71067415730337	0.06728788899236982	0.0014044943820224719	0.18820224719101122	0.03604868913857678	0.06694756554307116	33.71067415730337	0.06728788899236982	2038284599	800.0	0.0014044943820224719	0.18820224719101122	0.03604868913857678	0.06694756554307116	33.71067415730337	0.06728788899236982	2	COMPLETE
3	0.1100187265917603	2020-03-12 13:45:09.842729	2020-03-12 13:45:42.170079	64	256	0.003304184535306333	256	0.1015508474480647	0.9849143519505774	0.0	0.1100187265917603	0.02949438202247191	0.04915730337078652	47.48501872659176	0.04761599251501752	0.0	0.1100187265917603	0.02949438202247191	0.04915730337078652	47.48501872659176	0.04761599251501752	722469290	200.0	0.0	0.1100187265917603	0.02949438202247191	0.04915730337078652	47.48501872659176	0.04761599251501752	3	COMPLETE
4	0.09363295880149813	2020-03-12 13:45:42.180631	2020-03-12 13:46:13.765391	128	128	0.001261778590704612	128	0.035967246473702294	1.0050150581377415	0.0	0.09363295880149813	0.024812734082397005	0.04447565543071161	48.44147940074907	0.044100648089646664	0.0	0.09363295880149813	0.024812734082397005	0.04447565543071161	48.44147940074907	0.044100648089646664	4178726385	150.0	0.0	0.09363295880149813	0.024812734082397005	0.04447565543071161	48.44147940074907	0.044100648089646664	4	COMPLETE
5	0.26357677902621723	2020-03-12 13:46:13.777300	2020-03-12 13:51:21.852055	256	128	0.01204938640595231	128	0.34049638947573585	0.5836038980327811	0.011704119850187267	0.26357677902621723	0.06835205992509363	0.12172284644194757	27.51451310861423	0.09512300586944099	0.011704119850187267	0.26357677902621723	0.06835205992509363	0.12172284644194757	27.51451310861423	0.09512300586944099	1387327286		0.011704119850187267	0.26357677902621723	0.06835205992509363	0.12172284644194757	27.51451310861423	0.09512300586944099	5	COMPLETE
6	0.26825842696629215	2020-03-12 13:51:21.863713	2020-03-12 13:54:55.469919	128	256	0.035955614576547064	256	0.049302421136209515	0.5648181815936897	0.016853932584269662	0.26825842696629215	0.08239700374531835	0.13249063670411984	26.634831460674157	0.1024087666255196	0.016853932584269662	0.26825842696629215	0.08239700374531835	0.13249063670411984	26.634831460674157	0.1024087666255196	3044872808		0.016853932584269662	0.26825842696629215	0.08239700374531835	0.13249063670411984	26.634831460674157	0.1024087666255196	6	COMPLETE
7	0.25234082397003743	2020-03-12 13:54:55.481650	2020-03-12 13:57:38.535179	256	64	0.026211070083346534	512	0.0017990331073515283	0.6295449922396714	0.01638576779026217	0.25234082397003743	0.07443820224719101	0.12921348314606743	29.71067415730337	0.09719441690436714	0.01638576779026217	0.25234082397003743	0.07443820224719101	0.12921348314606743	29.71067415730337	0.09719441690436714	191946314		0.01638576779026217	0.25234082397003743	0.07443820224719101	0.12921348314606743	29.71067415730337	0.09719441690436714	7	COMPLETE
8	0.2785580524344569	2020-03-12 13:57:38.546935	2020-03-12 14:02:11.164579	256	128	0.017899050659418363	128	0.04389585223184474	0.5485727708500702	0.019194756554307114	0.2785580524344569	0.07911985018726592	0.13108614232209737	25.868913857677903	0.10546502907613499	0.019194756554307114	0.2785580524344569	0.07911985018726592	0.13108614232209737	25.868913857677903	0.10546502907613499	4243121284	900.0	0.019194756554307114	0.2785580524344569	0.07911985018726592	0.13108614232209737	25.868913857677903	0.10546502907613499	8	COMPLETE
9	0.27247191011235955	2020-03-12 14:02:11.176558	2020-03-12 14:05:45.186266	64	128	0.04784591543909091	256	0.4502801654412619	0.5737639969992643	0.008426966292134831	0.27247191011235955	0.06928838951310862	0.12734082397003746	27.051498127340825	0.09508587752515926	0.008426966292134831	0.27247191011235955	0.06928838951310862	0.12734082397003746	27.051498127340825	0.09508587752515926	4290548277		0.008426966292134831	0.27247191011235955	0.06928838951310862	0.12734082397003746	27.051498127340825	0.09508587752515926	9	COMPLETE
