number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.922752808988764	2020-03-18 15:43:36.915685	2020-03-18 15:52:28.905538	256	0.48600218883185625	0.2890700901776826	40	0.0855333979385437	0.007895834094148438	256	0.7757982915209918	0.0930745505321464	0.40168539325842695	0.922752808988764	0.7139513108614233	0.829119850187266	4.515917602996255	0.5845495065810324	0.40168539325842695	0.922752808988764	0.7139513108614233	0.829119850187266	4.515917602996255	0.5845495065810324	2149679376	400	0.40168539325842695	0.922752808988764	0.7139513108614233	0.829119850187266	4.515917602996255	0.5845495065810324	0	COMPLETE
1	0.7954119850187266	2020-03-18 15:52:28.968977	2020-03-18 15:58:20.376935	256	0.3745835299667925	0.40892710083171835	49	0.014688906945110158	0.0023460644183528607	256	0.0017793024186847435	0.17295798306764987	0.18117977528089887	0.7954119850187266	0.42602996254681647	0.5889513108614233	8.375468164794007	0.36207230478014873	0.18117977528089887	0.7954119850187266	0.42602996254681647	0.5889513108614233	8.375468164794007	0.36207230478014873	331534212	250	0.18117977528089887	0.7954119850187266	0.42602996254681647	0.5889513108614233	8.375468164794007	0.36207230478014873	1	COMPLETE
2	0.897003745318352	2020-03-18 15:58:20.431741	2020-03-18 16:03:03.869521	64	0.2284933304103383	0.39422515988110896	60	0.44272659701591455	0.00879547305118099	512	0.010574921120094003	0.09588750911098713	0.33941947565543074	0.897003745318352	0.6315543071161048	0.7640449438202247	4.640449438202247	0.5205065147383148	0.33941947565543074	0.897003745318352	0.6315543071161048	0.7640449438202247	4.640449438202247	0.5205065147383148	4153888551	650	0.33941947565543074	0.897003745318352	0.6315543071161048	0.7640449438202247	4.640449438202247	0.5205065147383148	2	COMPLETE
3	0.7668539325842697	2020-03-18 16:03:03.904100	2020-03-18 16:10:27.956937	128	0.2550605132986981	0.36871415654971124	49	0.34401148026058853	0.08448810972308719	128	0.003590088003438948	0.15626728482115385	0.20411985018726592	0.7668539325842697	0.4297752808988764	0.5716292134831461	7.568820224719101	0.37467050844463934	0.22378277153558052	0.7701310861423221	0.44756554307116103	0.5852059925093633	7.428838951310861	0.3902771260079093	2769112863	400	0.20411985018726592	0.7593632958801498	0.42790262172284643	0.5627340823970037	7.7088014981273405	0.3721200046947471	3	COMPLETE
4	0.9433520599250936	2020-03-18 16:10:28.011173	2020-03-18 16:15:01.175085	64	0.4893502947580916	0.09518857863136015	54	0.12888103953475688	0.07315180850002027	512	0.13383073253785235	0.0781467903478678	0.40870786516853935	0.9433520599250936	0.7186329588014981	0.8445692883895131	3.7724719101123596	0.5917265733830143	0.40870786516853935	0.9433520599250936	0.7186329588014981	0.8445692883895131	3.7724719101123596	0.5917265733830143	936325139	650	0.40870786516853935	0.9433520599250936	0.7186329588014981	0.8445692883895131	3.7724719101123596	0.5917265733830143	4	COMPLETE
5	0.9283707865168539	2020-03-18 16:15:01.241168	2020-03-18 16:23:07.299411	64	0.4474456249236925	0.049963759045163036	63	0.1368948704126326	0.0025019161938298023	128	0.09211359925544085	0.08327291269825025	0.39091760299625467	0.9283707865168539	0.6952247191011236	0.8192883895131086	4.022471910112359	0.5744383084328376	0.39091760299625467	0.9283707865168539	0.6952247191011236	0.8192883895131086	4.022471910112359	0.5744383084328376	4207408742	500	0.39091760299625467	0.9283707865168539	0.6952247191011236	0.8192883895131086	4.022471910112359	0.5744383084328376	5	COMPLETE
6	0.9054307116104869	2020-03-18 16:23:07.346486	2020-03-18 16:26:25.454672	128	0.39817132963588947	0.33577415027050594	43	0.032318635333780765	0.01062878837854973	128	0.10670388409179601	0.09431734446554763	0.35720973782771537	0.9054307116104869	0.6690074906367042	0.7902621722846442	4.558052434456929	0.5437308179529036	0.35720973782771537	0.9054307116104869	0.6690074906367042	0.7902621722846442	4.558052434456929	0.5437308179529036	823854987	200	0.35720973782771537	0.9054307116104869	0.6690074906367042	0.7902621722846442	4.558052434456929	0.5437308179529036	6	COMPLETE
7	0.8824906367041199	2020-03-18 16:26:25.525029	2020-03-18 16:29:54.953306	256	0.07436103994063542	0.24330545972828233	18	0.18876699748581188	0.0041039180891273425	128	0.31350017417391873	0.11758102326782957	0.3347378277153558	0.8824906367041199	0.6301498127340824	0.7598314606741573	5.714887640449438	0.5178251616814011	0.3347378277153558	0.8824906367041199	0.6301498127340824	0.7598314606741573	5.714887640449438	0.5178251616814011	3162924137	200	0.3347378277153558	0.8824906367041199	0.6301498127340824	0.7598314606741573	5.714887640449438	0.5178251616814011	7	COMPLETE
8	0.8740636704119851	2020-03-18 16:29:55.006285	2020-03-18 16:32:22.325761	128	0.10386588662164997	0.3677396818582848	25	0.006685996032839037	0.0025227979403507094	512	0.05650577613798305	0.11559467734455058	0.29775280898876405	0.8740636704119851	0.6006554307116105	0.7237827715355806	5.604400749063671	0.4850801364494677	0.29775280898876405	0.8740636704119851	0.6006554307116105	0.7237827715355806	5.604400749063671	0.4850801364494677	281119838	300	0.29775280898876405	0.8740636704119851	0.6006554307116105	0.7237827715355806	5.604400749063671	0.4850801364494677	8	COMPLETE
9	0.9396067415730337	2020-03-18 16:32:22.446681	2020-03-18 16:38:06.365547	64	0.03827996192282662	0.23577725979695746	43	0.4393518740437818	0.01514254533768605	256	0.0017186278347714695	0.07814139512032689	0.38108614232209737	0.9396067415730337	0.7069288389513109	0.8286516853932584	3.7734082397003745	0.5714856849202412	0.38108614232209737	0.9396067415730337	0.7069288389513109	0.8286516853932584	3.7734082397003745	0.5714856849202412	3917635237	600	0.38108614232209737	0.9396067415730337	0.7069288389513109	0.8286516853932584	3.7734082397003745	0.5714856849202412	9	COMPLETE
