number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09831460674157304	2020-03-18 04:35:50.408419	2020-03-18 04:38:42.406446	256	0.43334420482058483	0.2928590802284356	31	0.3335469414897157	0.006668653017985162	256	0.9869335242990345	1.0085889468456126	0.010767790262172285	0.09831460674157304	0.02855805243445693	0.04915730337078652	48.58239700374532	0.052575290065631934	0.010767790262172285	0.09831460674157304	0.02855805243445693	0.04915730337078652	48.58239700374532	0.052575290065631934	3917270287	150.0	0.010767790262172285	0.09831460674157304	0.02855805243445693	0.04915730337078652	48.58239700374532	0.052575290065631934	0	COMPLETE
1	0.9559925093632958	2020-03-18 04:38:42.445189	2020-03-18 04:47:25.798015	128	0.33052344991628757	0.07082122604532165	27	0.32300305409557134	0.06137119552952664	128	0.0021143671283542385	0.06844938942928858	0.4508426966292135	0.9559925093632958	0.778558052434457	0.8773408239700374	3.2930711610486894	0.6337129789309471	0.4508426966292135	0.9559925093632958	0.778558052434457	0.8773408239700374	3.2930711610486894	0.6337129789309471	1042257887	350.0	0.4508426966292135	0.9559925093632958	0.778558052434457	0.8773408239700374	3.2930711610486894	0.6337129789309471	1	COMPLETE
2	0.9662921348314607	2020-03-18 04:47:25.857686	2020-03-18 04:54:06.595510	64	0.07583255899838642	0.44196547851285267	32	0.12246733558688394	0.009010233356326582	256	0.0016024625321567419	0.06117141538836787	0.4789325842696629	0.9662921348314607	0.8113295880149812	0.9077715355805244	2.944756554307116	0.6616573419839662	0.4789325842696629	0.9662921348314607	0.8113295880149812	0.9077715355805244	2.944756554307116	0.6616573419839662	2623744181	500.0	0.4789325842696629	0.9662921348314607	0.8113295880149812	0.9077715355805244	2.944756554307116	0.6616573419839662	2	COMPLETE
3	0.9616104868913857	2020-03-18 04:54:06.648990	2020-03-18 05:02:18.035580	64	0.11736503532833414	0.12290807192995357	51	0.2298173640867699	0.053285147839063775	256	0.004556428133532612	0.06719544293421707	0.45880149812734083	0.9616104868913857	0.7818352059925093	0.8787453183520599	3.2373595505617976	0.6381815694617595	0.45880149812734083	0.9616104868913857	0.7818352059925093	0.8787453183520599	3.2373595505617976	0.6381815694617595	1281794820	550.0	0.45880149812734083	0.9616104868913857	0.7818352059925093	0.8787453183520599	3.2373595505617976	0.6381815694617595	3	COMPLETE
4	0.9311797752808989	2020-03-18 05:02:18.072420	2020-03-18 05:23:32.834840	256	0.02261634375004734	0.2305152102059586	54	0.3364111148198324	0.004196037416086704	256	0.4944749205155916	0.08055155149709838	0.42790262172284643	0.9311797752808989	0.75	0.8525280898876404	3.890449438202247	0.6094601180854756	0.42790262172284643	0.9311797752808989	0.75	0.8525280898876404	3.890449438202247	0.6094601180854756	1986827746	750.0	0.42790262172284643	0.9311797752808989	0.75	0.8525280898876404	3.890449438202247	0.6094601180854756	4	COMPLETE
5	0.9667602996254682	2020-03-18 05:23:32.883637	2020-03-18 05:32:40.983668	128	0.2726068926388071	0.4198735908793007	43	0.44555125948993723	0.0012108182360410155	256	0.09833587580968138	0.059698185013181596	0.5065543071161048	0.9667602996254682	0.8295880149812734	0.9157303370786517	2.8754681647940075	0.6807991319286526	0.5065543071161048	0.9667602996254682	0.8295880149812734	0.9157303370786517	2.8754681647940075	0.6807991319286526	552952025	600.0	0.5065543071161048	0.9667602996254682	0.8295880149812734	0.9157303370786517	2.8754681647940075	0.6807991319286526	5	COMPLETE
6	0.973314606741573	2020-03-18 05:32:41.041632	2020-03-18 05:37:01.481002	128	0.4410557094530567	0.0647053963282831	49	0.25908036771279797	0.009565603143789174	512	0.0021315514224472436	0.05793414668228882	0.5205992509363296	0.973314606741573	0.8436329588014981	0.9161985018726592	2.7855805243445695	0.6935698169461354	0.5205992509363296	0.973314606741573	0.8436329588014981	0.9161985018726592	2.7855805243445695	0.6935698169461354	3684848893	350.0	0.5205992509363296	0.973314606741573	0.8436329588014981	0.9161985018726592	2.7855805243445695	0.6935698169461354	6	COMPLETE
7	0.9625468164794008	2020-03-18 05:37:01.547194	2020-03-18 05:42:51.186189	128	0.04184094568005803	0.40128695379843665	36	0.11400012953177951	0.005838254340607166	128	0.013673410538858977	0.06230808799032973	0.49625468164794007	0.9625468164794008	0.8323970037453183	0.9049625468164794	2.9995318352059925	0.6749060541796413	0.49625468164794007	0.9625468164794008	0.8323970037453183	0.9049625468164794	2.9995318352059925	0.6749060541796413	2730768989	250.0	0.49625468164794007	0.9625468164794008	0.8323970037453183	0.9049625468164794	2.9995318352059925	0.6749060541796413	7	COMPLETE
8	0.9653558052434457	2020-03-18 05:42:51.305198	2020-03-18 05:45:51.033158	64	0.2599505106566657	0.2480822571825126	33	0.10701744737232138	0.010107815363658283	512	0.03529153136043697	0.06056413199483986	0.4934456928838951	0.9653558052434457	0.8319288389513109	0.9133895131086143	2.915262172284644	0.6747746743135032	0.4934456928838951	0.9653558052434457	0.8319288389513109	0.9133895131086143	2.915262172284644	0.6747746743135032	1797437862	400.0	0.4934456928838951	0.9653558052434457	0.8319288389513109	0.9133895131086143	2.915262172284644	0.6747746743135032	8	COMPLETE
9	0.9349250936329588	2020-03-18 05:45:51.074725	2020-03-18 05:50:12.166921	256	0.23689211474855504	0.1981252489848075	37	0.15771895024257165	0.0018367969827669005	512	0.2617037738512707	0.07779436282401954	0.46207865168539325	0.9349250936329588	0.7846441947565543	0.8679775280898876	3.7649812734082397	0.6392441751574232	0.46207865168539325	0.9349250936329588	0.7846441947565543	0.8679775280898876	3.7649812734082397	0.6392441751574232	3603345940	300.0	0.46207865168539325	0.9349250936329588	0.7846441947565543	0.8679775280898876	3.7649812734082397	0.6392441751574232	9	COMPLETE
