number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.005663014949218304	2020-01-22 05:46:22.837970	2020-01-22 06:17:29.341537	0.6428455383911998	6.27468557998213	350.0	2	70.0	0.0018498669636204034	1100.0	1.0866130436163266	0.005135227661759671	0.005663014949218304	0.005242211571379664	0.005356327741640991	7772.977918521055	0.005677136641230502	0.005135227661759671	0.005663014949218304	0.005242211571379664	0.005356327741640991	7772.967776446422	0.005677138499852816	0.005135227661759671	0.005663014949218304	0.005242211571379664	0.005356327741640991	7772.988060595686	0.005677134790761376	0	0.005734337555631633	0.005686789151356081
1	TrialState.COMPLETE	0.2744882927183509	2020-01-22 06:17:29.342417	2020-01-22 08:48:59.245911	0.7680802147688606	8.697349270653103	450.0	1	40.0	0.012635305364738393	500.0	0.2008764712803912	0.08707063790939176	0.2744882927183509	0.1711457263494237	0.21431794839874266	1416.844332576017	0.15023187467564578	0.08707841855736412	0.27449088626767504	0.17114831989874785	0.21434129034265972	1416.8432406917516	0.15023666351749074	0.08707063790939176	0.2744882927183509	0.1711457263494237	0.21431794839874266	1416.8454244602824	0.15022886348031655	1		
2	TrialState.COMPLETE	0.005434782608695652	2020-01-22 08:48:59.246814	2020-01-22 09:11:20.523599	0.6163045339548623	3.406077510986825	50.0	2	10.0	0.0024081401874385157	1800.0	1.031709340417924	0.005071037315987676	0.005434782608695652	0.0051780212256076685	0.005242211571379664	7375.080901232454	0.005609446931486573	0.005071037315987676	0.005434782608695652	0.0051780212256076685	0.005242211571379664	7375.077156795618	0.005609447247208791	0.005071037315987676	0.005434782608695652	0.0051780212256076685	0.005242211571379664	7375.084645669292	0.005609446616119431	2	0.005449047129978318	0.005439537449123208
3	TrialState.COMPLETE	0.00540625356613032	2020-01-22 09:11:20.524412	2020-01-22 09:45:43.224845	0.26931425088053784	8.502452851965733	450.0	2	60.0	0.0039028159855046085	1100.0	1.1412102662944337	0.00510669861919434	0.00540625356613032	0.005149492183042337	0.005199418007531667	8166.049626269542	0.005560755555403987	0.00510669861919434	0.00540625356613032	0.005149492183042337	0.005199418007531667	8166.035290425653	0.005560757253804897	0.00510669861919434	0.00540625356613032	0.005149492183042337	0.005199418007531667	8166.063962113431	0.0055607538603106065	3	0.005420518087412987	0.005411008406557876
4	TrialState.COMPLETE	0.13586581139600112	2020-01-22 09:45:43.225728	2020-01-22 13:16:24.058596	0.3491927352492597	23.720529771506275	150.0	2	70.0	0.03602929819303344	900.0	0.8530650831855839	0.05429076800182586	0.13586581139600112	0.09475095647369022	0.11170171234316534	6085.330298744121	0.08226497022817637	0.0543238016300594	0.1358673129245572	0.0947614671735827	0.11170471540027749	6085.299598491264	0.08227795576014763	0.05429076800182586	0.13586581139600112	0.09475095647369022	0.11170171234316534	6085.360998996979	0.08225805510206204	4		
5	TrialState.COMPLETE	0.005556031039598311	2020-01-22 13:16:24.059521	2020-01-22 13:39:40.278514	0.9136241439143028	4.491473460075053	150.0	2	30.0	0.0035074955843378743	1700.0	1.0713188346166005	0.005128095401118338	0.005556031039598311	0.0052992696565103276	0.005384856784206322	7661.791716592491	0.005689394935323146	0.005128095401118338	0.005556031039598311	0.0052992696565103276	0.005384856784206322	7661.784120734908	0.005689395910108303	0.005128095401118338	0.005556031039598311	0.0052992696565103276	0.005384856784206322	7661.7993124500745	0.0056893939647724686	5	0.00557742782152231	0.005563163300239644
6	TrialState.COMPLETE	0.2070501466144709	2020-01-22 13:39:40.279391	2020-01-22 17:41:11.486607	0.540354292310655	14.192356905405829	50.0	1	20.0	0.01712604916155481	1100.0	0.2658722300435909	0.06732233848840728	0.2070501466144709	0.12011719234528576	0.1530384670725233	1878.6209798857847	0.11356286386092362	0.06732233848840728	0.2070501466144709	0.12011719234528576	0.15303970746567833	1878.6200874229096	0.1135629167207305	0.06732233848840728	0.2070501466144709	0.12011719234528576	0.1530384670725233	1878.6218723486597	0.11356281710653383	6		
7	TrialState.COMPLETE	0.0056915439917836355	2020-01-22 17:41:11.487516	2020-01-22 18:06:36.231914	0.46636323795803525	25.08100188486883	150.0	2	100.0	0.0018479069854999393	1500.0	1.0682592783197233	0.005135227661759671	0.0056915439917836355	0.005306401917151661	0.005456179390619651	7640.630445481	0.005691898331464242	0.005135227661759671	0.0056915439917836355	0.005306401917151661	0.005456179390619651	7640.623202670318	0.005691898975406478	0.005135227661759671	0.0056915439917836355	0.005306401917151661	0.005456179390619651	7640.637688291681	0.005691897688341678	7	0.005762866598196964	0.005715318193921412
8	TrialState.COMPLETE	0.21171898644994516	2020-01-22 18:06:36.232785	2020-01-22 22:46:39.700146	0.35261883830561214	18.2864836877724	250.0	2	40.0	0.08274087946649662	1100.0	0.5237784512027169	0.07070489062213159	0.21171898644994516	0.1297686914844529	0.16182665257580042	3713.137358037003	0.1171123454263657	0.07073466005785194	0.21172394802256522	0.1297947397407082	0.16185146043890072	3713.1098678237054	0.11712869691697474	0.07070489062213159	0.21171898644994516	0.1297686914844529	0.16182665257580042	3713.1648482503015	0.11710262074154083	8		
