number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.3549583475978546	2020-01-19 10:29:04.132236	2020-01-19 15:36:36.355360	100.0	11.0	0.0022037081091382245	500.0	0.04200456977525287	0.09286203355015406	0.3549583475978546	0.19465365742325688	0.2565331507474609	286.76989900718934	0.17714703449157093	0.09294762067785005	0.3578683099395184	0.19573776104073948	0.25761725436494354	286.6456122332535	0.17795138236311123	3956245453	0.09286203355015406	0.3549583475978546	0.19462512838069154	0.2565331507474609	286.8941857811252	0.1770899681690625	0
1	TrialState.COMPLETE	0.23385256190802237	2020-01-19 15:36:36.356102	2020-01-20 06:53:22.327135	50.0	11.0	0.01115736790137782	1500.0	0.07068595497302296	0.03708775533493096	0.23385256190802237	0.09731256419034577	0.14421431016775077	493.37141960515805	0.10187242989398804	0.12946479516147438	0.2834930959716992	0.1809882460344631	0.21733424626269543	492.1521739130435	0.18121572892485413	2710670515	0.03708775533493096	0.2122560766860664	0.08792650918635171	0.130206550268173	494.5906652972726	0.09461838384818998	1
2	TrialState.COMPLETE	0.22914526988474268	2020-01-20 06:53:22.328014	2020-01-20 15:17:35.292225	100.0	31.0	0.01021632595323285	700.0	0.12229814391126231	0.041652402145384	0.22914526988474268	0.10912358781239302	0.15425653315074747	855.8634742668036	0.10408082770264054	0.09243409791167409	0.2388736733995207	0.1454981170831907	0.17836357411845258	855.5744893301381	0.14196508782552003	4257678220	0.041652402145384	0.21639278785803948	0.09990870706379094	0.14099052835786832	856.1524592034691	0.09825979640815277	2
