number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.08962398721898893	2020-01-19 05:24:44.968985	2020-01-19 05:36:32.283931	9.242286606185582	50.0	6.0	0.03010438274851949	800.0	0.2515739453408353	0.02429247974437978	0.08962398721898893	0.04649520712084902	0.061501483510213395	1789.344552379322	0.04840059599688743	0.02429247974437978	0.08962398721898893	0.04649520712084902	0.061501483510213395	1789.344495321237	0.04840059604227337	0.02429247974437978	0.08962398721898893	0.04649520712084902	0.061501483510213395	1789.3446094374074	0.04840059595156788	9	0.11614173228346457	0.09846323557381415							
10	TrialState.COMPLETE	0.07279185210544334	2020-01-19 05:36:32.284740	2020-01-19 05:50:55.384503	3.27460379013249	450.0	11.0	0.024901255275791206	600.0	0.42240422299984853	0.021289798014378636	0.07279185210544334	0.03792222982996691	0.049697592148807486	3013.5205801380807	0.03984765872804882	0.021289798014378636	0.07279185210544334	0.03792222982996691	0.049697592148807486	3013.520505249344	0.03984765883252537	0.021289798014378636	0.07279185210544334	0.03792222982996691	0.049697592148807486	3013.520655026817	0.03984765862386357	10	0.10076457834075088	0.08211609418387919							
11	TrialState.COMPLETE	0.10025105557457492	2020-01-19 05:50:55.385317	2020-01-19 06:04:08.084347	2.1713975599412074	250.0	16.0	0.019572683688326962	700.0	0.27101894138818494	0.0291566815017688	0.10025105557457492	0.052842919091635285	0.06964652516261555	1927.4257246376812	0.0546995844504191	0.0291566815017688	0.10025105557457492	0.052842919091635285	0.06964652516261555	1927.4256604473353	0.05469959108890037	0.0291566815017688	0.10025105557457492	0.052842919091635285	0.06964652516261555	1927.425788828027	0.054699578086916674	11	0.1297500855871277	0.11008406557875917							
12	TrialState.COMPLETE	0.3149130815169843	2020-01-19 06:04:08.085158	2020-01-19 06:29:44.678490	0.6661680181212828	250.0	16.0	0.002126682696918126	1000.0	0.07535032367823805	0.09813990642474038	0.3149130815169843	0.1822387690669101	0.23372418121647837	525.0985868614249	0.1692818446230092	0.09813990642474038	0.3149130815169843	0.1822387690669101	0.23372418121647837	525.0985298033398	0.1692818521106453	0.09813990642474038	0.3149130815169843	0.1822387690669101	0.23372418121647837	525.0986439195101	0.16928183741058633	12			0.3156025333789798	0.3151888622617825					
13	TrialState.COMPLETE	0.22798984366084674	2020-01-19 06:29:44.679305	2020-01-19 06:44:11.125526	4.534284630896202	250.0	36.0	0.007694856885132852	900.0	0.09612289451365949	0.07190745178591806	0.22798984366084674	0.130185153486249	0.16679504735821066	674.7587441515462	0.12465893197330409	0.07190745178591806	0.22798984366084674	0.130185153486249	0.16679504735821066	674.7586799612005	0.12465894081297936	0.07190745178591806	0.22798984366084674	0.130185153486249	0.16679504735821066	674.7588083418921	0.12465892354808913	13	0.23875955722925937	0.23157974818365096							
14	TrialState.COMPLETE	0.03081849823119936	2020-01-19 06:44:11.126345	2020-01-19 06:56:49.571388	9.607790853876837	250.0	6.0	0.08450353595531501	500.0	0.6636739435103802	0.010142074631975351	0.03081849823119936	0.01700330936893758	0.021560823918749288	4743.131518886226	0.018250363791611227	0.010142074631975351	0.03081849823119936	0.01700330936893758	0.021560823918749288	4743.131426166838	0.018250363904352793	0.010142074631975351	0.03081849823119936	0.01700330936893758	0.021560823918749288	4743.131611605614	0.018250363679358818	14	0.04514720985963711	0.035594735440678614							
15	TrialState.COMPLETE	0.3303599731193021	2020-01-19 06:56:49.572220	2020-01-19 07:45:01.739562	6.8220732822658565	450.0	11.0	0.0020487223899422554	600.0	0.06380102110350087	0.11579621387906222	0.3303599731193021	0.2024928043414863	0.2520065426604283	442.4699430687106	0.18742928533888684	0.11579621387906222	0.3303599731193021	0.2024928043414863	0.2520065426604283	442.4698923504127	0.18742930071931813	0.11579621387906222	0.3303599731193021	0.2024928043414863	0.2520065426604283	442.4699937870085	0.18742927074726373	15						0.3293311162191683	0.3299098482254936		
16	TrialState.COMPLETE	0.031103788656852677	2020-01-19 07:45:01.740397	2020-01-19 07:58:54.222878	6.505029155725677	450.0	6.0	0.06890311726380555	700.0	0.6699045744385843	0.012089181787059226	0.031103788656852677	0.018907622960173457	0.023236905169462512	4786.349380919776	0.01980145580770143	0.012089181787059226	0.031103788656852677	0.018907622960173457	0.023236905169462512	4786.349295332649	0.019801455857731187	0.012089181787059226	0.031103788656852677	0.018907622960173457	0.023236905169462512	4786.349466506904	0.019801455757778044	16	0.04782893986077827	0.03667883905816121							
17	TrialState.COMPLETE	0.35252981284948076	2020-01-19 07:58:54.223704	2020-01-19 08:38:13.327275	5.976954644744983	250.0	21.0	0.0017335337214238414	900.0	0.06983971161918617	0.11694411160561452	0.35252981284948076	0.21145726349423713	0.2660119251397923	484.97925225379436	0.19403740810989067	0.11694411160561452	0.35252981284948076	0.21145726349423713	0.2660119251397923	484.9792130263608	0.1940374149908712	0.11694411160561452	0.35252981284948076	0.21145726349423713	0.2660119251397923	484.9792914812279	0.19403740145619724	17					0.35329890828863786	0.3528594251805481			
18	TrialState.COMPLETE	0.37892274335273307	2020-01-19 08:38:13.328241	2020-01-19 09:25:27.387071	6.558970732095915	450.0	31.0	0.0010985367235812659	500.0	0.06925895840109644	0.12682229259386055	0.37892274335273307	0.2304897010156339	0.29009756932557346	480.08446914584044	0.20949608008039738	0.12682229259386055	0.37892274335273307	0.2304897010156339	0.29009756932557346	480.08443526760243	0.20949608309080095	0.12682229259386055	0.37892274335273307	0.2304897010156339	0.29009756932557346	480.0845030240785	0.2094960771362887	18					0.37928411122522726	0.37907761529808776			
19	TrialState.COMPLETE	0.33177850051352276	2020-01-19 09:25:27.387891	2020-01-19 10:02:12.606310	8.054792617335334	150.0	16.0	0.0025382501555654058	800.0	0.06618671062499167	0.11070694967476892	0.33177850051352276	0.19976748830309254	0.2515655312107726	459.5602889992012	0.18412448730129458	0.11070694967476892	0.33177850051352276	0.19976748830309254	0.2515655312107726	459.560242639507	0.18412449686902888	0.11070694967476892	0.33177850051352276	0.19976748830309254	0.2515655312107726	459.5603353588954	0.18412447823883787	19					0.3304138613108144	0.33119365514093346			
20	TrialState.COMPLETE	0.05925482140819354	2020-01-19 10:02:12.607120	2020-01-19 10:14:28.314209	6.445078419765783	50.0	16.0	0.05987539754517031	900.0	0.364895418796027	0.01680360607098026	0.05925482140819354	0.029962626954239416	0.0395697820381148	2601.172297586443	0.03288318014980692	0.01680360607098026	0.05925482140819354	0.029962626954239416	0.0395697820381148	2601.1722226977063	0.03288318077087193	0.01680360607098026	0.05925482140819354	0.029962626954239416	0.0395697820381148	2601.1723724751796	0.03288317953298586	20	0.07708547301152573	0.06519837194263761							
21	TrialState.COMPLETE	0.3404869907565902	2020-01-19 10:14:28.316981	2020-01-19 10:59:18.649537	4.510188827296817	350.0	36.0	0.002154912451593307	800.0	0.07289297434043694	0.11399848796074404	0.3404869907565902	0.2052236676937122	0.25818783521625016	505.19691993324204	0.18884251501277308	0.11399848796074404	0.3404869907565902	0.2052236676937122	0.25818783521625016	505.19688248887365	0.18884252875394103	0.11399848796074404	0.3404869907565902	0.2052236676937122	0.25818783521625016	505.19695737761043	0.1888425022160501	21					0.34015177450644757	0.3403433266493862			
22	TrialState.COMPLETE	0.18551723154170946	2020-01-19 10:59:18.650367	2020-01-19 11:12:14.242836	4.388685911511356	50.0	36.0	0.016123521986706055	900.0	0.09857164684102675	0.051209631404770056	0.18551723154170946	0.0979259386055004	0.129906995321237	693.1461507189318	0.09724107236521724	0.051209631404770056	0.18551723154170946	0.0979259386055004	0.129906995321237	693.1461043592377	0.09724108029070601	0.051209631404770056	0.18551723154170946	0.0979259386055004	0.129906995321237	693.1461970786261	0.09724106479877194	22	0.20208547301152574	0.19103997869831488							
23	TrialState.COMPLETE	0.23974380919776334	2020-01-19 11:12:14.243663	2020-01-19 11:22:51.151424	2.3726160941558248	150.0	1.0	0.003482039657999461	900.0	0.09146049633683363	0.07593004678762981	0.23974380919776334	0.13900062763893645	0.17557486020769142	641.8849673342463	0.13163308014783587	0.07593004678762981	0.23974380919776334	0.13900062763893645	0.17557486020769142	641.8848995777702	0.13163308037266108	0.07593004678762981	0.23974380919776334	0.13900062763893645	0.17557486020769142	641.8850350907223	0.13163307992359888	23	0.24960059340408536	0.243029403933204							
24	TrialState.COMPLETE	0.281966792194454	2020-01-19 11:22:51.152429	2020-01-19 12:13:44.991597	5.81270006391437	50.0	41.0	0.0015103277895257593	600.0	0.125732088471615	0.07909106470386854	0.281966792194454	0.15723211229031153	0.20607383316215908	886.358229202328	0.14577406026685627	0.07909106470386854	0.281966792194454	0.15723211229031153	0.20607383316215908	886.3581935410248	0.14577406515251806	0.07909106470386854	0.281966792194454	0.15723211229031153	0.20607383316215908	886.3582648636311	0.14577405558852805	24							0.28100037087755336	0.2815372716091648	
25	TrialState.COMPLETE	0.06143016090380007	2020-01-19 12:13:44.992396	2020-01-19 12:27:39.217798	3.709367173769566	250.0	26.0	0.04604625436790668	600.0	0.44759628263698625	0.01821579367796417	0.06143016090380007	0.03185980828483396	0.04195195709231998	3194.4157430389137	0.034039298885594996	0.01821579367796417	0.06143016090380007	0.03185980828483396	0.04195195709231998	3194.4156538856555	0.03403930004961536	0.01821579367796417	0.06143016090380007	0.03185980828483396	0.04195195709231998	3194.415832192172	0.03403929773580386	25	0.08540168891931987	0.06942067024230666							
26	TrialState.COMPLETE	0.18859836813876527	2020-01-19 12:27:39.218598	2020-01-19 12:41:30.872703	3.0322941262715464	250.0	26.0	0.010215147297885379	900.0	0.12690896509483154	0.055025390847883146	0.18859836813876527	0.1026332306287801	0.13525619080223666	895.3557821237019	0.1003537125093862	0.055025390847883146	0.18859836813876527	0.1026332306287801	0.13525619080223666	895.3557500285291	0.10035371266193924	0.055025390847883146	0.18859836813876527	0.1026332306287801	0.13525619080223666	895.3558142188748	0.10035371235732181	26	0.21115770854730115	0.1961181482749439							
27	TrialState.COMPLETE	0.10597826086956522	2020-01-19 12:41:30.873508	2020-01-19 12:53:55.022890	1.786102859423946	50.0	21.0	0.030120881700999753	700.0	0.19504338226029064	0.026860093575259616	0.10597826086956522	0.05402687435809654	0.0725208262010727	1384.0700744608012	0.0553659895128344	0.026860093575259616	0.10597826086956522	0.05402687435809654	0.0725208262010727	1384.0700102704552	0.055365989737402636	0.026860093575259616	0.10597826086956522	0.05402687435809654	0.0725208262010727	1384.0701386511469	0.055365989288929614	27	0.1267402715964852	0.11289893111187188							
28	TrialState.COMPLETE	0.251118338468561	2020-01-19 12:53:55.023692	2020-01-19 13:13:18.035098	5.222606341854175	150.0	26.0	0.006670485535223323	700.0	0.08161206638821443	0.0776161132032409	0.251118338468561	0.14188063448590665	0.1823405226520598	570.9734280497546	0.1356397502726145	0.0776161132032409	0.2511240442770741	0.14188063448590665	0.1823405226520598	570.9733481684355	0.13563982813052539	0.0776161132032409	0.251118338468561	0.14188063448590665	0.1823405226520598	570.9735079310739	0.13563967984868913	28		0.25439347255506106	0.25234651375099854						
29	TrialState.COMPLETE	0.21566529727262354	2020-01-19 13:13:18.035899	2020-01-19 13:26:54.123648	0.5538538016079524	350.0	11.0	0.005327896609211229	600.0	0.10135855305263779	0.0681416181672943	0.21566529727262354	0.12382317699418008	0.15785832477462056	712.3545161474381	0.11866139308875776	0.0681416181672943	0.21566529727262354	0.12382317699418008	0.15785832477462056	712.3544448248317	0.11866139677619357	0.0681416181672943	0.21566529727262354	0.12382317699418008	0.15785832477462056	712.3545874700445	0.11866138948384697	29	0.24089923542165925	0.22407660998896878							
30	TrialState.COMPLETE	0.17781439004906996	2020-01-19 13:26:54.124462	2020-01-19 13:39:48.603764	2.64832048215399	150.0	21.0	0.012157036193298519	700.0	0.12683470560195764	0.05016118909049412	0.17781439004906996	0.0951728859979459	0.12557771311194796	895.1622660618509	0.09363371178387067	0.05016118909049412	0.17781439004906996	0.0951728859979459	0.1255848453725893	895.1622018715052	0.09363384320708096	0.05016118909049412	0.17781439004906996	0.0951728859979459	0.12557771311194796	895.1623302521967	0.09363360199476399	30	0.19891874928677394	0.18484917646163795							
31	TrialState.COMPLETE	0.045903229487618394	2020-01-19 13:39:48.604557	2020-01-19 13:52:58.753965	8.293608232223402	150.0	26.0	0.08681501477459637	600.0	0.5258500538062754	0.013872246947392445	0.045903229487618394	0.023907337669747803	0.031424740385712656	3754.540914213169	0.025902012211615304	0.013872246947392445	0.045903229487618394	0.023907337669747803	0.031424740385712656	3754.540825059911	0.0259020122915513	0.013872246947392445	0.045903229487618394	0.023907337669747803	0.031424740385712656	3754.541003366427	0.02590201213180854	31	0.06638708204952642	0.05273118034158774							
32	TrialState.COMPLETE	0.27164835620843836	2020-01-19 13:52:58.754797	2020-01-19 14:46:53.280355	3.216290040043449	50.0	41.0	0.0014676303083989279	700.0	0.12059981807097195	0.07348043945099748	0.27164835620843836	0.14871411824510078	0.19610085794611642	847.1833470791447	0.13850222900312825	0.07348043945099748	0.27164835620843836	0.14871411824510078	0.19610085794611642	847.1833042855809	0.1385022296709926	0.07348043945099748	0.27164835620843836	0.14871411824510078	0.19610085794611642	847.1833898727086	0.1385022283416721	32								0.27053140096618356	0.2711457263494237
33	TrialState.COMPLETE	0.024335273308227774	2020-01-19 14:46:53.281164	2020-01-19 14:57:05.964044	7.976438023400238	250.0	1.0	0.05976753407611566	1000.0	0.6949751128808297	0.008986648408079424	0.024335273308227774	0.014671060139221728	0.01800182585872418	4969.345821921716	0.015385479868663886	0.008986648408079424	0.024335273308227774	0.014671060139221728	0.01800182585872418	4969.345693541025	0.015385479999566043	0.008986648408079424	0.024335273308227774	0.014671060139221728	0.01800182585872418	4969.345950302408	0.015385479738045549	33	0.03834303320780555	0.02900452660808703							
34	TrialState.COMPLETE	0.2859180645897524	2020-01-19 14:57:05.964865	2020-01-19 15:12:05.030426	0.5588817927533631	450.0	31.0	0.0033090518332516607	700.0	0.07556774227105027	0.09169234280497547	0.2859180645897524	0.16533293392673742	0.2117068926166838	526.7349152687436	0.1559666919514256	0.09169234280497547	0.2859180645897524	0.16533293392673742	0.2117068926166838	526.7348796074403	0.15596669286786455	0.09169234280497547	0.2859180645897524	0.16533293392673742	0.2117068926166838	526.7349509300468	0.15596669104403052	34	0.2961885199132717	0.2893415496975921							
35	TrialState.COMPLETE	0.3383901061280383	2020-01-19 15:12:05.031215	2020-01-19 15:59:55.213880	1.044596111530403	450.0	36.0	0.0016665175256022915	700.0	0.07717655472847416	0.10965850736049298	0.3383901061280383	0.20069468218646583	0.25436137738217507	536.0036695481	0.1845548191993489	0.10965850736049298	0.3383901061280383	0.20069468218646583	0.25436137738217507	536.0036338867967	0.1845548291942605	0.10965850736049298	0.3383901061280383	0.20069468218646583	0.25436137738217507	536.0037052094032	0.18455480968448784	35					0.33850659971851343	0.3384400319525277			
36	TrialState.COMPLETE	0.0732839780896953	2020-01-19 15:59:55.214758	2020-01-19 16:11:49.601764	6.177229003657533	150.0	36.0	0.046552319533731734	900.0	0.3706489112922661	0.01988474266803606	0.0732839780896953	0.0380720073034349	0.049833105100992814	2642.6163057742783	0.03954146896300647	0.01988474266803606	0.0732839780896953	0.0380720073034349	0.049833105100992814	2642.6162201871507	0.03954146966889617	0.01988474266803606	0.0732839780896953	0.0380720073034349	0.049833105100992814	2642.616391361406	0.039541468264766864	36	0.1030896953098254	0.08321921716307201							
37	TrialState.COMPLETE	0.06475379436266118	2020-01-19 16:11:49.602569	2020-01-19 16:23:35.276771	4.472789618513824	50.0	46.0	0.06699234913949718	500.0	0.3250391507597172	0.016603902773022938	0.06475379436266118	0.030804233709916695	0.04194482483167865	2315.900765291567	0.0344703714896861	0.016603902773022938	0.06475379436266118	0.030804233709916695	0.04194482483167865	2315.9006832705695	0.034470372319598305	0.016603902773022938	0.06475379436266118	0.030804233709916695	0.04194482483167865	2315.900847312564	0.034470370667175704	37	0.0775562022138537	0.06902126364639202							
38	TrialState.COMPLETE	0.1569596599338126	2020-01-19 16:23:35.277601	2020-01-19 16:36:31.221325	2.78951221178443	250.0	31.0	0.013359830596344295	900.0	0.1592958423972388	0.04602447791852105	0.1569596599338126	0.08454581764235992	0.11066415611092091	1128.312689004907	0.08412069600727258	0.04602447791852105	0.1569596599338126	0.08454581764235992	0.11066415611092091	1128.3126283806916	0.08412070266472872	0.04602447791852105	0.1569596599338126	0.08454581764235992	0.11066415611092091	1128.3127496291224	0.08412068953841323	38	0.18391247289740956	0.16594393092167828							
39	TrialState.COMPLETE	0.19219302750199704	2020-01-19 16:36:31.222127	2020-01-19 16:49:52.007498	6.642752694173369	450.0	11.0	0.008243419406919892	500.0	0.14987400731406467	0.06207919662216136	0.19219302750199704	0.11221185667009015	0.14202470615086157	1059.0249700445054	0.10722360429313263	0.06207919662216136	0.19219302750199704	0.11221185667009015	0.14202470615086157	1059.0249201186807	0.10722360449071483	0.06207919662216136	0.19219302750199704	0.11221185667009015	0.14202470615086157	1059.0250199703298	0.10722360409608117	39	0.20473867397010156	0.19637490965803187							
40	TrialState.COMPLETE	0.2678306516033322	2020-01-19 16:49:52.008307	2020-01-19 17:09:19.740248	9.159156979910941	250.0	1.0	0.0027563084571746157	900.0	0.07871358715193205	0.09472117615732815	0.2678306516033322	0.1621020198562136	0.20248012476701283	549.8128066872076	0.15343039386318943	0.09472117615732815	0.2678306516033322	0.1621020198562136	0.20248012476701283	549.8127543839629	0.1534304100951342	0.09472117615732815	0.2678306516033322	0.1621020198562136	0.20248012476701283	549.8128589904522	0.1534303786519047	40			0.2717248659134999	0.2693883373273993					
41	TrialState.COMPLETE	0.27306573091407055	2020-01-19 17:09:19.741065	2020-01-19 17:34:18.033856	3.2879561984380863	150.0	46.0	0.005457588485878412	700.0	0.07661386363817252	0.0853351211533341	0.27306573091407055	0.15422324926775458	0.1983291490737571	533.8658611966982	0.14732070509197992	0.0853351211533341	0.27306573091407055	0.15422324926775458	0.1983291490737571	533.8658088934535	0.14732076141907255	0.0853351211533341	0.27306573091407055	0.15422324926775458	0.1983291490737571	533.865913499943	0.14732065433236338	41			0.27397152801551977	0.27342804975465024					
42	TrialState.COMPLETE	0.12579881319182928	2020-01-19 17:34:18.034669	2020-01-19 17:47:36.202322	9.472971298614388	450.0	11.0	0.016522671960696587	700.0	0.29560753643651405	0.03987646924569212	0.12579881319182928	0.07118709346114345	0.09192770740613945	2104.0850165468446	0.07012417978802694	0.03987646924569212	0.12579881319182928	0.07118709346114345	0.09192770740613945	2104.0848810338925	0.07012419015925198	0.03987646924569212	0.12579881319182928	0.07118709346114345	0.09192770740613945	2104.0851520597967	0.07012416985829306	42	0.15502681730001142	0.13554148122789							
43	TrialState.COMPLETE	0.04514720985963711	2020-01-19 17:47:36.203163	2020-01-19 17:59:11.079971	9.339142331146443	150.0	26.0	0.09628909476672945	1000.0	0.5507372109771723	0.014535547187036403	0.04514720985963711	0.024378066872075773	0.031496062992125984	3931.8603717334245	0.026114125001512938	0.014535547187036403	0.04514720985963711	0.024378066872075773	0.031496062992125984	3931.8602932785575	0.026114125027666444	0.014535547187036403	0.04514720985963711	0.024378066872075773	0.031496062992125984	3931.860450188292	0.026114124975383384	43	0.06279242268629465	0.051028947468522955							
44	TrialState.COMPLETE	0.3508287686865229	2020-01-19 17:59:11.080808	2020-01-19 18:38:31.836591	4.019274387084029	250.0	41.0	0.001701690941522088	900.0	0.07427413091352782	0.11496490927764465	0.3508287686865229	0.20921416752253794	0.26482796987333107	515.2374579196622	0.19202203864226547	0.11496490927764465	0.3508287686865229	0.20921416752253794	0.26482796987333107	515.2373937293164	0.1920220408969535	0.11496490927764465	0.3508287686865229	0.20921416752253794	0.26482796987333107	515.237522110008	0.19202203641990723	44					0.3511259462132451	0.35095613048368957			
45	TrialState.COMPLETE	0.2482426109779756	2020-01-19 18:38:31.837400	2020-01-19 18:53:48.292726	8.38752378565012	250.0	1.0	0.00339782658147801	700.0	0.0903107411885963	0.08554148122788999	0.2482426109779756	0.14696450987104873	0.18473696222754765	633.0176965651033	0.14054025161934094	0.08554148122788999	0.2482426109779756	0.14696450987104873	0.18473696222754765	633.0176252424968	0.14054060493072765	0.08554148122788999	0.2482426109779756	0.14696450987104873	0.18473696222754765	633.0177678877097	0.14053996367271876	45		0.24883981893567653	0.24846656396211342						
46	TrialState.COMPLETE	0.333936009357526	2020-01-19 18:53:48.293532	2020-01-19 19:31:37.180006	3.736477335238533	250.0	31.0	0.002371479039428916	1000.0	0.07403202158032215	0.11031467533949561	0.333936009357526	0.19984237703982655	0.25219673627753053	514.3022937350222	0.18412449528146357	0.11031467533949561	0.333936009357526	0.19984237703982655	0.25219673627753053	514.302258073719	0.18412449617272705	0.11031467533949561	0.333936009357526	0.19984237703982655	0.25219673627753053	514.3023293963255	0.18412449440624432	46					0.3323490813648294	0.33325589736065603			
47	TrialState.COMPLETE	0.33382308189737153	2020-01-19 19:31:37.180830	2020-01-19 19:55:17.121451	2.9688546954791892	150.0	31.0	0.001645907054425664	700.0	0.08213090838210652	0.10445908935296132	0.33382308189737153	0.19607535471109588	0.25062288409600975	570.7117045151965	0.1795059374225968	0.10445908935296132	0.3338278367377991	0.19607535471109588	0.25062288409600975	570.711666476473	0.1795059687589712	0.10445908935296132	0.33382308189737153	0.19607535471109588	0.25062288409600975	570.7117425539199	0.17950590837012242	47			0.33563705352048384	0.33454867054661647					
