number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9447565543071161	2020-04-09 12:23:52.840464	2020-04-09 12:31:11.567456	0.7701895902979209	11.90404632711545	64	46	256	0.07604224052042997	0.36891385767790263	0.9447565543071161	0.7191011235955056	0.8436329588014981	3.681179775280899	0.5699977534950875	0.36891385767790263	0.9447565543071161	0.7191011235955056	0.8436329588014981	3.681179775280899	0.5699977534950875	1467366919	650.0	0.36891385767790263	0.9447565543071161	0.7191011235955056	0.8436329588014981	3.681179775280899	0.5699977534950875	0	COMPLETE
1	0.7841760299625468	2020-04-09 12:31:11.600840	2020-04-09 12:38:51.179489	0.7767537676275454	1.5723797841402722	256	30	512	0.16939239703774564	0.2045880149812734	0.7841760299625468	0.4508426966292135	0.5973782771535581	8.277621722846442	0.3809166847509129	0.2045880149812734	0.7841760299625468	0.4508426966292135	0.5973782771535581	8.277621722846442	0.3809166847509129	215758719		0.2045880149812734	0.7841760299625468	0.4508426966292135	0.5973782771535581	8.277621722846442	0.3809166847509129	1	COMPLETE
2	0.9391385767790262	2020-04-09 12:38:51.201183	2020-04-09 12:46:48.111337	0.11597794124784952	6.33323071678538	64	52	256	0.08089948642897779	0.4058988764044944	0.9391385767790262	0.7097378277153558	0.8323970037453183	3.9232209737827715	0.5856718300043026	0.4058988764044944	0.9391385767790262	0.7097378277153558	0.8323970037453183	3.9232209737827715	0.5856718300043026	2706743606	700.0	0.4058988764044944	0.9391385767790262	0.7097378277153558	0.8323970037453183	3.9232209737827715	0.5856718300043026	2	COMPLETE
3	0.9044943820224719	2020-04-09 12:46:48.153008	2020-04-09 12:56:28.386686	0.652630573000761	28.238339309866163	128	42	256	0.09723734826439022	0.3197565543071161	0.9044943820224719	0.648876404494382	0.773876404494382	4.730337078651686	0.5142427150974657	0.3197565543071161	0.9044943820224719	0.648876404494382	0.773876404494382	4.730337078651686	0.5142427150974657	496150314	800.0	0.3197565543071161	0.9044943820224719	0.648876404494382	0.773876404494382	4.730337078651686	0.5142427150974657	3	COMPLETE
4	0.8923220973782772	2020-04-09 12:56:28.408196	2020-04-09 13:12:06.526099	0.7031718047950849	16.66453111678348	256	1	128	0.10350840672857585	0.29728464419475653	0.8923220973782772	0.6025280898876404	0.7485955056179775	5.043071161048689	0.490356918348064	0.29728464419475653	0.8923220973782772	0.6025280898876404	0.7485955056179775	5.043071161048689	0.490356918348064	1947958129		0.29728464419475653	0.8923220973782772	0.6025280898876404	0.7485955056179775	5.043071161048689	0.490356918348064	4	COMPLETE
5	0.9400749063670412	2020-04-09 13:12:06.552348	2020-04-09 13:20:04.458450	0.15978790810443955	17.534696987488637	64	6	256	0.08175702572343278	0.3862359550561798	0.9400749063670412	0.7270599250936329	0.8436329588014981	3.955056179775281	0.5785417490082349	0.3862359550561798	0.9400749063670412	0.7270599250936329	0.8436329588014981	3.955056179775281	0.5785417490082349	2379531585	700.0	0.3862359550561798	0.9400749063670412	0.7270599250936329	0.8436329588014981	3.955056179775281	0.5785417490082349	5	COMPLETE
6	0.9545880149812734	2020-04-09 13:20:04.484811	2020-04-09 13:28:21.160632	0.9235776097016988	28.056497616691406	64	79	256	0.07468791015285733	0.39325842696629215	0.9545880149812734	0.7457865168539326	0.8745318352059925	3.607677902621723	0.5923699131396718	0.39325842696629215	0.9545880149812734	0.7457865168539326	0.8745318352059925	3.607677902621723	0.5923699131396718	2065736083	700.0	0.39325842696629215	0.9545880149812734	0.7457865168539326	0.8745318352059925	3.607677902621723	0.5923699131396718	6	COMPLETE
7	0.8974719101123596	2020-04-09 13:28:21.193574	2020-04-09 13:38:14.096143	0.8158277680224986	15.934082127136833	128	4	256	0.10383210453197834	0.30664794007490637	0.8974719101123596	0.6207865168539326	0.7593632958801498	5.044475655430712	0.5000069568787835	0.30664794007490637	0.8974719101123596	0.6207865168539326	0.7593632958801498	5.044475655430712	0.5000069568787835	2935930067	850.0	0.30664794007490637	0.8974719101123596	0.6207865168539326	0.7593632958801498	5.044475655430712	0.5000069568787835	7	COMPLETE
8	0.9485018726591761	2020-04-09 13:38:14.123396	2020-04-09 13:47:30.549201	0.18012664606185666	9.597485246145608	64	97	128	0.07629633096329282	0.41947565543071164	0.9485018726591761	0.7453183520599251	0.8595505617977528	3.6919475655430714	0.6048062089205319	0.41947565543071164	0.9485018726591761	0.7453183520599251	0.8595505617977528	3.6919475655430714	0.6048062089205319	3496705612	450.0	0.41947565543071164	0.9485018726591761	0.7453183520599251	0.8595505617977528	3.6919475655430714	0.6048062089205319	8	COMPLETE
9	0.899812734082397	2020-04-09 13:47:30.576625	2020-04-09 14:01:21.824716	0.2460873734674358	7.381572126842151	128	42	128	0.1062855700594251	0.32397003745318353	0.899812734082397	0.6273408239700374	0.773876404494382	5.163857677902621	0.5118403679177725	0.32397003745318353	0.899812734082397	0.6273408239700374	0.773876404494382	5.163857677902621	0.5118403679177725	2010511680	650.0	0.32397003745318353	0.899812734082397	0.6273408239700374	0.773876404494382	5.163857677902621	0.5118403679177725	9	COMPLETE
