number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201
0	TrialState.COMPLETE	0.01925460339943343	2020-01-07 16:32:54.337372	2020-01-07 16:46:13.533752	50.0	71.0	0.003092478395940919	1200.0	0.7139045061215172	0.0027443342776203965	0.01925460339943343	0.007790368271954674	0.010711756373937677	14470.190864022663	0.00823664891269882	0.0027443342776203965	0.01925460339943343	0.007790368271954674	0.010711756373937677	14470.182808073654	0.008236649124433183	0.0027443342776203965	0.01925460339943343	0.007790368271954674	0.010711756373937677	14470.198919971672	0.008236648701116001	0	0.01938739376770538	0.01929886685552408		
1	TrialState.COMPLETE	0.015270892351274788	2020-01-07 16:46:13.534723	2020-01-07 16:59:59.518088	150.0	81.0	0.008439747309497276	1800.0	0.7522740192866899	0.0025672804532577906	0.015270892351274788	0.00681657223796034	0.010534702549575071	15248.906958215297	0.007302517016189552	0.0025672804532577906	0.015270892351274788	0.00681657223796034	0.010534702549575071	15248.901956444759	0.007302517116747477	0.0025672804532577906	0.015270892351274788	0.00681657223796034	0.010534702549575071	15248.911959985835	0.007302516915668349	1	0.015492209631728045	0.015344664778092541		
2	TrialState.COMPLETE	0.014739730878186969	2020-01-07 16:59:59.519800	2020-01-07 17:12:49.006943	50.0	21.0	0.008641907556818372	1100.0	0.7092862277024042	0.002788597733711048	0.014739730878186969	0.006152620396600567	0.009162535410764873	14376.301788243625	0.007162473551678922	0.002788597733711048	0.014739730878186969	0.006152620396600567	0.009162535410764873	14376.296919263455	0.0071624737533500914	0.002788597733711048	0.014739730878186969	0.006152620396600567	0.009162535410764873	14376.306657223797	0.007162473350242917	2	0.014961048158640227	0.014813503305004722		
3	TrialState.COMPLETE	0.011198654390934844	2020-01-07 17:12:49.008476	2020-01-07 17:25:47.962462	50.0	31.0	0.018516950843546664	1400.0	0.6975084563751065	0.002788597733711048	0.011198654390934844	0.004913243626062323	0.007524787535410765	14138.03941660765	0.0061453018498243495	0.002788597733711048	0.011198654390934844	0.004913243626062323	0.007524787535410765	14138.0348796034	0.006145302126307157	0.002788597733711048	0.011198654390934844	0.004913243626062323	0.007524787535410765	14138.043953611897	0.006145301573702025	3	0.010711756373937677	0.011036355051935788		
4	TrialState.COMPLETE	0.018856232294617564	2020-01-07 17:25:47.963398	2020-01-07 17:40:13.956402	250.0	81.0	0.0011575604729940645	900.0	0.7214591814102499	0.0030541784702549576	0.018856232294617564	0.009472379603399434	0.0127921388101983	14622.945356763455	0.008921645535355547	0.0030541784702549576	0.018856232294617564	0.009472379603399434	0.0127921388101983	14622.940421388103	0.008921645665913542	0.0030541784702549576	0.018856232294617564	0.009472379603399434	0.0127921388101983	14622.95029213881	0.008921645404862781	4	0.019121813031161474	0.018944759206798868		
5	TrialState.COMPLETE	0.001106586402266289	2020-01-07 17:40:13.957317	2020-01-07 17:53:52.878966	150.0	91.0	0.02878733791178859	1700.0	0.8345706279880839	0.0003098441926345609	0.001106586402266289	0.0006639518413597734	0.001106586402266289	16918.250177053826	0.0008524220695684235	0.0003098441926345609	0.001106586402266289	0.0006639518413597734	0.001106586402266289	16918.247211402268	0.0008524220858601287	0.0003098441926345609	0.001106586402266289	0.0006639518413597734	0.001106586402266289	16918.253142705384	0.0008524220532784891	5	0.0016820113314447592	0.0012983947119924457		
6	TrialState.COMPLETE	0.00141643059490085	2020-01-07 17:53:52.879869	2020-01-07 18:06:46.457069	50.0	21.0	0.06206994298144091	900.0	0.8634540082897116	0.000398371104815864	0.00141643059490085	0.000708215297450425	0.0009737960339943342	17504.297406161473	0.0009677493116768076	0.000398371104815864	0.00141643059490085	0.000708215297450425	0.0009737960339943342	17504.29404213881	0.0009677493676018463	0.000398371104815864	0.00141643059490085	0.000708215297450425	0.0009737960339943342	17504.300770184134	0.0009677492557811269	6	0.001593484419263456	0.001475448536355052		
7	TrialState.COMPLETE	0.016111898016997167	2020-01-07 18:06:46.458014	2020-01-07 18:17:06.689387	50.0	1.0	0.0012070576743127262	1300.0	0.7034901343984235	0.003895184135977337	0.016111898016997167	0.008055949008498584	0.010844546742209632	14258.953213526913	0.008614021910063953	0.003895184135977337	0.016111898016997167	0.008055949008498584	0.010844546742209632	14258.947592067989	0.00861402306657373	0.003895184135977337	0.016111898016997167	0.008055949008498584	0.010844546742209632	14258.958834985835	0.008614020757280655	7	0.016288951841359773	0.016170915958451368		
8	TrialState.COMPLETE	0.0020361189801699716	2020-01-07 18:17:06.690781	2020-01-07 18:28:45.563606	250.0	1.0	0.04209993380909134	500.0	0.999122037280492	0.0008410056657223796	0.0020361189801699716	0.0012836402266288953	0.0015492209631728046	20256.30402354816	0.0013906741168342705	0.0008410056657223796	0.0020361189801699716	0.0012836402266288953	0.0015492209631728046	20256.3023194051	0.0013906741469027627	0.0008410056657223796	0.0020361189801699716	0.0012836402266288953	0.0015492209631728046	20256.30572769122	0.001390674086777419	8	0.002124645892351275	0.002065627950897073		
9	TrialState.COMPLETE	0.00969369688385269	2020-01-07 18:28:45.564501	2020-01-07 18:42:40.428965	250.0	21.0	0.006716914628982347	1600.0	0.800833467647807	0.004382082152974504	0.00969369688385269	0.006152620396600567	0.007214943342776204	16234.21308427762	0.006652231899392298	0.004382082152974504	0.00969369688385269	0.006152620396600567	0.007214943342776204	16234.208480878187	0.006652231949877293	0.004382082152974504	0.00969369688385269	0.006152620396600567	0.007214943342776204	16234.217687677054	0.006652231848919287	9	0.00964943342776204	0.00967894239848914		
10	TrialState.COMPLETE	0.018900495750708214	2020-01-07 18:42:40.429954	2020-01-07 18:55:21.303734	50.0	31.0	0.0025365067921787046	1900.0	0.699841916821669	0.003673866855524079	0.018900495750708214	0.008896954674220962	0.012615084985835695	14184.757834631728	0.009030106135417718	0.003673866855524079	0.018900495750708214	0.008896954674220962	0.012615084985835695	14184.752213172804	0.009030106292486038	0.003673866855524079	0.018900495750708214	0.008896954674220962	0.012615084985835695	14184.763456090652	0.009030105978452675	10	0.019210339943342775	0.01900377714825307		
11	TrialState.COMPLETE	0.019652974504249292	2020-01-07 18:55:21.304688	2020-01-07 19:10:34.610850	350.0	41.0	0.0010051255305085654	1200.0	0.7242926415002451	0.004382082152974504	0.019652974504249292	0.006506728045325779	0.010933073654390935	14680.484928293201	0.009104049038042728	0.004382082152974504	0.019652974504249292	0.006506728045325779	0.010933073654390935	14680.480789660056	0.009104049163355039	0.004382082152974504	0.019652974504249292	0.006506728045325779	0.010933073654390935	14680.489066926346	0.00910404891281973	11	0.019475920679886686	0.01959395656279509		
12	TrialState.COMPLETE	0.018369334277620396	2020-01-07 19:10:34.611724	2020-01-07 19:25:30.851672	350.0	21.0	0.0029943551757618037	1600.0	0.7563021898260666	0.0047804532577903685	0.018369334277620396	0.008454320113314448	0.011464235127478753	15330.165456798866	0.009726054227816406	0.0047804532577903685	0.018369334277620396	0.008454320113314448	0.011464235127478753	15330.1598796034	0.009726054750873752	0.0047804532577903685	0.018369334277620396	0.008454320113314448	0.011464235127478753	15330.171033994335	0.009726053706472065	12	0.018325070821529746	0.018354579792256846		
13	TrialState.COMPLETE	0.003673866855524079	2020-01-07 19:25:30.852510	2020-01-07 19:40:37.932534	350.0	41.0	0.007775018572118816	500.0	0.8824749074845686	0.001593484419263456	0.003673866855524079	0.002124645892351275	0.0022574362606232294	17890.594834454674	0.0025773810931364457	0.001593484419263456	0.003673866855524079	0.002124645892351275	0.0022574362606232294	17890.59069582153	0.002577381149963541	0.001593484419263456	0.003673866855524079	0.002124645892351275	0.0022574362606232294	17890.598973087817	0.002577381036348165	13	0.003806657223796034	0.003718130311614731		
