number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10908239700374532	2020-03-12 12:01:06.132232	2020-03-12 12:02:17.858621	256	128	0.009828756368638846	128	0.9976908496523974	0.9808451226731058	0.0	0.10908239700374532	0.027153558052434457	0.05383895131086142	47.30571161048689	0.047881850756886356	0.0	0.10908239700374532	0.027153558052434457	0.05383895131086142	47.30571161048689	0.047881850756886356	2769608656	250	0.0	0.10908239700374532	0.027153558052434457	0.05383895131086142	47.30571161048689	0.047881850756886356	0	COMPLETE
1	0.40402621722846443	2020-03-12 12:02:17.876869	2020-03-12 12:02:53.139701	128	128	0.005336086350712613	512	0.009137356626811874	0.47419922833927397	0.02902621722846442	0.40402621722846443	0.15355805243445692	0.23689138576779026	23.048220973782772	0.14838768478766148	0.02902621722846442	0.40402621722846443	0.15355805243445692	0.23689138576779026	23.048220973782772	0.14838768478766148	1417550068	250	0.02902621722846442	0.40402621722846443	0.15355805243445692	0.23689138576779026	23.048220973782772	0.14838768478766148	1	COMPLETE
2	0.2298689138576779	2020-03-12 12:02:53.158737	2020-03-12 12:03:39.722199	64	128	0.004383173279329251	256	0.09706555270240681	0.6214128312016471	0.0018726591760299626	0.2298689138576779	0.06273408239700375	0.10627340823970037	29.523408239700373	0.08328201680495165	0.0018726591760299626	0.2298689138576779	0.06273408239700375	0.10627340823970037	29.523408239700373	0.08328201680495165	710728736	250	0.0018726591760299626	0.2298689138576779	0.06273408239700375	0.10627340823970037	29.523408239700373	0.08328201680495165	2	COMPLETE
3	0.32303370786516855	2020-03-12 12:03:39.732708	2020-03-12 12:04:55.753705	256	128	0.004379868402595908	256	0.3790995039606477	0.5562017529972652	0.0	0.32303370786516855	0.09269662921348315	0.16807116104868913	26.53370786516854	0.10355614536221089	0.0	0.32303370786516855	0.09269662921348315	0.16807116104868913	26.53370786516854	0.10355614536221089	1432255699	400	0.0	0.32303370786516855	0.09269662921348315	0.16807116104868913	26.53370786516854	0.10355614536221089	3	COMPLETE
4	0.3782771535580524	2020-03-12 12:04:55.765589	2020-03-12 12:05:29.971835	128	128	0.019977312522212187	512	0.11364471858919897	0.5047769919133742	0.013108614232209739	0.3782771535580524	0.12593632958801498	0.2153558052434457	24.530898876404493	0.12758419395862255	0.013108614232209739	0.3782771535580524	0.12593632958801498	0.2153558052434457	24.530898876404493	0.12758419395862255	1375647207	250	0.013108614232209739	0.3782771535580524	0.12593632958801498	0.2153558052434457	24.530898876404493	0.12758419395862255	4	COMPLETE
5	0.35908239700374533	2020-03-12 12:05:29.983792	2020-03-12 12:06:21.879398	128	128	0.0022846068462980666	512	0.02819563261125524	0.4915085597554996	0.017790262172284643	0.35908239700374533	0.12874531835205993	0.1989700374531835	23.605805243445694	0.12879133614699603	0.017790262172284643	0.35908239700374533	0.12874531835205993	0.1989700374531835	23.605805243445694	0.12879133614699603	2577293562	350	0.017790262172284643	0.35908239700374533	0.12874531835205993	0.1989700374531835	23.605805243445694	0.12879133614699603	5	COMPLETE
6	0.2588951310861423	2020-03-12 12:06:21.891049	2020-03-12 12:06:55.239862	128	128	0.0013896007363008412	512	0.3410827020323739	0.6113509196632853	0.00046816479400749064	0.2588951310861423	0.08239700374531835	0.13249063670411984	29.10252808988764	0.0898242171498896	0.00046816479400749064	0.2588951310861423	0.08239700374531835	0.13249063670411984	29.10252808988764	0.0898242171498896	719008891	250	0.00046816479400749064	0.2588951310861423	0.08239700374531835	0.13249063670411984	29.10252808988764	0.0898242171498896	6	COMPLETE
7	0.3061797752808989	2020-03-12 12:06:55.251612	2020-03-12 12:07:50.609472	64	256	0.006661989368658413	256	0.10427573886642397	0.5718052980851047	0.004213483146067416	0.3061797752808989	0.10674157303370786	0.17322097378277154	27.469101123595507	0.10685312126681083	0.004213483146067416	0.3061797752808989	0.10674157303370786	0.17322097378277154	27.469101123595507	0.10685312126681083	985439008	300	0.004213483146067416	0.3061797752808989	0.10674157303370786	0.17322097378277154	27.469101123595507	0.10685312126681083	7	COMPLETE
8	0.2556179775280899	2020-03-12 12:07:50.620223	2020-03-12 12:08:16.228122	256	128	0.04495520811071659	512	0.004447054251677138	0.6094383055611063	0.017322097378277154	0.2556179775280899	0.09691011235955056	0.15543071161048688	29.43820224719101	0.10436762153315651	0.017322097378277154	0.2556179775280899	0.09691011235955056	0.15543071161048688	29.43820224719101	0.10436762153315651	2051658047	200	0.017322097378277154	0.2556179775280899	0.09691011235955056	0.15543071161048688	29.43820224719101	0.10436762153315651	8	COMPLETE
9	0.24906367041198502	2020-03-12 12:08:16.244627	2020-03-12 12:09:06.496000	256	64	0.0014467105296618711	512	0.011234738140826607	0.5884848760854285	0.003745318352059925	0.24906367041198502	0.06835205992509363	0.12078651685393259	27.939606741573034	0.09031782862389513	0.003745318352059925	0.24906367041198502	0.06835205992509363	0.12078651685393259	27.939606741573034	0.09031782862389513	2269993926	350	0.003745318352059925	0.24906367041198502	0.06835205992509363	0.12078651685393259	27.939606741573034	0.09031782862389513	9	COMPLETE
