number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0997191011235955	2020-05-14 11:38:34.223675	2020-05-14 11:39:20.283704	128	128	0.002635569031565169	0.9974799154505957	0.0014044943820224719	0.0997191011235955	0.026217228464419477	0.05102996254681648	48.15215355805243	0.047535012030740835	0.046348314606741575	0.125	0.05337078651685393	0.06788389513108614	46.16385767790262	0.08238831484691442	659998649	150	0.0014044943820224719	0.08661048689138577	0.007958801498127341	0.02902621722846442	50.140449438202246	0.039047490960297485	0	COMPLETE
1	0.09878277153558053	2020-05-14 11:39:20.302157	2020-05-14 11:39:57.220569	256	512	0.01717995549442748	0.9894824043938311	0.00046816479400749064	0.09878277153558053	0.02247191011235955	0.04915730337078652	47.82560861423221	0.046766290099278775	0.052434456928838954	0.13576779026217228	0.05758426966292135	0.0702247191011236	45.440074906367045	0.08840782136680513	2962521912	150	0.00046816479400749064	0.07771535580524344	0.007958801498127341	0.02294007490636704	50.21114232209738	0.03735753032558075	1	COMPLETE
2	0.10112359550561797	2020-05-14 11:39:57.231217	2020-05-14 11:40:51.012059	256	512	0.039255710169794546	1.0078814486538719	0.0	0.10112359550561797	0.017790262172284643	0.05290262172284644	48.627574906367045	0.045695265311330904	0.05102996254681648	0.125	0.05758426966292135	0.07350187265917603	46.1999063670412	0.08710997689516502	4262441317	200	0.0	0.07911985018726592	0.0056179775280898875	0.02200374531835206	51.05524344569288	0.036570357220694225	2	COMPLETE
3	0.10346441947565543	2020-05-14 11:40:51.028563	2020-05-14 11:42:19.994585	256	512	0.014505503086244266	1.0001440926556115	0.0	0.10346441947565543	0.02247191011235955	0.05196629213483146	48.28441011235955	0.046601299963906884	0.0552434456928839	0.13342696629213482	0.060861423220973786	0.07677902621722846	45.87359550561798	0.09084186511865651	3754962236	300	0.0	0.08239700374531835	0.006086142322097378	0.02294007490636704	50.69522471910113	0.03672808933557871	3	COMPLETE
4	0.09269662921348315	2020-05-14 11:42:20.011060	2020-05-14 11:43:00.767959	256	256	0.01081027656808819	0.9943216042819848	0.0	0.09269662921348315	0.02294007490636704	0.05664794007490637	47.962078651685395	0.04606398707902054	0.05571161048689138	0.12406367041198502	0.060393258426966294	0.07256554307116105	45.47378277153558	0.08982284462117346	1261993206	150	0.0	0.07724719101123595	0.005149812734082397	0.025749063670411985	50.45037453183521	0.036497310311343074	4	COMPLETE
5	0.10018726591760299	2020-05-14 11:43:00.779865	2020-05-14 11:43:35.834242	128	512	0.001481356145904829	1.0028329498591495	0.0009363295880149813	0.10018726591760299	0.0299625468164794	0.054307116104868915	48.37312734082397	0.04803016303839104	0.04868913857677903	0.12874531835205993	0.056179775280898875	0.06882022471910113	46.389044943820224	0.08472458390304231	337459470	200	0.0009363295880149813	0.08239700374531835	0.007958801498127341	0.0351123595505618	50.357209737827716	0.03927245416516501	5	COMPLETE
6	0.10205992509363296	2020-05-14 11:43:35.846791	2020-05-14 11:44:13.411061	256	512	0.484810679942913	1.0047968150550772	0.0009363295880149813	0.10205992509363296	0.026685393258426966	0.05852059925093633	48.52621722846442	0.04907188934064207	0.05945692883895131	0.13670411985018727	0.0650749063670412	0.0800561797752809	46.09176029962547	0.0944541837869666	2750047141	150	0.0009363295880149813	0.08426966292134831	0.007958801498127341	0.02949438202247191	50.96067415730337	0.03886331885545096	6	COMPLETE
7	0.09316479400749064	2020-05-14 11:44:13.423519	2020-05-14 11:45:01.174178	256	128	0.06155245917827684	1.019619769291178	0.0	0.09316479400749064	0.020599250936329586	0.054307116104868915	49.17298689138577	0.04592736281729779	0.054775280898876406	0.12265917602996254	0.05664794007490637	0.0749063670411985	46.712078651685395	0.08852821292946868	3591914835	150	0.0	0.07631086142322098	0.007022471910112359	0.02294007490636704	51.63389513108614	0.03651133177305795	7	COMPLETE
8	0.10533707865168539	2020-05-14 11:45:01.186628	2020-05-14 11:45:25.993798	128	512	0.32980532016932607	0.9928815322465957	0.00046816479400749064	0.10533707865168539	0.026217228464419477	0.05664794007490637	47.90191947565543	0.04817582169216875	0.054775280898876406	0.12734082397003746	0.060393258426966294	0.0749063670411985	45.88670411985019	0.08988821226872859	4102514196	150	0.00046816479400749064	0.08848314606741572	0.012172284644194757	0.028089887640449437	49.91713483146067	0.03918935015610177	8	COMPLETE
9	0.10252808988764045	2020-05-14 11:45:26.011526	2020-05-14 11:45:50.355279	128	512	0.9479558813525635	1.003889003899367	0.00046816479400749064	0.10252808988764045	0.02153558052434457	0.05290262172284644	48.37874531835206	0.046609614888637275	0.05056179775280899	0.12687265917602997	0.056179775280898875	0.07209737827715355	46.355805243445694	0.08575460189103633	3143820804	150	0.00046816479400749064	0.07911985018726592	0.008426966292134831	0.025280898876404494	50.401685393258425	0.03792878692334774	9	COMPLETE
10	0.09737827715355805	2020-05-14 11:45:50.367317	2020-05-14 11:47:44.954328	256	256	0.010339795970824493	1.0090188816972845	0.00046816479400749064	0.09737827715355805	0.016853932584269662	0.05149812734082397	48.62102059925093	0.04497700272888423	0.05290262172284644	0.1254681647940075	0.05898876404494382	0.07397003745318352	46.18211610486891	0.0876412099550199	1304843788	350	0.00046816479400749064	0.07865168539325842	0.0032771535580524347	0.018258426966292134	51.059925093632955	0.035890040073137536	10	COMPLETE
11	0.09597378277153558	2020-05-14 11:47:44.966668	2020-05-14 11:48:05.914318	64	512	0.0035244322817938214	1.010233117426198	0.0009363295880149813	0.09597378277153558	0.02902621722846442	0.052434456928838954	48.70950374531835	0.04844026346981428	0.03838951310861423	0.11282771535580524	0.04588014981273408	0.06132958801498127	47.315074906367045	0.0744905370273851	283898009	150	0.0009363295880149813	0.0847378277153558	0.01544943820224719	0.03745318352059925	50.103932584269664	0.04131167535686679	11	COMPLETE
12	0.10299625468164794	2020-05-14 11:48:05.926744	2020-05-14 11:48:31.923856	64	256	0.5262176636992306	1.0192897338568396	0.0032771535580524347	0.10299625468164794	0.027153558052434457	0.05196629213483146	49.22214419475655	0.049495694362372826	0.03838951310861423	0.11844569288389513	0.046348314606741575	0.0599250936329588	47.88857677902622	0.07473193564867062	123112007	150	0.0032771535580524347	0.09363295880149813	0.016853932584269662	0.03464419475655431	50.55571161048689	0.04304060471254051	12	COMPLETE
13	0.08239700374531835	2020-05-14 11:48:31.935771	2020-05-14 11:49:08.962691	256	512	0.009266710516888082	1.0027670601325298	0.0014044943820224719	0.08239700374531835	0.018726591760299626	0.0449438202247191	48.38412921348315	0.04386411971964443	0.04728464419475655	0.11189138576779026	0.05102996254681648	0.06320224719101124	45.94241573033708	0.08109019602147792	771097219	150	0.0014044943820224719	0.06132958801498127	0.006086142322097378	0.019194756554307114	50.825842696629216	0.035564997220532614	13	COMPLETE
14	0.10252808988764045	2020-05-14 11:49:08.975943	2020-05-14 11:50:18.188494	256	128	0.035774769762644175	1.0038015381415628	0.00046816479400749064	0.10252808988764045	0.026685393258426966	0.05898876404494382	48.44077715355805	0.049440249325762	0.06132958801498127	0.13389513108614232	0.06413857677902622	0.07865168539325842	45.965823970037455	0.09522622805773921	1288916088	200	0.00046816479400749064	0.08567415730337079	0.011704119850187267	0.02762172284644195	50.91573033707865	0.03893679361258502	14	COMPLETE
15	0.10533707865168539	2020-05-14 11:50:18.200323	2020-05-14 11:51:18.257188	256	256	0.009090975011417955	0.9890546103170288	0.0	0.10533707865168539	0.026217228464419477	0.060861423220973786	47.71090823970037	0.04911780604902387	0.060861423220973786	0.13904494382022473	0.06741573033707865	0.08192883895131087	45.27715355805243	0.09649436707943881	3192809077	200	0.0	0.08380149812734082	0.009363295880149813	0.0299625468164794	50.14466292134831	0.038584371377587016	15	COMPLETE
16	0.0950374531835206	2020-05-14 11:51:18.269838	2020-05-14 11:51:43.194967	128	512	0.1441979964737863	0.9917314867619844	0.0	0.0950374531835206	0.025280898876404494	0.05196629213483146	47.83801498127341	0.046735936085989624	0.04728464419475655	0.12406367041198502	0.052434456928838954	0.06460674157303371	45.815074906367045	0.08279234235937219	2649866633	150	0.0	0.08380149812734082	0.0056179775280898875	0.02902621722846442	49.860955056179776	0.03807256821029382	16	COMPLETE
17	0.10533707865168539	2020-05-14 11:51:43.207372	2020-05-14 11:52:38.135013	256	512	0.0010169690079126824	0.9849812100922222	0.0009363295880149813	0.10533707865168539	0.024344569288389514	0.05290262172284644	47.5184925093633	0.04861152873918942	0.05664794007490637	0.1352996254681648	0.06132958801498127	0.0749063670411985	45.09691011235955	0.0922735018683045	719030895	200	0.0009363295880149813	0.08333333333333333	0.007022471910112359	0.025749063670411985	49.940074906367045	0.03890107963537463	17	COMPLETE
18	0.10533707865168539	2020-05-14 11:52:38.146916	2020-05-14 11:53:35.701032	128	512	0.008769100734084349	0.989626835809309	0.0014044943820224719	0.10533707865168539	0.025749063670411985	0.052434456928838954	47.68188202247191	0.048753522692894805	0.04915730337078652	0.12640449438202248	0.05196629213483146	0.06647940074906367	45.673689138576776	0.0845635735923565	495316974	300	0.0014044943820224719	0.08661048689138577	0.013108614232209739	0.0299625468164794	49.690074906367045	0.040199486838044265	18	COMPLETE
19	0.10908239700374532	2020-05-14 11:53:35.713375	2020-05-14 11:54:29.896240	128	128	0.007948430670876598	1.0065497474035088	0.0	0.10908239700374532	0.031835205992509365	0.0599250936329588	48.56484082397004	0.05061973765665924	0.05337078651685393	0.13389513108614232	0.0599250936329588	0.07584269662921349	46.56788389513109	0.08917545098953569	435102285	200	0.0	0.09316479400749064	0.012172284644194757	0.03698501872659176	50.561797752808985	0.040887617175993714	19	COMPLETE
20	0.0950374531835206	2020-05-14 11:54:29.912082	2020-05-14 11:54:54.382334	128	512	0.017610325889544972	1.0010867522181839	0.0009363295880149813	0.0950374531835206	0.02762172284644195	0.048220973782771535	48.34925093632959	0.048565625838098266	0.046348314606741575	0.12219101123595505	0.05102996254681648	0.06975655430711611	46.36376404494382	0.0826165589357933	4108640278	150	0.0009363295880149813	0.07958801498127341	0.013108614232209739	0.0299625468164794	50.33473782771536	0.03990399675206295	20	COMPLETE
