number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3487960339943343	2020-04-25 19:19:25.496070	2020-04-25 20:25:17.661295	256	64	1	45	0.001711089729949143	512	0.5614029438330536	0.030807365439093484	0.3487960339943343	0.24840651558073654	0.3015226628895184	11381.188473796034	0.15213814128821532	0.030807365439093484	0.3487960339943343	0.24840651558073654	0.3015226628895184	11381.17935552408	0.15213814133360926	293336046	300	0.030807365439093484	0.3487960339943343	0.24840651558073654	0.3015226628895184	11381.197592067989	0.15213814124282665	0	COMPLETE
1	0.08410056657223797	2020-04-25 20:25:17.713095	2020-04-26 00:14:59.096764	256	256	2	92	0.00747874864633472	128	0.5424972666262864	0.000708215297450425	0.08410056657223797	0.051345609065155805	0.0626770538243626	10999.013101983002	0.03271645309210373	0.000708215297450425	0.08410056657223797	0.051345609065155805	0.0626770538243626	10999.007967422096	0.032716454543601364	3696698788	200	0.000708215297450425	0.08410056657223797	0.051345609065155805	0.0626770538243626	10999.018236543909	0.032716451644481434	1	COMPLETE
2	0.025672804532577902	2020-04-26 00:14:59.142127	2020-04-26 01:24:11.953747	64	64	2	92	0.02369022600389493	128	0.7896649839654873	0.000708215297450425	0.025672804532577902	0.01823654390934844	0.020538243626062325	16009.833569405098	0.011330554390353348	0.000708215297450425	0.025672804532577902	0.01823654390934844	0.020538243626062325	16009.824716713882	0.01133055448545923	2649728999	200	0.000708215297450425	0.025672804532577902	0.01823654390934844	0.020538243626062325	16009.842422096317	0.011330554295279387	2	COMPLETE
3	0.34118271954674223	2020-04-26 01:24:11.990464	2020-04-26 04:45:23.158111	256	256	1	89	0.0013958268861123716	256	0.6172752775943724	0.001593484419263456	0.34118271954674223	0.2386685552407932	0.2928470254957507	12514.242917847025	0.13181676209135862	0.001593484419263456	0.34118271954674223	0.2386685552407932	0.2928470254957507	12514.234419263455	0.13181676228231395	422180473	200	0.001593484419263456	0.34118271954674223	0.2386685552407932	0.2928470254957507	12514.251416430596	0.13181676190058286	3	COMPLETE
4	0.02443342776203966	2020-04-26 04:45:23.202402	2020-04-26 06:44:24.500822	256	256	1	53	0.05316099559005391	512	0.8041785825306189	0.000708215297450425	0.02443342776203966	0.01646600566572238	0.019652974504249292	16303.684844192634	0.010298241754177847	0.000708215297450425	0.02443342776203966	0.01646600566572238	0.019652974504249292	16303.673689801699	0.01029824206539833	3387203246	200	0.000708215297450425	0.02443342776203966	0.01646600566572238	0.019652974504249292	16303.69599858357	0.010298241443225484	4	COMPLETE
5	0.015226628895184136	2020-04-26 06:44:24.542301	2020-04-26 07:17:18.077395	64	64	1	21	0.05948602923816	256	0.789347201140706	0.000708215297450425	0.015226628895184136	0.010977337110481586	0.012039660056657223	16002.639341359773	0.007186455912336765	0.000708215297450425	0.015226628895184136	0.010977337110481586	0.012039660056657223	16002.632259206799	0.007186455977914144	3647578185	200	0.000708215297450425	0.015226628895184136	0.010977337110481586	0.012039660056657223	16002.646423512748	0.007186455846772673	5	COMPLETE
6	0.03186968838526912	2020-04-26 07:17:18.114318	2020-04-26 08:34:31.825274	256	64	1	92	0.020789329689746616	256	0.821465897756657	0.000708215297450425	0.03186968838526912	0.025141643059490085	0.02762039660056657	16655.038066572237	0.014525819125331784	0.000708215297450425	0.03186968838526912	0.025141643059490085	0.02762039660056657	16655.02921388102	0.014525819910353815	1367232390	200	0.000708215297450425	0.03186968838526912	0.025141643059490085	0.02762039660056657	16655.046919263455	0.01452581834181536	6	COMPLETE
7	0.33640226628895187	2020-04-26 08:34:31.865582	2020-04-26 09:13:42.018115	64	128	1	39	0.002750121823237365	256	0.45240030100148104	0.0033640226628895184	0.33640226628895187	0.22237960339943344	0.28009915014164305	9171.730258498583	0.12774664312118722	0.0033640226628895184	0.33640226628895187	0.22237960339943344	0.28009915014164305	9171.726274787536	0.12774664320155593	4101447954	200	0.0033640226628895184	0.33640226628895187	0.22237960339943344	0.28009915014164305	9171.734242209632	0.12774664304086047	7	COMPLETE
8	0.01682011331444759	2020-04-26 09:13:42.053418	2020-04-26 10:52:22.511473	256	256	1	13	0.07484242363692707	512	0.791234403666458	0.0008852691218130312	0.01682011331444759	0.011862606232294617	0.013456090651558074	16040.546476628895	0.0079570696850909	0.0008852691218130312	0.01682011331444759	0.011862606232294617	0.013456090651558074	16040.54178470255	0.007957069754714103	3181924816	400	0.0008852691218130312	0.01682011331444759	0.011862606232294617	0.013456090651558074	16040.551168555241	0.007957069615491964	8	COMPLETE
9	0.028505665722379604	2020-04-26 10:52:22.545442	2020-04-26 11:36:37.245620	128	128	1	20	0.052677774481625535	512	0.6249730442332525	0.0010623229461756375	0.028505665722379604	0.020007082152974504	0.023725212464589234	12670.190598441926	0.013258644577388408	0.0010623229461756375	0.028505665722379604	0.020007082152974504	0.023725212464589234	12670.18590651558	0.013258644808164655	4282737417	300	0.0010623229461756375	0.028505665722379604	0.020007082152974504	0.023725212464589234	12670.195290368272	0.013258644346801102	9	COMPLETE
