number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8829588014981273	2020-04-06 12:31:18.760724	2020-04-06 12:34:41.902099	2.1828073784099296	128	39	128	0.10701244691393795	0.32724719101123595	0.8829588014981273	0.6207865168539326	0.7425093632958801	5.1540262172284645	0.5096796117582558	0.32724719101123595	0.8829588014981273	0.6207865168539326	0.7425093632958801	5.1540262172284645	0.5096796117582558	2718109712	200	0.32724719101123595	0.8829588014981273	0.6207865168539326	0.7425093632958801	5.1540262172284645	0.5096796117582558	0	COMPLETE
1	0.9171348314606742	2020-04-06 12:34:41.939579	2020-04-06 12:37:59.665437	7.781184120812118	128	45	128	0.09095679530228597	0.3398876404494382	0.9171348314606742	0.6671348314606742	0.800561797752809	4.370318352059925	0.5335853644369398	0.3398876404494382	0.9171348314606742	0.6671348314606742	0.800561797752809	4.370318352059925	0.5335853644369398	3242837007	200	0.3398876404494382	0.9171348314606742	0.6671348314606742	0.800561797752809	4.370318352059925	0.5335853644369398	1	COMPLETE
2	0.8548689138576779	2020-04-06 12:37:59.695639	2020-04-06 12:39:24.999761	9.32933928965419	256	63	512	0.12462884887149522	0.24250936329588016	0.8548689138576779	0.5191947565543071	0.6732209737827716	5.984550561797753	0.4288897373965215	0.24250936329588016	0.8548689138576779	0.5191947565543071	0.6732209737827716	5.984550561797753	0.4288897373965215	320670706	200	0.24250936329588016	0.8548689138576779	0.5191947565543071	0.6732209737827716	5.984550561797753	0.4288897373965215	2	COMPLETE
3	0.8323970037453183	2020-04-06 12:39:25.027799	2020-04-06 12:41:12.615740	8.118531763755016	256	49	512	0.1395669205764776	0.23595505617977527	0.8323970037453183	0.5070224719101124	0.6605805243445693	6.676966292134831	0.42161700083711456	0.23595505617977527	0.8323970037453183	0.5070224719101124	0.6605805243445693	6.676966292134831	0.42161700083711456	81704926	250	0.23595505617977527	0.8323970037453183	0.5070224719101124	0.6605805243445693	6.676966292134831	0.42161700083711456	3	COMPLETE
4	0.9363295880149812	2020-04-06 12:41:12.700576	2020-04-06 12:45:49.479890	7.367176920193337	64	51	128	0.08216801819510144	0.36563670411985016	0.9363295880149812	0.7088014981273408	0.8426966292134831	3.953183520599251	0.5638545809852655	0.36563670411985016	0.9363295880149812	0.7088014981273408	0.8426966292134831	3.953183520599251	0.5638545809852655	2399945657	250	0.36563670411985016	0.9363295880149812	0.7088014981273408	0.8426966292134831	3.953183520599251	0.5638545809852655	4	COMPLETE
5	0.8932584269662921	2020-04-06 12:45:49.524306	2020-04-06 12:48:04.753628	8.887766213097656	256	84	256	0.10849665961932907	0.30758426966292135	0.8932584269662921	0.5861423220973783	0.7350187265917603	5.203183520599251	0.49272390205037797	0.30758426966292135	0.8932584269662921	0.5861423220973783	0.7350187265917603	5.203183520599251	0.49272390205037797	3605524626	200	0.30758426966292135	0.8932584269662921	0.5861423220973783	0.7350187265917603	5.203183520599251	0.49272390205037797	5	COMPLETE
6	0.9316479400749064	2020-04-06 12:48:04.780554	2020-04-06 12:53:38.982918	2.362801547020367	64	57	128	0.08715986065507242	0.35346441947565543	0.9316479400749064	0.6704119850187266	0.8066479400749064	4.205056179775281	0.5440634954107174	0.35346441947565543	0.9316479400749064	0.6704119850187266	0.8066479400749064	4.205056179775281	0.5440634954107174	1852226163	300	0.35346441947565543	0.9316479400749064	0.6704119850187266	0.8066479400749064	4.205056179775281	0.5440634954107174	6	COMPLETE
7	0.9021535580524345	2020-04-06 12:53:39.010470	2020-04-06 12:56:28.309313	1.128823316539202	64	28	512	0.10270384567953673	0.2991573033707865	0.9021535580524345	0.598314606741573	0.7598314606741573	4.955524344569288	0.49104382197361607	0.2991573033707865	0.9021535580524345	0.598314606741573	0.7598314606741573	4.955524344569288	0.49104382197361607	3589732492	500	0.2991573033707865	0.9021535580524345	0.598314606741573	0.7598314606741573	4.955524344569288	0.49104382197361607	7	COMPLETE
8	0.8497191011235955	2020-04-06 12:56:28.330865	2020-04-06 13:00:06.310246	0.9534334004969488	256	68	128	0.12541322201779914	0.25936329588014984	0.8497191011235955	0.5355805243445693	0.6718164794007491	6.025280898876405	0.44365749836055196	0.25936329588014984	0.8497191011235955	0.5355805243445693	0.6718164794007491	6.025280898876405	0.44365749836055196	1900541739	200	0.25936329588014984	0.8497191011235955	0.5355805243445693	0.6718164794007491	6.025280898876405	0.44365749836055196	8	COMPLETE
9	0.8618913857677902	2020-04-06 13:00:06.333131	2020-04-06 13:01:45.502143	3.8632792312265507	128	21	512	0.11718064422931955	0.2804307116104869	0.8618913857677902	0.5655430711610487	0.7083333333333334	5.625	0.4664215022177568	0.2804307116104869	0.8618913857677902	0.5655430711610487	0.7083333333333334	5.625	0.4664215022177568	122527141	300	0.2804307116104869	0.8618913857677902	0.5655430711610487	0.7083333333333334	5.625	0.4664215022177568	9	COMPLETE
