number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.00017705382436260624	2020-01-16 00:45:01.166592	2020-01-16 00:57:57.687881	50.0	31.0	0.03462818791338993	0.01245910006552669	1000.0	0.9981444663538362	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20235.73220609065	0.0003027433689449478	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20235.732029036826	0.0003027433692678482	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20235.732383144477	0.0003027433686220633	0	0.0003541076487252125	0.00023607176581680832
1	TrialState.COMPLETE	0.00017705382436260624	2020-01-16 00:57:57.688699	2020-01-16 01:11:03.744560	50.0	51.0	0.07358339965025784	0.08841688783969825	1500.0	1.006801326495288	0.0	0.00017705382436260624	4.426345609065156e-05	0.0001327903682719547	20411.35474946884	0.00027894790507540875	0.0	0.00017705382436260624	4.426345609065156e-05	0.0001327903682719547	20411.354683073656	0.00027894790632028514	0.0	0.00017705382436260624	4.426345609065156e-05	0.0001327903682719547	20411.354815864022	0.0002789479038307346	1	0.0003541076487252125	0.00023607176581680832
2	TrialState.COMPLETE	0.0004868980169971671	2020-01-16 01:11:03.745410	2020-01-16 01:25:22.874394	150.0	11.0	0.09580443006697718	0.04555539673166646	1900.0	0.9987665669147894	0.0002655807365439094	0.0004868980169971671	0.0003541076487252125	0.0004426345609065156	20248.24285145184	0.0005345457039466611	0.0002655807365439094	0.0004868980169971671	0.0003541076487252125	0.0004426345609065156	20248.24265226629	0.0005345457050309405	0.0002655807365439094	0.0004868980169971671	0.0003541076487252125	0.0004426345609065156	20248.243050637393	0.0005345457028624961	2	0.0002655807365439094	0.00041312559017941453
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-16 01:25:22.875260	2020-01-16 01:43:11.451045	250.0	41.0	0.012832959166315341	0.08996191517586352	500.0	0.9926049979705976	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	20123.525163774786	0.000307120540941979	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	20123.52514164306	0.00030712054096877095	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	20123.525185906514	0.00030712054091518794	3	0.00017705382436260624	0.00017705382436260624
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-16 01:43:11.451876	2020-01-16 02:06:05.379589	450.0	21.0	0.0015476226694534825	0.026476074090547533	1000.0	0.9982594919679737	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	20237.96341625354	0.00024542904432262345	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	20237.9633055949	0.0002454290446287758	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	20237.963526912183	0.000245429044016494	4	0.0	0.00011803588290840416
5	TrialState.COMPLETE	0.0002213172804532578	2020-01-16 02:06:05.380415	2020-01-16 02:32:19.919355	350.0	81.0	0.018278067249939772	0.017400395997987417	1800.0	0.9954570549575323	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20181.381263279036	0.00033701861053155616	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20181.381196883853	0.00033701861166408393	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20181.38132967422	0.00033701860939924295	5	0.0004426345609065156	0.0002950897072710104
6	TrialState.COMPLETE	0.0002655807365439094	2020-01-16 02:32:19.920365	2020-01-16 02:45:55.164497	50.0	81.0	0.0010729072195124778	0.02655536038426203	1800.0	0.9973655052642163	0.0	0.0002655807365439094	8.852691218130312e-05	8.852691218130312e-05	20219.996768767705	0.00029291099475042007	0.0	0.0002655807365439094	8.852691218130312e-05	8.852691218130312e-05	20219.99663597734	0.00029291099581961	0.0	0.0002655807365439094	8.852691218130312e-05	8.852691218130312e-05	20219.996901558072	0.000292910993681401	6	0.00017705382436260624	0.00023607176581680832
7	TrialState.COMPLETE	0.0003541076487252125	2020-01-16 02:45:55.165468	2020-01-16 02:57:33.653245	50.0	1.0	0.07289985865723211	0.02284773761959894	600.0	0.9943805764190721	0.0	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20159.41926345609	0.00022122120263861375	0.0	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20159.419130665723	0.00022122120313222677	0.0	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20159.41939624646	0.00022122120214503548	7	0.0003541076487252125	0.0003541076487252125
8	TrialState.COMPLETE	4.426345609065156e-05	2020-01-16 02:57:33.654134	2020-01-16 03:12:28.070118	150.0	21.0	0.0013431870637812442	0.020205803007636147	1500.0	0.992173174508959	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20114.651513810197	0.00023200271225875627	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20114.65138101983	0.00023200271483676268	0.0	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20114.651646600567	0.0002320027096815292	8	8.852691218130312e-05	5.901794145420208e-05
