number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4695692883895131	2020-05-17 09:50:11.235210	2020-05-17 10:58:29.827048	4.722485857923933	256	256	1	72	512	0.3300231789859633	0.09316479400749064	0.4695692883895131	0.20973782771535582	0.30711610486891383	15.915262172284644	0.21224843925046097	0.09316479400749064	0.4695692883895131	0.20973782771535582	0.30711610486891383	15.915262172284644	0.21224843925046097	1944088017	350.0	0.09316479400749064	0.4695692883895131	0.20973782771535582	0.30711610486891383	15.915262172284644	0.21224843925046097	0	COMPLETE
1	0.4339887640449438	2020-05-17 10:58:29.845658	2020-05-17 11:05:43.617003	5.890225573568926	64	256	2	14	512	0.3576405461274143	0.10580524344569288	0.4339887640449438	0.22799625468164794	0.300561797752809	17.297752808988765	0.21779242099931737	0.10580524344569288	0.4339887640449438	0.22799625468164794	0.300561797752809	17.297752808988765	0.21779242099931737	1427955353	400.0	0.10580524344569288	0.4339887640449438	0.22799625468164794	0.300561797752809	17.297752808988765	0.21779242099931737	1	COMPLETE
2	0.4559925093632959	2020-05-17 11:05:43.629562	2020-05-17 11:31:50.412698	6.936497805140873	64	256	2	25	128	0.333741909587993	0.07724719101123595	0.4559925093632959	0.1999063670411985	0.2958801498127341	16.094569288389515	0.19822766742535372	0.07724719101123595	0.4559925093632959	0.1999063670411985	0.2958801498127341	16.094569288389515	0.19822766742535372	2925996383	500.0	0.07724719101123595	0.4559925093632959	0.1999063670411985	0.2958801498127341	16.094569288389515	0.19822766742535372	2	COMPLETE
3	0.4859550561797753	2020-05-17 11:31:50.424844	2020-05-17 11:57:53.473727	8.0726993445173	128	128	1	86	256	0.3173058889605705	0.10440074906367042	0.4859550561797753	0.22378277153558052	0.32631086142322097	15.295880149812733	0.22064860056851046	0.10440074906367042	0.4859550561797753	0.22378277153558052	0.32631086142322097	15.295880149812733	0.22064860056851046	1062559587	400.0	0.10440074906367042	0.4859550561797753	0.22378277153558052	0.32631086142322097	15.295880149812733	0.22064860056851046	3	COMPLETE
4	0.48314606741573035	2020-05-17 11:57:53.492596	2020-05-17 12:06:46.036328	5.413392085313489	64	64	2	42	256	0.31867557057189977	0.09410112359550561	0.48314606741573035	0.2209737827715356	0.32209737827715357	15.3562734082397	0.21546862746161957	0.09410112359550561	0.48314606741573035	0.2209737827715356	0.32209737827715357	15.3562734082397	0.21546862746161957	949950396	350.0	0.09410112359550561	0.48314606741573035	0.2209737827715356	0.32209737827715357	15.3562734082397	0.21546862746161957	4	COMPLETE
5	0.5903558052434457	2020-05-17 12:06:46.048767	2020-05-17 15:15:28.870528	1.6958974602661947	256	256	2	56	512	0.24314733566053576	0.10346441947565543	0.5903558052434457	0.25374531835205993	0.3497191011235955	11.681647940074907	0.24409487606510064	0.10346441947565543	0.5903558052434457	0.25374531835205993	0.3497191011235955	11.681647940074907	0.24409487606510064	4006500156		0.10346441947565543	0.5903558052434457	0.25374531835205993	0.3497191011235955	11.681647940074907	0.24409487606510064	5	COMPLETE
6	0.4892322097378277	2020-05-17 15:15:28.889289	2020-05-17 15:30:48.379278	6.83331511724644	256	64	2	85	128	0.3138244955047044	0.09316479400749064	0.4892322097378277	0.22284644194756553	0.31647940074906367	15.112359550561798	0.21657701102166305	0.09316479400749064	0.4892322097378277	0.22284644194756553	0.31647940074906367	15.112359550561798	0.21657701102166305	2754946914	200.0	0.09316479400749064	0.4892322097378277	0.22284644194756553	0.31647940074906367	15.112359550561798	0.21657701102166305	6	COMPLETE
7	0.6502808988764045	2020-05-17 15:30:48.391722	2020-05-17 16:31:49.978149	1.3812596448189167	256	128	1	52	512	0.2229157489792475	0.07303370786516854	0.6502808988764045	0.22940074906367042	0.37219101123595505	10.65496254681648	0.22810421726204672	0.07303370786516854	0.6502808988764045	0.22940074906367042	0.37219101123595505	10.65496254681648	0.22810421726204672	430868224	750.0	0.07303370786516854	0.6502808988764045	0.22940074906367042	0.37219101123595505	10.65496254681648	0.22810421726204672	7	COMPLETE
8	0.647003745318352	2020-05-17 16:31:49.996749	2020-05-17 16:51:21.611304	2.340932719901601	64	64	2	11	128	0.21859177888008288	0.150749063670412	0.647003745318352	0.31741573033707865	0.4241573033707865	10.47003745318352	0.296024786874066	0.150749063670412	0.647003745318352	0.31741573033707865	0.4241573033707865	10.47003745318352	0.296024786874066	1834501231	450.0	0.150749063670412	0.647003745318352	0.31741573033707865	0.4241573033707865	10.47003745318352	0.296024786874066	8	COMPLETE
9	0.5449438202247191	2020-05-17 16:51:21.629422	2020-05-17 17:16:37.705871	2.412892810635591	64	128	2	74	512	0.2684553595999263	0.10955056179775281	0.5449438202247191	0.2448501872659176	0.3487827715355805	12.914794007490636	0.24080494671463926	0.10955056179775281	0.5449438202247191	0.2448501872659176	0.3487827715355805	12.914794007490636	0.24080494671463926	1009106552	750.0	0.10955056179775281	0.5449438202247191	0.2448501872659176	0.3487827715355805	12.914794007490636	0.24080494671463926	9	COMPLETE
10	0.49157303370786515	2020-05-17 17:16:37.717092	2020-05-17 17:21:52.795478	9.05501261360778	256	64	1	7	256	0.3115280137086908	0.10159176029962547	0.49157303370786515	0.2340823970037453	0.3258426966292135	15.009831460674157	0.2243027610019856	0.10159176029962547	0.49157303370786515	0.2340823970037453	0.3258426966292135	15.009831460674157	0.2243027610019856	1294949345	250.0	0.10159176029962547	0.49157303370786515	0.2340823970037453	0.3258426966292135	15.009831460674157	0.2243027610019856	10	COMPLETE
11	0.6006554307116105	2020-05-17 17:21:52.807690	2020-05-17 17:39:30.624334	0.5756332479344111	64	64	2	42	512	0.25990011410226116	0.012640449438202247	0.6006554307116105	0.17322097378277154	0.3309925093632959	12.413389513108614	0.17332781079438256	0.012640449438202247	0.6006554307116105	0.17322097378277154	0.3309925093632959	12.413389513108614	0.17332781079438256	4078579785		0.012640449438202247	0.6006554307116105	0.17322097378277154	0.3309925093632959	12.413389513108614	0.17332781079438256	11	COMPLETE
12	0.4901685393258427	2020-05-17 17:39:30.636295	2020-05-17 17:50:01.007826	4.8620876387612215	128	64	1	69	128	0.3127373084356164	0.09925093632958802	0.4901685393258427	0.23548689138576778	0.32069288389513106	15.060393258426966	0.22159934454183614	0.09925093632958802	0.4901685393258427	0.23548689138576778	0.32069288389513106	15.060393258426966	0.22159934454183614	1132661735	200.0	0.09925093632958802	0.4901685393258427	0.23548689138576778	0.32069288389513106	15.060393258426966	0.22159934454183614	12	COMPLETE
13	0.6058052434456929	2020-05-17 17:50:01.019887	2020-05-17 18:02:17.735229	3.0022201020947614	128	64	2	2	256	0.23693572229806906	0.1301498127340824	0.6058052434456929	0.29307116104868913	0.41151685393258425	11.366104868913858	0.2733564256322202	0.1301498127340824	0.6058052434456929	0.29307116104868913	0.41151685393258425	11.366104868913858	0.2733564256322202	1257587573	600.0	0.1301498127340824	0.6058052434456929	0.29307116104868913	0.41151685393258425	11.366104868913858	0.2733564256322202	13	COMPLETE
14	0.6685393258426966	2020-05-17 18:02:17.746112	2020-05-17 19:58:18.782652	1.443088863223946	256	256	2	43	128	0.2123205040534435	0.10533707865168539	0.6685393258426966	0.26919475655430714	0.40870786516853935	10.152621722846442	0.2604364881747948	0.10533707865168539	0.6685393258426966	0.26919475655430714	0.40870786516853935	10.152621722846442	0.2604364881747948	655499253	900.0	0.10533707865168539	0.6685393258426966	0.26919475655430714	0.40870786516853935	10.152621722846442	0.2604364881747948	14	COMPLETE
15	0.45786516853932585	2020-05-17 19:58:18.801256	2020-05-17 20:08:07.474206	5.237254521144064	128	128	2	70	256	0.3319598621451592	0.0898876404494382	0.45786516853932585	0.20926966292134833	0.30243445692883897	16.01310861423221	0.2070812312783171	0.0898876404494382	0.45786516853932585	0.20926966292134833	0.30243445692883897	16.01310861423221	0.2070812312783171	278597955	200.0	0.0898876404494382	0.45786516853932585	0.20926966292134833	0.30243445692883897	16.01310861423221	0.2070812312783171	15	COMPLETE
16	0.477059925093633	2020-05-17 20:08:07.486348	2020-05-17 20:17:57.416104	5.173032149690892	256	128	2	19	512	0.32110204916859	0.09644194756554307	0.477059925093633	0.21676029962546817	0.31086142322097376	15.469101123595506	0.2160440474562405	0.09644194756554307	0.477059925093633	0.21676029962546817	0.31086142322097376	15.469101123595506	0.2160440474562405	1327839023	350.0	0.09644194756554307	0.477059925093633	0.21676029962546817	0.31086142322097376	15.469101123595506	0.2160440474562405	16	COMPLETE
17	0.47752808988764045	2020-05-17 20:17:57.428600	2020-05-17 20:30:47.550052	9.485964961465786	256	128	1	8	128	0.31753787252710164	0.09222846441947566	0.47752808988764045	0.21582397003745318	0.3192883895131086	15.30243445692884	0.21397461454714078	0.09222846441947566	0.47752808988764045	0.21582397003745318	0.3192883895131086	15.30243445692884	0.21397461454714078	4032764411	300.0	0.09222846441947566	0.47752808988764045	0.21582397003745318	0.3192883895131086	15.30243445692884	0.21397461454714078	17	COMPLETE
18	0.6886704119850188	2020-05-17 20:30:47.562286	2020-05-17 20:57:03.883389	1.152381663755481	256	64	1	98	128	0.21455890784033116	0.04868913857677903	0.6886704119850188	0.2401685393258427	0.4307116104868914	10.21558988764045	0.22326220205578368	0.04868913857677903	0.6886704119850188	0.2401685393258427	0.4307116104868914	10.215355805243446	0.22326233962992237	3494411364	300.0	0.04868913857677903	0.6886704119850188	0.2401685393258427	0.4307116104868914	10.215823970037453	0.22326206775721968	18	COMPLETE
19	0.5	2020-05-17 20:57:03.901650	2020-05-17 21:17:19.215908	4.318434318611342	256	64	2	93	512	0.3077545577506727	0.09878277153558053	0.5	0.23829588014981273	0.33239700374531833	14.832865168539326	0.2263000349574459	0.09878277153558053	0.5	0.23829588014981273	0.33239700374531833	14.832865168539326	0.2263000349574459	2161635753	300.0	0.09878277153558053	0.5	0.23829588014981273	0.33239700374531833	14.832865168539326	0.2263000349574459	19	COMPLETE
20	0.6315543071161048	2020-05-17 21:17:19.227807	2020-05-17 21:36:50.774104	1.3811301897515882	64	128	2	2	256	0.22196841779189386	0.10486891385767791	0.6315543071161048	0.26264044943820225	0.3946629213483146	10.63623595505618	0.2547944098426358	0.10486891385767791	0.6315543071161048	0.26264044943820225	0.3946629213483146	10.63623595505618	0.2547944098426358	4250958845	950.0	0.10486891385767791	0.6315543071161048	0.26264044943820225	0.3946629213483146	10.63623595505618	0.2547944098426358	20	COMPLETE
21	0.48782771535580527	2020-05-17 21:36:50.786343	2020-05-17 21:45:15.816793	9.95919648092791	128	64	1	46	128	0.3130617604437476	0.09597378277153558	0.48782771535580527	0.22940074906367042	0.32303370786516855	15.07443820224719	0.21946742572420128	0.09597378277153558	0.48782771535580527	0.22940074906367042	0.32303370786516855	15.07443820224719	0.21946742572420128	32291793	200.0	0.09597378277153558	0.48782771535580527	0.22940074906367042	0.32303370786516855	15.07443820224719	0.21946742572420128	21	COMPLETE
22	0.4953183520599251	2020-05-17 21:45:15.828906	2020-05-18 00:48:39.918716	7.500996864776265	256	256	2	83	256	0.31643073716504355	0.09831460674157304	0.4953183520599251	0.23361423220973782	0.3309925093632959	15.251404494382022	0.22257804967607478	0.09831460674157304	0.4953183520599251	0.23361423220973782	0.3309925093632959	15.251404494382022	0.22257804967607478	3065235838	550.0	0.09831460674157304	0.4953183520599251	0.23361423220973782	0.3309925093632959	15.251404494382022	0.22257804967607478	22	COMPLETE
23	0.49063670411985016	2020-05-18 00:48:39.931361	2020-05-18 01:03:13.493672	5.8022014922150555	64	128	1	37	128	0.31488801912258096	0.10533707865168539	0.49063670411985016	0.22846441947565543	0.3155430711610487	15.171816479400748	0.223576787696078	0.10533707865168539	0.49063670411985016	0.22846441947565543	0.3155430711610487	15.171816479400748	0.223576787696078	3123787876	350.0	0.10533707865168539	0.49063670411985016	0.22846441947565543	0.3155430711610487	15.171816479400748	0.223576787696078	23	COMPLETE
24	0.4868913857677903	2020-05-18 01:03:13.505817	2020-05-18 01:19:46.610591	8.754395076644936	128	64	2	87	256	0.3150875850603305	0.09316479400749064	0.4868913857677903	0.22144194756554308	0.31647940074906367	15.174625468164795	0.21549168241983774	0.09316479400749064	0.4868913857677903	0.22144194756554308	0.31647940074906367	15.174625468164795	0.21549168241983774	3145428037	450.0	0.09316479400749064	0.4868913857677903	0.22144194756554308	0.31647940074906367	15.174625468164795	0.21549168241983774	24	COMPLETE
25	0.6109550561797753	2020-05-18 01:19:46.622839	2020-05-18 02:26:21.039961	0.7011405533640311	64	256	2	53	128	0.2534797983331264	0.011704119850187267	0.6109550561797753	0.16900749063670412	0.32818352059925093	12.117977528089888	0.17215876814242345	0.011704119850187267	0.6109550561797753	0.16900749063670412	0.32818352059925093	12.117977528089888	0.17215876814242345	4009146927		0.011704119850187267	0.6109550561797753	0.16900749063670412	0.32818352059925093	12.117977528089888	0.17215876814242345	25	COMPLETE
26	0.449438202247191	2020-05-18 02:26:21.052029	2020-05-18 02:31:09.848751	5.143820554039781	64	128	2	55	512	0.3344280097828934	0.0945692883895131	0.449438202247191	0.21114232209737827	0.2958801498127341	16.132958801498127	0.2106750198956176	0.0945692883895131	0.449438202247191	0.21114232209737827	0.2958801498127341	16.132958801498127	0.2106750198956176	1842896921	250.0	0.0945692883895131	0.449438202247191	0.21114232209737827	0.2958801498127341	16.132958801498127	0.2106750198956176	26	COMPLETE
27	0.5491573033707865	2020-05-18 02:31:09.862130	2020-05-18 02:42:22.585572	2.708115177920544	64	128	1	6	256	0.27287657389134756	0.10720973782771535	0.5491573033707865	0.2448501872659176	0.34737827715355807	13.124297752808989	0.2391249976482107	0.10720973782771535	0.5491573033707865	0.2448501872659176	0.34737827715355807	13.124063670411985	0.23912655819752407	742222188	550.0	0.10720973782771535	0.5491573033707865	0.2448501872659176	0.34737827715355807	13.124531835205993	0.23912355714115222	27	COMPLETE
28	0.4850187265917603	2020-05-18 02:42:22.597780	2020-05-18 02:52:47.018849	7.822901718338814	256	64	1	68	512	0.31676708803902826	0.09784644194756555	0.4850187265917603	0.22331460674157302	0.3099250936329588	15.261704119850187	0.2171085068857093	0.09784644194756555	0.4850187265917603	0.22331460674157302	0.3099250936329588	15.261704119850187	0.2171085068857093	148673063	300.0	0.09784644194756555	0.4850187265917603	0.22331460674157302	0.3099250936329588	15.261704119850187	0.2171085068857093	28	COMPLETE
29	0.48829588014981273	2020-05-18 02:52:47.031276	2020-05-18 04:01:26.450805	7.197033695597995	256	256	1	72	128	0.3155498455936082	0.09925093632958802	0.48829588014981273	0.2200374531835206	0.3197565543071161	15.202715355805243	0.218587790156449	0.09925093632958802	0.48829588014981273	0.2200374531835206	0.3197565543071161	15.202715355805243	0.218587790156449	3669640665	450.0	0.09925093632958802	0.48829588014981273	0.2200374531835206	0.3197565543071161	15.202715355805243	0.218587790156449	29	COMPLETE
30	0.6409176029962547	2020-05-18 04:01:26.464065	2020-05-18 04:54:18.814245	1.3274185794332598	128	128	1	91	512	0.22630327311257242	0.08099250936329588	0.6409176029962547	0.24391385767790263	0.36563670411985016	10.836142322097379	0.23481687304129303	0.08099250936329588	0.6409176029962547	0.24391385767790263	0.36563670411985016	10.836142322097379	0.23481687304129303	1909257487		0.08099250936329588	0.6409176029962547	0.24391385767790263	0.36563670411985016	10.836142322097379	0.23481687304129303	30	COMPLETE
31	0.48408239700374533	2020-05-18 04:54:18.826219	2020-05-18 05:18:17.810307	9.244373367795331	128	128	1	71	512	0.31791552440490056	0.10299625468164794	0.48408239700374533	0.23548689138576778	0.3267790262172285	15.329119850187267	0.22437274329630869	0.10299625468164794	0.48408239700374533	0.23548689138576778	0.3267790262172285	15.329119850187267	0.22437274329630869	4133135089	600.0	0.10299625468164794	0.48408239700374533	0.23548689138576778	0.3267790262172285	15.329119850187267	0.22437274329630869	31	COMPLETE
32	0.4447565543071161	2020-05-18 05:18:17.822386	2020-05-18 05:24:00.194430	4.635557702150661	64	256	1	18	256	0.347934356791208	0.09269662921348315	0.4447565543071161	0.21114232209737827	0.29775280898876405	16.803604868913858	0.20738828309779125	0.09269662921348315	0.4447565543071161	0.21114232209737827	0.29775280898876405	16.803370786516854	0.20738916977353744	2444833343	250.0	0.09269662921348315	0.4447565543071161	0.21114232209737827	0.29775280898876405	16.803838951310862	0.20738744857944186	32	COMPLETE
33	0.6797752808988764	2020-05-18 05:24:00.206834	2020-05-18 06:13:39.320849	0.9692760445794321	64	128	2	40	128	0.21650573805459403	0.06367041198501873	0.6797752808988764	0.2345505617977528	0.40308988764044945	10.336610486891386	0.2297285583425605	0.06367041198501873	0.6797752808988764	0.2345505617977528	0.40308988764044945	10.336610486891386	0.2297285583425605	702815940		0.06367041198501873	0.6797752808988764	0.2345505617977528	0.40308988764044945	10.336610486891386	0.2297285583425605	33	COMPLETE
34	0.39747191011235955	2020-05-18 06:13:39.333082	2020-05-18 06:29:33.670538	8.59023332262424	128	256	1	64	256	0.3766296857301746	0.07209737827715355	0.39747191011235955	0.17228464419475656	0.2598314606741573	18.204119850187265	0.17980961904580875	0.07209737827715355	0.39747191011235955	0.17228464419475656	0.2598314606741573	18.204119850187265	0.17980961904580875	4033399004	250.0	0.07209737827715355	0.39747191011235955	0.17228464419475656	0.2598314606741573	18.204119850187265	0.17980961904580875	34	COMPLETE
35	0.5622659176029963	2020-05-18 06:29:33.683227	2020-05-18 06:52:10.966703	3.7624602668335805	256	64	1	72	128	0.2571650091916225	0.11704119850187265	0.5622659176029963	0.2612359550561798	0.3717228464419476	12.338483146067416	0.24990714473048378	0.11704119850187265	0.5622659176029963	0.2612359550561798	0.3717228464419476	12.338483146067416	0.24990714473048378	2132120554	350.0	0.11704119850187265	0.5622659176029963	0.2612359550561798	0.3717228464419476	12.338483146067416	0.24990714473048378	35	COMPLETE
36	0.5051498127340824	2020-05-18 06:52:10.979247	2020-05-18 07:30:13.049512	4.184640319458374	128	128	2	73	128	0.30873079358666355	0.09550561797752809	0.5051498127340824	0.22846441947565543	0.3431647940074906	14.872191011235955	0.22173156124815427	0.09550561797752809	0.5051498127340824	0.22846441947565543	0.3431647940074906	14.872191011235955	0.22173156124815427	506930418	550.0	0.09550561797752809	0.5051498127340824	0.22846441947565543	0.3431647940074906	14.872191011235955	0.22173156124815427	36	COMPLETE
37	0.48782771535580527	2020-05-18 07:30:13.061872	2020-05-18 07:59:58.518849	9.286192185059788	256	128	2	64	128	0.31498273324451587	0.09316479400749064	0.48782771535580527	0.2209737827715356	0.3146067415730337	15.175093632958802	0.21498686704519843	0.09316479400749064	0.48782771535580527	0.2209737827715356	0.3146067415730337	15.175093632958802	0.21498686704519843	274313050	350.0	0.09316479400749064	0.48782771535580527	0.2209737827715356	0.3146067415730337	15.175093632958802	0.21498686704519843	37	COMPLETE
38	0.47191011235955055	2020-05-18 07:59:58.531471	2020-05-18 08:13:07.236982	3.7618930696367516	64	128	1	40	512	0.32094768739361246	0.09644194756554307	0.47191011235955055	0.2303370786516854	0.31413857677902624	15.501404494382022	0.2172226148650132	0.09644194756554307	0.47191011235955055	0.2303370786516854	0.31413857677902624	15.501404494382022	0.2172226148650132	2627614246	700.0	0.09644194756554307	0.47191011235955055	0.2303370786516854	0.31413857677902624	15.501404494382022	0.2172226148650132	38	COMPLETE
