number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.015917602996254682	2020-05-12 14:49:17.249719	2020-05-12 14:50:31.473904	256	2	69	128	1.3380090414323191	0.0	0.015917602996254682	0.0023408239700374533	0.0056179775280898875	64.57350187265918	0.02192879901672551	0.0	0.015917602996254682	0.0023408239700374533	0.0056179775280898875	64.57350187265918	0.02192879901672551	3527939208	150	0.0	0.015917602996254682	0.0023408239700374533	0.0056179775280898875	64.57350187265918	0.02192879901672551	0	COMPLETE
1	0.0650749063670412	2020-05-12 14:50:31.491808	2020-05-12 14:50:58.913283	256	2	80	512	1.0944076266945497	0.0	0.0650749063670412	0.016853932584269662	0.030430711610486893	52.78183520599251	0.03729224503317767	0.0	0.0650749063670412	0.016853932584269662	0.030430711610486893	52.78183520599251	0.03729224503317767	3179106571	150	0.0	0.0650749063670412	0.016853932584269662	0.030430711610486893	52.78183520599251	0.03729224503317767	1	COMPLETE
2	0.0	2020-05-12 14:50:58.928173	2020-05-12 14:51:57.975129	256	2	6	128	1.6491015286704573	0.0	0.0	0.0	0.0	79.5880149812734	0.012897284348416098	0.0	0.0	0.0	0.0	79.5880149812734	0.012897284348416098	4222920210	150	0.0	0.0	0.0	0.0	79.5880149812734	0.012897284348416098	2	COMPLETE
3	0.0997191011235955	2020-05-12 14:51:57.986987	2020-05-12 14:52:25.546739	128	1	70	512	1.0108415165441704	0.0	0.0997191011235955	0.02294007490636704	0.04588014981273408	48.7813670411985	0.044708476496811686	0.0	0.0997191011235955	0.02294007490636704	0.04588014981273408	48.7813670411985	0.044708476496811686	690343501	150	0.0	0.0997191011235955	0.02294007490636704	0.04588014981273408	48.7813670411985	0.044708476496811686	3	COMPLETE
4	0.09035580524344569	2020-05-12 14:52:25.564446	2020-05-12 14:52:53.111524	64	1	78	512	1.0351483309397314	0.0	0.09035580524344569	0.019194756554307114	0.0351123595505618	49.94803370786517	0.042011417666676	0.0	0.09035580524344569	0.019194756554307114	0.0351123595505618	49.94803370786517	0.042011417666676	1514138476	150	0.0	0.09035580524344569	0.019194756554307114	0.0351123595505618	49.94803370786517	0.042011417666676	4	COMPLETE
5	0.10393258426966293	2020-05-12 14:52:53.123636	2020-05-12 14:53:21.740473	64	1	3	256	0.980418049329229	0.0	0.10393258426966293	0.02200374531835206	0.04915730337078652	47.30852059925093	0.046330504141648556	0.0	0.10393258426966293	0.02200374531835206	0.04915730337078652	47.30852059925093	0.046330504141648556	1841598827	150	0.0	0.10393258426966293	0.02200374531835206	0.04915730337078652	47.30852059925093	0.046330504141648556	5	COMPLETE
6	0.08801498127340825	2020-05-12 14:53:21.756103	2020-05-12 14:54:39.255508	256	1	91	128	1.0211476459296958	0.0	0.08801498127340825	0.01638576779026217	0.03417602996254682	49.26755617977528	0.04082719036528164	0.0	0.08801498127340825	0.01638576779026217	0.03417602996254682	49.267322097378276	0.040827239178209795	809730613	150	0.0	0.08801498127340825	0.01638576779026217	0.03417602996254682	49.267790262172284	0.04082714224968102	6	COMPLETE
7	0.028089887640449437	2020-05-12 14:54:39.266281	2020-05-12 14:55:18.425194	256	2	42	256	1.2738488398698133	0.0	0.028089887640449437	0.003745318352059925	0.009363295880149813	61.45739700374532	0.025099288948571507	0.0	0.028089887640449437	0.003745318352059925	0.009363295880149813	61.45739700374532	0.025099288948571507	4042783583	150	0.0	0.028089887640449437	0.003745318352059925	0.009363295880149813	61.45739700374532	0.025099288948571507	7	COMPLETE
8	0.042134831460674156	2020-05-12 14:55:18.435035	2020-05-12 14:55:57.832559	256	2	43	256	1.2306111108124507	0.0	0.042134831460674156	0.0056179775280898875	0.01544943820224719	59.38857677902622	0.02834248009736279	0.0	0.042134831460674156	0.0056179775280898875	0.01544943820224719	59.38857677902622	0.02834248009736279	2687697767	150	0.0	0.042134831460674156	0.0056179775280898875	0.01544943820224719	59.38857677902622	0.02834248009736279	8	COMPLETE
9	0.0945692883895131	2020-05-12 14:55:57.846426	2020-05-12 14:56:21.614700	256	1	12	512	1.0056043470606264	0.0	0.0945692883895131	0.023876404494382022	0.04260299625468165	48.52200374531835	0.04399318730815012	0.0	0.0945692883895131	0.023876404494382022	0.04260299625468165	48.52200374531835	0.04399318730815012	4003028301	150	0.0	0.0945692883895131	0.023876404494382022	0.04260299625468165	48.52200374531835	0.04399318730815012	9	COMPLETE
